mouse1,mouse2,tissue,cell_type,n_cells,det1,det2,pct_coexpr,cell_R,cell_p,coexpr_rho,coexpr_p,pb_r,pb_p,n_mice,cell_BH,pb_BH,pathway,pw_name,gene1,gene2,kind
Kras,Araf,liver,HSC_Fibroblast,2024,0.194169960474308,0.101284584980237,0.049901185770751,0.116306510808047,1.54525514545775e-07,0.626930693069307,0,0.841442335971517,0.0176197052730362,7,1.25474717811169e-05,0.39118551692537,hsa04068,FoxO signaling pathway,KRAS,ARAF,discordant
Kras,Araf,liver,HSC_Fibroblast,2024,0.194169960474308,0.101284584980237,0.049901185770751,0.116306510808047,1.54525514545775e-07,0.626930693069307,0,0.841442335971517,0.0176197052730362,7,1.25474717811169e-05,0.39118551692537,hsa04910,Insulin signaling pathway,KRAS,ARAF,discordant
Gnb2,Rras,liver,HSC_Fibroblast,2024,0.507411067193676,0.304841897233202,0.231225296442688,0.113139434199165,3.33841156957586e-07,0.402799578418992,1.10592095227873e-19,0.841780499760742,0.0175292656399238,7,2.46435472226873e-05,0.39118551692537,hsa04371,Apelin signaling pathway,GNB2,RRAS,coherent
Foxo3,Klf2,liver,T_cell,2018,0.0782953419226957,0.775024777006938,0.0520317145688801,-0.112400763714361,4.14435382494043e-07,0.0196766518593347,0.842081735047845,-0.829234116883406,0.0210632011435544,7,2.80434608820969e-05,0.417154129965029,hsa04068,FoxO signaling pathway,FOXO3,KLF2,discordant
Mapk8,Foxo3,liver,Cholangiocyte,636,0.111635220125786,0.256289308176101,0.0550314465408805,0.197523653201638,5.13740228607475e-07,0.677078228426982,7.94960813411096e-06,0.873269237610271,0.0102451528277646,7,3.20890050484053e-05,0.35728446438067,hsa04068,FoxO signaling pathway,MAPK8,FOXO3,coherent
Sos1,Kras,liver,HSC_Fibroblast,2024,0.0701581027667984,0.194169960474308,0.0350790513833992,0.0985816886366925,8.86443351955629e-06,0.503051643192488,1.03984950813559e-05,0.596892234095667,0.157090311356592,7,0.000514137144134265,0.634613596127127,hsa04068,FoxO signaling pathway,SOS1,KRAS,coherent
Sos1,Kras,liver,HSC_Fibroblast,2024,0.0701581027667984,0.194169960474308,0.0350790513833992,0.0985816886366925,8.86443351955629e-06,0.503051643192488,1.03984950813559e-05,0.596892234095667,0.157090311356592,7,0.000514137144134265,0.634613596127127,hsa04910,Insulin signaling pathway,SOS1,KRAS,coherent
Ppp1ca,Calm1,liver,B_cell,7386,0.40360140806932,0.753858651502843,0.321554291903601,0.0487228733986705,2.80047403053184e-05,0.185053629986872,9.69777414759023e-20,0.595151345937191,0.158620393501267,7,0.00151598994186123,0.635039952504188,hsa04910,Insulin signaling pathway,PPP1CA,CALM1,coherent
Gnb2,Kras,liver,HSC_Fibroblast,2024,0.507411067193676,0.194169960474308,0.162549407114625,0.089850813778704,5.16614186087314e-05,0.200462212139928,0.000252777158946639,0.807851535430375,0.0279454922380049,7,0.00262181699439312,0.428146032023772,hsa04371,Apelin signaling pathway,GNB2,KRAS,discordant
Sirt1,Foxo3,liver,HSC_Fibroblast,2024,0.131916996047431,0.113142292490119,0.033102766798419,0.0894013277188043,5.63374592922992e-05,0.606265589144967,5.41740098128253e-08,0.386254935702786,0.392073127691115,7,0.0026909421732557,0.759601586284297,hsa04211,Longevity regulating pathway,SIRT1,FOXO3,coherent
Irs2,Pik3ca,liver,Neutrophil,572,0.0681818181818182,0.0402097902097902,0.00874125874125874,0.163615800785865,8.45644245545572e-05,,,0.582516929501552,0.169945472396124,7,0.00379250514366506,0.647447873181605,hsa04068,FoxO signaling pathway,IRS2,PIK3CA,coherent
Irs2,Pik3ca,liver,Neutrophil,572,0.0681818181818182,0.0402097902097902,0.00874125874125874,0.163615800785865,8.45644245545572e-05,,,0.582516929501552,0.169945472396124,7,0.00379250514366506,0.647447873181605,hsa04152,AMPK signaling pathway,IRS2,PIK3CA,coherent
Irs2,Pik3ca,liver,Neutrophil,572,0.0681818181818182,0.0402097902097902,0.00874125874125874,0.163615800785865,8.45644245545572e-05,,,0.582516929501552,0.169945472396124,7,0.00379250514366506,0.647447873181605,hsa04211,Longevity regulating pathway,IRS2,PIK3CA,coherent
Irs2,Pik3ca,liver,Neutrophil,572,0.0681818181818182,0.0402097902097902,0.00874125874125874,0.163615800785865,8.45644245545572e-05,,,0.582516929501552,0.169945472396124,7,0.00379250514366506,0.647447873181605,hsa04910,Insulin signaling pathway,IRS2,PIK3CA,coherent
Prkce,Rras,liver,HSC_Fibroblast,2024,0.0395256916996047,0.304841897233202,0.0271739130434783,0.0869915788585326,8.90400137807271e-05,0.494877344877345,0.000149592481459491,0.835436343126553,0.0192702225086389,7,0.00379250514366506,0.39118551692537,hsa04371,Apelin signaling pathway,PRKCE,RRAS,coherent
Gnb2,Hras,liver,LSEC,745,0.420134228187919,0.139597315436242,0.0912751677852349,0.142651825602896,9.34114567405188e-05,0.588158949498034,2.4633182323991e-07,0.280080806022467,0.542948086097483,7,0.00379250514366506,0.830642318582225,hsa04371,Apelin signaling pathway,GNB2,HRAS,coherent
Gnb2,Plcb1,liver,Monocyte,920,0.815217391304348,0.166304347826087,0.160869565217391,0.124057854445508,0.000161732343085795,0.0589109579787524,0.476945410547648,0.788491022383063,0.0351321857320959,7,0.00625365059931741,0.440632621203995,hsa04371,Apelin signaling pathway,GNB2,PLCB1,discordant
Akt1,Ppp1ca,liver,Monocyte,920,0.380434782608696,0.768478260869565,0.335869565217391,0.123610948880351,0.000170845003649996,0.189026619221136,0.000839372527865083,0.375107520948201,0.407036447530025,7,0.00630573377108167,0.761552063120692,hsa04910,Insulin signaling pathway,AKT1,PPP1CA,coherent
Gnb2,Hras,liver,HSC_Fibroblast,2024,0.507411067193676,0.165513833992095,0.125494071146245,0.081070322701768,0.000261199617280932,0.422397070227999,2.05811826197582e-12,0.696018478412673,0.082398671032131,7,0.00897125930734629,0.52494812367031,hsa04371,Apelin signaling pathway,GNB2,HRAS,coherent
Irs2,Pik3r2,liver,HSC_Fibroblast,2024,0.284584980237154,0.0933794466403162,0.0484189723320158,0.080984747026262,0.000265160373616147,0.452367897591567,2.92092931753108e-06,0.705225939358192,0.0767202243040285,7,0.00897125930734629,0.516246711743822,hsa04068,FoxO signaling pathway,IRS2,PIK3R2,discordant
Irs2,Pik3r2,liver,HSC_Fibroblast,2024,0.284584980237154,0.0933794466403162,0.0484189723320158,0.080984747026262,0.000265160373616147,0.452367897591567,2.92092931753108e-06,0.705225939358192,0.0767202243040285,7,0.00897125930734629,0.516246711743822,hsa04152,AMPK signaling pathway,IRS2,PIK3R2,discordant
Irs2,Pik3r2,liver,HSC_Fibroblast,2024,0.284584980237154,0.0933794466403162,0.0484189723320158,0.080984747026262,0.000265160373616147,0.452367897591567,2.92092931753108e-06,0.705225939358192,0.0767202243040285,7,0.00897125930734629,0.516246711743822,hsa04211,Longevity regulating pathway,IRS2,PIK3R2,discordant
Irs2,Pik3r2,liver,HSC_Fibroblast,2024,0.284584980237154,0.0933794466403162,0.0484189723320158,0.080984747026262,0.000265160373616147,0.452367897591567,2.92092931753108e-06,0.705225939358192,0.0767202243040285,7,0.00897125930734629,0.516246711743822,hsa04910,Insulin signaling pathway,IRS2,PIK3R2,discordant
Ppp1ca,Calm1,liver,LSEC,745,0.174496644295302,0.620134228187919,0.140939597315436,0.129501347781887,0.000394559763189917,0.00347294215218744,0.971943873717549,0.48658337499724,0.268161229339433,7,0.0128153011084085,0.698181421279147,hsa04910,Insulin signaling pathway,PPP1CA,CALM1,coherent
Akt1,Pde3b,liver,Macrophage_other,214,0.205607476635514,0.0560747663551402,0.0233644859813084,0.230319063402712,0.000685517622066846,,,0.911666771838946,0.0883332281610536,4,0.0214092426583953,0.528347602469399,hsa04371,Apelin signaling pathway,AKT1,PDE3B,discordant
Akt1,Pde3b,liver,Macrophage_other,214,0.205607476635514,0.0560747663551402,0.0233644859813084,0.230319063402712,0.000685517622066846,,,0.911666771838946,0.0883332281610536,4,0.0214092426583953,0.528347602469399,hsa04910,Insulin signaling pathway,AKT1,PDE3B,discordant
Prkce,Hras,liver,Cholangiocyte,636,0.0770440251572327,0.430817610062893,0.059748427672956,0.129810444512371,0.00103385588168321,0.295765401028559,0.0717321313053953,0.947796049160891,0.00116267192795552,7,0.0310922583676581,0.236022401374971,hsa04371,Apelin signaling pathway,PRKCE,HRAS,coherent
Sos2,Kras,liver,Kupffer_cell,202,0.0247524752475248,0.183168316831683,0.0198019801980198,0.223562214183676,0.00138252048701232,,,-0.135114068656404,0.772711216561274,7,0.0400930941233572,0.928167911017389,hsa04068,FoxO signaling pathway,SOS2,KRAS,coherent
Sos2,Kras,liver,Kupffer_cell,202,0.0247524752475248,0.183168316831683,0.0198019801980198,0.223562214183676,0.00138252048701232,,,-0.135114068656404,0.772711216561274,7,0.0400930941233572,0.928167911017389,hsa04910,Insulin signaling pathway,SOS2,KRAS,coherent
Gnb2,Rras,liver,Cholangiocyte,636,0.75314465408805,0.531446540880503,0.466981132075472,0.122232035510542,0.00201442440143444,0.192292638171556,0.000865105828820676,0.542151269369219,0.208686071387247,7,0.0564038832401644,0.653038096502548,hsa04371,Apelin signaling pathway,GNB2,RRAS,coherent
Gnb2,Hras,liver,Cholangiocyte,636,0.75314465408805,0.430817610062893,0.397798742138365,0.121384137048191,0.00216569556207456,0.126416356860804,0.0445493971785815,0.860059039063604,0.0130303423063186,7,0.0586181598801515,0.35728446438067,hsa04371,Apelin signaling pathway,GNB2,HRAS,coherent
Ppp1cb,Calm1,liver,Monocyte,920,0.342391304347826,0.957608695652174,0.334782608695652,0.100525903980279,0.00226798581844041,0.262681780877351,2.95919603870078e-06,0.206660264917731,0.656606258450435,7,0.0594065962765683,0.874039806330744,hsa04910,Insulin signaling pathway,PPP1CB,CALM1,discordant
Pdpk1,Sgk1,liver,B_cell,7386,0.0969401570538857,0.0362848632548064,0.00514486867045762,0.0352526942327711,0.00244464339603081,0.559938721634739,0.000256757631025148,0.0325736684072788,0.944730555566811,7,0.0620328261742817,0.976264886571279,hsa04068,FoxO signaling pathway,PDPK1,SGK1,coherent
Pdpk1,Sgk1,liver,Cholangiocyte,636,0.202830188679245,0.323899371069182,0.0927672955974843,0.115877301667428,0.00342877369604623,0.373933372296903,0.00373221924113643,0.463953021810993,0.294326624759498,7,0.08436861336938,0.702941892588491,hsa04068,FoxO signaling pathway,PDPK1,SGK1,coherent
Stat3,Foxo3,liver,HSC_Fibroblast,2024,0.357707509881423,0.113142292490119,0.0681818181818182,0.0646915359746064,0.00359522408528784,0.425461428168091,1.97219369011348e-07,0.669665349101294,0.0998428605445359,7,0.0856289000506693,0.549059975084452,hsa04068,FoxO signaling pathway,STAT3,FOXO3,discordant
Gnb2,Rras2,liver,HSC_Fibroblast,2024,0.507411067193676,0.0454545454545455,0.0405138339920949,0.0645094059092189,0.00369090086425299,0.0242378729008174,0.828574377252829,0.763191825112454,0.0459201535347685,7,0.0856289000506693,0.440632621203995,hsa04371,Apelin signaling pathway,GNB2,RRAS2,discordant
Gnb2,Hras,liver,Monocyte,920,0.815217391304348,0.166304347826087,0.157608695652174,0.0946275998814466,0.00406924453673747,0.0431191938277437,0.606177060732529,0.291096009237928,0.526488818921394,7,0.091784071217523,0.819489148708318,hsa04371,Apelin signaling pathway,GNB2,HRAS,coherent
Akt2,Pde3b,liver,B_cell,7386,0.0603845112374763,0.136745193609532,0.0117790414297319,0.0330262757722736,0.0045307255767043,0.5429899302866,5.52344274524617e-08,0.658582709480836,0.107704923016487,7,0.0994310586022674,0.549287677695887,hsa04371,Apelin signaling pathway,AKT2,PDE3B,discordant
Akt2,Pde3b,liver,B_cell,7386,0.0603845112374763,0.136745193609532,0.0117790414297319,0.0330262757722736,0.0045307255767043,0.5429899302866,5.52344274524617e-08,0.658582709480836,0.107704923016487,7,0.0994310586022674,0.549287677695887,hsa04910,Insulin signaling pathway,AKT2,PDE3B,discordant
Sirt1,Bax,liver,HSC_Fibroblast,2024,0.131916996047431,0.28804347826087,0.0706521739130435,0.0621750598334128,0.00513936630108781,0.488410650382481,9.26669568558052e-10,0.727724281162709,0.0637530448692733,7,0.10982014306535,0.490168621032369,hsa04211,Longevity regulating pathway,SIRT1,BAX,coherent
Pdpk1,Akt1,liver,Monocyte,920,0.11195652173913,0.380434782608696,0.0532608695652174,0.0919023189917386,0.00527648759832235,0.685902341956222,5.36316565046851e-08,-0.273880664950401,0.552285995924137,7,0.109859177688147,0.837274595913895,hsa04068,FoxO signaling pathway,PDPK1,AKT1,coherent
Pdpk1,Akt1,liver,Monocyte,920,0.11195652173913,0.380434782608696,0.0532608695652174,0.0919023189917386,0.00527648759832235,0.685902341956222,5.36316565046851e-08,-0.273880664950401,0.552285995924137,7,0.109859177688147,0.837274595913895,hsa04152,AMPK signaling pathway,PDPK1,AKT1,coherent
Pdpk1,Akt1,liver,Monocyte,920,0.11195652173913,0.380434782608696,0.0532608695652174,0.0919023189917386,0.00527648759832235,0.685902341956222,5.36316565046851e-08,-0.273880664950401,0.552285995924137,7,0.109859177688147,0.837274595913895,hsa04910,Insulin signaling pathway,PDPK1,AKT1,coherent
Foxo3,Rbl2,liver,T_cell,2018,0.0782953419226957,0.16402378592666,0.0173439048562934,0.0615876142650575,0.00564773869052917,0.891316526610645,0,0.850441739696613,0.0153026342317096,7,0.112437490079747,0.376537545337823,hsa04068,FoxO signaling pathway,FOXO3,RBL2,coherent
Akt1,Nos3,liver,LSEC,745,0.153020134228188,0.173154362416107,0.0456375838926175,0.100871816361614,0.00585714920981895,0.424904507257448,0.0128766639212759,-0.0725347241782997,0.877184906101675,7,0.112437490079747,0.960904279512334,hsa04371,Apelin signaling pathway,AKT1,NOS3,coherent
Prkcz,Srebf1,liver,Cholangiocyte,636,0.20440251572327,0.218553459119497,0.0738993710691824,0.108876039094024,0.00598645293311791,0.720166512488437,6.92126029830712e-08,0.143875828928911,0.758268968562332,7,0.112437490079747,0.923187216378501,hsa04910,Insulin signaling pathway,PRKCZ,SREBF1,coherent
Foxo3,Bcl2l11,liver,HSC_Fibroblast,2024,0.113142292490119,0.0533596837944664,0.0148221343873518,0.060877943913503,0.00614989783239314,0.523470522803115,0.00339925653697551,0.909540080426913,0.00450004411880114,7,0.112437490079747,0.281079678805117,hsa04068,FoxO signaling pathway,FOXO3,BCL2L11,discordant
Gnb2,Rras,liver,LSEC,745,0.420134228187919,0.241610738255034,0.135570469798658,0.0999531749110494,0.00632478922300861,0.365649388468259,0.000187654186261921,0.579794879252779,0.172435965441213,7,0.112437490079747,0.647942737734948,hsa04371,Apelin signaling pathway,GNB2,RRAS,coherent
Mapk8,Foxo3,liver,HSC_Fibroblast,2024,0.0790513833992095,0.113142292490119,0.0192687747035573,0.0606378003990873,0.0063554996733734,0.473684210526316,0.00257980501912217,0.503677496336536,0.249129911733652,7,0.112437490079747,0.695166626555758,hsa04068,FoxO signaling pathway,MAPK8,FOXO3,coherent
Gnai1,Prkce,liver,HSC_Fibroblast,2024,0.0533596837944664,0.0395256916996047,0.00790513833992095,0.0606213256746251,0.00636982873481774,0.838235294117647,4.03637536560916e-05,0.628214487490132,0.130832603951229,7,0.112437490079747,0.575918373412426,hsa04371,Apelin signaling pathway,GNAI1,PRKCE,discordant
Akt1,Ppp1ca,liver,Macrophage_other,214,0.205607476635514,0.509345794392523,0.154205607476636,0.185474733488695,0.00650808132234987,0.455213903743316,0.00833180057933632,0.740583641971884,0.259416358028116,4,0.112437490079747,0.696904965199444,hsa04910,Insulin signaling pathway,AKT1,PPP1CA,coherent
Gnb2,Mras,liver,Cholangiocyte,636,0.75314465408805,0.0676100628930818,0.0660377358490566,0.107199814930475,0.00681073414955452,0.328417470221214,0.0342287772898751,0.422973181208652,0.344408767031146,7,0.115214919363297,0.734673102124598,hsa04371,Apelin signaling pathway,GNB2,MRAS,coherent
Stk11,Foxo3,liver,Cholangiocyte,636,0.330188679245283,0.256289308176101,0.121069182389937,0.106506916799553,0.00718020499351776,0.504055208675649,2.96058302823087e-06,0.371607592970329,0.411780095558452,7,0.118986254178294,0.763426905348326,hsa04068,FoxO signaling pathway,STK11,FOXO3,discordant
Ppp1cb,Calm1,liver,Macrophage_other,214,0.196261682242991,0.827102803738318,0.154205607476636,-0.181134095996761,0.00790144219838358,-0.0939171122994652,0.601878108543863,-0.35269528635385,0.64730471364615,4,0.126335259096634,0.868261688224538,hsa04910,Insulin signaling pathway,PPP1CB,CALM1,discordant
Pdpk1,Rps6kb2,liver,HSC_Fibroblast,2024,0.115612648221344,0.0340909090909091,0.00889328063241107,0.0589958280721569,0.00793485001715313,0.969040247678019,7.43374267005337e-06,0.577564517233522,0.174489885944966,7,0.126335259096634,0.647942737734948,hsa04910,Insulin signaling pathway,PDPK1,RPS6KB2,coherent
Pik3r2,Akt1,liver,Kupffer_cell,202,0.0396039603960396,0.158415841584158,0.0198019801980198,0.183521427358225,0.00893881337702339,,,-0.565810006710245,0.185511326373301,7,0.139583008887365,0.647942737734948,hsa04066,HIF-1 signaling pathway,PIK3R2,AKT1,coherent
Prkce,Kras,liver,Monocyte,920,0.05,0.482608695652174,0.0369565217391304,0.0844533282903856,0.010386379998925,0.00198624904507257,0.991742071644367,0.724904055640837,0.0653079039172445,7,0.159127180360889,0.491018685007431,hsa04371,Apelin signaling pathway,PRKCE,KRAS,discordant
Pdpk1,Akt1,liver,B_cell,7386,0.0969401570538857,0.053479555916599,0.0082588681288925,0.02956392776745,0.0110566370517293,0.899524061343205,0,0.423412289695044,0.343854317098109,7,0.16625906085193,0.734673102124598,hsa04068,FoxO signaling pathway,PDPK1,AKT1,coherent
Pdpk1,Akt1,liver,B_cell,7386,0.0969401570538857,0.053479555916599,0.0082588681288925,0.02956392776745,0.0110566370517293,0.899524061343205,0,0.423412289695044,0.343854317098109,7,0.16625906085193,0.734673102124598,hsa04152,AMPK signaling pathway,PDPK1,AKT1,coherent
Pdpk1,Akt1,liver,B_cell,7386,0.0969401570538857,0.053479555916599,0.0082588681288925,0.02956392776745,0.0110566370517293,0.899524061343205,0,0.423412289695044,0.343854317098109,7,0.16625906085193,0.734673102124598,hsa04910,Insulin signaling pathway,PDPK1,AKT1,coherent
Sgk1,Foxo3,liver,Kupffer_cell,202,0.153465346534653,0.0346534653465347,0.0198019801980198,0.177929730134488,0.011295839556338,,,0.514222272742108,0.237712126166022,7,0.166767667631754,0.682413589574482,hsa04068,FoxO signaling pathway,SGK1,FOXO3,coherent
Hras,Pik3ca,liver,Cholangiocyte,636,0.430817610062893,0.15251572327044,0.0974842767295597,0.0996881018626048,0.0118910571657067,0.240160157135303,0.060285344328277,0.237534226351748,0.608028640318149,7,0.172420328902747,0.853434822125673,hsa04211,Longevity regulating pathway,HRAS,PIK3CA,discordant
Gnb2,Rras2,liver,T_cell,2018,0.437561942517344,0.128344895936571,0.0535183349851338,-0.0556527346377085,0.0124042760634791,0.617317823696971,0,-0.122563784131434,0.793488536935444,7,0.176706529185,0.935006477358759,hsa04371,Apelin signaling pathway,GNB2,RRAS2,discordant
Akt2,Pde3b,liver,Cholangiocyte,636,0.172955974842767,0.19496855345912,0.0534591194968554,0.0986796854682788,0.0127818335349262,0.33048128342246,0.0568039720060862,0.92490840973045,0.0028492718935467,7,0.178945669488967,0.246998053185901,hsa04371,Apelin signaling pathway,AKT2,PDE3B,discordant
Akt2,Pde3b,liver,Cholangiocyte,636,0.172955974842767,0.19496855345912,0.0534591194968554,0.0986796854682788,0.0127818335349262,0.33048128342246,0.0568039720060862,0.92490840973045,0.0028492718935467,7,0.178945669488967,0.246998053185901,hsa04910,Insulin signaling pathway,AKT2,PDE3B,discordant
Akt1,Pde3b,liver,HSC_Fibroblast,2024,0.195652173913043,0.0281620553359684,0.0143280632411067,0.0549983317961593,0.0133363705008564,0.53743842364532,0.00303953454044288,0.427763408903335,0.338380689275162,7,0.183544624520261,0.731272016299185,hsa04371,Apelin signaling pathway,AKT1,PDE3B,discordant
Akt1,Pde3b,liver,HSC_Fibroblast,2024,0.195652173913043,0.0281620553359684,0.0143280632411067,0.0549983317961593,0.0133363705008564,0.53743842364532,0.00303953454044288,0.427763408903335,0.338380689275162,7,0.183544624520261,0.731272016299185,hsa04910,Insulin signaling pathway,AKT1,PDE3B,discordant
Gnb2,Hras,liver,T_cell,2018,0.437561942517344,0.0936570862239841,0.0545094152626363,0.0547802245899193,0.0138485078119453,0.423195004846381,5.08141374764468e-06,-0.0532631060686344,0.909705950265246,7,0.185530044447999,0.96324032656792,hsa04371,Apelin signaling pathway,GNB2,HRAS,coherent
Irs2,Pik3ca,liver,HSC_Fibroblast,2024,0.284584980237154,0.112154150197628,0.0602766798418972,0.0546479152400911,0.0139376018612413,0.274680664396872,0.00219985936054666,0.87228349342467,0.0104397758189095,7,0.185530044447999,0.35728446438067,hsa04068,FoxO signaling pathway,IRS2,PIK3CA,coherent
Irs2,Pik3ca,liver,HSC_Fibroblast,2024,0.284584980237154,0.112154150197628,0.0602766798418972,0.0546479152400911,0.0139376018612413,0.274680664396872,0.00219985936054666,0.87228349342467,0.0104397758189095,7,0.185530044447999,0.35728446438067,hsa04152,AMPK signaling pathway,IRS2,PIK3CA,coherent
Irs2,Pik3ca,liver,HSC_Fibroblast,2024,0.284584980237154,0.112154150197628,0.0602766798418972,0.0546479152400911,0.0139376018612413,0.274680664396872,0.00219985936054666,0.87228349342467,0.0104397758189095,7,0.185530044447999,0.35728446438067,hsa04211,Longevity regulating pathway,IRS2,PIK3CA,coherent
Irs2,Pik3ca,liver,HSC_Fibroblast,2024,0.284584980237154,0.112154150197628,0.0602766798418972,0.0546479152400911,0.0139376018612413,0.274680664396872,0.00219985936054666,0.87228349342467,0.0104397758189095,7,0.185530044447999,0.35728446438067,hsa04910,Insulin signaling pathway,IRS2,PIK3CA,coherent
Ppp1ca,Calm1,liver,Neutrophil,572,0.347902097902098,0.711538461538462,0.272727272727273,0.102236162017058,0.0144372015768186,0.291277664772004,0.000225031713734096,-0.119536682399464,0.798514960321963,7,0.189080769038335,0.935006477358759,hsa04910,Insulin signaling pathway,PPP1CA,CALM1,coherent
Foxo3,Plk3,liver,NK_cell,596,0.102348993288591,0.0738255033557047,0.0134228187919463,0.0992021704888443,0.0154044573958403,,,0.523061701715133,0.228333163410371,7,0.194210784458666,0.672945123338804,hsa04068,FoxO signaling pathway,FOXO3,PLK3,discordant
Sos2,Hras,liver,B_cell,7386,0.0342539940427836,0.0529379907933929,0.00338478202003791,0.0281553735637257,0.0155292690903455,0.889957676029242,2.62825050947459e-09,-0.152989350696444,0.743306012696296,7,0.194210784458666,0.921438292798457,hsa04068,FoxO signaling pathway,SOS2,HRAS,discordant
Sos2,Hras,liver,B_cell,7386,0.0342539940427836,0.0529379907933929,0.00338478202003791,0.0281553735637257,0.0155292690903455,0.889957676029242,2.62825050947459e-09,-0.152989350696444,0.743306012696296,7,0.194210784458666,0.921438292798457,hsa04910,Insulin signaling pathway,SOS2,HRAS,discordant
Pik3ca,Pdpk1,liver,Cholangiocyte,636,0.15251572327044,0.202830188679245,0.0471698113207547,0.0959026247702534,0.0155464297904105,0.630700778642937,0.000255526483530037,0.467593248292264,0.290044440823898,7,0.194210784458666,0.700971423228206,hsa04910,Insulin signaling pathway,PIK3CA,PDPK1,discordant
