mouse1,mouse2,tissue,cell_type,n_cells,det1,det2,pct_coexpr,cell_R,cell_p,coexpr_rho,coexpr_p,pb_r,pb_p,n_mice,cell_BH,pb_BH,pathway,pw_name,gene1,gene2,kind
Stat3,Socs3,kidney,Macrophage,907,0.196251378169791,0.185226019845645,0.0672546857772878,0.168418903487167,3.36673765908101e-07,0.306980433632998,0.0164410118306034,0.0153798895113558,0.973893376539712,7,5.43196067418535e-05,0.997732895414207,hsa04931,Insulin resistance,STAT3,SOCS3,coherent
Stat3,Socs3,kidney,Macrophage,907,0.196251378169791,0.185226019845645,0.0672546857772878,0.168418903487167,3.36673765908101e-07,0.306980433632998,0.0164410118306034,0.0153798895113558,0.973893376539712,7,5.43196067418535e-05,0.997732895414207,hsa04935,"Growth hormone synthesis, secretion and action",STAT3,SOCS3,coherent
Socs3,Irs2,kidney,LoH,163,0.43558282208589,0.202453987730061,0.171779141104294,0.38556316958407,3.72370911683657e-07,0.0465243568691845,0.813955618406471,0.469572691262385,0.347411003045096,6,5.43196067418535e-05,0.851740841499216,hsa04920,Adipocytokine signaling pathway,SOCS3,IRS2,coherent
Socs3,Irs2,kidney,LoH,163,0.43558282208589,0.202453987730061,0.171779141104294,0.38556316958407,3.72370911683657e-07,0.0465243568691845,0.813955618406471,0.469572691262385,0.347411003045096,6,5.43196067418535e-05,0.851740841499216,hsa04931,Insulin resistance,SOCS3,IRS2,coherent
Ppp1ca,Myl12a,kidney,Endothelial,2875,0.522782608695652,0.683478260869565,0.39304347826087,0.0851537817161301,4.82667778580376e-06,0.115332273985436,0.000102064557032347,0.622540293076979,0.135409534675363,7,0.000625859219559221,0.734990357982085,hsa04510,Focal adhesion,PPP1CA,MYL12A,coherent
Sos2,Hras,kidney,cDC,152,0.0328947368421053,0.138157894736842,0.0197368421052632,0.317458207392545,6.74335672622589e-05,,,0.16536267602957,0.83463732397043,4,0.00786949729950562,0.986807518551547,hsa04068,FoxO signaling pathway,SOS2,HRAS,discordant
Sos2,Hras,kidney,cDC,152,0.0328947368421053,0.138157894736842,0.0197368421052632,0.317458207392545,6.74335672622589e-05,,,0.16536267602957,0.83463732397043,4,0.00786949729950562,0.986807518551547,hsa04510,Focal adhesion,SOS2,HRAS,discordant
Sos2,Hras,kidney,cDC,152,0.0328947368421053,0.138157894736842,0.0197368421052632,0.317458207392545,6.74335672622589e-05,,,0.16536267602957,0.83463732397043,4,0.00786949729950562,0.986807518551547,hsa04910,Insulin signaling pathway,SOS2,HRAS,discordant
Sos2,Hras,kidney,cDC,152,0.0328947368421053,0.138157894736842,0.0197368421052632,0.317458207392545,6.74335672622589e-05,,,0.16536267602957,0.83463732397043,4,0.00786949729950562,0.986807518551547,hsa04935,"Growth hormone synthesis, secretion and action",SOS2,HRAS,discordant
Stat3,Socs3,kidney,LoH,163,0.282208588957055,0.43558282208589,0.190184049079755,0.304279059689694,7.85016571452381e-05,0.504838709677419,0.00421491908610744,0.56658259207915,0.241067103444395,6,0.00832831217168117,0.821114024266717,hsa04920,Adipocytokine signaling pathway,STAT3,SOCS3,coherent
Stat3,Socs3,kidney,LoH,163,0.282208588957055,0.43558282208589,0.190184049079755,0.304279059689694,7.85016571452381e-05,0.504838709677419,0.00421491908610744,0.56658259207915,0.241067103444395,6,0.00832831217168117,0.821114024266717,hsa04931,Insulin resistance,STAT3,SOCS3,coherent
Stat3,Socs3,kidney,LoH,163,0.282208588957055,0.43558282208589,0.190184049079755,0.304279059689694,7.85016571452381e-05,0.504838709677419,0.00421491908610744,0.56658259207915,0.241067103444395,6,0.00832831217168117,0.821114024266717,hsa04935,"Growth hormone synthesis, secretion and action",STAT3,SOCS3,coherent
Zyx,Actn1,kidney,PT,324,0.12037037037037,0.0401234567901235,0.0154320987654321,0.215416401497267,9.28736022713986e-05,,,-0.135310576478233,0.77238672113572,7,0.00903195782089351,0.977911206020736,hsa04510,Focal adhesion,ZYX,ACTN1,coherent
Ppp1ca,Calm1,kidney,Macrophage,907,0.413450937155458,0.820286659316428,0.377067254685777,0.127070131417056,0.000124451592327515,0.0696045995679913,0.199121005259994,0.820338386033129,0.023793536003022,7,0.0111719237112469,0.582324781928086,hsa04910,Insulin signaling pathway,PPP1CA,CALM1,coherent
Gnb2,Rras,kidney,Endothelial,2875,0.693565217391304,0.510608695652174,0.382260869565217,0.0698257775364736,0.000179007814068024,0.160524834135594,8.78270050948612e-08,0.766015626350209,0.0446367785525363,7,0.0149215799298132,0.649689785742508,hsa04371,Apelin signaling pathway,GNB2,RRAS,coherent
Socs3,Irs2,kidney,Macrophage,907,0.185226019845645,0.115766262403528,0.041896361631753,0.120858895014267,0.000264083125708916,0.397089397089397,0.0141294151956904,0.0842718715064016,0.85744308955384,7,0.0205456671801537,0.989213824879223,hsa04920,Adipocytokine signaling pathway,SOCS3,IRS2,coherent
Socs3,Irs2,kidney,Macrophage,907,0.185226019845645,0.115766262403528,0.041896361631753,0.120858895014267,0.000264083125708916,0.397089397089397,0.0141294151956904,0.0842718715064016,0.85744308955384,7,0.0205456671801537,0.989213824879223,hsa04931,Insulin resistance,SOCS3,IRS2,coherent
Pik3ca,Pdpk1,kidney,PT,324,0.132716049382716,0.154320987654321,0.0524691358024691,0.194131977135152,0.0004408116392827,0.718137254901961,0.00165183106670571,0.140876349289935,0.76320699332037,7,0.0305828487308593,0.977911206020736,hsa04910,Insulin signaling pathway,PIK3CA,PDPK1,discordant
Ppp1ca,Calm1,kidney,T_cell,345,0.443478260869565,0.765217391304348,0.376811594202899,0.188048414496654,0.000445508507647479,0.2897006228435,0.000828229037227895,0.199180899329365,0.70517970596871,6,0.0305828487308593,0.967383603819724,hsa04910,Insulin signaling pathway,PPP1CA,CALM1,coherent
Stat3,Junb,kidney,LoH,163,0.282208588957055,0.742331288343558,0.245398773006135,0.269802996324315,0.000495971761549194,0.0574108818011257,0.724152253958549,0.41978708679275,0.407307061530593,6,0.0310433268956028,0.862325578988333,hsa04935,"Growth hormone synthesis, secretion and action",STAT3,JUNB,coherent
Srebf1,Irs2,kidney,PT,324,0.0339506172839506,0.0925925925925926,0.0123456790123457,0.192153966592704,0.000505418347057801,,,-0.390729062660895,0.386130556486885,7,0.0310433268956028,0.858824071833344,hsa04931,Insulin resistance,SREBF1,IRS2,coherent
Ppargc1a,Ogt,kidney,PT,324,0.117283950617284,0.095679012345679,0.0277777777777778,0.189973322368989,0.000586761863105224,,,0.044541485719793,0.924459011934172,7,0.0342375547121898,0.9961074627586,hsa04931,Insulin resistance,PPARGC1A,OGT,coherent
Rock1,Ppp1cb,kidney,Endothelial,2875,0.451130434782609,0.258434782608696,0.141565217391304,0.0632570329551951,0.000689540413570749,0.318995981156848,4.43928740327734e-11,0.566527411656852,0.184829219659461,7,0.0383187458398602,0.766164672803687,hsa04510,Focal adhesion,ROCK1,PPP1CB,discordant
Ppargc1a,Ogt,kidney,Distal_tubule,234,0.252136752136752,0.230769230769231,0.123931623931624,0.216895202457145,0.00083796736365019,0.548275862068965,0.00242229585780341,0.0578508730867816,0.913320495808544,6,0.0444503596990805,0.9961074627586,hsa04931,Insulin resistance,PPARGC1A,OGT,coherent
Stat3,Junb,kidney,Macrophage,907,0.196251378169791,0.671444321940463,0.157662624035281,0.109229942043572,0.000984412896625582,0.0111830772340308,0.894540897041956,0.126273908011457,0.787335729814981,7,0.0493410694813396,0.979563665440066,hsa04935,"Growth hormone synthesis, secretion and action",STAT3,JUNB,coherent
Foxo3,Klf2,kidney,Endothelial,2875,0.0587826086956522,0.808695652173913,0.0438260869565217,-0.0612609615446941,0.0010147263646548,0.109564961770042,0.221977334437544,-0.723241100530587,0.0662342110853205,7,0.0493410694813396,0.688148901379214,hsa04068,FoxO signaling pathway,FOXO3,KLF2,discordant
Crk,Rapgef1,kidney,Endothelial,2875,0.282782608695652,0.191304347826087,0.0685217391304348,0.0606278428055686,0.0011444119483289,0.445982757741162,5.10507155545836e-11,0.338733627076257,0.457362969934166,7,0.0533974680865815,0.894223908318624,hsa04510,Focal adhesion,CRK,RAPGEF1,coherent
Map2k4,Mapk13,kidney,LoH,163,0.110429447852761,0.116564417177914,0.0306748466257669,0.251361474718448,0.0012096391466399,,,0.524487872776235,0.285408227210419,6,0.0533974680865815,0.832819800890255,hsa04935,"Growth hormone synthesis, secretion and action",MAP2K4,MAPK13,coherent
Map2k4,Mapk8,kidney,LoH,163,0.110429447852761,0.098159509202454,0.0368098159509202,0.250908783791167,0.00123541699943248,,,0.0178172872005377,0.97327689729909,6,0.0533974680865815,0.997732895414207,hsa04935,"Growth hormone synthesis, secretion and action",MAP2K4,MAPK8,coherent
Map2k4,Mapk8,kidney,LoH,163,0.110429447852761,0.098159509202454,0.0368098159509202,0.250908783791167,0.00123541699943248,,,0.0178172872005377,0.97327689729909,6,0.0533974680865815,0.997732895414207,hsa04936,Alcoholic liver disease,MAP2K4,MAPK8,coherent
Srebf1,Fasn,kidney,LoH,163,0.0736196319018405,0.0368098159509202,0.0122699386503067,0.246248268034982,0.00153158749745477,,,-0.316135256387688,0.541594631333972,6,0.0638343789117757,0.915328876307966,hsa04152,AMPK signaling pathway,SREBF1,FASN,coherent
Srebf1,Fasn,kidney,LoH,163,0.0736196319018405,0.0368098159509202,0.0122699386503067,0.246248268034982,0.00153158749745477,,,-0.316135256387688,0.541594631333972,6,0.0638343789117757,0.915328876307966,hsa04910,Insulin signaling pathway,SREBF1,FASN,coherent
Srebf1,Fasn,kidney,LoH,163,0.0736196319018405,0.0368098159509202,0.0122699386503067,0.246248268034982,0.00153158749745477,,,-0.316135256387688,0.541594631333972,6,0.0638343789117757,0.915328876307966,hsa04936,Alcoholic liver disease,SREBF1,FASN,coherent
Gnb2,Hras,kidney,Endothelial,2875,0.693565217391304,0.400347826086957,0.303304347826087,0.0583822879793858,0.00173790578972153,0.1711715066379,3.67708610567843e-07,0.708611637043797,0.0746864709297623,7,0.0660667714351968,0.688148901379214,hsa04371,Apelin signaling pathway,GNB2,HRAS,coherent
Srebf1,Irs2,kidney,LoH,163,0.0736196319018405,0.202453987730061,0.0245398773006135,0.243400779156615,0.0017430665367821,,,-0.205927306311903,0.695475322920802,6,0.0660667714351968,0.964825675762292,hsa04931,Insulin resistance,SREBF1,IRS2,coherent
Pik3r2,Akt2,kidney,B_cell,189,0.0317460317460317,0.0687830687830688,0.0105820105820106,0.226134201919639,0.00175498707325716,,,0.952067347936286,0.0479326520637137,4,0.0660667714351968,0.649689785742508,hsa04518,Integrin signaling,PIK3R2,AKT2,coherent
Pik3r2,Akt2,kidney,B_cell,189,0.0317460317460317,0.0687830687830688,0.0105820105820106,0.226134201919639,0.00175498707325716,,,0.952067347936286,0.0479326520637137,4,0.0660667714351968,0.649689785742508,hsa04935,"Growth hormone synthesis, secretion and action",PIK3R2,AKT2,coherent
Bcl2l1,Bax,kidney,T_cell,345,0.063768115942029,0.191304347826087,0.0260869565217391,0.1606083480639,0.00277350383998349,,,-0.0127432253553689,0.980886196651807,6,0.101146218164398,0.997732895414207,hsa04115,p53 signaling pathway,BCL2L1,BAX,discordant
Irs2,Pik3ca,kidney,B_cell,189,0.0899470899470899,0.0793650793650794,0.0264550264550265,0.215488152027759,0.00290245087331669,,,0.768866846709852,0.231133153290148,4,0.10264121724729,0.81490148002901,hsa04068,FoxO signaling pathway,IRS2,PIK3CA,coherent
Irs2,Pik3ca,kidney,B_cell,189,0.0899470899470899,0.0793650793650794,0.0264550264550265,0.215488152027759,0.00290245087331669,,,0.768866846709852,0.231133153290148,4,0.10264121724729,0.81490148002901,hsa04081,Hormone signaling,IRS2,PIK3CA,coherent
Irs2,Pik3ca,kidney,B_cell,189,0.0899470899470899,0.0793650793650794,0.0264550264550265,0.215488152027759,0.00290245087331669,,,0.768866846709852,0.231133153290148,4,0.10264121724729,0.81490148002901,hsa04152,AMPK signaling pathway,IRS2,PIK3CA,coherent
Irs2,Pik3ca,kidney,B_cell,189,0.0899470899470899,0.0793650793650794,0.0264550264550265,0.215488152027759,0.00290245087331669,,,0.768866846709852,0.231133153290148,4,0.10264121724729,0.81490148002901,hsa04211,Longevity regulating pathway,IRS2,PIK3CA,coherent
Irs2,Pik3ca,kidney,B_cell,189,0.0899470899470899,0.0793650793650794,0.0264550264550265,0.215488152027759,0.00290245087331669,,,0.768866846709852,0.231133153290148,4,0.10264121724729,0.81490148002901,hsa04213,Longevity regulating pathway - multiple species,IRS2,PIK3CA,coherent
Irs2,Pik3ca,kidney,B_cell,189,0.0899470899470899,0.0793650793650794,0.0264550264550265,0.215488152027759,0.00290245087331669,,,0.768866846709852,0.231133153290148,4,0.10264121724729,0.81490148002901,hsa04910,Insulin signaling pathway,IRS2,PIK3CA,coherent
Irs2,Pik3ca,kidney,B_cell,189,0.0899470899470899,0.0793650793650794,0.0264550264550265,0.215488152027759,0.00290245087331669,,,0.768866846709852,0.231133153290148,4,0.10264121724729,0.81490148002901,hsa04931,Insulin resistance,IRS2,PIK3CA,coherent
Irs2,Pik3ca,kidney,B_cell,189,0.0899470899470899,0.0793650793650794,0.0264550264550265,0.215488152027759,0.00290245087331669,,,0.768866846709852,0.231133153290148,4,0.10264121724729,0.81490148002901,hsa04935,"Growth hormone synthesis, secretion and action",IRS2,PIK3CA,coherent
Ogt,Pik3ca,kidney,B_cell,189,0.264550264550265,0.0793650793650794,0.0423280423280423,0.212748078563013,0.00329143582031122,,,0.973403002001223,0.0265969979987773,4,0.111260687455012,0.596898012780253,hsa04931,Insulin resistance,OGT,PIK3CA,discordant
Akt1,Prkaa2,kidney,B_cell,189,0.0793650793650794,0.0317460317460317,0.00529100529100529,0.212447413406519,0.00333686723301236,,,0.52369469574338,0.47630530425662,4,0.111260687455012,0.90556017271728,hsa04213,Longevity regulating pathway - multiple species,AKT1,PRKAA2,coherent
Prkce,Mras,kidney,PT,324,0.0648148148148148,0.0339506172839506,0.0123456790123457,0.161669227461224,0.0035226345753031,,,-0.0230612365921359,0.960860438377906,7,0.114192070816076,0.997732895414207,hsa04371,Apelin signaling pathway,PRKCE,MRAS,coherent
Oga,Ogt,kidney,PT,324,0.166666666666667,0.095679012345679,0.0401234567901235,0.160908640659919,0.00368300751687623,0.769230769230769,0.00325008247770679,0.940309490301287,0.00161877428520796,7,0.11616404789715,0.278555136508924,hsa04931,Insulin resistance,OGA,OGT,discordant
Gnb2,Prkaa2,kidney,Distal_tubule,234,0.303418803418803,0.132478632478632,0.094017094017094,0.187956933185145,0.00390726169283734,0.491812535290796,0.0213625590854503,0.698619855937273,0.122557808931054,6,0.119994063040557,0.734990357982085,hsa04371,Apelin signaling pathway,GNB2,PRKAA2,coherent
Rock2,Myl12a,kidney,B_cell,189,0.17989417989418,0.222222222222222,0.0846560846560847,0.206034173580665,0.00445102337638855,0.767647058823529,0.000798025596521452,0.942644141628351,0.0573558583716493,4,0.133188314878088,0.663453862778309,hsa04510,Focal adhesion,ROCK2,MYL12A,coherent
Rock1,Ppp1r12a,kidney,T_cell,345,0.405797101449275,0.382608695652174,0.2,0.151546452378728,0.00478823907708109,0.63440477171784,4.83146567697598e-09,0.823048467505181,0.0441974278124733,6,0.136922636323306,0.649689785742508,hsa04510,Focal adhesion,ROCK1,PPP1R12A,discordant
Akt1,Foxo3,kidney,B_cell,189,0.0793650793650794,0.0846560846560847,0.0158730158730159,0.204273524476619,0.00481047822558314,,,0.219797847029701,0.780202152970299,4,0.136922636323306,0.977911206020736,hsa04068,FoxO signaling pathway,AKT1,FOXO3,coherent
Akt1,Foxo3,kidney,B_cell,189,0.0793650793650794,0.0846560846560847,0.0158730158730159,0.204273524476619,0.00481047822558314,,,0.219797847029701,0.780202152970299,4,0.136922636323306,0.977911206020736,hsa04211,Longevity regulating pathway,AKT1,FOXO3,coherent
Akt1,Foxo3,kidney,B_cell,189,0.0793650793650794,0.0846560846560847,0.0158730158730159,0.204273524476619,0.00481047822558314,,,0.219797847029701,0.780202152970299,4,0.136922636323306,0.977911206020736,hsa04213,Longevity regulating pathway - multiple species,AKT1,FOXO3,coherent
Ppp1ca,Myl12a,kidney,Macrophage,907,0.413450937155458,0.410143329658214,0.218302094818082,0.0931277355510958,0.00500191980443956,0.406435672072786,2.82747048907634e-09,0.302580399150617,0.509511805762392,7,0.138981914566213,0.90556017271728,hsa04510,Focal adhesion,PPP1CA,MYL12A,coherent
Mapk8,Foxo3,kidney,cDC,152,0.0921052631578947,0.125,0.0328947368421053,0.219484258997627,0.0065905229992145,,,0.962707593222149,0.0372924067778507,4,0.178863728839147,0.649555801638086,hsa04068,FoxO signaling pathway,MAPK8,FOXO3,coherent
Sirt1,Foxo3,kidney,T_cell,345,0.072463768115942,0.0927536231884058,0.0202898550724638,0.145171709239461,0.00691352054331888,,,0.113102079030006,0.831070286892437,6,0.182917519052466,0.986807518551547,hsa04211,Longevity regulating pathway,SIRT1,FOXO3,coherent
Sirt1,Foxo3,kidney,T_cell,345,0.072463768115942,0.0927536231884058,0.0202898550724638,0.145171709239461,0.00691352054331888,,,0.113102079030006,0.831070286892437,6,0.182917519052466,0.986807518551547,hsa04213,Longevity regulating pathway - multiple species,SIRT1,FOXO3,coherent
Prkaa2,Klf2,kidney,PT,324,0.305555555555556,0.20679012345679,0.0493827160493827,-0.148835743801811,0.00728227883535153,0.308823529411765,0.243953442595398,-0.553472780779546,0.197432161770451,7,0.182917519052466,0.782317058991706,hsa04371,Apelin signaling pathway,PRKAA2,KLF2,coherent
Kras,Araf,kidney,Endothelial,2875,0.265739130434783,0.126608695652174,0.0448695652173913,0.0500024963003035,0.00732717370042089,0.666262298747764,0,0.658407137212558,0.107831972159625,7,0.182917519052466,0.718979201964281,hsa04068,FoxO signaling pathway,KRAS,ARAF,discordant
Kras,Araf,kidney,Endothelial,2875,0.265739130434783,0.126608695652174,0.0448695652173913,0.0500024963003035,0.00732717370042089,0.666262298747764,0,0.658407137212558,0.107831972159625,7,0.182917519052466,0.718979201964281,hsa04910,Insulin signaling pathway,KRAS,ARAF,discordant
Sirt1,Bax,kidney,Macrophage,907,0.0540242557883131,0.30981256890849,0.0308710033076075,0.0889272276226356,0.0073668580938011,0.725232621784346,2.16170197099202e-05,0.524996297510262,0.226304081837549,7,0.182917519052466,0.81490148002901,hsa04211,Longevity regulating pathway,SIRT1,BAX,coherent
Prkaa2,Ppargc1a,kidney,Distal_tubule,234,0.132478632478632,0.252136752136752,0.0811965811965812,0.173616523462888,0.00777135739100629,0.259649122807018,0.281826340142108,0.451442862929423,0.36883788197366,6,0.18590194493462,0.858824071833344,hsa04152,AMPK signaling pathway,PRKAA2,PPARGC1A,discordant
Prkaa2,Ppargc1a,kidney,Distal_tubule,234,0.132478632478632,0.252136752136752,0.0811965811965812,0.173616523462888,0.00777135739100629,0.259649122807018,0.281826340142108,0.451442862929423,0.36883788197366,6,0.18590194493462,0.858824071833344,hsa04371,Apelin signaling pathway,PRKAA2,PPARGC1A,discordant
Prkaa2,Ppargc1a,kidney,Distal_tubule,234,0.132478632478632,0.252136752136752,0.0811965811965812,0.173616523462888,0.00777135739100629,0.259649122807018,0.281826340142108,0.451442862929423,0.36883788197366,6,0.18590194493462,0.858824071833344,hsa04936,Alcoholic liver disease,PRKAA2,PPARGC1A,discordant
Socs3,Srebf1,kidney,LoH,163,0.43558282208589,0.0736196319018405,0.0613496932515337,0.207696768265677,0.00780565150111086,0.0909090909090909,0.811416953056797,0.317092069661285,0.540303284021482,6,0.18590194493462,0.915328876307966,hsa04931,Insulin resistance,SOCS3,SREBF1,coherent
Ogt,Pdpk1,kidney,Macrophage,907,0.213891951488423,0.0749724366041896,0.0297684674751929,0.0878826924612745,0.00809242134782448,0.898046398046398,1.08905681469804e-06,0.187355430729213,0.687488383720293,7,0.188016627025778,0.963243086228888,hsa04931,Insulin resistance,OGT,PDPK1,coherent
Rps6ka1,Ppp1ca,kidney,T_cell,345,0.115942028985507,0.443478260869565,0.0811594202898551,0.142089205707284,0.00821666493428851,0.484948002189382,0.00963681793455813,0.0744861191591184,0.888477452532147,6,0.188016627025778,0.989213824879223,hsa04931,Insulin resistance,RPS6KA1,PPP1CA,coherent
Sos2,Hras,kidney,LoH,163,0.104294478527607,0.337423312883436,0.0674846625766871,0.205479962698975,0.00850481995318097,0.609090909090909,0.0518776080763114,0.857239350851027,0.0291161303648854,6,0.190867786256965,0.602998911916456,hsa04068,FoxO signaling pathway,SOS2,HRAS,discordant
Sos2,Hras,kidney,LoH,163,0.104294478527607,0.337423312883436,0.0674846625766871,0.205479962698975,0.00850481995318097,0.609090909090909,0.0518776080763114,0.857239350851027,0.0291161303648854,6,0.190867786256965,0.602998911916456,hsa04510,Focal adhesion,SOS2,HRAS,discordant
Sos2,Hras,kidney,LoH,163,0.104294478527607,0.337423312883436,0.0674846625766871,0.205479962698975,0.00850481995318097,0.609090909090909,0.0518776080763114,0.857239350851027,0.0291161303648854,6,0.190867786256965,0.602998911916456,hsa04910,Insulin signaling pathway,SOS2,HRAS,discordant
Sos2,Hras,kidney,LoH,163,0.104294478527607,0.337423312883436,0.0674846625766871,0.205479962698975,0.00850481995318097,0.609090909090909,0.0518776080763114,0.857239350851027,0.0291161303648854,6,0.190867786256965,0.602998911916456,hsa04935,"Growth hormone synthesis, secretion and action",SOS2,HRAS,discordant
Pdgfc,Met,kidney,PT,324,0.0401234567901235,0.0648148148148148,0.00925925925925926,0.14431455773955,0.00928839368543488,,,-0.0760235884936192,0.871310985632178,7,0.204519913790613,0.989213824879223,hsa04510,Focal adhesion,PDGFC,MET,coherent
Pdgfc,Met,kidney,PT,324,0.0401234567901235,0.0648148148148148,0.00925925925925926,0.14431455773955,0.00928839368543488,,,-0.0760235884936192,0.871310985632178,7,0.204519913790613,0.989213824879223,hsa04518,Integrin signaling,PDGFC,MET,coherent
Gnb2,Prkce,kidney,Endothelial,2875,0.693565217391304,0.160695652173913,0.110260869565217,-0.0481288579590118,0.00985157302077418,0.250554942667423,6.31337199285231e-06,-0.584020978242012,0.168577030054274,7,0.212903439171175,0.744132123400575,hsa04371,Apelin signaling pathway,GNB2,PRKCE,coherent
Rapgef1,Rap1a,kidney,Distal_tubule,234,0.0641025641025641,0.196581196581197,0.0341880341880342,0.167546820739616,0.0102457515553165,,,0.310418146722741,0.549328637106234,6,0.215332323117526,0.915328876307966,hsa04510,Focal adhesion,RAPGEF1,RAP1A,discordant
Usp7,Foxo3,kidney,PT,324,0.20679012345679,0.135802469135802,0.0493827160493827,0.14229548585084,0.0103329992241486,0.670103092783505,0.00450686536837621,0.845650100937509,0.0165131697529095,7,0.215332323117526,0.562304876119431,hsa04068,FoxO signaling pathway,USP7,FOXO3,coherent
Vegfc,Flt1,kidney,Endothelial,2875,0.0424347826086957,0.972521739130435,0.0410434782608696,-0.0474578207319169,0.0109287278415647,-0.202608662307669,0.0277829004842696,0.913861965272543,0.00399117149528458,7,0.223751322650982,0.358284394999777,hsa04510,Focal adhesion,VEGFC,FLT1,coherent
Vegfc,Flt1,kidney,Endothelial,2875,0.0424347826086957,0.972521739130435,0.0410434782608696,-0.0474578207319169,0.0109287278415647,-0.202608662307669,0.0277829004842696,0.913861965272543,0.00399117149528458,7,0.223751322650982,0.358284394999777,hsa04518,Integrin signaling,VEGFC,FLT1,coherent
Pik3ca,Akt2,kidney,LoH,163,0.196319018404908,0.104294478527607,0.049079754601227,0.195764613479377,0.0122658802078769,,,0.306881036849649,0.554128854504851,6,0.246797969010212,0.915328876307966,hsa04518,Integrin signaling,PIK3CA,AKT2,discordant
Pik3ca,Akt2,kidney,LoH,163,0.196319018404908,0.104294478527607,0.049079754601227,0.195764613479377,0.0122658802078769,,,0.306881036849649,0.554128854504851,6,0.246797969010212,0.915328876307966,hsa04935,"Growth hormone synthesis, secretion and action",PIK3CA,AKT2,discordant
Il6,Stat3,kidney,Endothelial,2875,0.0205217391304348,0.269217391304348,0.008,0.0462927032853438,0.0130492962981076,0.353754940711462,0.0982792168432114,0.766785821118363,0.0442902088905008,7,0.258110657286297,0.649689785742508,hsa04068,FoxO signaling pathway,IL6,STAT3,coherent
Il6,Stat3,kidney,Endothelial,2875,0.0205217391304348,0.269217391304348,0.008,0.0462927032853438,0.0130492962981076,0.353754940711462,0.0982792168432114,0.766785821118363,0.0442902088905008,7,0.258110657286297,0.649689785742508,hsa04931,Insulin resistance,IL6,STAT3,coherent
