gene,module,GS_T2D,GS_p,MM_red,MM_yellow,MM_tan,MM_greenyellow,kME_own,hub
AOC1,blue,-0.270239471391386,0.172792914631014,-0.394783963837935,0.554536034785801,0.452261779875826,0.1621885318342,0.331438819372259,FALSE
SPARCL1,brown,-0.365062294371424,0.0611552534926363,-0.583608747486444,0.473966244178244,0.380038421070291,0.571313227839604,0.809724973935082,FALSE
ID1,red,0.462482160620709,0.015142929315396,0.784446857356089,-0.45681343711066,-0.689384534028561,-0.112651350897379,0.784446857356089,TRUE
DHCR7,turquoise,0.406545300183811,0.035345712732354,0.654763590206319,-0.434544760964699,-0.443112725808277,-0.356774959934281,0.62492080890671,FALSE
CDKN1A,turquoise,0.744793899167406,8.36383776186184e-06,0.788514970329947,-0.66016147647068,-0.723715928090931,-0.541508620903805,0.643028825719179,FALSE
CYP7A1,turquoise,0.252497710213081,0.203855912558573,0.43832981215449,-0.275858315165472,-0.353909893856897,-0.25744105075934,0.446241942375157,FALSE
LDLR,red,0.440654577430345,0.0214192197278678,0.651075243589826,-0.300755344931078,-0.517885088070735,-0.442412681549405,0.651075243589826,FALSE
HAL,yellow,-0.524324131959617,0.00499323296316631,-0.653290248370554,0.741046605918592,0.497290166875949,0.414900137531206,0.741046605918592,TRUE
TNFSF14,red,0.48663860696323,0.0100516146968874,0.818331448774164,-0.589532213716206,-0.79607189020647,-0.252436570590566,0.818331448774164,TRUE
DUSP1,turquoise,-0.0967389217012857,0.631218157772598,-0.124722635142256,0.132920111116953,0.195146065685547,-0.341676706687563,0.170663195029579,FALSE
SDS,tan,-0.46860643384608,0.0136851514540109,-0.568679398715221,0.448984011318995,0.696640141201538,0.254588237661369,0.696640141201538,FALSE
CYP3A43,tan,-0.325757308620519,0.0972825574799427,-0.637832374109415,0.546839000220153,0.788761187062026,0.314713901855934,0.788761187062026,TRUE
HMGCR,cyan,0.20865766380433,0.296270048547392,0.357516499810611,0.110227404565207,-0.219802878867671,-0.282180516262197,0.765942127682975,FALSE
GPR88,yellow,-0.632641974953086,0.000398692385872828,-0.564447594149072,0.730997800835142,0.550731784515681,0.377100129940989,0.730997800835142,TRUE
BST2,turquoise,0.392373151155522,0.0429329308977559,0.524370874684946,-0.488403358330732,-0.498446350903795,-0.465654910954931,0.731856531050588,FALSE
FADS1,turquoise,0.256579319340334,0.196393848618129,0.337548641402234,-0.309523324579299,-0.234506998275614,-0.37910086030183,0.350273328464052,FALSE
FASN,turquoise,0.494227756961732,0.00878441018773851,0.708032213693031,-0.668186463436326,-0.453041128257653,-0.332913271431277,0.575749395326835,FALSE
HSD17B11,yellow,-0.543795314281532,0.00336928942875557,-0.708801408540584,0.759839261539589,0.652333667544097,0.432173930813471,0.759839261539589,TRUE
MARCO,turquoise,0.28413182394978,0.150908331668932,0.50253310737256,-0.42297736044044,-0.543280459365638,-0.323209441513403,0.734082026624135,FALSE
RETREG1,yellow,-0.57356037986466,0.00176155172924918,-0.657471726142,0.82731603193052,0.616588457312263,0.299866747356778,0.82731603193052,TRUE
OXT,turquoise,0.334650691053228,0.0879694968609324,0.551177971375072,-0.520005214144164,-0.309593239958239,-0.153323243022381,0.518977794221905,FALSE
LTBP3,turquoise,0.401678836288663,0.0378193239921648,0.509544814783125,-0.500550628677718,-0.336164715070483,-0.233243664045718,0.803608889854201,FALSE
CYP1A1,yellow,-0.214463214337969,0.28272699482574,-0.385325395563777,0.564580306684659,0.318769119065663,0.415709984925691,0.564580306684659,FALSE
TAGLN,brown,0.0578918055208382,0.774249386436045,-0.0548998978426054,-0.025993895649619,-0.0502581840249538,0.0250941501560128,0.429222817136739,FALSE
FST,tan,-0.306170776146523,0.120375292287992,-0.42863486841841,0.251609304706964,0.505961617840805,-0.0239448028176472,0.505961617840805,FALSE
BMAL1,grey,-0.0957888495813202,0.634589688422117,0.109034837675558,0.189140682195709,-0.295250941045124,-0.087887516340028,,FALSE
SERPINE1,turquoise,0.609739081145431,0.000734204524794557,0.504580331824829,-0.655402981746868,-0.428127459768515,-0.422887830670813,0.337805806099462,FALSE
ERAP2,grey,0.255516261714891,0.198318996710096,0.142786685635688,-0.125896547965928,-0.127833802885058,-0.180460237970499,,FALSE
PGGHG,turquoise,0.325365576409666,0.0977091306985896,0.251537549185178,-0.441476319467138,-0.0520162568294472,-0.233406973914846,0.368463596936525,FALSE
ARPC1B,green,0.418208102906334,0.0299423233667314,0.643741782469647,-0.502119601507575,-0.662137842966733,-0.35555509444583,0.893632513613401,FALSE
CCND1,red,0.576797678599739,0.0016355215099585,0.888689888944852,-0.628336153811937,-0.829487296619067,-0.431797975550711,0.888689888944852,TRUE
SQLE,red,0.501131675169104,0.00775065915074443,0.6571380158288,-0.282332723084501,-0.52022888455369,-0.414385678948095,0.6571380158288,FALSE
PLIN1,turquoise,0.520335872801031,0.00539709881567605,0.594117153738935,-0.734503588638941,-0.433531664280238,-0.308744663643274,0.45132369759155,FALSE
DDIT4,turquoise,0.306955100772102,0.119379555895949,0.419696463644922,-0.275774637994899,-0.339145775139793,-0.443251061949154,0.434626166483848,FALSE
CUX2,blue,-0.240622495009553,0.226658983088935,-0.383589934591159,0.401412802743231,0.532868463503594,0.109952495954535,0.155985131016274,FALSE
HLA-DQA1,purple,-0.169515782600793,0.397947508452675,-0.059118603524956,-0.0482947842615878,-0.226931425973978,0.287391852158684,0.53732076275524,FALSE
DGAT1,turquoise,0.453667822357494,0.0174641389052461,0.692531016089296,-0.58792798253055,-0.438748782344674,-0.480066485309457,0.867008378371389,FALSE
ABCB4,red,0.448782606506734,0.0188717724469282,0.818379803871818,-0.74343113609658,-0.642594230819818,-0.517567007608979,0.818379803871818,TRUE
FDFT1,cyan,0.183472181429255,0.359641749529547,0.353109442633878,-0.0559749160077155,-0.193447312304432,-0.309541620246495,0.866248265185338,FALSE
VCAM1,magenta,-0.309095428219926,0.116693133541568,-0.409355653225141,0.402347406439725,0.167619964566828,0.285439918521656,0.805134882212944,FALSE
CDHR2,red,0.497997525403958,0.00820650966793721,0.792288915801859,-0.732890051767366,-0.74063757189492,-0.31186586076965,0.792288915801859,TRUE
HLA-DQB1,pink,0.11684441042339,0.561640723640962,0.342359477197065,-0.321442791743244,-0.51085111848344,0.123512737121639,0.582024449202503,FALSE
GSTT1,turquoise,0.290281113520615,0.141883356199885,0.40942401465007,-0.28863544526985,-0.277881727916105,0.0670155988118934,0.329203446980168,FALSE
RORA,blue,-0.525366332957918,0.00489202283385889,-0.64424671850763,0.456379671775563,0.627581936684301,0.32256558517011,0.522276506506223,FALSE
AVPR1A,turquoise,0.523536069571028,0.00507093684414012,0.75833454495047,-0.663449288726501,-0.842781984659827,-0.228422535736998,0.55595735431598,FALSE
DNAJC12,yellow,-0.643858196681617,0.000290382049356112,-0.713666258994431,0.780588766050319,0.634244301183656,0.623903491987931,0.780588766050319,TRUE
LAPTM4B,turquoise,0.126871493377646,0.528298523355145,0.249700497798866,-0.114803392581641,-0.324498699723217,0.00378587865241166,0.192014359711896,FALSE
HPS5,turquoise,0.71466359923676,2.81459635298079e-05,0.694584955652115,-0.643502769963199,-0.626737269277528,-0.610328574399152,0.551792513739992,FALSE
XPNPEP2,grey,0.0442100028154861,0.8266823545501,-0.0982792100751539,-0.0172260894712035,0.171686774866599,-0.40151815439105,,FALSE
EFHD1,blue,-0.466041528964498,0.0142808574057778,-0.629237369326717,0.405786694809225,0.569268314095501,0.393933482074579,0.458837812597263,FALSE
IDI1,cyan,0.225553155252412,0.257969411171158,0.49641354139467,-0.0894548737154319,-0.287698601172457,-0.402226907145326,0.870054032969546,FALSE
CYP2B7P,blue,-0.18428383453789,0.357483249548946,-0.19877723458226,0.406849989391197,0.252567299390984,0.0492586488590995,0.604438312087012,FALSE
PFN2,blue,-0.518282591692474,0.0056155832155597,-0.524968670995513,0.51065076320163,0.385663467804496,0.390961491113987,0.778757343065323,FALSE
FADS2,turquoise,0.388488119549763,0.0452236229473977,0.482660307599646,-0.531234515519562,-0.357149092631533,-0.422213027673652,0.580501022513089,FALSE
HERC5,blue,-0.584017778090349,0.00138213185610918,-0.708657713786128,0.780916151298401,0.565254252349361,0.307800114962657,0.699629091920041,FALSE
ANGPTL8,red,0.579025137407864,0.00155339201393359,0.766953839624381,-0.704500204362235,-0.601365507493997,-0.395713605124285,0.766953839624381,TRUE
PLSCR4,blue,-0.44403757249805,0.0203268045223788,-0.649684403909588,0.705339890824961,0.44579324001052,0.437905932752178,0.880807219311273,FALSE
SPP1,pink,0.564150193625574,0.00217653215133569,0.273801753382349,-0.460000456674766,-0.476029832075936,-0.294549389721546,0.396285097789676,FALSE
ZBTB16,blue,-0.261697667754486,0.187304657920197,-0.411326545864657,0.346016161142351,0.456375033505725,-0.0199317303092964,0.285023688877288,FALSE
TSPAN13,yellow,-0.36296924584588,0.0627674137275885,-0.413203928343495,0.420255339719276,0.438923149662936,0.309465239569109,0.420255339719276,FALSE
COL3A1,pink,0.210356657355031,0.29226522505869,0.297446962859833,-0.433318897748122,-0.438470035455614,-0.145364254495321,0.834437717879054,FALSE
GPX1,green,0.529908062749576,0.00447102769550109,0.694724840393235,-0.55086975660741,-0.59447321852711,-0.473954758220672,0.854633401440022,FALSE
PDGFRA,brown,-0.281598607583684,0.154743053505145,-0.46963094224825,0.290978214911952,0.181579871260071,0.329324515550366,0.754109091303498,FALSE
GPX2,purple,0.367724393572074,0.0591514824868292,0.39820101080223,-0.375219252425056,-0.570398166685462,-0.225154506512358,0.650027462498154,FALSE
MBL2,blue,-0.253438741183125,0.202118582289369,-0.290288540008016,0.392623183981492,0.240063825261292,0.206008540550067,0.416791813589641,FALSE
SLC16A7,blue,-0.582652494686757,0.00142725917438618,-0.797940111169017,0.600187937881917,0.541570213089439,0.472983771148079,0.581058785497117,FALSE
SLC39A7,red,0.57043435555859,0.00189110435993889,0.875880765422063,-0.79181272527756,-0.68195762144889,-0.543513301750402,0.875880765422063,TRUE
CSTA,cyan,0.135286308293481,0.501069242331941,0.212475976922644,-0.163657038286428,-0.0878228856913127,-0.250687347352323,0.515169902966779,FALSE
ADAMTS5,blue,-0.289213755079611,0.143421263323406,-0.392738682082064,0.216552113355005,0.148403185230288,0.34395388713569,0.594482114971199,FALSE
ABHD17A,turquoise,0.410971549181188,0.033209951387396,0.636280176819588,-0.569164091409166,-0.489819901990602,-0.28619263932525,0.942373034707785,FALSE
NYNRIN,grey,-0.0700091893221263,0.728598016075547,0.00798323792001869,0.0119996190550854,-0.12166504932908,-0.0574502029645494,,FALSE
DOP1B,blue,-0.122557877466497,0.54252549880366,-0.324655417031816,0.135025398839794,0.342136889836617,-0.265572513972633,0.137644014012496,FALSE
SLCO1B3,yellow,-0.398157038715707,0.0396941162804849,-0.334450012804883,0.604654479585862,0.525246229365831,-0.0165534977591607,0.604654479585862,FALSE
LAPTM5,green,0.392655306128799,0.0427702197749258,0.60336229635529,-0.444133803718295,-0.674055618672217,-0.322577706610657,0.965979609353298,FALSE
NR0B2,turquoise,-0.401666772694037,0.0378256230703685,-0.127348812966389,0.342690255282462,0.134417322117404,0.172583222561798,0.0456075084613968,FALSE
DEPP1,grey,-0.318759652533408,0.105115567486584,-0.346292165234294,0.295561773865339,0.324113165509807,0.0469581387200308,,FALSE
MIF,grey,0.143971039958211,0.473718259476922,0.232486575820085,-0.261786697833129,-0.11221718253279,-0.447572222769025,,FALSE
G6PC1,yellow,-0.352998654831548,0.070904224132022,-0.357746538807455,0.364359328295159,0.305560146637188,0.0399817136280576,0.364359328295159,FALSE
CD151,red,0.63963049620943,0.000327713896786268,0.869049237992013,-0.829735541413664,-0.723007824838195,-0.452794254499295,0.869049237992013,TRUE
C1QB,green,0.25610257973125,0.197255606905942,0.493539889208949,-0.276979435141346,-0.592904803239738,-0.230647680721293,0.924714049585,FALSE
DDAH1,black,0.0108611978975227,0.957120506799614,-0.184220865014098,0.243297964991267,0.263439226055682,-0.0173935312282806,0.68375435502529,FALSE
CAV1,magenta,-0.278382344975443,0.15971115790645,-0.483236982774067,0.545606519434308,0.258784891345129,0.444779269182871,0.824121162498969,FALSE
PLPPR1,blue,-0.60517035902182,0.000824745704255943,-0.87995740855283,0.61940241264598,0.617951510898135,0.424749561069431,0.615011584815399,FALSE
ABCG2,blue,-0.598594059895506,0.000972059386478789,-0.614004164188648,0.844504435922721,0.61012886021048,0.343668409557072,0.789345300930441,FALSE
ENG,pink,0.400633007799894,0.0383685270978006,0.585130909765702,-0.564639386456465,-0.704278781850977,-0.187231054566712,0.910621751273544,FALSE
DHRS2,turquoise,0.352654158516288,0.0711991927844292,0.402128310473393,-0.209512517507777,-0.173804014672149,0.0156508480616248,0.395511028090015,FALSE
GAS2,blue,-0.554509564678684,0.00268615490065608,-0.736343589096459,0.649488180530328,0.712512112325168,0.338227718367417,0.875056440024555,FALSE
TECR,turquoise,0.315415148746678,0.109021041294202,0.605382122801268,-0.393672857955444,-0.384142599425613,-0.128063186946054,0.84271501886265,FALSE
GOLM1,turquoise,0.643686260740702,0.000291824109861562,0.564231659259208,-0.688350052063622,-0.649420870684323,-0.411566187527676,0.251836535498148,FALSE
CXCL2,blue,-0.317943421174677,0.106058946925194,-0.319427037146933,0.357489336925086,0.104340642611666,0.219934935876063,0.299982949570914,FALSE
IMPA1,blue,-0.512268637685827,0.00629903553899628,-0.781573614780481,0.680030586690319,0.787418203341561,0.31288627369564,0.764631388154116,FALSE
RGS1,blue,-0.563090849456343,0.00222812169561264,-0.592093590872963,0.544411266191595,0.430570563613574,0.11575141015121,0.439664174571506,FALSE
GEM,brown,0.0359979501212015,0.858520939709747,-0.0911194458702765,-0.0953715087158525,-0.141406902534487,0.301935217435928,0.731789236732172,FALSE
CYP26A1,yellow,-0.44401225622747,0.0203348067923666,-0.517004896558566,0.500542760231358,0.341155141768397,0.403759737340463,0.500542760231358,FALSE
SEC61A1,red,0.529134582559917,0.00454046901926658,0.907771082920108,-0.7495776142216,-0.723435082980493,-0.354681145976044,0.907771082920108,TRUE
MYH11,brown,-0.110116183678872,0.584534673145639,-0.365480466769799,0.177488098925969,0.157442415775647,0.346685805035774,0.655251345646422,FALSE
FBXO2,turquoise,0.395849329534708,0.0409622055638102,0.577485055242304,-0.727043222380148,-0.357378820010524,-0.473989319795991,0.655977446936314,FALSE
TCF4,brown,-0.425793701790107,0.0268005674002267,-0.445253915139449,0.387287908882063,0.20531794227651,0.538635065925233,0.766640786505941,FALSE
KRT8,red,0.443544040411855,0.0204832713210625,0.848143592660431,-0.715823795938028,-0.668456352867226,-0.483465632355419,0.848143592660431,TRUE
SCG5,blue,-0.646978185123694,0.000265278507289784,-0.610563412677145,0.52492901699686,0.62508933975116,0.0920465088577729,0.631019507929265,FALSE
SCD,grey,0.31630421148764,0.107972511001753,0.286691931718793,-0.330317576263964,-0.221658207618814,-0.289247855068051,,FALSE
RGS2,brown,-0.225095072553339,0.258963165157721,-0.454247988836163,0.248722861448683,0.218068962628748,0.241905458317916,0.657238050398523,FALSE
SH3BGRL,blue,-0.261062337465365,0.18841674417021,-0.505219344721673,0.610242686989993,0.395826622892755,0.326060532572706,0.679209062021612,FALSE
TGFB1,green,0.411419456357373,0.0329997299013143,0.697874865288592,-0.623524864236868,-0.709797497780424,-0.232474972609872,0.870354438415889,FALSE
OPRPN,blue,0.156423669403468,0.43588834046679,-0.00565822303685221,-0.0304651345832096,-0.0492204942338864,-0.176299527934728,0.375992930483031,FALSE
CCL19,pink,0.125372045818229,0.533223635107111,0.100090279239145,0.0188114140324844,-0.131382439983354,-0.0494297409754533,0.501482198114297,FALSE
PDLIM7,turquoise,0.474036189465702,0.0124917964115963,0.629900534688265,-0.475461472070403,-0.508470861779103,-0.390976595938604,0.836697328962939,FALSE
VIL1,blue,-0.566689339560072,0.00205703710155372,-0.545923710735355,0.580985730069029,0.607566151195844,0.461665259326845,0.440878443690163,FALSE
HLA-F,turquoise,0.434681008663876,0.0234650398293208,0.555794238335876,-0.553145150752953,-0.586743675767648,-0.384987255587913,0.751829185726844,FALSE
GALNT2,red,0.58624791916111,0.0013110692542766,0.832694677898138,-0.751123777711176,-0.638123414668403,-0.494818992759421,0.832694677898138,TRUE
DNAJC24,blue,-0.468434756725107,0.0137243703454395,-0.51158749963224,0.521172163450079,0.36806515567436,0.363592750565683,0.901758347321003,FALSE
MVD,red,0.498829488136655,0.0080833649412182,0.762617036883588,-0.420781979136482,-0.527549566798258,-0.57885981722606,0.762617036883588,TRUE
ALDH18A1,red,0.603535745145173,0.000859418764127059,0.904558625916995,-0.601589213223011,-0.804991284725018,-0.387797377559462,0.904558625916995,TRUE
MEP1B,blue,0.398708434392533,0.0393957989331383,0.142683983119465,-0.203692124397639,-0.0647725241465194,-0.363489942775662,0.234703429246843,FALSE
EFEMP1,brown,-0.262695868770913,0.185566600476579,-0.112946173020844,-0.00547999629974791,-0.0422701551491989,0.61268803567247,0.721528452213874,FALSE
KRT18,red,0.444537688294273,0.0201692493814467,0.901185701659294,-0.74279447283806,-0.796344273494268,-0.375182245369532,0.901185701659294,TRUE
LGALS1,turquoise,0.304517673911207,0.12249393891036,0.595868680515669,-0.709127349027095,-0.471681182513552,-0.266388868199446,0.781637476110974,FALSE
RFC5,blue,-0.514314341495196,0.00605908096967764,-0.678311866447877,0.482890759681739,0.49960980290147,0.438995113034456,0.919871307712039,FALSE
ACTN1,turquoise,0.47656562365569,0.011966136425167,0.670498926550971,-0.586717258206495,-0.581427639441059,-0.416276079525702,0.92795691393197,FALSE
JCHAIN,brown,-0.00162349143704443,0.993587699134188,-0.0769088130640402,0.179653173451704,0.0211480780623735,0.378221024141842,0.58253021428188,FALSE
ENPEP,blue,-0.500683017529281,0.00781457921704323,-0.580120884438702,0.644990977040506,0.524079312815721,0.104092613058197,0.721205893473412,FALSE
PEG10,turquoise,0.128184183940732,0.524004771314626,0.325474001168738,-0.440133543236538,-0.369812463873877,-0.138489336625934,-0.00705131416756269,FALSE
TSC22D3,tan,-0.344340921251539,0.0786073853200446,-0.552987448649414,0.438289799816403,0.617904117151079,0.271741775382813,0.617904117151079,FALSE
GLUD2,salmon,0.190113667804102,0.342205458907883,0.339540941220117,-0.0852380139843227,-0.101645102732769,-0.283478267605382,0.804770503842046,FALSE
EIF4G1,turquoise,0.442582339640181,0.0207909942401583,0.799338652373038,-0.55955099776405,-0.555506687254113,-0.412835751874911,0.948791800879392,FALSE
NFIL3,grey,-0.0693842686110568,0.7309318665586,0.0949821071359217,0.211330678572745,-0.148390808795798,-0.215524457901119,,FALSE
CEBPA,turquoise,0.464837107859578,0.0145678998594425,0.748340895826097,-0.623841620519132,-0.489980386524172,-0.386915206818073,0.848589836242247,FALSE
CYBA,green,0.360957837593566,0.0643475660221923,0.502974650284511,-0.459918606831587,-0.529513870258517,-0.254320186704382,0.832235058919672,FALSE
CXCL14,turquoise,0.309857796554281,0.115747094524191,0.357919531097155,-0.164060140543978,-0.185507086117763,-0.36113225008418,0.470085971294447,FALSE
MSMO1,cyan,0.0325658589334468,0.871894566780869,0.190625232736535,0.284812989189763,-0.0110491521193821,-0.209947950096741,0.853265807663942,FALSE
ST3GAL6,blue,-0.517984293191018,0.00564793826938786,-0.783150035172046,0.771256771586784,0.720991047978957,0.289882166334565,0.710981692273955,FALSE
IRS2,tan,-0.516772288616012,0.00578102549906951,-0.773617897213038,0.588892173461874,0.771622098386666,0.214974667308509,0.771622098386666,TRUE
LPA,yellow,-0.250566854161483,0.20745251852871,-0.3398491897552,0.643655399081709,0.323909502495896,0.168875031124405,0.643655399081709,FALSE
CA14,blue,-0.686128507686054,7.7830825609726e-05,-0.789120987211316,0.615364395803541,0.738251698504166,0.590112592437516,0.528982373299987,FALSE
COLEC11,pink,0.0775990385448259,0.700446546601229,-0.00626017478775245,-0.0839762762013545,-0.253527381165431,-0.0533338580837181,0.548817817068484,FALSE
RPS4Y1,turquoise,0.174921622328174,0.382844763129917,0.294929472134994,-0.187168894272754,-0.115397107776984,-0.277827067725336,0.466322109565545,FALSE
GADD45B,turquoise,-0.266507043192645,0.179033640835817,-0.142920113408205,0.0982491601103414,0.142842338725052,-0.206003838269654,0.325013378926703,FALSE
SLC17A3,blue,-0.472307532793295,0.0128619589621851,-0.57374902861039,0.606399126725145,0.524667152991153,0.218022905156119,0.530409962655433,FALSE
CTSD,turquoise,0.430285733099959,0.0250696751826952,0.740664944615968,-0.585624872379185,-0.597604565197594,-0.306950771532858,0.953657729862606,FALSE
FAT1,turquoise,0.544839457763718,0.0032967753654376,0.474993868739698,-0.61416263703519,-0.4557121160784,-0.388587362370158,0.0767367480673087,FALSE
UNC93A,turquoise,0.151267415909207,0.451350359041173,0.0550843822434979,-0.222344509563169,-0.0547819894520547,0.0512426398041798,0.24922064907544,FALSE
HSPG2,pink,0.395788669156859,0.0409959676554143,0.492880914952311,-0.525822347254893,-0.519762879098977,-0.208395883696717,0.816438883699713,FALSE
SLC16A4,yellow,-0.628543826115363,0.000446290449076898,-0.639747384762288,0.7916311642856,0.665783737384425,0.346044935637737,0.7916311642856,TRUE
ACADSB,yellow,-0.502672531319746,0.00753446883960303,-0.71601853241225,0.906653774256456,0.744228274943003,0.357490191998892,0.906653774256456,TRUE
PLEK2,cyan,0.0374830423763361,0.852745640094284,0.0162249412486125,-0.0459494881869745,0.034755520019955,-0.0754403314245629,0.58755734578158,FALSE
TSPAN4,pink,0.272284214927243,0.169439529956854,0.443163774373646,-0.45775443758683,-0.413853315698131,-0.0911017977852515,0.803766554061639,FALSE
C7,brown,-0.255281783372364,0.198745363124932,-0.259506521356091,0.147681132819565,0.0173002724677457,0.487092251489173,0.820829223227481,FALSE
PON3,blue,-0.243849500127798,0.220300444982292,-0.356131055052013,0.641543123905625,0.339607902779641,0.356974792885594,0.458215283676962,FALSE
PPP1R3C,red,0.224101292832895,0.261127594167099,0.470763313551413,-0.167041959243041,-0.45187966406201,-0.125508286101085,0.470763313551413,FALSE
LPCAT3,green,0.488597616296739,0.00971073861765529,0.759990333004256,-0.448907188861379,-0.659722195974494,-0.360416467155184,0.799557078398021,FALSE
SDC4,turquoise,0.310903062287855,0.114459213222902,0.601473117619971,-0.386823154286829,-0.396126010436291,-0.279514480228959,0.905169452006097,FALSE
RPS6KA6,blue,-0.535704011808338,0.00397881058940456,-0.640751120933098,0.521940360391139,0.407658775444813,0.595277359940214,0.768671651542122,FALSE
PSAT1,salmon,0.159080137840766,0.428035798422598,0.108321400219085,0.0636168022778639,0.209585881761936,-0.140997061948396,0.751705377859831,FALSE
SERPINB9,blue,-0.259498239565487,0.191174003661489,-0.318942737712601,0.378152630790638,0.0556933426807142,0.392388481235488,0.63617464611803,FALSE
APOA4,turquoise,0.432531876571865,0.0242388695234381,0.620349736953265,-0.615261588097673,-0.367603097534132,-0.380277636358554,0.687149782771062,FALSE
ATP6V0D1,turquoise,0.530392057019996,0.0044280363270999,0.821575847766457,-0.617925586960272,-0.667859457693977,-0.36424060644586,0.831478813756723,FALSE
EVC,turquoise,0.0800157729929508,0.691561081000559,0.170173443878995,-0.0478405063072843,-0.136147726253446,7.46572126610693e-05,0.386190400186357,FALSE
AGPAT2,turquoise,0.600278222063249,0.000932311254812119,0.721164504784587,-0.748216569964087,-0.518465621560917,-0.339166872940342,0.840868002282939,FALSE
TIMP1,pink,0.211007702041449,0.290739688088614,0.449816767839875,-0.473559061189167,-0.544180927713525,0.144275189790857,0.91269780384044,FALSE
FAM184A,blue,-0.472518939883106,0.0128162070349468,-0.519402598540892,0.447476086545059,0.488729664357296,0.362820683392353,0.642662023836574,FALSE
NDRG1,turquoise,0.107556368008745,0.593350469427526,0.507786002131211,-0.192479651931298,-0.464897389388764,-0.272325787554336,0.543803711267931,FALSE
IGFBP5,brown,-0.326387928226615,0.0965987863911773,-0.553947253724183,0.333462252213056,0.286945013303035,0.659222826233,0.879418524284088,FALSE
ELP5,salmon,0.240179213187454,0.227541927281148,0.459593309640279,-0.0912624931622854,-0.36872886783198,-0.186570712759756,0.834761654675646,FALSE
