gene,GSM391693,GSM391694,GSM391695,GSM391696,GSM391697,GSM391702,GSM391703,GSM391704,GSM391705,GSM391706,GSM391707,GSM391708,GSM391709,GSM391710,GSM1585585,GSM1585586,GSM1585587,GSM1585588,GSM1585589,GSM1585590,GSM1585591,GSM1585592,GSM1585593,GSM1585594,GSM1585595,GSM1585596,GSM1585597
AAR2,7.00444235961396,7.01049594845769,7.03710290490461,7.12029024968986,6.92217616524904,7.10497280610474,7.23283087046809,7.50488759273739,7.09557832720068,6.92360910586663,7.31340941344306,7.38319991367836,7.16481106610482,7.13767951913542,7.26664659098783,7.27163011183297,7.13333175092356,7.19471487964966,7.04618996979613,7.23977018673561,7.13333175092356,6.89573179327107,7.1529855713425,7.34959618414288,6.78014192009585,7.02213893601263,7.0982933757411
AARS1,8.60226587378692,8.28331784376251,8.35499552313993,8.23278285949623,8.39358335095539,8.42682021371104,9.23811073092601,9.03175550969355,8.25704688017486,8.39007395317722,8.73899739617156,8.77978005395145,8.57438175901787,8.41086223241867,8.62423823881014,8.35348524429722,8.17660582509741,8.61383367141438,8.86404458783265,8.68782240228216,8.88862581439075,8.35110237973426,8.74930985572141,8.51259406349896,8.32209731158016,8.16619977227672,8.58140789120687
AASDHPPT,6.45650256420196,6.62837289605396,6.41966251519494,6.40446206616628,5.84825375913068,6.24822118815102,6.08203770183223,6.54568946769468,6.1761487826368,6.48643245855765,6.02165084923102,5.696530588065,6.52524872278235,6.32891001933014,6.4869294877663,6.34974487716975,5.82100367172851,6.43200863258674,6.40259457889595,6.12602756105807,6.25165832184594,6.41365556422166,6.41745608627647,6.26461455802275,6.27659739807262,5.9486585666068,6.58161209925362
AASS,7.29374053216301,7.42006193365651,7.61079912845496,7.01471775129668,7.80927358604616,7.0473126292078,8.03568132654269,7.49349748085063,7.83552072343862,7.39206647065143,7.33124257399642,7.12327831126322,7.66854928414431,8.17260884557826,7.1801575624949,7.18953197027661,6.92085431389746,7.32868821502165,7.95492075609467,6.9686975505411,6.45261252545466,8.24779579339659,7.82549527907033,7.76887468219177,8.51114184989574,7.93593860332617,8.11531697074
AATF,6.79712325260558,6.78400022631182,6.65534941311668,6.96277189029192,6.59866537827599,7.48997625084472,7.55239837218251,7.21834208596111,6.84232601901296,6.8337037570521,7.22595794984715,7.56982903585403,7.16243401759557,7.02433360132755,7.21216089448926,7.20386204491066,6.87995107053311,6.9346827008122,6.99329690847689,6.98278490801778,6.89523069656464,6.98210731052498,7.0530439916702,7.33611535498767,7.17875739300727,6.7120167347979,6.96376573574956
AATK,5.68672777766584,5.44468442411285,5.58942083524245,5.45457290973383,5.75335719438395,5.67776575613051,5.87625819953006,5.80322378268936,5.65695669349376,5.46937098351127,5.51489880531806,5.44602825046644,5.52324480988673,5.74103828367996,5.63287100946271,5.59808091975889,5.37253865825079,5.31072963482933,5.52958642471066,5.69192218284855,5.72529778704124,5.61130818733003,5.66412656995468,5.85626108743741,5.75438131788873,5.76261165025322,5.43347575890793
ABAT,10.2827592506272,10.3909941942182,10.4531523583793,9.73944404670752,10.040972056922,9.85728814107393,10.0492213355927,9.93264464804839,10.1712556675213,10.0643529291612,10.1360285583926,10.0096344858666,10.1443455044823,10.435162461973,10.1808726699527,10.0652550647357,10.0492525400072,9.83684446643419,10.0402550943423,10.0054671998748,9.97462223638337,10.2168438536797,10.2948916732515,10.5318614174947,10.4524676473013,9.95979715878133,10.2337103209991
ABCA1,8.48390264572573,8.61038662506615,8.59860151949231,8.2657488052945,8.48777681615683,8.42461969030545,8.10093403955579,7.97885450874769,8.85061652589668,8.64851988568551,8.22484083223515,8.12906800370047,8.36643882881505,8.4514888474706,8.55990737404873,8.59996454411,8.40118097900984,8.34518092041208,8.30287444954465,8.6352003041964,7.94303200393834,8.53238211948228,8.36207498113907,8.79718997156378,8.35396551396907,8.38915568200234,8.18036289008574
ABCA11P,4.14270303106394,4.15444779290679,3.96729268553354,4.08731942169131,4.20605703787674,3.66223388800499,3.68968009586896,3.79999597643887,3.94623897609809,4.21903271464524,3.85167177455744,3.80568848337166,3.77688692509515,3.90601323761544,3.75184424883504,3.96063302749664,3.73058679724452,3.98532487350647,4.03860765659387,3.69188200334136,3.79786144170535,4.42401721295141,4.08838666495795,4.00833606825272,3.96025261588903,4.25239968600898,3.95609344560137
ABCA12,3.07724447231734,2.93983421251405,3.04863059473545,2.97617995188809,3.11427209215913,3.14853933761569,3.39988379160118,3.33045753195061,2.99439166553657,3.10551527021774,3.01084400896197,3.28095106288115,3.24210773962382,2.9515783025791,3.06121703549283,3.07889239100089,2.95554799287595,3.26568817621334,3.07889239100089,3.07889239100089,3.2420201008062,3.01664026453865,3.10705939982507,3.10705939982507,3.10705939982507,3.25095585761015,3.0185117360228
ABCA2,6.67096564418968,6.48566066075826,6.76638479895623,7.07896740664035,6.65456048410482,7.18288460121822,7.33580799048681,7.30080744729446,6.86012373649953,6.57896933243871,7.16854815642545,7.14627658175007,7.33413872941026,6.90860365060799,6.9020381925644,6.93621497376311,7.1405145632512,7.45437630409054,6.936817298355,7.10356502924429,7.27843049979107,6.40090779418366,7.0416148423116,6.40922414007394,6.6193053773162,6.86421771458123,6.98079737725591
ABCA3,4.78490141332013,4.65116597345666,4.68520383979697,4.63960267785031,4.66237645092947,4.92194978370333,5.32736702634615,4.94389045528667,4.57471327974022,4.65136978067327,4.77010425475848,4.75162657269582,4.85969387742426,4.93240001913736,4.74662642087789,5.10316967944244,4.74032536008284,4.83890097970455,4.9751858201759,4.73641868889966,4.76885192852857,4.6024847638924,4.86319138251631,4.5047669481179,4.91166031385882,4.88693689044609,4.43748091473692
ABCA4,4.68466605817816,4.62815974816631,4.51841784407659,4.78440959206139,4.62241426766601,4.47392497801998,4.39700681522038,4.45615064468259,4.49204807287249,4.75980251674249,4.24247050444599,4.41894438177784,4.50893675988276,4.4990867923265,4.42616083149827,4.53659671232486,4.65812657204895,4.63132771591445,4.48844545808682,4.4001864228229,4.53769024637801,4.5690126259202,4.541539428144,4.84726531689984,4.52634429297211,4.42983646823779,4.44803392793823
ABCA5,8.23550015717134,8.13868156569063,8.19813918740566,7.5959952883444,7.53128430517734,7.85941639260515,7.66345379525813,7.27243080724667,7.86119115402995,7.95959433017085,7.73261357823886,7.53781621863889,8.00334111560313,7.40162473539515,7.84682549116529,7.70067857617652,7.82793395608689,7.82793395608689,8.04751717562872,7.70879435776692,7.78528636609888,8.09070009246873,7.93398528667987,7.45861448384123,7.36372847561482,7.95321317240848,7.90445802543452
ABCA6,8.8568637307669,8.98902021033242,9.09649712971938,8.36007484144406,8.56289050124657,8.0403294233748,8.38854351204474,7.30478801364338,8.68096402190646,8.71707590991605,8.88997391535077,8.30429890148162,8.46077199759195,8.86488753824976,8.80456845134696,8.46670056140903,8.63664651160801,8.31908992714232,8.50369813142859,8.49510843698566,8.056116462207,9.03181005426504,8.3712336524589,8.60754919214882,8.73988416333771,8.90537797767419,8.62505458304227
ABCA7,5.17777601982832,5.18016686540434,5.10225291468,5.02173878542198,5.04697195581462,5.74782652564356,5.82546623380725,5.90659147958333,5.1905879955615,5.14394621871304,5.63312344430651,5.80958368749813,5.57999220693095,5.27151703912009,5.37653084688146,5.46750709029911,5.47044929790329,5.67218595888768,5.42143405880659,5.36619284784305,5.73330860008918,5.18607469355829,5.13259695036638,5.26157995207941,5.32987255192489,4.77629224420733,5.48319277374081
ABCA8,8.38791993159214,9.10631688515923,8.95298911843651,7.96761756181006,8.75075652801067,8.19258400448796,8.31444272432628,8.10684610448618,8.71966633228709,8.75606005246047,8.0340132799811,7.5286887278417,8.09276238224961,8.05922898747609,8.41041023374932,8.00664464840121,8.56165884525202,8.01994066779024,7.94852595339508,8.26164793292321,7.87572401630397,8.77321862183984,8.32129186267114,8.52079045294313,8.72618192939347,9.25414822662735,8.63600587842394
ABCB1,6.33644778441006,6.50300268132338,6.51101661077606,6.12229321492204,6.4414622284915,6.22814232127973,6.90745855339378,6.21801232134902,6.13520128374717,5.88171062667484,6.46252400675274,6.86761112187012,6.97010227175947,6.52094776577962,7.11503266599584,6.42133296381992,6.02162443518594,6.22024772000101,6.44484395141212,6.55806459494829,6.50191130714081,6.44402178064194,6.38067555480453,6.43310411620309,6.55466540211771,6.14383900199258,6.4376614159662
ABCB11,7.30060066537931,7.14676230514991,6.82800170934438,7.56690696798779,7.486914440593,6.81489321092228,8.36859874414146,8.38242418186761,7.61677521892573,6.97633961461066,7.64181034673478,7.14688823531374,7.16041819237638,8.29030608461911,7.86593166862204,7.23414511103143,7.3600676120396,7.28173042228372,7.61137836635638,6.87997783704998,6.46888245120316,7.88851224253266,7.38710814813756,7.99253089061451,7.94643641742814,7.72339074391126,7.79340167522034
ABCB4,8.80865301354413,8.85148436476838,8.85006956075588,10.1500886757559,8.63095839972179,10.0648137211488,10.2385145179168,9.6951806985116,8.67874004879165,8.47896790049477,9.95227400705372,10.1614855978828,9.73641539472111,9.53334694547614,9.33904244846309,8.95613510191802,9.30639116730131,9.37665519452846,9.93788749633959,10.1088173305823,9.98670860005635,8.94405636119962,9.63101082168296,9.29670585165063,8.58121547482259,9.1099572492276,9.19728761715153
ABCB6,6.82624190956448,6.79159292767041,6.74757310371057,6.41245755707972,6.79317179316305,6.78397698103925,7.17948676857,6.93829806204827,6.46333637428609,6.16634488064785,6.96899012882907,6.8275167320254,6.62293161726237,6.83283130926872,7.2197368250128,6.644777659655,6.7083225207093,6.58020115689374,6.7083225207093,6.73820020527088,6.45454864137337,6.71043309134195,6.74985336599048,6.66838125306586,7.1880088822382,6.65590780807967,6.56358063647252
ABCB7,6.69720638086273,6.96809767150202,6.88890965883582,6.67998771982249,6.68434870283538,6.66750792945317,6.42887822263628,6.48562353498079,6.79695753996541,6.57934839767638,6.53320740307295,6.64958188683866,6.66043175989203,6.7719226615237,6.78039125777575,6.66977023672548,6.56675218457115,6.67071858047408,6.67240524098145,6.56746051588235,6.37759423002705,7.0517368412226,6.62711813937366,6.7891172609852,6.96114437486396,6.55837551774551,6.84826063859562
ABCB9,5.37783540799494,5.53769087109356,5.51584410423045,5.44432620605474,5.62663491950009,5.51996214603572,5.70050921966193,5.58920228796164,5.24742072677265,5.37708558499813,5.71377915871179,5.76709535524858,5.55096326912346,5.70741539413934,5.34475867027832,5.47290866228681,5.66463558769385,5.51325559226968,5.4519981683407,5.54954452470548,5.67168010195376,5.3129482066288,5.5589674660748,5.1844586680204,5.99067620775766,5.55956353017287,5.69241422199875
ABCC1,5.86758697862413,6.26956548280848,5.9765660807785,5.85985886119517,5.83558635484503,5.99994805727209,5.99166948023646,5.87070997555517,5.94824917981912,5.9964717682165,5.94626889461316,6.0392426491785,6.07369823352772,5.98625094141154,5.94083701994061,6.13003336966401,6.21504690186481,5.94227512367888,5.86298608751884,6.20473944979049,5.93982846610024,5.50382818031269,6.02036740580679,5.96991192116476,5.68387608535649,6.30368178662921,5.84014314821744
ABCC10,6.4667138647284,6.41909791772662,6.32471735975857,6.38679315498878,6.42467223616559,6.41379290786612,6.51463216593657,6.75159353947909,6.70904556625418,6.33444817322799,6.48708891029178,6.62523192195507,6.44533206274265,6.52913053885459,6.50785861990207,6.59232632171211,6.52711317615322,6.61005328659693,6.55539513775847,6.5259359337152,6.53200808907375,6.02530668372192,6.60738839220646,6.40781689478184,6.32332215898348,6.63161002535619,6.26624177640965
ABCC2,9.23302411619497,9.19698237253554,9.11721445621499,8.7640197596811,9.06754132328849,8.97611563204109,9.12817060549385,8.48543531997677,8.75446996584331,8.53213845016642,9.65082596318248,8.92613668172607,9.02863083797294,9.58500933929684,9.74946996950042,8.79625190813023,8.79814573425106,8.84521259510177,9.3084748174984,9.0497763987355,8.79777238218803,9.16173634965706,9.157626580284,8.82705564840141,9.02019384961012,8.96835142440411,9.14875146531107
ABCC3,9.05860796631533,9.16072633887293,9.077483615908,8.87484776721866,8.57709262440802,9.03709519414547,9.11185024592486,9.19541585984484,8.41165037957825,8.91272301991918,9.1196192940773,8.86276519623961,8.68788105434524,8.71792789417454,9.11732964735611,8.96452390273418,9.03593726581319,8.88961284361492,9.33829061186654,8.63973229092692,8.81238486104419,8.7610857205042,9.03360709915119,8.21668359269816,9.02229814638556,8.90177137893698,9.14643881074195
ABCC4,4.47902744553305,4.42335236633973,4.41282591260362,4.53111107522024,4.56895190827114,4.20940479364189,4.16013925565751,4.31106418353395,4.13052066361462,4.29682113273792,4.32698070010953,4.12433574688972,4.31911627059684,4.17798258600504,4.50453522624383,4.60758580229471,4.32216554660502,4.31638348696167,4.44082997624,4.21544092269382,4.02338922501457,4.66182782376667,4.11810449724852,4.33958608665639,4.37543944056862,4.29475445627167,4.15116248665399
ABCC5,5.81814923340542,5.98763495510245,5.58806215170215,5.9950930704077,6.08932010813087,6.23185134831976,6.32681355445914,6.40998722715107,5.97631592633707,6.01921768410671,6.29198594574789,6.29147130256684,6.58878011538216,5.90387889372431,5.99780357565469,5.9771743857164,6.18274242941555,6.05001149484629,6.13931451360488,6.59140491625661,6.27838356551326,5.56799747112934,6.06078557443352,6.41012812092171,5.63529253552729,6.39633465110145,5.77077848294832
ABCC6,9.01412996444426,8.90010653039681,8.79287438485368,8.70811403559832,8.24172075002929,9.08962030144245,9.44395806247704,9.76176616898842,8.45919558965831,8.30605497285784,9.29265960594634,9.10900918443336,9.04510168196402,8.68288660177872,8.598909978297,8.52592089573966,8.91308181533754,9.24141371773953,9.17332511579166,9.08016708654934,8.9500385734227,8.68233674551341,9.0444302299252,8.42248738302422,8.88237346614356,9.14543463260248,9.00532558559378
ABCC8,4.67418573684405,4.56496008123537,4.47800940326826,4.93653349641433,4.83772438490873,4.90810390206576,4.46569298377179,4.80801338261911,4.80382434093422,4.88918622901547,4.32643544590198,4.67792454172683,4.68002825676453,4.88720653733825,4.5265725509275,4.7114137925891,4.65361314152714,4.70893321989541,4.77063547656826,4.70893321989541,4.79550965703589,4.70093988843537,4.60088530730133,4.41339230518912,4.86038284660928,4.77206529066493,4.92377631277602
ABCC9,6.90862663488774,6.5672309351015,6.80546635377616,6.76353215163023,6.77384815504573,7.05149188623955,6.75847829735427,6.77053276169485,6.96263406251051,7.1542175571896,6.70577274974748,6.52335909877152,6.82104224476625,6.61755981179383,6.89032973943932,6.81421508264252,6.84295569080169,6.77682716002089,6.8615592061668,6.68317598707891,6.49279683122027,7.01245521990448,6.91972133143616,6.84714243562353,6.96942727768605,6.45337419037871,7.04809924388111
ABCD1,6.56655926047528,6.57053438840595,6.44870154272935,6.88933320669913,6.75811988665658,6.86702568715803,6.75210915810369,6.76686018250692,6.16329778736137,6.60230197258927,6.61504699431246,6.83549013970121,6.65299673437982,6.74206521131864,6.48963670687288,6.41420577167326,6.58022141287074,7.16112544793024,6.75499823883389,6.7989083669836,6.80713442002642,6.29121045035471,6.65028609677534,6.63258791815055,6.63258791815055,6.63525960066299,6.58390054787209
ABCD2,3.41636997001822,3.444587411627,3.45442764508832,3.58334214286736,3.57907810653682,3.42448611962212,3.48360639745359,3.36882288783542,3.36731731717155,3.6243204148725,3.42410024503016,3.2113174978597,3.4042385797722,3.51235963534603,3.46266734177653,3.55502107120199,3.65340891212822,3.41885579692156,3.08953992455479,3.71225757812974,3.64931165576519,3.16471714368439,3.43840577837824,3.46564592226999,3.55600166612357,3.24526249098845,3.38937655735069
ABCD3,9.02936975039925,9.00800058822221,9.32304505653773,8.94419811709302,8.37216177338633,9.31442617133035,9.26258488207082,9.45514572555216,8.73657818232031,8.95721869512363,8.80374398899161,8.72649778770117,9.47199813315904,9.00024386720544,9.10950619895808,9.1364459555556,8.54012500183262,9.03657767419755,9.11134114911055,9.48410369705921,8.87721174750614,9.27085141236308,9.1072500640394,9.07067732951578,8.62935361503133,8.88628735271916,8.99019216552603
ABCD4,6.95092082544431,6.77954880316659,6.93173999190201,6.67434678432727,6.45217777912726,7.09802223802072,7.28474302158366,7.04876858747362,6.84617178400878,6.60103975862007,7.22863557584091,7.00499426354447,6.8991663272162,6.8379058652378,6.63830865059584,6.79437622110428,7.12123917918641,6.87708711767723,6.95792701642736,6.87708711767723,6.71657747151422,6.68704509684536,6.82291770336892,6.89816434658345,6.89816434658345,7.16184028032849,7.1444629493684
ABCE1,6.04893628767852,6.12857208310239,6.12116377388779,5.87111231708279,5.7693721577181,5.79600115827965,5.36140679007277,5.46749339145274,5.93327883098339,5.96982123865857,5.58948921784667,5.62582011885922,5.94848847515762,6.11820455170292,6.0641646042661,5.91025687804789,5.58738740727394,6.06913462441411,6.09870599271185,6.07094833893684,5.54921682293593,5.7925791566857,5.66950451181804,5.98487364145225,5.78974536991582,5.52806465278191,5.94942669398933
ABCF1,7.25536398220883,7.39244352477905,7.24281808943952,7.50286380575251,7.39611724638801,7.65375018477057,7.85962851618067,7.57900992350144,7.29671720607313,7.23470922690895,7.45158660633224,7.47022912809954,7.63290086304595,7.40709688822739,7.29010348490734,7.5389016096246,7.46268661750208,7.5187332700112,7.48634786657037,7.65896808963941,7.82269207916565,7.00341793298502,7.35722676688153,7.4678762940509,7.51298051691009,7.16982374220108,7.38636678599282
ABCF3,6.87199480926829,6.61167665670994,6.5457160251597,6.85030646692199,6.72855654335857,7.26485302298763,7.36341301252411,7.43115679264607,6.86391589189329,6.65882440384386,7.22433499314427,7.11050523604118,7.07823476447559,6.96613398098394,6.79151520487505,6.79560280635559,6.78139301565419,6.91998432852982,7.17092982677232,7.0091156305125,7.21066364257903,6.75309036968946,7.19128777451612,6.761433327457,6.96724505906728,7.11068634076427,6.87673110129118
ABCG1,5.70025917451112,5.50746705336376,5.56470386248587,5.76084004392462,5.69384252080549,5.74987830555411,5.83544350525936,5.96886085318177,5.9101753716821,5.73578593558628,5.84533607777606,5.77977392312949,5.62657505097113,5.91101604468923,5.30388265938878,5.47137425773717,5.75581246496404,6.163727945627,5.52665487550983,5.94162410390336,5.51383681718127,5.74310389013116,5.7476702424946,5.7476702424946,6.43831884626784,6.09451240211468,5.41149783704076
ABCG2,7.99138613569288,8.05095113539491,8.32374159330368,7.39520069369014,7.31927539719805,6.270800049596,6.74693396878977,6.44933779819819,7.38303225161027,7.67280687543673,6.65765572949202,6.56081264626071,7.04833138269547,7.38020296693757,7.82721205089839,7.41181313403482,6.80482150583963,6.87188112818999,7.18497354545916,7.25621769015395,6.61686751994938,7.68356090149947,7.35278626815446,7.59357206395803,7.87085079196255,6.9212892874716,7.57059673765113
ABCG4,4.82243715472034,4.65619175287975,4.89262394908968,5.00215281059819,5.03374696424594,4.89999825473195,5.19247580172077,4.99059587017565,4.94271101299935,4.77935808536538,5.05902997580214,4.74199272909733,4.87444556605758,4.8741994274541,4.89956161115593,4.89956161115593,5.01683003654396,4.93887592033537,5.06740143476361,4.77597735131241,4.96724890891584,4.71548354656115,4.72533367439136,4.91277894115912,5.15922220160653,4.90940837207854,4.72835700872933
ABCG5,9.43245037663149,9.78334540180349,9.6469755718893,9.65693984988246,9.48011727282764,9.61191124922291,9.78706847027523,9.49760603127501,9.32077912799619,9.32125433717307,9.39050290525672,9.83133793565135,9.0827459182269,9.40487512663986,9.35400496385358,9.02750765341431,9.90300844602339,9.65492411284214,9.49497082059733,9.493592696417,9.42731721747835,9.7367113380733,9.64130040685568,9.49666161811018,9.3410004966407,9.78637396822672,9.53784987550917
ABHD10,7.72899764541417,7.74601083318418,7.68924726069325,7.49265759731222,7.24009506656187,7.18969054071834,6.6830606549952,6.97715787649562,7.24905813982569,7.50616922524539,6.9404879305,7.14570150140946,7.1922203593705,7.23361479364806,7.34375895808448,7.12689696063273,7.34220517952274,7.49266105514571,7.42741810081357,7.39017648233794,7.20693278489275,7.40904612665853,7.15540983523879,7.3261998145066,7.50795697671824,7.04961563814566,7.28121193947654
ABHD11,6.29649441233683,6.30062377720792,6.01887343709519,6.31607506999639,6.39194152145294,6.69381472339776,6.68975859467205,6.67210820430373,6.44040301995523,6.32824822360109,6.61333300610867,6.66898526248936,6.60126505573656,6.67007803310081,6.49049092158491,6.69956925393931,6.41934440429076,6.45027991818263,6.40468241163591,6.51942911365669,6.38938549472515,6.14595222539581,6.51670432685362,6.7024164799396,6.27905392029447,6.53773924292661,6.3592352100749
ABHD17A,6.80733243426908,6.88418706330089,6.93470593791536,6.97939039540759,7.01176652286412,7.86185696170267,8.24708737702366,8.19277226610942,6.94517491313888,6.65533867192284,8.06601447556704,8.13348666314322,8.01341814931992,7.59091876908572,7.05945381284899,7.56690050508905,7.75299208379055,7.36877911367413,7.15065690194161,7.5159393785196,7.18534110681648,7.07372515824597,7.66037914018996,7.33765760333547,7.52263779130383,7.52263779130383,7.52263779130383
ABHD17B,6.00942913703843,5.86192664341492,5.81614298001484,6.20790512437972,6.05160821150164,5.78763911923556,6.1453340537437,6.10012756186522,6.0224643285899,6.20534023942555,5.87607832968017,5.84420562775921,5.69704267787499,6.14736308164343,6.02855138851792,5.73739358514175,5.82537849351605,5.85125010242679,6.10197164394093,5.56708380820117,5.83063368525632,6.03737392813485,5.99337738646462,6.32254758264499,6.26579188251553,6.17438144167788,6.28714408530975
ABHD18,6.52828293155927,6.47243352250749,6.45960222373061,6.42184967100816,6.45165348278569,6.4312204552748,6.03083304631421,6.17300668974828,6.45732693048129,6.37713186747888,6.61474699219048,6.55350729020017,6.37965536003105,6.63623448373031,6.64399648218713,6.36977106139715,6.27233736858292,6.34181477850896,6.41243587282819,6.12102039825451,6.43776179855589,6.51494791178256,6.43207197929008,6.4226616125749,6.62250773503452,6.4226616125749,6.76868771238949
ABHD2,8.50788589935217,8.70982395935025,8.9698003863361,9.0883250991988,8.18443094361929,8.9913546507386,9.25576612221924,9.75047691223586,8.82979831746416,8.59987028926707,9.78092567125764,9.13826898815127,9.04973595161072,9.19883373281079,8.76508214525727,9.16150693306969,9.07160249525951,8.93364583556008,9.1507456365446,8.86719783176705,9.16330148091947,8.84102898434157,9.31284644557426,8.637127629511,8.57560338230478,9.17664747769351,9.05950246049671
