category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Excretory system,hsa04960,Aldosterone-regulated sodium reabsorption,1/14,32/6259,0.03125,13.9709821428571,3.48276357460797,0.0693158811283535,0.204299439115147,0.159368923369899,IGF1,1
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,1/14,34/6259,0.0294117647058824,13.1491596638655,3.3630366180651,0.0734963772478098,0.205789856293867,0.160531560830742,HMOX1,1
Human Diseases,Cancer: specific types,hsa05216,Thyroid cancer,1/14,34/6259,0.0294117647058824,13.1491596638655,3.3630366180651,0.0734963772478098,0.205789856293867,0.160531560830742,CCND1,1
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,1/14,38/6259,0.0263157894736842,11.765037593985,3.15132231187047,0.0818051092660146,0.214574384544668,0.167384153357213,CCND1,1
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,1/14,39/6259,0.0256410256410256,11.46336996337,3.10330362278011,0.0838714536592438,0.214574384544668,0.167384153357213,IGF1,1
Human Diseases,Cancer: overview,hsa05200,Pathways in cancer,3/14,474/6259,0.00632911392405063,2.82956600361664,1.96155796757926,0.0840348740822565,0.214574384544668,0.167384153357213,CCND1/HMOX1/IGF1,3
Metabolism,Metabolism of other amino acids,hsa00480,Glutathione metabolism,1/14,40/6259,0.025,11.1767857142857,3.05700340960953,0.0859334793262484,0.214574384544668,0.167384153357213,GPX1,1
Human Diseases,Endocrine and metabolic disease,hsa04930,Type II diabetes mellitus,1/14,41/6259,0.024390243902439,10.904181184669,3.0123173417969,0.0879911946003166,0.214574384544668,0.167384153357213,IRS2,1
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,1/14,42/6259,0.0238095238095238,10.6445578231293,2.96914979571623,0.0900446077999947,0.214574384544668,0.167384153357213,ENPP1,1
Environmental Information Processing,Signal transduction,hsa04340,Hedgehog signaling pathway,1/14,42/6259,0.0238095238095238,10.6445578231293,2.96914979571623,0.0900446077999947,0.214574384544668,0.167384153357213,CCND1,1
Metabolism,Lipid metabolism,hsa00561,Glycerolipid metabolism,1/14,45/6259,0.0222222222222222,9.93492063492063,2.84791424254183,0.0961791179175023,0.224417941807505,0.175062868139313,PNPLA3,1
Organismal Systems,Digestive system,hsa04978,Mineral absorption,1/14,47/6259,0.0212765957446809,9.51215805471124,2.77324641588404,0.100247432802648,0.229136989263195,0.178744079970349,HMOX1,1
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,2/14,253/6259,0.00790513833992095,3.53416149068323,1.94812787078748,0.107649826155467,0.23790798111322,0.185586113086441,GPX1/PPARGC1A,2
Organismal Systems,Nervous system,hsa04730,Long-term depression,1/14,51/6259,0.0196078431372549,8.76610644257703,2.63650226351356,0.108333098542627,0.23790798111322,0.185586113086441,IGF1,1
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,1/14,53/6259,0.0188679245283019,8.43530997304582,2.57363351640785,0.112350580504857,0.24198586570277,0.188767169674153,CCND1,1
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,1/14,57/6259,0.0175438596491228,7.84335839598997,2.45728996987255,0.120335168643191,0.249584053482173,0.194694327434402,FBP1,1
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,1/14,57/6259,0.0175438596491228,7.84335839598997,2.45728996987255,0.120335168643191,0.249584053482173,0.194694327434402,CCND1,1
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,1/14,59/6259,0.0169491525423729,7.57748184019371,2.4032856576338,0.124302404538544,0.253124896514854,0.197456451228693,ENPP1,1
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,1/14,62/6259,0.0161290322580645,7.21082949308756,2.32686013557481,0.130222117193632,0.258368154895651,0.201546586995668,CCND1,1
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,1/14,64/6259,0.015625,6.98549107142857,2.27868710574476,0.134147925172671,0.258368154895651,0.201546586995668,PLIN1,1
Organismal Systems,Endocrine system,hsa04918,Thyroid hormone synthesis,1/14,64/6259,0.015625,6.98549107142857,2.27868710574476,0.134147925172671,0.258368154895651,0.201546586995668,GPX1,1
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,1/14,65/6259,0.0153846153846154,6.87802197802198,2.2553703113001,0.136104653025388,0.258368154895651,0.201546586995668,CCND1,1
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,1/14,67/6259,0.0149253731343284,6.6727078891258,2.21018142140323,0.140005796316097,0.261344153123381,0.203868089372562,CCND1,1
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,1/14,69/6259,0.0144927536231884,6.47929606625259,2.16680367911116,0.143890576033923,0.264192533045892,0.206090039876025,CCND1,1
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,1/14,73/6259,0.0136986301369863,6.12426614481409,2.08498879911603,0.151611298040128,0.269531196515784,0.210254598785809,IGF1,1
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,1/14,73/6259,0.0136986301369863,6.12426614481409,2.08498879911603,0.151611298040128,0.269531196515784,0.210254598785809,CCND1,1
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,2/14,315/6259,0.00634920634920635,2.83854875283447,1.58528227187974,0.154461498989893,0.270307623232313,0.21086027000265,CCND1/IGF1,2
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,1/14,80/6259,0.0125,5.58839285714286,1.95551912085185,0.164967186556112,0.283154925954637,0.220882132088673,SERPINE1,1
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,1/14,81/6259,0.0123456790123457,5.51940035273369,1.93827301073268,0.166859152794697,0.283154925954637,0.220882132088673,CCND1,1
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,1/14,83/6259,0.0120481927710843,5.38640275387263,1.90462501487322,0.170631149548049,0.28523416043853,0.22250409131953,IGF1,1
Human Diseases,Cardiovascular disease,hsa05410,Hypertrophic cardiomyopathy,1/14,89/6259,0.0112359550561798,5.02327447833066,1.80987115918728,0.18185220914336,0.298193705734833,0.232613511052548,IGF1,1
Human Diseases,Cancer: specific types,hsa05222,Small cell lung cancer,1/14,90/6259,0.0111111111111111,4.96746031746032,1.79490735477686,0.183708622283067,0.298193705734833,0.232613511052548,CCND1,1
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,1/14,93/6259,0.010752688172043,4.80721966205837,1.75131079496129,0.189254419896334,0.298817862888412,0.233100400561449,IGF1,1
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,1/14,94/6259,0.0106382978723404,4.75607902735562,1.73719145077542,0.191095230490147,0.298817862888412,0.233100400561449,SERPINE1,1
Cellular Processes,Cell growth and death,hsa04114,Oocyte meiosis,1/14,95/6259,0.0105263157894737,4.70601503759399,1.72326965537825,0.19293215940712,0.298817862888412,0.233100400561449,IGF1,1
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,1/14,96/6259,0.0104166666666667,4.65699404761905,1.7095403742442,0.194765214204054,0.298817862888412,0.233100400561449,FBP1,1
Metabolism,Nucleotide metabolism,hsa00230,Purine metabolism,1/14,100/6259,0.01,4.47071428571429,1.65645383703201,0.202058842855811,0.305818789187173,0.238561649459919,ENPP1,1
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,1/14,106/6259,0.00943396226415094,4.21765498652291,1.58184718486815,0.212884338451888,0.317907278754819,0.247991580231673,CTSD,1
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,1/14,110/6259,0.00909090909090909,4.06428571428571,1.53510797698884,0.220025398599935,0.324247955831483,0.252937785094108,CCND1,1
Organismal Systems,Endocrine system,hsa04915,Estrogen signaling pathway,1/14,117/6259,0.00854700854700855,3.82112332112332,1.45839669616718,0.232377683910983,0.3318638332588,0.258878742109779,CTSD,1
Cellular Processes,Cellular community - eukaryotes,hsa04550,Signaling pathways regulating pluripotency of stem cells,1/14,121/6259,0.00826446280991736,3.6948051948052,1.41717079841106,0.23935432473614,0.3318638332588,0.258878742109779,IGF1,1
Human Diseases,Infectious disease: viral,hsa05162,Measles,1/14,121/6259,0.00826446280991736,3.6948051948052,1.41717079841106,0.23935432473614,0.3318638332588,0.258878742109779,CCND1,1
Environmental Information Processing,Signal transduction,hsa04150,mTOR signaling pathway,1/14,122/6259,0.00819672131147541,3.66451990632319,1.40713705178115,0.241089261108524,0.3318638332588,0.258878742109779,IGF1,1
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,1/14,123/6259,0.00813008130081301,3.63472706155633,1.39720807937513,0.242820522367198,0.3318638332588,0.258878742109779,HMOX1,1
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,1/14,129/6259,0.00775193798449612,3.4656699889258,1.33972339994295,0.253131314120058,0.3318638332588,0.258878742109779,GAS6,1
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,1/14,129/6259,0.00775193798449612,3.4656699889258,1.33972339994295,0.253131314120058,0.3318638332588,0.258878742109779,CTSD,1
Organismal Systems,Endocrine system,hsa04921,Oxytocin signaling pathway,1/14,129/6259,0.00775193798449612,3.4656699889258,1.33972339994295,0.253131314120058,0.3318638332588,0.258878742109779,CCND1,1
Human Diseases,Cancer: specific types,hsa05226,Gastric cancer,1/14,131/6259,0.00763358778625954,3.41275899672846,1.32131324705044,0.256539168119867,0.3318638332588,0.258878742109779,CCND1,1
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,1/14,132/6259,0.00757575757575758,3.38690476190476,1.31224127005706,0.258237675242309,0.3318638332588,0.258878742109779,CCND1,1
Human Diseases,Endocrine and metabolic disease,hsa04934,Cushing syndrome,1/14,133/6259,0.0075187969924812,3.36143931256713,1.30325586820187,0.259932578546799,0.3318638332588,0.258878742109779,CCND1,1
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,1/14,135/6259,0.00740740740740741,3.31164021164021,1.28553856512414,0.263311601926798,0.3318638332588,0.258878742109779,IRS2,1
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,1/14,136/6259,0.00735294117647059,3.28728991596639,1.27680365036766,0.264995736083073,0.3318638332588,0.258878742109779,CCND1,1
Cellular Processes,Cellular community - eukaryotes,hsa04530,Tight junction,1/14,137/6259,0.0072992700729927,3.26329509906152,1.26814928110027,0.266676294582965,0.3318638332588,0.258878742109779,CCND1,1
Environmental Information Processing,Signal transduction,hsa04310,Wnt signaling pathway,1/14,141/6259,0.00709219858156028,3.17071935157042,1.2343095063024,0.273362912005905,0.334813892126962,0.261180009835882,CCND1,1
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,1/14,142/6259,0.00704225352112676,3.14839034205231,1.22603734567201,0.27502569710429,0.334813892126962,0.261180009835882,CCND1,1
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,1/14,146/6259,0.00684931506849315,3.06213307240705,1.19366234350769,0.28164156884984,0.339181244206259,0.26458687283007,IRS2,1
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,1/14,152/6259,0.00657894736842105,2.94125939849624,1.14711505932391,0.29146032944953,0.347271881897313,0.270898178547716,CTSD,1
Human Diseases,Cancer: overview,hsa05207,Chemical carcinogenesis - receptor activation,1/14,157/6259,0.00636942675159236,2.84758871701547,1.11002970741249,0.299547278697114,0.353150475937651,0.275483923898731,CCND1,1
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,1/14,165/6259,0.00606060606060606,2.70952380952381,1.05361386456486,0.31230832955496,0.36435971781412,0.284227975362519,CCND1,1
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,1/14,171/6259,0.00584795321637427,2.61445279866333,1.01344844671125,0.321737076631689,0.367510713741896,0.286685989103171,CTSD,1
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,1/14,172/6259,0.00581395348837209,2.59925249169435,1.00692050396391,0.323296813971892,0.367510713741896,0.286685989103171,IGF1,1
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,1/14,173/6259,0.00578034682080925,2.58422791081751,1.00043830982624,0.324853220182569,0.367510713741896,0.286685989103171,CCND1,1
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,1/14,179/6259,0.00558659217877095,2.4976057462091,0.962471325224515,0.334122070711052,0.372211864682978,0.29035324030721,CCND1,1
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,1/14,180/6259,0.00555555555555556,2.48373015873016,0.956292348971938,0.335655342258757,0.372211864682978,0.29035324030721,HMOX1,1
Environmental Information Processing,Signal transduction,hsa04015,Rap1 signaling pathway,1/14,188/6259,0.00531914893617021,2.37803951367781,0.908293183055714,0.347804015980426,0.377387401070441,0.294390547827506,IGF1,1
Cellular Processes,Transport and catabolism,hsa04142,Lysosome biogenesis,1/14,191/6259,0.00523560209424084,2.34068810770381,0.890916968295266,0.352306339253299,0.377387401070441,0.294390547827506,CTSD,1
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,1/14,191/6259,0.00523560209424084,2.34068810770381,0.890916968295266,0.352306339253299,0.377387401070441,0.294390547827506,CCND1,1
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,1/14,192/6259,0.00520833333333333,2.32849702380952,0.885196684437911,0.353800688503539,0.377387401070441,0.294390547827506,CCND1,1
Cellular Processes,Transport and catabolism,hsa04145,Phagocytosis,1/14,198/6259,0.00505050505050505,2.25793650793651,0.85159823066871,0.36269976328299,0.38322993856316,0.298948166360359,CTSD,1
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,1/14,202/6259,0.00495049504950495,2.21322489391796,0.82985800320305,0.368569112330333,0.385791968046704,0.30094674199132,IGF1,1
Environmental Information Processing,Signal transduction,hsa04010,MAPK signaling pathway,1/14,274/6259,0.00364963503649635,1.63164754953076,0.506213351466584,0.466002349747353,0.483261696034292,0.376980458372615,IGF1,1
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,1/14,283/6259,0.00353356890459364,1.57975769813226,0.472552454444859,0.477147169811669,0.490279660723916,0.38245499849704,CCND1,1
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,1/14,289/6259,0.00346020761245675,1.54695996045477,0.45074702313385,0.484456638226556,0.493264940739766,0.384783741366547,GPX1,1
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,1/14,319/6259,0.00313479623824451,1.40147783251232,0.348481129529655,0.519601869496442,0.524282967419834,0.408980134359457,IRS2,1
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,1/14,393/6259,0.00254452926208651,1.13758633224282,0.133387801696258,0.597008543148454,0.597008543148454,0.465711551516182,GPX1,1
