ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0046320,regulation of fatty acid oxidation,2/8,25/11209,0.08,112.09,14.8602818945525,0.000132631777837088,0.00327089894657529,0.00149827314100673,IRS2/PPARGC1A,2
BP,GO:0050670,regulation of lymphocyte proliferation,3/8,156/11209,0.0192307692307692,26.9447115384615,8.72070742958156,0.000140688285903222,0.00327089894657529,0.00149827314100673,IRS2/IGFBP2/IGF1,3
BP,GO:0032369,negative regulation of lipid transport,2/8,26/11209,0.0769230769230769,107.778846153846,14.5671097126398,0.000143633115993474,0.00327089894657529,0.00149827314100673,SREBF2/IRS2,2
BP,GO:0032885,regulation of polysaccharide biosynthetic process,2/8,26/11209,0.0769230769230769,107.778846153846,14.5671097126398,0.000143633115993474,0.00327089894657529,0.00149827314100673,IRS2/IGF1,2
BP,GO:0032944,regulation of mononuclear cell proliferation,3/8,158/11209,0.0189873417721519,26.6036392405063,8.66183904406814,0.000146106437094862,0.00327089894657529,0.00149827314100673,IRS2/IGFBP2/IGF1,3
BP,GO:0032869,cellular response to insulin stimulus,3/8,161/11209,0.0186335403726708,26.1079192546584,8.5755598951832,0.000154486871827525,0.0033090895012711,0.00151576676684949,IRS2/IGFBP1/IGF1,3
BP,GO:0019318,hexose metabolic process,3/8,162/11209,0.0185185185185185,25.9467592592593,8.54732312280483,0.000157348636227588,0.0033090895012711,0.00151576676684949,IRS2/PPARGC1A/IGF1,3
BP,GO:0005996,monosaccharide metabolic process,3/8,171/11209,0.0175438596491228,24.5811403508772,8.30420992816115,0.000184677993239247,0.00350603185160429,0.00160597849110344,IRS2/PPARGC1A/IGF1,3
BP,GO:0005978,glycogen biosynthetic process,2/8,30/11209,0.0666666666666667,93.4083333333333,13.5441246714512,0.000191972925592166,0.00350603185160429,0.00160597849110344,IRS2/IGF1,2
BP,GO:0009250,glucan biosynthetic process,2/8,30/11209,0.0666666666666667,93.4083333333333,13.5441246714512,0.000191972925592166,0.00350603185160429,0.00160597849110344,IRS2/IGF1,2
BP,GO:0010828,positive regulation of D-glucose transmembrane transport,2/8,30/11209,0.0666666666666667,93.4083333333333,13.5441246714512,0.000191972925592166,0.00350603185160429,0.00160597849110344,IRS2/IGF1,2
BP,GO:0032881,regulation of polysaccharide metabolic process,2/8,30/11209,0.0666666666666667,93.4083333333333,13.5441246714512,0.000191972925592166,0.00350603185160429,0.00160597849110344,IRS2/IGF1,2
BP,GO:0046006,regulation of activated T cell proliferation,2/8,31/11209,0.0645161290322581,90.3951612903226,13.3196699212145,0.000205139147840828,0.00356958675517129,0.00163509055067758,IGFBP2/IGF1,2
BP,GO:0070663,regulation of leukocyte proliferation,3/8,179/11209,0.0167597765363129,23.4825418994413,8.10335427991668,0.000211425344098055,0.00356958675517129,0.00163509055067758,IRS2/IGFBP2/IGF1,3
BP,GO:0046651,lymphocyte proliferation,3/8,181/11209,0.0165745856353591,23.2230662983425,8.05518551032048,0.000218484996896957,0.00356958675517129,0.00163509055067758,IRS2/IGFBP2/IGF1,3
BP,GO:0050798,activated T cell proliferation,2/8,32/11209,0.0625,87.5703125,13.1057537923273,0.000218736941375221,0.00356958675517129,0.00163509055067758,IGFBP2/IGF1,2
BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,4/8,491/11209,0.00814663951120163,11.4144602851324,6.30668723720695,0.00022117036091119,0.00356958675517129,0.00163509055067758,IRS2/IGFBP1/IGFBP2/IGF1,4
BP,GO:0032943,mononuclear cell proliferation,3/8,184/11209,0.016304347826087,22.8444293478261,7.98437584974153,0.000229360116030414,0.0036176345573888,0.00165709940289916,IRS2/IGFBP2/IGF1,3
BP,GO:0045923,positive regulation of fatty acid metabolic process,2/8,34/11209,0.0588235294117647,82.4191176470588,12.7064063574317,0.000247225371514404,0.00381276461846659,0.00174648098707252,IRS2/PPARGC1A,2
BP,GO:0046324,regulation of D-glucose import across plasma membrane,2/8,36/11209,0.0555555555555556,77.8402777777778,12.3405902699899,0.000277434477584268,0.00418564190094526,0.00191728174440386,IRS2/IGF1,2
BP,GO:0032868,response to insulin,3/8,200/11209,0.015,21.016875,7.63339955268235,0.000293344930223344,0.0043315187569149,0.00198410232760246,IRS2/IGFBP1/IGF1,3
BP,GO:1905953,negative regulation of lipid localization,2/8,39/11209,0.0512820512820513,71.8525641025641,11.8451876360741,0.000325966238639778,0.00471292853366679,0.0021588114927459,SREBF2/IRS2,2
BP,GO:0070661,leukocyte proliferation,3/8,212/11209,0.0141509433962264,19.8272405660377,7.39602117384593,0.000348262150280577,0.0049325292305045,0.0022594021350104,IRS2/IGFBP2/IGF1,3
BP,GO:0000271,polysaccharide biosynthetic process,2/8,41/11209,0.0487804878048781,68.3475609756098,11.545340714338,0.000360460711946609,0.00500319468181894,0.00229177126332371,IRS2/IGF1,2
BP,GO:0042246,tissue regeneration,2/8,42/11209,0.0476190476190476,66.7202380952381,11.4034476007308,0.000378348542599604,0.00514850761890442,0.00235833353694697,IGFBP1/IGF1,2
BP,GO:0051251,positive regulation of lymphocyte activation,3/8,231/11209,0.012987012987013,18.1964285714286,7.05770160718401,0.000448180094317897,0.0059814804895504,0.0027398864065588,IRS2/IGFBP2/IGF1,3
BP,GO:0010827,regulation of D-glucose transmembrane transport,2/8,47/11209,0.0425531914893617,59.6223404255319,10.7627122453845,0.000474175059932886,0.00620900927534761,0.00284410860178216,IRS2/IGF1,2
BP,GO:0019216,regulation of lipid metabolic process,3/8,244/11209,0.0122950819672131,17.2269467213115,6.84869871612802,0.00052623209963887,0.00642266098157739,0.00294197424000663,SREBF2/IRS2/PPARGC1A,3
BP,GO:0043627,response to estrogen,2/8,50/11209,0.04,56.045,10.4248759411656,0.000536764174252865,0.00642266098157739,0.00294197424000663,CCND1/IGFBP2,2
BP,GO:0098704,carbohydrate import across plasma membrane,2/8,50/11209,0.04,56.045,10.4248759411656,0.000536764174252865,0.00642266098157739,0.00294197424000663,IRS2/IGF1,2
BP,GO:0098708,D-glucose import across plasma membrane,2/8,50/11209,0.04,56.045,10.4248759411656,0.000536764174252865,0.00642266098157739,0.00294197424000663,IRS2/IGF1,2
BP,GO:0140271,hexose import across plasma membrane,2/8,50/11209,0.04,56.045,10.4248759411656,0.000536764174252865,0.00642266098157739,0.00294197424000663,IRS2/IGF1,2
BP,GO:0002696,positive regulation of leukocyte activation,3/8,256/11209,0.01171875,16.41943359375,6.66964188417795,0.000605639641054272,0.00712396459138414,0.00326321447989991,IRS2/IGFBP2/IGF1,3
BP,GO:0005977,glycogen metabolic process,2/8,58/11209,0.0344827586206897,48.3146551724138,9.65458085922399,0.00072223509517575,0.00822576886382783,0.00376790868629759,IRS2/IGF1,2
BP,GO:0050867,positive regulation of cell activation,3/8,272/11209,0.0110294117647059,15.4535845588235,6.44898801096065,0.000723014266128959,0.00822576886382783,0.00376790868629759,IRS2/IGFBP2/IGF1,3
BP,GO:0044042,glucan metabolic process,2/8,59/11209,0.0338983050847458,47.4957627118644,9.5693536386828,0.000747309522866366,0.00836504530434287,0.00383170587276133,IRS2/IGF1,2
BP,GO:0071375,cellular response to peptide hormone stimulus,3/8,277/11209,0.0108303249097473,15.1746389891697,6.38385090928127,0.000762482666526973,0.00839941223126539,0.00384744804162316,IRS2/IGFBP1/IGF1,3
BP,GO:0015980,energy derivation by oxidation of organic compounds,3/8,289/11209,0.0103806228373702,14.5445501730104,6.23423034164909,0.00086280446026829,0.00935603586603426,0.00428564057567473,IRS2/PPARGC1A/IGF1,3
BP,GO:0006112,energy reserve metabolic process,2/8,64/11209,0.03125,43.78515625,9.17326054835431,0.000878951367421326,0.00938449613831385,0.00429867713297555,IRS2/IGF1,2
BP,GO:1904659,D-glucose transmembrane transport,2/8,65/11209,0.0307692307692308,43.1115384615385,9.09950756587378,0.000906530468797059,0.00953230523250241,0.00436638280026654,IRS2/IGF1,2
BP,GO:0008645,hexose transmembrane transport,2/8,67/11209,0.0298507462686567,41.8246268656717,8.95692018650315,0.000962935742449765,0.00997428963074831,0.00456883887226754,IRS2/IGF1,2
BP,GO:0015749,monosaccharide transmembrane transport,2/8,68/11209,0.0294117647058824,41.2095588235294,8.88796495115447,0.000991761000730971,0.00997510339865644,0.00456921162808167,IRS2/IGF1,2
BP,GO:0042102,positive regulation of T cell proliferation,2/8,68/11209,0.0294117647058824,41.2095588235294,8.88796495115447,0.000991761000730971,0.00997510339865644,0.00456921162808167,IGFBP2/IGF1,2
BP,GO:0019217,regulation of fatty acid metabolic process,2/8,73/11209,0.0273972602739726,38.3869863013699,8.56441954277267,0.00114209525463486,0.0113230586673799,0.00518665814886807,IRS2/PPARGC1A,2
BP,GO:0005976,polysaccharide metabolic process,2/8,74/11209,0.027027027027027,37.8682432432432,8.50362009099543,0.00117340050867797,0.0114695768031339,0.00525377247769824,IRS2/IGF1,2
BP,GO:0034219,carbohydrate transmembrane transport,2/8,76/11209,0.0263157894736842,36.8717105263158,8.38558632129486,0.00123724578074566,0.011925674608854,0.00546269335943259,IRS2/IGF1,2
BP,GO:0008643,carbohydrate transport,2/8,77/11209,0.025974025974026,36.3928571428571,8.32827472683423,0.00126978489033911,0.0120716536150047,0.00552956073370456,IRS2/IGF1,2
BP,GO:0006091,generation of precursor metabolites and energy,3/8,334/11209,0.00898203592814371,12.5849550898204,5.74425368018992,0.0013134958703231,0.0123184612703275,0.00564261383837235,IRS2/PPARGC1A/IGF1,3
BP,GO:0019395,fatty acid oxidation,2/8,82/11209,0.024390243902439,34.1737804878049,8.0573736654751,0.00143862703302419,0.0133120954789172,0.00609775949436218,IRS2/PPARGC1A,2
BP,GO:0051249,regulation of lymphocyte activation,3/8,364/11209,0.00824175824175824,11.5477335164835,5.46733542112077,0.00168415331482305,0.0152511832720163,0.00698598111352787,IRS2/IGFBP2/IGF1,3
BP,GO:0034440,lipid oxidation,2/8,89/11209,0.0224719101123596,31.4859550561798,7.71654815528865,0.00169213416706809,0.0152511832720163,0.00698598111352787,IRS2/PPARGC1A,2
BP,GO:0043434,response to peptide hormone,3/8,368/11209,0.00815217391304348,11.422214673913,5.4328774353538,0.00173807378115886,0.015464400052875,0.00708364752914947,IRS2/IGFBP1/IGF1,3
BP,GO:0090090,negative regulation of canonical Wnt signaling pathway,2/8,91/11209,0.021978021978022,30.793956043956,7.62634047062214,0.00176821614023887,0.0155334430547567,0.00711527347571139,IGFBP1/IGFBP2,2
BP,GO:0043467,regulation of generation of precursor metabolites and energy,2/8,95/11209,0.0210526315789474,29.4973684210526,7.45438843860997,0.00192522517974803,0.0166347078789787,0.00761972058160407,IRS2/IGF1,2
BP,GO:1903829,positive regulation of protein localization,3/8,384/11209,0.0078125,10.9462890625,5.30021384714723,0.00196470899214116,0.0166347078789787,0.00761972058160407,SREBF2/IRS2/IGF1,3
BP,GO:0032368,regulation of lipid transport,2/8,96/11209,0.0208333333333333,29.1901041666667,7.41305625815207,0.0019654842162482,0.0166347078789787,0.00761972058160407,SREBF2/IRS2,2
BP,GO:0010565,regulation of ketone metabolic process,2/8,97/11209,0.0206185567010309,28.889175257732,7.37235226113763,0.00200614506709345,0.0167742732116007,0.0076836500984429,IRS2/PPARGC1A,2
BP,GO:0005975,carbohydrate metabolic process,3/8,397/11209,0.00755667506297229,10.5878463476071,5.19809193639848,0.0021620314579232,0.0178624979976036,0.00818212406381961,IRS2/PPARGC1A/IGF1,3
BP,GO:0032355,response to estradiol,2/8,102/11209,0.0196078431372549,27.4730392156863,7.17771415397211,0.00221546088056392,0.0178782540826902,0.00818934132105635,CCND1/IGFBP2,2
BP,GO:0051384,response to glucocorticoid,2/8,102/11209,0.0196078431372549,27.4730392156863,7.17771415397211,0.00221546088056392,0.0178782540826902,0.00818934132105635,CCND1/IGFBP2,2
BP,GO:0002694,regulation of leukocyte activation,3/8,413/11209,0.00726392251815981,10.1776634382567,5.0787445720686,0.00242156769181977,0.0193168733117577,0.0088483175188091,IRS2/IGFBP2/IGF1,3
BP,GO:0050714,positive regulation of protein secretion,2/8,110/11209,0.0181818181818182,25.475,6.89378561361527,0.00257109798372185,0.0202766136443518,0.00928793769239232,IRS2/IGF1,2
BP,GO:0030178,negative regulation of Wnt signaling pathway,2/8,111/11209,0.018018018018018,25.2454954954955,6.86042228842043,0.00261733737423969,0.0204093498620488,0.00934873905405541,IGFBP1/IGFBP2,2
BP,GO:0001678,intracellular glucose homeostasis,2/8,114/11209,0.0175438596491228,24.5811403508772,6.76291971108543,0.00275842456626599,0.0212705183220955,0.00974320723991029,IRS2/PPARGC1A,2
BP,GO:0048660,regulation of smooth muscle cell proliferation,2/8,116/11209,0.0172413793103448,24.1573275862069,6.69998118964078,0.00285445245125241,0.0214332006394944,0.00981772575933157,PPARGC1A/IGF1,2
BP,GO:0032787,monocarboxylic acid metabolic process,3/8,439/11209,0.00683371298405467,9.5748861047836,4.89816515843509,0.00288383008842916,0.0214332006394944,0.00981772575933157,IRS2/PPARGC1A/IGF1,3
BP,GO:0042129,regulation of T cell proliferation,2/8,117/11209,0.0170940170940171,23.9508547008547,6.66910446005767,0.00290305599439837,0.0214332006394944,0.00981772575933157,IGFBP2/IGF1,2
BP,GO:1905952,regulation of lipid localization,2/8,117/11209,0.0170940170940171,23.9508547008547,6.66910446005767,0.00290305599439837,0.0214332006394944,0.00981772575933157,SREBF2/IRS2,2
BP,GO:0048659,smooth muscle cell proliferation,2/8,119/11209,0.0168067226890756,23.5483193277311,6.60849461249135,0.00300144007429126,0.0219263095953488,0.0100436000269912,PPARGC1A/IGF1,2
BP,GO:0031960,response to corticosteroid,2/8,120/11209,0.0166666666666667,23.3520833333333,6.57874564030226,0.00305121972886312,0.0220577759565729,0.0101038197161915,CCND1/IGFBP2,2
BP,GO:0030307,positive regulation of cell growth,2/8,121/11209,0.0165289256198347,23.1590909090909,6.54935711537441,0.00310139053890531,0.0221893302474256,0.0101640796825763,IGFBP1/IGF1,2
BP,GO:0050865,regulation of cell activation,3/8,461/11209,0.00650759219088937,9.11795010845987,4.75678659210829,0.00331552921542795,0.0234793599541531,0.0107549927288855,IRS2/IGFBP2/IGF1,3
BP,GO:0042098,T cell proliferation,2/8,130/11209,0.0153846153846154,21.5557692307692,6.29993087747794,0.00357045727006536,0.0250292661154077,0.0114649451946809,IGFBP2/IGF1,2
BP,GO:0034764,positive regulation of transmembrane transport,2/8,131/11209,0.0152671755725191,21.3912213740458,6.2737738973347,0.00362451546625075,0.0251541373357802,0.0115221439032392,IRS2/IGF1,2
BP,GO:0007584,response to nutrient,2/8,134/11209,0.0149253731343284,20.9123134328358,6.19702013857514,0.00378900627730768,0.0260353500638765,0.0119257935981961,CCND1/IGFBP2,2
BP,GO:0030258,lipid modification,2/8,139/11209,0.0143884892086331,20.160071942446,6.07451181554835,0.00407085218541983,0.0276977589870722,0.0126872792569328,IRS2/PPARGC1A,2
BP,GO:0033002,muscle cell proliferation,2/8,153/11209,0.0130718954248366,18.3153594771242,5.76313600404187,0.00491076554957734,0.033088070790356,0.0151563740007395,PPARGC1A/IGF1,2
BP,GO:0042180,ketone metabolic process,2/8,159/11209,0.0125786163522013,17.624213836478,5.64207942746288,0.00529340451478742,0.0353232955121391,0.0161802445694919,IRS2/PPARGC1A,2
BP,GO:0001649,osteoblast differentiation,2/8,162/11209,0.0123456790123457,17.2978395061728,5.58400788716352,0.00548978155903005,0.0356066205791295,0.0163100248974626,IGFBP2/IGF1,2
BP,GO:0042594,response to starvation,2/8,162/11209,0.0123456790123457,17.2978395061728,5.58400788716352,0.00548978155903005,0.0356066205791295,0.0163100248974626,SREBF2/PPARGC1A,2
BP,GO:0045927,positive regulation of growth,2/8,162/11209,0.0123456790123457,17.2978395061728,5.58400788716352,0.00548978155903005,0.0356066205791295,0.0163100248974626,IGFBP1/IGF1,2
BP,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,2/8,165/11209,0.0121212121212121,16.9833333333333,5.52747498634815,0.00568951488142636,0.036560401182499,0.0167469151480581,IRS2/IGF1,2
BP,GO:0060828,regulation of canonical Wnt signaling pathway,2/8,170/11209,0.0117647058823529,16.4838235294118,5.43648836638828,0.00602983080949422,0.0383917668054036,0.0175857933796934,IGFBP1/IGFBP2,2
BP,GO:0007623,circadian rhythm,2/8,173/11209,0.0115606936416185,16.1979768786127,5.38373458332525,0.00623845784314786,0.039358997664951,0.0180288446758914,PPARGC1A/IGF1,2
BP,GO:0042593,glucose homeostasis,2/8,178/11209,0.0112359550561798,15.7429775280899,5.29868886042348,0.00659352851589225,0.0412244035137767,0.0188833154272116,IRS2/PPARGC1A,2
BP,GO:0090068,positive regulation of cell cycle process,2/8,181/11209,0.0110497237569061,15.482044198895,5.24930048017094,0.00681096763552587,0.0422036744558478,0.0193318818226392,CCND1/IGF1,2
BP,GO:0033500,carbohydrate homeostasis,2/8,182/11209,0.010989010989011,15.396978021978,5.23309964556274,0.00688417758962551,0.0422798163469036,0.0193667594975958,IRS2/PPARGC1A,2
BP,GO:0050870,positive regulation of T cell activation,2/8,184/11209,0.0108695652173913,15.2296195652174,5.20108028451831,0.00703169033555295,0.0428069569550329,0.0196082223576823,IGFBP2/IGF1,2
BP,GO:1990859,cellular response to endothelin,1/8,10/11209,0.1,140.1125,11.7613504063239,0.00711709174302377,0.0429501014752913,0.0196737913628666,IRS2,1
BP,GO:0050708,regulation of protein secretion,2/8,190/11209,0.0105263157894737,14.7486842105263,5.10796016675697,0.00748294093513928,0.044768629387816,0.0205067891325958,IRS2/IGF1,2
BP,GO:0050821,protein stabilization,2/8,191/11209,0.0104712041884817,14.6714659685864,5.09285183288718,0.00755941550425504,0.0448396099141282,0.0205393025846606,PPARGC1A/IGF1,2
BP,GO:0002902,regulation of B cell apoptotic process,1/8,11/11209,0.0909090909090909,127.375,11.2064468479884,0.00782635714761848,0.045642788743254,0.0209072079485253,IRS2,1
BP,GO:1990839,response to endothelin,1/8,11/11209,0.0909090909090909,127.375,11.2064468479884,0.00782635714761848,0.045642788743254,0.0209072079485253,IRS2,1
BP,GO:0051222,positive regulation of protein transport,2/8,200/11209,0.01,14.01125,4.96181696342902,0.00826386487300705,0.0473873148193638,0.021706308320109,IRS2/IGF1,2
BP,GO:0032372,negative regulation of sterol transport,1/8,12/11209,0.0833333333333333,116.760416666667,10.7221164889315,0.00853517918216207,0.0473873148193638,0.021706308320109,SREBF2,1
BP,GO:0032375,negative regulation of cholesterol transport,1/8,12/11209,0.0833333333333333,116.760416666667,10.7221164889315,0.00853517918216207,0.0473873148193638,0.021706308320109,SREBF2,1
BP,GO:0034392,negative regulation of smooth muscle cell apoptotic process,1/8,12/11209,0.0833333333333333,116.760416666667,10.7221164889315,0.00853517918216207,0.0473873148193638,0.021706308320109,IGF1,1
BP,GO:0070141,response to UV-A,1/8,12/11209,0.0833333333333333,116.760416666667,10.7221164889315,0.00853517918216207,0.0473873148193638,0.021706308320109,CCND1,1
BP,GO:0150079,negative regulation of neuroinflammatory response,1/8,12/11209,0.0833333333333333,116.760416666667,10.7221164889315,0.00853517918216207,0.0473873148193638,0.021706308320109,IGF1,1
BP,GO:0098739,import across plasma membrane,2/8,206/11209,0.00970873786407767,13.6031553398058,4.87908067185496,0.0087495757737203,0.0475417975705486,0.0217770709332712,IRS2/IGF1,2
BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,2/8,206/11209,0.00970873786407767,13.6031553398058,4.87908067185496,0.0087495757737203,0.0475417975705486,0.0217770709332712,IGFBP2/IGF1,2
BP,GO:0001783,B cell apoptotic process,1/8,13/11209,0.0769230769230769,107.778846153846,10.2945202174714,0.00924355808423782,0.0475417975705486,0.0217770709332712,IRS2,1
BP,GO:0010560,positive regulation of glycoprotein biosynthetic process,1/8,13/11209,0.0769230769230769,107.778846153846,10.2945202174714,0.00924355808423782,0.0475417975705486,0.0217770709332712,IGF1,1
BP,GO:0031571,mitotic G1 DNA damage checkpoint signaling,1/8,13/11209,0.0769230769230769,107.778846153846,10.2945202174714,0.00924355808423782,0.0475417975705486,0.0217770709332712,CCND1,1
BP,GO:0031998,regulation of fatty acid beta-oxidation,1/8,13/11209,0.0769230769230769,107.778846153846,10.2945202174714,0.00924355808423782,0.0475417975705486,0.0217770709332712,IRS2,1
BP,GO:0032933,SREBP signaling pathway,1/8,13/11209,0.0769230769230769,107.778846153846,10.2945202174714,0.00924355808423782,0.0475417975705486,0.0217770709332712,SREBF2,1
BP,GO:0051412,response to corticosterone,1/8,13/11209,0.0769230769230769,107.778846153846,10.2945202174714,0.00924355808423782,0.0475417975705486,0.0217770709332712,CCND1,1
BP,GO:0061050,regulation of cell growth involved in cardiac muscle cell development,1/8,13/11209,0.0769230769230769,107.778846153846,10.2945202174714,0.00924355808423782,0.0475417975705486,0.0217770709332712,IGF1,1
BP,GO:0060070,canonical Wnt signaling pathway,2/8,212/11209,0.00943396226415094,13.2181603773585,4.79973539082507,0.00924804419600008,0.0475417975705486,0.0217770709332712,IGFBP1/IGFBP2,2
BP,GO:0030111,regulation of Wnt signaling pathway,2/8,215/11209,0.00930232558139535,13.0337209302326,4.76126063095916,0.00950203450511848,0.0479378208509197,0.0219584739829785,IGFBP1/IGFBP2,2
BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,2/8,218/11209,0.0091743119266055,12.8543577981651,4.72354797038559,0.00975918067429471,0.0479378208509197,0.0219584739829785,IRS2/IGF1,2
BP,GO:0044819,mitotic G1/S transition checkpoint signaling,1/8,14/11209,0.0714285714285714,100.080357142857,9.91334426254392,0.0099514940913229,0.0479378208509197,0.0219584739829785,CCND1,1
BP,GO:0051450,myoblast proliferation,1/8,14/11209,0.0714285714285714,100.080357142857,9.91334426254392,0.0099514940913229,0.0479378208509197,0.0219584739829785,IGF1,1
BP,GO:0071501,cellular response to sterol depletion,1/8,14/11209,0.0714285714285714,100.080357142857,9.91334426254392,0.0099514940913229,0.0479378208509197,0.0219584739829785,SREBF2,1
BP,GO:1903020,positive regulation of glycoprotein metabolic process,1/8,14/11209,0.0714285714285714,100.080357142857,9.91334426254392,0.0099514940913229,0.0479378208509197,0.0219584739829785,IGF1,1
