gene,mouse,pool,logFC,P.Value,logFC_GSE15653,logFC_GSE64998,sc_STZ,best_cell_type,best_logFC_mouse,best_FDR_mouse,best_pct_detected,tau,module,kME_own,hub,val_logFC,val_P,hb_logFC,hb_P,bulk_DE,specificity,network,external_val,clinical,feasibility,protein,literature,druggability,manual_scores_missing,score,max_score,score_pct,tissue
DNAJB1,Dnajb1,B_scRNA_first,0.33283290932633,0.00275393550595108,0.316276084510989,0.348798418969693,0,Cholangiocyte,-2.22207594368733,0.0191163623906319,42.3,,turquoise,0.476529437106635,FALSE,-0.41028533489025,0.0397247049033884,0.0466440264606381,0.356661917818656,2,0,1,0,0,3,0,FALSE,0,TRUE,8,45,17.8,liver
DUSP8,Dusp8,B_scRNA_first,0.244289342351575,0.00432425113453299,0.328102494750956,0.163469516823602,0,Cholangiocyte,-1.63942428416061,0.0484227234797961,18.55,,turquoise,0.536417029414337,FALSE,-0.226828786389228,0.0757052284881206,0.0519850586665199,0.184137625680839,2,0,1,0,1,2,0,FALSE,0,TRUE,8,45,17.8,liver
IL32,"",A_bulk_main,0.68806922585336,0.02793706391798,0.388544841869043,0.976896310409665,0,,,,,,turquoise,0.747621953077355,TRUE,0.227630104869975,0.469613769554927,0.082842271660517,0.526354800909236,1,0,3,1,0,0,0,FALSE,1,TRUE,8,45,17.8,liver
ITGA4,Itga4,B_scRNA_first,0.013047410683368,0.850340752069114,-0.072312192899661,0.0953584569955735,1,B_cell,0.295622393705889,0.565165728262115,32.91,,midnightblue,0.633052552088961,FALSE,0.0346941276818955,0.882812131776031,0.0160551260109284,0.425230307796782,0,0,0,1,0,3,0,FALSE,0,TRUE,8,45,17.8,liver
JUN,Jun,B_scRNA_first,0.205637783779045,0.270449585780158,0.00353995199891489,0.400517835852742,0,Cholangiocyte,-1.06332852013453,0.032420111065163,91.35,,brown,0.28719195448507,FALSE,0.237708318580646,0.192968265975065,-0.0914786599853629,0.206504185645887,0,0,1,2,0,3,0,FALSE,0,TRUE,8,45,17.8,liver
KLF6,Klf6,B_scRNA_first,0.0717121191530066,0.649583019960649,0.164856330699747,-0.0181055134099235,0,Cholangiocyte,-1.41998117421782,0.00380675934653315,60.85,,turquoise,0.339650222273573,FALSE,0.215661995936057,0.177311921989125,0.00321109276269456,0.962272481845159,0,0,1,2,0,3,0,FALSE,0,TRUE,8,45,17.8,liver
EIF3J,Eif3j1,B_scRNA_first,0.0412853768949705,0.602271400504147,0.0623037107962592,0.0210176977758703,0,NK_cell,-0.927563409484668,0.0261955328444425,30.2,,grey,,FALSE,0.153026451964391,0.173992914534755,0.00794121650653271,0.837098143068568,0,0,0,2,0,3,0,FALSE,0,TRUE,7,45,15.6,liver
HSPA8,Hspa8,B_scRNA_first,0.162056004100049,0.0736383519595827,0.169773399180386,0.154614230272579,0,Cholangiocyte,-1.09232442490087,0.00380675934653315,90.25,,turquoise,0.558581828054309,FALSE,0.11106608167675,0.2883051028396,0.0629468309339027,0.143175238806456,0,0,1,1,1,3,0,FALSE,0,TRUE,7,45,15.6,liver
IER2,Ier2,B_scRNA_first,0.266039738516082,0.0719041090013331,0.286626773313158,0.246187954961756,1,pDC,0.334330253793425,0.78215082430509,45.99,,turquoise,0.422908717432177,FALSE,-0.133638082968334,0.433129355931032,0.0307187711661928,0.645135538775883,0,0,1,0,0,3,0,FALSE,0,TRUE,7,45,15.6,liver
PRF1,Prf1,B_scRNA_first,0.112554352694673,0.265661434382509,0.0283311475450846,0.193769586231776,0,NK_cell,-0.849177681579502,0.0211584182266052,54.36,,midnightblue,0.487370193945826,FALSE,0.2603644919319,0.0683837107649511,0.0196500025497407,0.489568161849603,0,0,0,2,0,3,0,FALSE,0,TRUE,7,45,15.6,liver
TNFSF10,Tnfsf10,B_scRNA_first,-0.0180966422202464,0.885910936167712,0.179517886137231,-0.208653508850672,1,LSEC,-0.575960331640905,0.952306013506707,28.99,,grey,,FALSE,-0.240030693779534,0.210531435746354,0.041102969854625,0.50854354527223,0,0,0,1,0,2,0,FALSE,0,TRUE,7,45,15.6,liver
CD226,Cd226,B_scRNA_first,-0.0445829682741366,0.579914838301301,-0.185403528823158,0.0912082865409907,0,NK_cell,1.01071731584555,0.0145851130004702,43.12,,black,0.614658482970647,FALSE,0.134443968595947,0.106594422430515,-0.0830815520352481,0.000217681570512772,0,0,0,0,3,3,0,FALSE,0,TRUE,6,45,13.3,liver
LGALS1,Lgals1,B_scRNA_first,0.274001466425979,0.137847828753407,0.357206344122909,0.193768191503937,1,B_cell,7.91950587351705,0.467220239442416,1.68,,turquoise,0.657243102992988,FALSE,0.191373743049192,0.572697223657558,0.0693302443503497,0.436071606310875,0,0,1,1,0,0,0,FALSE,0,TRUE,6,45,13.3,liver
ATF3,Atf3,B_scRNA_first,0.112428371398982,0.361681010567619,0.1435637344078,0.0824049856404793,0,Cholangiocyte,-1.21294506357551,0.0160447814607556,55.19,,grey,,FALSE,0.0820268410754921,0.673546405335051,0.0185247276798824,0.738371115662038,0,0,0,1,0,3,0,FALSE,0,TRUE,5,45,11.1,liver
CAMK2N1,Camk2n1,B_scRNA_first,0.092482117810457,0.346837167103914,0.274892251561834,-0.0834133683069437,0,NK_cell,-1.06480411962367,0.0354575307686228,28.52,,turquoise,0.196435415350951,FALSE,0.0576346413653984,0.700445642875977,0.0259781506755434,0.466348143008081,0,0,1,1,0,2,0,FALSE,0,TRUE,5,45,11.1,liver
HSPH1,Hsph1,B_scRNA_first,0.0958679624303898,0.345198808639022,-0.0895713825439877,0.274684473655682,0,Cholangiocyte,-1.99354433047684,0.00347562223746381,33.96,,cyan,0.56000419553617,FALSE,0.22205673402899,0.229586401396192,-0.0088080145225914,0.833904264308231,0,0,0,1,0,3,0,FALSE,0,TRUE,5,45,11.1,liver
JUND,Jund,B_scRNA_first,0.0225629447178494,0.834428269369064,-0.196167443939552,0.233481533780343,0,Cholangiocyte,-0.900740578235727,0.0209836595957237,93.08,,grey,,FALSE,0.0103983547262478,0.944354962467827,-0.0527113110318203,0.293234492447965,0,0,0,1,0,3,0,FALSE,0,TRUE,5,45,11.1,liver
NFKB1,Nfkb1,B_scRNA_first,0.0134553097490235,0.817184434367477,0.0316906751569537,-0.00412879260862451,0,NK_cell,-0.850683397630372,0.0146656380924451,37.25,,salmon,0.442754890603959,FALSE,0.115032478314039,0.364482394358268,-0.00590747551575023,0.805622635354813,0,0,0,1,0,3,0,FALSE,0,TRUE,5,45,11.1,liver
NR4A1,Nr4a1,B_scRNA_first,0.0885342427275522,0.155400397118912,0.14747134928192,0.0317020328358408,0,NK_cell,-1.01609401712214,0.00721478602297177,58.72,,blue,0.612859837480746,FALSE,-0.101220141697587,0.331572157916022,0.0477315474348992,0.104507939344997,0,0,1,0,1,3,0,FALSE,0,TRUE,5,45,11.1,liver
CD160,Cd160,B_scRNA_first,-0.0137484673479235,0.910482133509126,-0.193255899379925,0.159347984968649,0,NK_cell,1.0590215063163,0.00164354111668625,48.66,,brown,0.371921866849083,FALSE,0.504390598044486,0.010404240233975,-0.0450422845463091,0.221068496450424,0,0,1,0,0,3,0,FALSE,0,TRUE,4,45,8.9,liver
DUSP5,Dusp5,B_scRNA_first,0.0530190957076422,0.454782958002074,-0.0402497558974993,0.142956916898315,1,HSC_Fibroblast,1.29939975630157,0.919682034055448,7.61,,tan,0.524721121690309,FALSE,-0.105975426407828,0.572881830891017,0.000619888303173198,0.983303420751749,0,0,0,0,0,1,0,FALSE,0,TRUE,4,45,8.9,liver
TOB2,Tob2,B_scRNA_first,0.181938972240859,0.0870291425099816,0.222786904244365,0.142549894951761,0,NK_cell,-0.79052620746408,0.0388585477151566,38.42,,blue,0.546040102900077,FALSE,-0.354615479092831,0.219945069088193,-0.0049271944169281,0.920054556364546,0,0,1,0,0,3,0,FALSE,0,TRUE,4,45,8.9,liver
EGR1,Egr1,B_scRNA_first,0.171333186142759,0.39673381693565,0.20737735126548,0.136576312631565,0,Cholangiocyte,-1.25202099181568,0.0209597492201006,71.86,,grey,,FALSE,-0.0906812153320372,0.850530611807915,0.00807561639898177,0.922587050786925,0,0,0,0,0,3,0,FALSE,0,TRUE,3,45,6.7,liver
HOPX,Hopx,B_scRNA_first,-0.0233263443070832,0.742166670188156,-0.0721046944929713,0.0237099219435937,0,NK_cell,1.03695267802991,0.0184229538373017,35.57,,red,0.671280226861789,FALSE,0.150598024681972,0.301332856185619,-0.0183944802325113,0.586850872063501,0,0,0,0,0,3,0,FALSE,0,TRUE,3,45,6.7,liver
ZC3H12A,Zc3h12a,B_scRNA_first,0.00862113788185597,0.890873687283874,-0.171871250756729,0.182667369783348,0,NK_cell,-1.18701422998214,0.0145851130004702,17.45,,purple,0.369134844391233,FALSE,-0.0714140778971616,0.457965836900487,-0.0389832800249544,0.128492703104546,0,0,0,0,0,2,0,FALSE,0,TRUE,2,45,4.4,liver
