gene,mouse,pool,logFC,P.Value,logFC_GSE15653,logFC_GSE64998,sc_STZ,best_cell_type,best_logFC_mouse,best_FDR_mouse,best_pct_detected,tau,module,kME_own,hub,val_logFC,val_P,hb_logFC,hb_P,bulk_DE,specificity,network,external_val,clinical,feasibility,protein,literature,druggability,manual_scores_missing,score,max_score,score_pct,tissue
MXRA8,Mxra8,B_scRNA_first,0.00131242886262324,0.988866908026809,0.056604870663252,-0.0520052828736974,3,Endothelial,0.72496143143278,0.0443951941746484,20.24,,black,0.541873421984033,FALSE,0.0340475817845532,0.715483370654191,0.0166467587580468,0.606658186649938,0,0,0,1,0,2,0,FALSE,0,TRUE,13,45,28.9,kidney
S100A6,S100a6,B_scRNA_first,0.177748316002934,0.0982337116621228,0.0367578446723764,0.313703413357401,3,Endothelial,0.759566609381984,0.0449566218812883,72.8,,greenyellow,0.545364665878743,FALSE,-0.0560099239071611,0.763200790192566,0.0216176803073624,0.634030202874321,0,0,0,0,0,3,0,FALSE,0,TRUE,12,45,26.7,kidney
TNFAIP3,Tnfaip3,B_scRNA_first,-0.074256621209309,0.37149170608847,-0.0824629926089368,-0.0663433345025249,3,Endothelial,-0.928768185254194,0.030650904197232,9.6,,brown,0.342232208396011,FALSE,0.514096673395152,0.00137182338393747,-0.0245378493644741,0.436036349440478,0,0,1,0,0,1,0,FALSE,0,TRUE,11,45,24.4,kidney
DNAJA4,Dnaja4,B_scRNA_first,-0.0380403521933463,0.447910664754359,-0.0820157044252442,0.00436445174455645,3,Endothelial,-1.19143372735119,0.00747143601340922,9.15,,black,0.509326457729132,FALSE,0.161097546671083,0.244823379208568,-0.02533658410593,0.225595647868931,0,0,0,0,0,1,0,FALSE,0,TRUE,10,45,22.2,kidney
IGFBP3,Igfbp3,B_scRNA_first,0.20637735103241,0.0261541695678493,0.293848173471865,0.122030486537222,0,Endothelial,-0.772925519981744,0.0416894528765844,59.97,,tan,0.703778709893063,FALSE,0.216966353143794,0.1635759091446,0.0653410118967847,0.126664407333419,1,0,0,2,1,3,0,FALSE,0,TRUE,10,45,22.2,kidney
RETREG1,Retreg1,A_bulk_main,-0.50284395636083,0.000966503186456345,-0.317728330151071,-0.681348310205955,0,,,,,0.174987837497894,grey60,0.766563621738601,TRUE,0.31612221012892,0.167711746124931,-0.071062918402804,0.196928379786212,3,0,3,0,1,0,0,FALSE,0,TRUE,10,45,22.2,kidney
HSP90AB1,Hsp90ab1,B_scRNA_first,0.148963300302613,0.171341247849701,0.20687712646157,0.0931178250779006,0,Endothelial,-0.778501224531642,0.0266875040136543,94.23,,turquoise,0.287255529662789,FALSE,0.0929350064225616,0.460365108087478,0.136302258767938,0.00859930116492489,0,0,1,1,3,3,0,FALSE,0,TRUE,9,45,20,kidney
PLK2,Plk2,B_scRNA_first,0.0839872657517696,0.31472256832195,-0.0492597505243081,0.212475460017986,0,Endothelial,-0.764747289276689,0.030650904197232,40.59,,magenta,0.56083993724711,FALSE,0.756433454405345,0.00370014452980355,0.00163111990493513,0.942890591734915,0,0,0,3,0,3,0,FALSE,0,TRUE,9,45,20,kidney
SRSF5,Srsf5,B_scRNA_first,0.139937635889952,0.199612026552968,0.257030650472436,0.02702651468541,0,Endothelial,-0.651597889515971,0.0483866570115119,56.42,,blue,0.431512609634545,FALSE,0.0825919375512554,0.57145717203786,0.148708831221259,0.00333654077552883,0,0,1,1,3,3,0,FALSE,0,TRUE,9,45,20,kidney
CD36,Cd36,B_scRNA_first,0.114919595408174,0.362865808298459,0.351575787659545,-0.11328458997708,0,Endothelial,-0.592650915088365,0.0483652368931564,23.93,,grey,,FALSE,0.666557701317806,0.00714599341198368,0.0518631569782788,0.269907647768525,0,0,0,3,0,2,0,FALSE,0,TRUE,8,45,17.8,kidney
HSP90AA1,Hsp90aa1,B_scRNA_first,0.0574917379924399,0.533778530489591,0.071133491005695,0.0443371904439434,0,Endothelial,-1.42386690663596,0.0299909145867312,62.26,,brown,0.479720337778367,FALSE,0.180026246453042,0.0728686285616636,-0.00384407276471718,0.927262271984498,0,0,1,2,0,3,0,FALSE,0,TRUE,8,45,17.8,kidney
IL32,"",A_bulk_main,0.68806922585336,0.02793706391798,0.388544841869043,0.976896310409665,0,,,,,,turquoise,0.747621953077355,TRUE,0.227630104869975,0.469613769554927,0.082842271660517,0.526354800909236,1,0,3,1,0,0,0,FALSE,1,TRUE,8,45,17.8,kidney
JUN,Jun,B_scRNA_first,0.205637783779045,0.270449585780158,0.00353995199891489,0.400517835852742,0,Endothelial,-1.24733797112471,0.00919972748384408,77.95,,brown,0.28719195448507,FALSE,0.237708318580646,0.192968265975065,-0.0914786599853629,0.206504185645887,0,0,1,2,0,3,0,FALSE,0,TRUE,8,45,17.8,kidney
OAZ2,Oaz2,B_scRNA_first,0.037992287301491,0.547657684918366,0.030168048873915,0.0455370886423677,0,Endothelial,-0.764995907983206,0.0196104964697092,35.62,,turquoise,0.320231656721457,FALSE,0.354168219630536,0.113869782527172,0.0305233598686832,0.279075059493859,0,0,1,2,0,3,0,FALSE,0,TRUE,8,45,17.8,kidney
APOE,Apoe,B_scRNA_first,0.220040919776948,0.0701504601569364,0.401164384646689,0.0453861500811238,0,Endothelial,-0.736221468979838,0.0239108088991266,65.63,,turquoise,0.794767062525048,TRUE,-0.198787603632603,0.0436589486861576,0.0828656532989839,0.177712343075575,0,0,3,0,1,3,0,FALSE,0,TRUE,7,45,15.6,kidney
TAF7,Taf7,B_scRNA_first,0.0443912566411984,0.508728724129499,0.109349797301817,-0.0182473361386847,0,Endothelial,-0.714579987450725,0.0299909145867312,20.8,,brown,0.686097900374127,FALSE,0.217647464076885,0.132366195802775,0.014129577307809,0.660333025023968,0,0,1,2,0,2,0,FALSE,0,TRUE,7,45,15.6,kidney
HSPB1,Hspb1,B_scRNA_first,0.174702255465444,0.251489186858008,0.271113770921852,0.0817340084181939,0,Endothelial,-1.27963367906091,0.00386933678690547,84.45,,turquoise,0.617654258960871,FALSE,-0.112491359939253,0.567157078851536,0.0973763881128059,0.18343204999524,0,0,1,0,1,3,0,FALSE,0,TRUE,5,45,11.1,kidney
JUND,Jund,B_scRNA_first,0.0225629447178494,0.834428269369064,-0.196167443939552,0.233481533780343,0,Endothelial,-1.3075549984915,0.0410104498734621,76.56,,grey,,FALSE,0.0103983547262478,0.944354962467827,-0.0527113110318203,0.293234492447965,0,0,0,1,0,3,0,FALSE,0,TRUE,5,45,11.1,kidney
NPR3,Npr3,B_scRNA_first,0.0647653095008942,0.539956817992867,0.0292295543788713,0.0990319305114155,0,Endothelial,-2.37766614677051,0.0189456197405018,30.23,,magenta,0.602461709504446,FALSE,0.259166060754714,0.206193370765277,0.0386080630101902,0.362922765308768,0,0,0,1,0,3,0,FALSE,0,TRUE,5,45,11.1,kidney
BEX3,Bex3,B_scRNA_first,0.0361863213427683,0.607627565475599,0.0490381044735926,0.0237935304666144,0,Endothelial,-0.701035064191147,0.0483652368931564,17.88,,grey,,FALSE,0.021167475728135,0.854825872540826,-0.00337351427413599,0.915723046890365,0,0,0,1,0,2,0,FALSE,0,TRUE,4,45,8.9,kidney
CST3,Cst3,B_scRNA_first,0.163758759254838,0.210782130855672,0.29032036352206,0.0417172122828727,0,Endothelial,-0.641310498301503,0.0356915119366373,87.03,,tan,0.799819251298518,FALSE,-0.201262011200627,0.470211050027926,0.102005014815738,0.121912812967975,0,0,0,0,1,3,0,FALSE,0,TRUE,4,45,8.9,kidney
HSPH1,Hsph1,B_scRNA_first,0.0958679624303898,0.345198808639022,-0.0895713825439877,0.274684473655682,0,Endothelial,-1.60093537079059,0.0483652368931564,26.99,,cyan,0.56000419553617,FALSE,0.22205673402899,0.229586401396192,-0.0088080145225914,0.833904264308231,0,0,0,1,0,2,0,FALSE,0,TRUE,4,45,8.9,kidney
PTPRU,Ptpru,B_scRNA_first,0.0229687926712895,0.802269813408047,-0.0488700317820491,0.0922419448227223,0,Endothelial,-0.96717865396,0.0055068612389867,40.24,,turquoise,0.284587332859733,FALSE,-0.0445227386090434,0.711531322261949,-0.00739506193663145,0.783999849673054,0,0,1,0,0,3,0,FALSE,0,TRUE,4,45,8.9,kidney
DUSP1,Dusp1,B_scRNA_first,0.0872329728721029,0.773832531287817,0.493983115027531,-0.304990378492061,0,Endothelial,-1.01022458347285,0.0111554861884458,54.89,,salmon,0.529577733580271,FALSE,-0.0839255369943267,0.800235081544802,-0.0753682424738027,0.543819564743167,0,0,0,0,0,3,0,FALSE,0,TRUE,3,45,6.7,kidney
EFNA1,Efna1,B_scRNA_first,0.00947653843661752,0.921703488634978,0.101732756243862,-0.0794848144489406,0,Endothelial,-0.861002890116309,0.00690639034414065,39.27,,lightyellow,0.609003217539775,FALSE,-0.333230898015022,0.110803743154425,0.00256659857440131,0.952904328495568,0,0,0,0,0,3,0,FALSE,0,TRUE,3,45,6.7,kidney
PPP1R10,Ppp1r10,B_scRNA_first,0.038808717124238,0.630204426268409,-0.0285559112795644,0.103767465942189,0,Endothelial,-1.00279368469443,0.023500628525246,17.32,,blue,0.268239220618813,FALSE,-0.238217175804794,0.152118215490173,0.025651328170505,0.481767159564006,0,0,1,0,0,2,0,FALSE,0,TRUE,3,45,6.7,kidney
STAT1,Stat1,B_scRNA_first,-0.101808106385379,0.474098576569293,-0.199386779711147,-0.00771438567839043,0,Endothelial,0.734605174984541,0.0462081507532062,27.03,,brown,0.564071709261435,FALSE,0.251781330133237,0.242950587238027,-0.0602603641191771,0.312562564167114,0,0,1,0,0,2,0,FALSE,0,TRUE,3,45,6.7,kidney
HOXB2,Hoxb2,B_scRNA_first,0.0062867021949672,0.943605118141522,0.017758939658542,-0.00477581250205073,0,Endothelial,-0.962743646845498,0.0443951941746484,14.64,,magenta,0.709704268757242,FALSE,-0.00608852887364428,0.959326101835065,0.00396848914761226,0.88933373040142,0,0,0,0,0,2,0,FALSE,0,TRUE,2,45,4.4,kidney
PALM,Palm,B_scRNA_first,0.0167692456731052,0.748913157527992,-0.036297275773606,0.0679405342110043,0,Endothelial,-0.678258633041357,0.030650904197232,27.27,,greenyellow,0.454953101338417,FALSE,-0.173677223201112,0.208345970905041,-0.0206494554549537,0.303520393236635,0,0,0,0,0,2,0,FALSE,0,TRUE,2,45,4.4,kidney
