tissue,gene,mouse,pool,logFC,P.Value,logFC_GSE15653,logFC_GSE64998,sc_STZ,best_cell_type,best_logFC_mouse,best_FDR_mouse,best_pct_detected,tau,module,kME_own,hub,val_logFC,val_P,hb_logFC,hb_P,bulk_DE,specificity,network,external_val,clinical,feasibility,protein,literature,druggability,manual_scores_missing,score,max_score,score_pct
kidney,ESM1,Esm1,B_scRNA_first,-0.0495121535921413,0.206098043084883,-0.0455039522364087,-0.0533772048994553,3,Endothelial,-1.69736947287543,8.32812234983676e-05,53.74,,purple,0.311195119483134,FALSE,0.104203562573191,0.201917495072027,-0.0288371779193264,0.0507228720313268,0,0,0,0,1,3,1,FALSE,1,TRUE,16,45,35.6
kidney,IER5,Ier5,B_scRNA_first,0.243693863088733,0.00959705994724522,0.360977267155843,0.130599152024018,0,Endothelial,-0.724049186501183,0.025475647277633,47.3,,greenyellow,0.515943174283607,FALSE,0.610798762103602,0.0016578214562034,0.0649874984510185,0.1287323675752,2,0,0,3,1,3,1,FALSE,0,TRUE,16,45,35.6
kidney,IRF7,Irf7,B_scRNA_first,0.269491178413307,0.0691318106417312,0.304736933352743,0.235504200435993,3,Endothelial,0.693821326117327,0.030650904197232,36.56,,turquoise,0.674851706328076,FALSE,-0.37968777708903,0.130715067802955,0.0410471109393697,0.565278567570175,0,0,1,0,0,3,1,FALSE,0,TRUE,15,45,33.3
kidney,NUAK1,Nuak1,B_scRNA_first,-0.0391831360529827,0.654822962081942,-0.172840947709968,0.0897011823305362,3,Endothelial,-0.864129165320937,0.0297736360932066,17.95,,brown,0.233414232351994,FALSE,0.208830643086009,0.286215094898041,-0.0591092499653878,0.123820674921957,0,0,1,0,1,2,0,FALSE,2,TRUE,15,45,33.3
liver,CDKN1A,Cdkn1a,A_bulk_main,0.620760312850149,0.000117699387081058,0.551436862888069,0.687607925313586,3,Cholangiocyte,1.92225963356805,0.00892552773555026,27.67,0.249945648088665,turquoise,0.712546001608122,TRUE,0.402420729949853,0.0635308499587564,0.112427060859471,0.0890973593610132,3,0,3,2,1,2,2,FALSE,3,TRUE,32,45,71.1
liver,CCND1,Ccnd1,A_bulk_main,0.604789776040789,0.00136650456502841,0.671809724740955,0.540163396937056,1,Cholangiocyte,1.09527899016613,0.116685250545614,68.24,0.482923712234915,turquoise,0.718609960317573,TRUE,0.534781435386029,0.0156965005660771,0.182077889816173,0.0304883005440193,2,1,3,3,3,3,2,FALSE,3,TRUE,30,45,66.7
liver,CXCR3,Cxcr3,B_scRNA_first,0.147046527536223,0.00981367176253983,0.199930251005523,0.0960515084765396,3,NK_cell,1.15279888265152,0.017725922990889,21.81,,pink,0.417775892885186,FALSE,-0.181092139876043,0.158398544519973,0.0465795017120662,0.0414226477680044,2,0,0,0,3,2,3,FALSE,2,TRUE,26,45,57.8
liver,ATP1B1,Atp1b1,B_scRNA_first,-0.432400348569027,0.0159962026699765,-0.730844806538173,-0.144614621241638,3,NK_cell,-0.847547685223584,0.0361323337959629,30.87,,green,0.547358983014451,FALSE,0.252420638817339,0.0553631603013856,-0.107853387207114,0.243770864033675,1,0,1,0,0,3,3,FALSE,3,TRUE,24,45,53.3
liver,PPIG,Ppig,B_scRNA_first,-0.181867179209204,0.0423254261053254,-0.286833910068371,-0.0806492601664376,3,NK_cell,-0.836931551608922,0.00942792467227175,42.79,,green,0.722592397019064,TRUE,0.326022724041822,0.0223312868823214,-0.0530551355200654,0.243639710233988,1,0,3,0,0,3,2,FALSE,2,TRUE,23,45,51.1
liver,TOX,Tox,B_scRNA_first,0.0302043394987463,0.653851024434612,0.0735893856008206,-0.0116312406711121,3,NK_cell,1.38343441588506,0.00756675870519637,32.38,,turquoise,0.387505665251127,FALSE,0.123633943464331,0.150663986396697,0.0185720210874,0.341897990518269,0,0,1,2,0,3,3,FALSE,0,TRUE,23,45,51.1
liver,CA2,Car2,B_scRNA_first,0.00211998366019445,0.986102903100448,0.116583937712797,-0.108255972033388,3,B_cell,1.16919223479495,0.0209552597582596,5.77,,grey60,0.520408738469197,FALSE,0.0217595181166627,0.902748357181196,0.0388974979716277,0.5109227808653,0,0,1,1,0,1,3,FALSE,3,TRUE,22,45,48.9
liver,CMA1,Cma1,B_scRNA_first,-0.0692370698143894,0.301634175090387,-0.0777064886453167,-0.0610701302274237,3,NK_cell,-1.13819739072147,0.0261955328444425,12.92,,tan,0.456414007479733,FALSE,-0.0958937242577186,0.328948339201737,-0.0306861920583204,0.080984766008255,0,0,0,1,1,2,3,FALSE,2,TRUE,22,45,48.9
liver,KLRB1,Klrb1f,B_scRNA_first,0.0673538878603066,0.544013896475911,0.125724974402792,0.0110674829800524,3,NK_cell,0.78495010427156,0.0361323337959629,40.27,,yellow,0.328828622068914,FALSE,0.621975226220077,0.00515911031622868,0.050672911784556,0.246510069884358,0,0,1,3,0,3,1,FALSE,1,TRUE,22,45,48.9
liver,SATB1,Satb1,B_scRNA_first,-0.175854835421492,0.0384437650520379,-0.177818480088249,-0.173961320921404,3,NK_cell,-0.901089803931774,0.00756675870519637,45.3,,green,0.464026319905681,FALSE,0.00848859495806727,0.965362825740838,-0.0575944882578064,0.123880033978199,1,0,1,0,1,3,3,FALSE,0,TRUE,22,45,48.9
liver,CD7,Cd7,B_scRNA_first,0.104941347693802,0.147209750756576,0.153828011321813,0.0578006363382204,3,NK_cell,0.879114286606885,0.00721478602297177,69.63,,blue,0.675520731857368,FALSE,-0.0544476842149951,0.722400616433433,0.023812144485486,0.448276963679186,0,0,1,0,0,3,3,FALSE,2,TRUE,21,45,46.7
liver,NFKBIA,Nfkbia,B_scRNA_first,-0.132985598219,0.249057900266623,-0.0254432735018741,-0.2366871256248,3,NK_cell,-1.22391729524761,0.00161421852677342,68.62,,turquoise,0.34728817211485,FALSE,-0.222281762298015,0.352772586022533,0.00498379524279382,0.922083179655022,0,0,1,1,0,3,1,FALSE,3,TRUE,20,45,44.4
liver,PHLDA3,Phlda3,B_scRNA_first,0.140314927486286,0.00991000716645711,0.10324621948224,0.176059753061616,3,Cholangiocyte,2.08762040411668,0.00380675934653315,18.4,,blue,0.317360535664657,FALSE,0.100264429427242,0.362896462972808,0.013169158939945,0.52805385471219,2,0,1,1,0,2,1,FALSE,0,TRUE,20,45,44.4
liver,CREM,Crem,B_scRNA_first,-0.012018865352256,0.832078864880149,-0.0802168382704538,0.0537434656760058,3,NK_cell,-0.880361130324312,0.0444388771476537,31.04,,brown,0.470884916586546,FALSE,0.291755869565691,0.00431584818136936,-0.015327247063777,0.555531685438061,0,0,1,0,0,3,3,FALSE,0,TRUE,19,45,42.2
liver,NR4A3,Nr4a3,B_scRNA_first,-0.152485598966009,0.153436714326564,-0.268390228787069,-0.0407204202099886,3,NK_cell,-1.22831006549464,0.00407211696040235,31.21,,red,0.702381446442489,FALSE,0.0676829250539688,0.723668320389063,-0.101201408377121,0.0482139272815345,0,0,0,0,3,3,0,FALSE,2,TRUE,17,45,37.8
