gene,mouse,pool,logFC,P.Value,logFC_GSE15653,logFC_GSE64998,sc_STZ,best_cell_type,best_logFC_mouse,best_FDR_mouse,best_pct_detected,tau,module,kME_own,hub,val_logFC,val_P,hb_logFC,hb_P,bulk_DE,specificity,network,external_val,clinical,feasibility,protein,literature,druggability,manual_scores_missing,score,max_score,score_pct,tissue
GPX1,Gpx1,A_bulk_main,0.687834420558472,0.00120947147350558,1.0930185076637,0.284717599203775,1,Cholangiocyte,0.370586625927453,0.65469342039122,78.3,0.282355045322677,green,0.854633401440022,TRUE,0.120428498158665,0.300672654836046,0.214066135598976,0.0146652127846532,2,0,3,1,3,3,1,FALSE,1,TRUE,21,45,46.7,liver
IRS2,Irs2,A_bulk_main,-0.584420274513232,0.00290962468594569,-0.739994083809521,-0.429640209141921,1,pDC,-0.857399441610167,0.64871054260738,22.46,0.426576860094341,tan,0.771622098386666,TRUE,0.0780933597819761,0.770138361375169,-0.199447303389412,0.00795633306794287,2,1,3,0,3,2,1,FALSE,3,TRUE,21,45,46.7,liver
KLRB1,Klrb1f,B_scRNA_first,0.189594396026711,0.141600888954916,0.120010731148695,0.258823042206368,3,NK_cell,0.78495010427156,0.0361323337959629,40.27,,purple,0.506489368607971,FALSE,0.621975226220077,0.00515911031622868,0.0467488544919739,0.337320919014504,0,0,0,3,0,3,1,FALSE,1,TRUE,21,45,46.7,liver
SATB1,Satb1,B_scRNA_first,-0.223901910677678,0.0318749868130016,-0.257232544455909,-0.190741331153419,3,NK_cell,-0.901089803931774,0.00756675870519637,45.3,,,,,0.00848859495806727,0.965362825740838,-0.0683573475530922,0.103737517074509,1,0,0,0,1,3,3,FALSE,0,TRUE,21,45,46.7,liver
CXCR3,Cxcr3,B_scRNA_first,0.120497771261928,0.0566314424916734,0.187765614092067,0.0535731317115338,3,NK_cell,1.15279888265152,0.017725922990889,21.81,,,,,-0.181092139876043,0.158398544519973,0.037458195880826,0.126243567731043,0,0,0,0,1,2,3,FALSE,2,TRUE,20,45,44.4,liver
LZTFL1,Lztfl1,A_bulk_main,-0.528722549562551,2.52795201707553e-05,-0.855609419669557,-0.203503469609151,0,pDC,-0.335527080660725,0.815641427162427,26.47,0.27606475506446,blue,0.858743575381595,TRUE,0.236585748977877,0.183584668338111,-0.175973908878251,0.000798172037943409,3,0,3,0,3,2,3,FALSE,0,TRUE,20,45,44.4,liver
NFKBIA,Nfkbia,B_scRNA_first,-0.119930282501841,0.392469497926269,0.0675437432024563,-0.306447808074995,3,NK_cell,-1.22391729524761,0.00161421852677342,68.62,,turquoise,0.282499974942701,FALSE,-0.222281762298015,0.352772586022533,0.02040557595011,0.710590148082892,0,0,1,1,0,3,1,FALSE,3,TRUE,20,45,44.4,liver
NR4A3,Nr4a3,B_scRNA_first,-0.201344171153277,0.118248326372743,-0.433172813527492,0.0293016720251527,3,NK_cell,-1.22831006549464,0.00407211696040235,31.21,,blue,0.804599629055262,TRUE,0.0676829250539688,0.723668320389063,-0.127748835655043,0.0159650036508192,0,0,3,0,3,3,0,FALSE,2,TRUE,20,45,44.4,liver
SREBF2,Srebf2,A_bulk_main,0.507761802111129,0.00024168707159368,0.556930037765897,0.458844424801536,0,B_cell,-0.316880059065485,0.565165728262115,23,0.268417543897833,red,0.750489439531419,TRUE,0.10359352230394,0.42560635039002,0.148904120361516,0.00243389009152714,3,0,3,1,3,2,1,FALSE,2,TRUE,20,45,44.4,liver
CD160,Cd160,B_scRNA_first,0.0410546728044837,0.78144361610013,-0.204522896412589,0.285379295239837,3,NK_cell,1.0590215063163,0.00164354111668625,48.66,,blue,0.44921609087184,FALSE,0.504390598044486,0.010404240233975,-0.0453153823533107,0.169835157907944,0,0,1,3,0,3,0,FALSE,0,TRUE,19,45,42.2,liver
ENPP1,Enpp1,A_bulk_main,-0.517390726102194,0.000852469268132106,-0.816855771120047,-0.219453563967083,0,T_cell,-0.253099497833361,0.890244617161328,2.63,0.503833011268162,blue,0.833698184699709,TRUE,0.0304747376082123,0.839951040504275,-0.106450022209736,0.130599870392639,3,1,3,0,1,0,3,FALSE,2,TRUE,19,45,42.2,liver
GAS6,Gas6,A_bulk_main,0.567192952505768,3.10162198953699e-05,0.369066903258805,0.764308154562696,0,Cholangiocyte,0.153501050743997,0.89759249676178,84.43,0.767450724454101,turquoise,0.487348157037998,FALSE,0.141571011980095,0.41039836208188,0.0450471966226197,0.303576739313222,3,2,1,1,0,3,1,FALSE,3,TRUE,19,45,42.2,liver
IGFBP1,"",A_bulk_main,-1.65567724558723,0.00166785434919427,-0.756381401030687,-2.5503848460389,0,,,,,,yellow,0.742472887452385,TRUE,-0.488340053933784,0.450043772500187,-0.245693289338245,0.0891256179225577,2,0,3,1,1,0,3,FALSE,3,TRUE,19,45,42.2,liver
CREM,Crem,B_scRNA_first,-0.0471556411360042,0.495649399555999,-0.138028265984765,0.043253347871693,3,NK_cell,-0.880361130324312,0.0444388771476537,31.04,,,,,0.291755869565691,0.00431584818136936,-0.0208183945705824,0.467140621751224,0,0,0,0,0,3,3,FALSE,0,TRUE,18,45,40,liver
PPIG,Ppig,B_scRNA_first,-0.237883269786311,0.0546263480826173,-0.407705948760123,-0.0689270330521614,3,NK_cell,-0.836931551608922,0.00942792467227175,42.79,,,,,0.326022724041822,0.0223312868823214,-0.0642362311939494,0.242250744479352,0,0,0,0,0,3,2,FALSE,2,TRUE,18,45,40,liver
KHK,Khk,A_bulk_main,0.526136419383069,0.0113868823175451,0.998880459777162,0.0558043383787419,0,B_cell,-0.187248006613812,0.918529028918518,2.14,0.371487795138768,turquoise,0.950621544580708,TRUE,-0.230638278110168,0.181060131579898,0.187133770402401,0.0385197746001088,1,0,3,0,3,0,3,FALSE,3,TRUE,17,45,37.8,liver
PHLDA3,Phlda3,B_scRNA_first,0.160508637806877,0.0173043302157062,0.13069214428442,0.19017300636238,3,Cholangiocyte,2.08762040411668,0.00380675934653315,18.4,,,,,0.100264429427242,0.362896462972808,0.00938415278862844,0.710098553226942,1,0,0,1,0,2,1,FALSE,0,TRUE,17,45,37.8,liver
PPARGC1A,Ppargc1a,A_bulk_main,-0.612471761557638,0.000603487342297342,-0.139428043637314,-1.08310199112123,1,Cholangiocyte,-1.02773068266401,0.517858347025421,16.67,0.846984485251551,yellow,0.68355856013531,FALSE,-0.17878527595253,0.626997634284481,0.0281064235189688,0.427618013161621,3,3,1,1,0,2,0,FALSE,0,TRUE,17,45,37.8,liver
PLIN1,"",A_bulk_main,0.526689591687546,0.00617901329380455,0.449693809033141,0.603292538716162,0,,,,,,turquoise,0.45132369759155,FALSE,0.351108355276946,0.400647680425522,0.0452726470232044,0.337696542635794,2,0,1,1,0,0,3,FALSE,3,TRUE,16,45,35.6,liver
SERPINE1,Serpine1,A_bulk_main,0.940729889973464,0.000471244197152316,0.396951712396008,1.48173368909389,0,HSC_Fibroblast,-0.228014386887946,0.929272207214945,27.62,0.609561966317533,turquoise,0.337805806099462,FALSE,0.275120065558031,0.385144912429077,0.0239860008265089,0.737924723731077,3,2,1,1,0,2,0,FALSE,3,TRUE,16,45,35.6,liver
IGF1,Igf1,A_bulk_main,-0.750196331507432,0.0163841211440685,-0.910518418628822,-0.590692214218295,0,Cholangiocyte,-0.358314359041526,0.877965477847734,32.86,0.67508865470359,yellow,0.771557617014198,TRUE,0.191395985582112,0.45560913099937,-0.114121323715758,0.391415780957692,1,2,3,0,0,3,1,FALSE,3,TRUE,15,45,33.3,liver
JUN,Jun,B_scRNA_first,-0.019706325343891,0.935051567300084,-0.457879556007139,0.416231327611892,3,Cholangiocyte,-1.06332852013453,0.032420111065163,91.35,,grey,,FALSE,0.237708318580646,0.192968265975065,-0.168222813831246,0.0185218053835426,0,0,0,0,3,3,0,FALSE,0,TRUE,15,45,33.3,liver
DNAJB4,Dnajb4,B_scRNA_first,-0.0948448556391721,0.215404104823696,-0.122257825564739,-0.0675717478050641,3,Cholangiocyte,-0.933957056358548,0.0475966113494685,45.91,,,,,0.228384250815593,0.0515205276321487,-0.0184519792287483,0.417768016272463,0,0,0,0,0,3,1,FALSE,0,TRUE,14,45,31.1,liver
IER5,Ier5,B_scRNA_first,0.295543188095163,0.011082234183657,0.39750213621094,0.194104438694261,0,NK_cell,-0.548929199262542,0.0470882585756756,65.6,,turquoise,0.592636067120874,FALSE,0.610798762103602,0.0016578214562034,0.0585624371850613,0.218873009125998,1,0,1,3,0,3,1,FALSE,0,TRUE,14,45,31.1,liver
SLC2A1,Slc2a1,B_scRNA_first,-0.206273293941063,0.0367362412505673,-0.164121418310005,-0.248210108982168,3,B_cell,-1.07219136269512,0.0209552597582596,5.5,,blue,0.543157857608773,FALSE,0.0147115530663247,0.911525391184015,-0.0410245043606543,0.195576610599878,1,0,1,0,1,1,0,FALSE,0,TRUE,14,45,31.1,liver
ZC3H12A,Zc3h12a,B_scRNA_first,-0.052869444140279,0.492971420421911,-0.261073962883233,0.154272806649906,3,NK_cell,-1.18701422998214,0.0145851130004702,17.45,,,,,-0.0714140778971616,0.457965836900487,-0.0480725828720647,0.0947770555095344,0,0,0,1,1,2,0,FALSE,0,TRUE,14,45,31.1,liver
JUND,Jund,B_scRNA_first,-0.109660699588524,0.389732746496895,-0.430928410964979,0.209967890811519,3,Cholangiocyte,-0.900740578235727,0.0209836595957237,93.08,,cyan,0.626436184897801,FALSE,0.0103983547262478,0.944354962467827,-0.081647666189287,0.10006524029766,0,0,0,0,1,3,0,FALSE,0,TRUE,13,45,28.9,liver
RHOB,Rhob,B_scRNA_first,0.132469735184388,0.480562491793738,0.449956364231452,-0.183397064122642,1,Neutrophil,0.575064975388368,0.659891110768471,29.2,,turquoise,0.367427948782719,FALSE,0.514326823134882,0.0309509483626524,0.120543897799189,0.0705258495561002,0,0,1,3,1,2,0,FALSE,0,TRUE,13,45,28.9,liver
TMEM176B,Tmem176b,B_scRNA_first,0.120109622936841,0.172743609957444,0.239899697431139,0.000930722292004834,3,NK_cell,1.13948870805557,0.0146656380924451,38.59,,,,,-0.0225704392295056,0.803458241158551,0.0506153213413367,0.17960472882113,0,0,0,0,1,3,0,FALSE,0,TRUE,13,45,28.9,liver
EIF3J,Eif3j1,B_scRNA_first,-0.0565192700265864,0.482905715737839,-0.126700439903889,0.0133038326574633,3,NK_cell,-0.927563409484668,0.0261955328444425,30.2,,grey,,FALSE,0.153026451964391,0.173992914534755,-0.0219180865173987,0.502823702768458,0,0,0,0,0,3,0,FALSE,0,TRUE,12,45,26.7,liver
IFNG,Ifng,B_scRNA_first,-0.027811893543687,0.645540890864106,-0.111218594983123,0.0551692635006494,3,NK_cell,-0.855970414593936,0.00756675870519637,53.02,,,,,0.0125674470274732,0.863644992897543,-0.0118786044241333,0.539859168158971,0,0,0,0,0,3,0,FALSE,0,TRUE,12,45,26.7,liver
IGFBP2,Igfbp2,A_bulk_main,-0.855518113152715,0.0295921332158199,-0.506870835196095,-1.2023865784667,0,,,,,0.967582029918688,yellow,0.525006728692386,FALSE,-0.895971747106347,0.0605596598605545,0.0386260035297222,0.763969859025539,1,3,1,2,0,0,0,FALSE,2,TRUE,12,45,26.7,liver
IRF8,Irf8,B_scRNA_first,-0.00776809433250611,0.941825901131117,0.16962547578571,-0.184256595215427,3,NK_cell,-1.3271085026217,0.000287219134050485,52.18,,,,,0.337402640644348,0.0688160535395709,0.0283898330381441,0.319201528872858,0,0,0,0,0,3,0,FALSE,0,TRUE,12,45,26.7,liver
TNFAIP3,Tnfaip3,B_scRNA_first,-0.0487608736321711,0.571764369981645,-0.142177946327191,0.0441795813450175,3,NK_cell,-0.744127038228403,0.0145851130004702,64.77,,,,,0.514096673395152,0.00137182338393747,-0.0331720339615249,0.247433259079911,0,0,0,0,0,3,0,FALSE,0,TRUE,12,45,26.7,liver
VSNL1,"",A_bulk_main,-0.566664041219153,4.09482192397975e-06,-0.598506352371229,-0.534984190838261,0,,,,,,yellow,0.821138277195512,TRUE,0.250801178694978,0.16388672585107,-0.0969752383388795,0.0196360676771614,3,0,3,0,3,0,0,FALSE,0,TRUE,12,45,26.7,liver
CXCR4,Cxcr4,B_scRNA_first,-0.143617596783667,0.208955504663562,-0.194874358860852,-0.0926223487987126,3,NK_cell,-1.06814217157058,0.017725922990889,19.63,,magenta,0.570613369257024,FALSE,0.591586902458385,0.0249523461788882,0.00827839638444875,0.855094538824061,0,0,0,0,0,2,0,FALSE,0,TRUE,11,45,24.4,liver
GZMA,Gzma,B_scRNA_first,0.227886889443972,0.0258456801567942,0.0361751200632466,0.418620537552346,0,NK_cell,-1.01721249757244,0.00721478602297177,45.97,,,,,0.736523116572577,0.00601873040574566,0.0181287023031461,0.426293540560461,1,0,0,3,0,3,0,FALSE,0,TRUE,11,45,24.4,liver
PIM1,Pim1,B_scRNA_first,0.237598179017244,0.012714040972404,0.395923218631264,0.0800809202175808,0,NK_cell,-0.836748518903819,0.00924033559546387,74.16,,turquoise,0.729531625917089,TRUE,0.1378544985958,0.342062682158195,0.0651059050909526,0.0818418041527276,1,0,3,1,1,3,0,FALSE,0,TRUE,11,45,24.4,liver
CA2,Car2,B_scRNA_first,-0.13372273109752,0.314903588694525,-0.0555390108808068,-0.211507554782516,0,B_cell,1.16919223479495,0.0209552597582596,5.77,,salmon,0.715805272622746,FALSE,0.0217595181166627,0.902748357181196,0.0160963252733571,0.765983229094185,0,0,0,0,0,1,3,FALSE,3,TRUE,10,45,22.2,liver
PRF1,Prf1,B_scRNA_first,0.293518584034429,0.0106027428941298,0.103945608794401,0.482124350217111,0,NK_cell,-0.849177681579502,0.0211584182266052,54.36,,,,,0.2603644919319,0.0683837107649511,0.0336484342593555,0.190667109914025,1,0,0,2,1,3,0,FALSE,0,TRUE,10,45,22.2,liver
CCN1,Ccn1,B_scRNA_first,0.314927496144385,0.232157550176452,0.013042516016347,0.615272246781975,0,Cholangiocyte,-1.48037096699218,0.0134990119050578,55.66,,grey,,FALSE,0.350303459442342,0.0411383287685533,-0.0413967292525287,0.69153724081147,0,0,0,3,0,3,0,FALSE,0,TRUE,9,45,20,liver
HSPA8,Hspa8,B_scRNA_first,0.270648879526287,0.0139790114017746,0.3231796921945,0.21838608120842,0,Cholangiocyte,-1.09232442490087,0.00380675934653315,90.25,,turquoise,0.406791141890459,FALSE,0.11106608167675,0.2883051028396,0.0800110095147947,0.0758587246874579,1,0,1,1,1,3,0,FALSE,0,TRUE,9,45,20,liver
IER2,Ier2,B_scRNA_first,0.336904087539303,0.0465516418478614,0.47980981612513,0.194727469813605,1,pDC,0.334330253793425,0.78215082430509,45.99,,red,0.666489920809296,FALSE,-0.133638082968334,0.433129355931032,0.0435463547785491,0.539367168468787,1,0,1,0,0,3,0,FALSE,0,TRUE,9,45,20,liver
DNAJB1,Dnajb1,B_scRNA_first,0.389299900255833,0.00196121822900206,0.444008880390197,0.334870047571133,0,Cholangiocyte,-2.22207594368733,0.0191163623906319,42.3,,red,0.606996739857001,FALSE,-0.41028533489025,0.0397247049033884,0.0508402264611117,0.297493330417291,2,0,1,0,0,3,0,FALSE,0,TRUE,8,45,17.8,liver
GLUL,Glul,B_scRNA_first,0.0646500841935924,0.588705876616437,0.170359179233617,-0.0405196787288836,0,NK_cell,-1.38378252813487,0.00827534301380963,15.27,,black,0.264806071103661,FALSE,0.319407353998686,0.0467090929156703,0.00739592349292545,0.866748623378323,0,0,0,3,0,2,0,FALSE,0,TRUE,8,45,17.8,liver
ITGA4,Itga4,B_scRNA_first,0.0490647625976572,0.521579581348545,-0.0915456015743058,0.188957726952416,1,B_cell,0.295622393705889,0.565165728262115,32.91,,purple,0.637307278034069,FALSE,0.0346941276818955,0.882812131776031,0.0189295780544077,0.41576235200052,0,0,0,1,0,3,0,FALSE,0,TRUE,8,45,17.8,liver
KLF6,Klf6,B_scRNA_first,0.0410025870645075,0.819759836576067,0.150414116342793,-0.0678507201256238,0,Cholangiocyte,-1.41998117421782,0.00380675934653315,60.85,,turquoise,0.29344466783814,FALSE,0.215661995936057,0.177311921989125,-0.00756738571959014,0.911715528331645,0,0,1,2,0,3,0,FALSE,0,TRUE,8,45,17.8,liver
LGALS1,Lgals1,B_scRNA_first,0.449698514593165,0.079150250719414,0.653162183724427,0.247272925406451,1,B_cell,7.91950587351705,0.467220239442416,1.68,,turquoise,0.781637476110974,TRUE,0.191373743049192,0.572697223657558,0.108425674131527,0.30624012685716,0,0,3,1,0,0,0,FALSE,0,TRUE,8,45,17.8,liver
TNFSF10,Tnfsf10,B_scRNA_first,-0.064390985161062,0.670311390406409,0.116046833877272,-0.243908203081856,1,LSEC,-0.575960331640905,0.952306013506707,28.99,,yellow,0.579968673754248,FALSE,-0.240030693779534,0.210531435746354,0.0284266795391921,0.658356309084612,0,0,1,1,0,2,0,FALSE,0,TRUE,8,45,17.8,liver
BHLHE40,Bhlhe40,B_scRNA_first,0.258852642035627,0.0859673998933632,0.069643469199553,0.447096461949068,0,NK_cell,-0.703692102667996,0.0447938287735092,52.52,,cyan,0.59626852862593,FALSE,0.292023866612013,0.136565494045759,0.0543047233319302,0.359834533036739,0,0,0,2,0,3,0,FALSE,0,TRUE,7,45,15.6,liver
CD226,Cd226,B_scRNA_first,-0.0592140157258104,0.480887292641139,-0.205397973478481,0.0862241055077148,0,NK_cell,1.01071731584555,0.0145851130004702,43.12,,,,,0.134443968595947,0.106594422430515,-0.0816183856060783,0.000274856064908682,0,0,0,0,3,3,0,FALSE,0,TRUE,6,45,13.3,liver
HSPH1,Hsph1,B_scRNA_first,0.00616604421482287,0.955574184514963,-0.289558385422268,0.300381675741519,0,Cholangiocyte,-1.99354433047684,0.00347562223746381,33.96,,blue,0.395396617231055,FALSE,0.22205673402899,0.229586401396192,-0.0341928676508623,0.372237612179174,0,0,1,1,0,3,0,FALSE,0,TRUE,6,45,13.3,liver
ATF3,Atf3,B_scRNA_first,0.0391305441576176,0.796363532471241,0.0842130138908449,-0.00572191297492879,0,Cholangiocyte,-1.21294506357551,0.0160447814607556,55.19,,grey,,FALSE,0.0820268410754921,0.673546405335051,0.017953112439792,0.761612672879834,0,0,0,1,0,3,0,FALSE,0,TRUE,5,45,11.1,liver
CAMK2N1,Camk2n1,B_scRNA_first,0.0379158725081074,0.760806529611872,0.188350678518448,-0.111751408981771,0,NK_cell,-1.06480411962367,0.0354575307686228,28.52,,turquoise,0.19850561545469,FALSE,0.0576346413653984,0.700445642875977,-0.00267883091286577,0.945095186009439,0,0,1,1,0,2,0,FALSE,0,TRUE,5,45,11.1,liver
DUSP8,Dusp8,B_scRNA_first,0.233478002734716,0.0286547226509317,0.33474008621215,0.132732562540328,0,Cholangiocyte,-1.63942428416061,0.0484227234797961,18.55,,turquoise,0.63163648408038,FALSE,-0.226828786389228,0.0757052284881206,0.0420105826702858,0.322735599514652,1,0,1,0,0,2,0,FALSE,0,TRUE,5,45,11.1,liver
NFKB1,Nfkb1,B_scRNA_first,0.0156341421810207,0.806545063953011,0.00936591598823933,0.021870387627919,0,NK_cell,-0.850683397630372,0.0146656380924451,37.25,,,,,0.115032478314039,0.364482394358268,-0.016239107975385,0.478137079583645,0,0,0,1,0,3,0,FALSE,0,TRUE,5,45,11.1,liver
NRGN,Nrgn,B_scRNA_first,-0.0666593610232767,0.385800591051116,-0.171415477463902,0.0375622854355065,0,NK_cell,1.6160541011378,0.00161421852677342,24.83,,,,,-0.0331796087305032,0.747383288979842,-0.0422569068904528,0.162840730139313,0,0,0,1,1,2,0,FALSE,0,TRUE,5,45,11.1,liver
DUSP5,Dusp5,B_scRNA_first,0.133910546630114,0.144663166822492,0.146735222093923,0.121151303183973,1,HSC_Fibroblast,1.29939975630157,0.919682034055448,7.61,,,,,-0.105975426407828,0.572881830891017,0.0367000633012263,0.286118966552894,0,0,0,0,0,1,0,FALSE,0,TRUE,4,45,8.9,liver
TOB2,Tob2,B_scRNA_first,0.209267740537588,0.124499324928119,0.304532244942364,0.114489279522633,0,NK_cell,-0.79052620746408,0.0388585477151566,38.42,,turquoise,0.493722970475997,FALSE,-0.354615479092831,0.219945069088193,-0.0109866463955337,0.841231981719942,0,0,1,0,0,3,0,FALSE,0,TRUE,4,45,8.9,liver
EGR1,Egr1,B_scRNA_first,0.0331664935634881,0.87778853640762,0.00262570446556729,0.0635514623088679,0,Cholangiocyte,-1.25202099181568,0.0209597492201006,71.86,,grey,,FALSE,-0.0906812153320372,0.850530611807915,-0.032023223624296,0.639782439502687,0,0,0,0,0,3,0,FALSE,0,TRUE,3,45,6.7,liver
HOPX,Hopx,B_scRNA_first,-0.0104400042466276,0.859380214086161,-0.0595819573604545,0.0384512246166197,0,NK_cell,1.03695267802991,0.0184229538373017,35.57,,,,,0.150598024681972,0.301332856185619,-0.0155739762743203,0.511937284328959,0,0,0,0,0,3,0,FALSE,0,TRUE,3,45,6.7,liver
NR4A1,Nr4a1,B_scRNA_first,0.0372312081313593,0.47595171208914,0.0604239418185131,0.0141568047181215,0,NK_cell,-1.01609401712214,0.00721478602297177,58.72,,,,,-0.101220141697587,0.331572157916022,-0.0145568873750462,0.510217409759227,0,0,0,0,0,3,0,FALSE,0,TRUE,3,45,6.7,liver
