gene,logFC,logCPM,F,PValue,FDR,log2FC_DESeq2,padj_DESeq2,cpm_Control,cpm_STZ,pct_cells_detected,cell_type,n_mice_Control,n_mice_STZ,n_cells,sig,deseq2_concordant
Fam126a,-0.604645857014692,4.55618130002657,11.3757865967379,0.0033302230131026,0.43943806395622,-0.60311616507504,,26.2568226660387,17.563685330564,6.05,B_cell,3,3,6890,NS,FALSE
Pck2,0.572197096200221,4.72399198922832,11.2223785511501,0.00350357286751147,0.453202628766778,0.577206006361979,0.310589298306349,21.3831552155096,31.7764598159582,6.1,B_cell,3,3,6890,NS,FALSE
Ndrg1,1.32510435385094,2.21800479539535,11.1843135654955,0.00355755454198119,0.453202628766778,1.29480836989893,,2.98744256436257,6.72578298699042,1,B_cell,3,3,6890,NS,FALSE
Ripk1,-0.617589706368564,4.77852938085196,11.1486345718348,0.00359065120965756,0.453202628766778,-0.615731852060537,,30.521559704597,20.1793824548203,7.07,B_cell,3,3,6890,NS,FALSE
Crip2,1.05064395335881,2.68109884697759,11.0348471636592,0.00373354284213184,0.464506065887517,1.04085412879439,,4.04013197899711,8.14286461561151,1.45,B_cell,3,3,6890,NS,FALSE
Arhgap31,0.610616229818377,5.32411308209186,10.8632479051901,0.00395063312760174,0.484592449412444,0.61564244480646,0.236707594074666,31.7853840376874,47.6569454998905,8.93,B_cell,3,3,6890,NS,FALSE
Hist1h2be,0.872181136814479,3.4065348174234,10.7562256380862,0.00409698044149816,0.490814933989248,0.882825842146964,,7.70133204425434,14.116047542495,2.41,B_cell,3,3,6890,NS,FALSE
Eif4a1,-0.357242244222658,8.12116563799295,10.7431158861976,0.00411407626377485,0.490814933989248,-0.350609739600477,0.0990577405365377,311.108453880645,242.608670606241,47.14,B_cell,3,3,6890,NS,FALSE
Tapt1,-0.608154996896676,4.33683598414111,10.6565396773361,0.00423717679949233,0.498669901983496,-0.60581431085396,,22.7957122485017,15.0352933488288,5.09,B_cell,3,3,6890,NS,FALSE
Hspd1,-0.546164784195521,8.92322253650899,10.5644668888004,0.00437149069634164,0.506693821883546,-0.54144249933428,0.639375739682803,571.654271397612,391.938852862545,51.16,B_cell,3,3,6890,NS,FALSE
Hsp90aa1,-0.479219767972589,11.2501751226899,10.4957212897932,0.0044753091024569,0.506693821883546,-0.47549498902374,0.137148616395401,2832.6213989415,2032.55853412535,84.02,B_cell,3,3,6890,NS,FALSE
Serpina3g,0.713102813360128,4.87645167167639,10.4871009290177,0.0044887032591274,0.506693821883546,0.727104796413898,0.202906333702986,21.5051807270288,37.3058981602875,6.23,B_cell,3,3,6890,NS,FALSE
1110012L19Rik,0.86844646185513,3.17224956653885,10.4484469401523,0.00455004941306707,0.506693821883546,0.889577969296784,,6.12381854423404,11.7266116534593,2.08,B_cell,3,3,6890,NS,FALSE
Cux1,-0.436784143820129,5.95631521762272,10.417897291243,0.00459625811560456,0.506693821883546,-0.437824666727316,0.289796133995175,69.8159120091755,51.869587836454,14.56,B_cell,3,3,6890,NS,FALSE
Ccnq,0.70745855036474,3.68475808279308,10.3777974064634,0.0046606943013193,0.507374833377372,0.717505888749526,,9.88515667781918,16.3935728375278,3.03,B_cell,3,3,6890,NS,FALSE
Gch1,-0.428687338032701,6.75955435428169,10.28237248684,0.00481552950917341,0.517617655544033,-0.429809569706718,0.202906333702986,121.412263221439,90.5074654132711,22.84,B_cell,3,3,6890,NS,FALSE
Gm39321,1.12218982087702,2.63778032632402,10.2508813734801,0.00487365343375941,0.517617655544033,1.08975101398265,,4.09968575017453,8.28019401016767,1.36,B_cell,3,3,6890,NS,FALSE
Hdac4,-0.938292548614553,3.13578983159326,10.0897904200772,0.00515461624673104,0.532362645837548,-0.956098048130147,,10.2099369492749,5.15578175934362,2.13,B_cell,3,3,6890,NS,FALSE
2810002D19Rik,0.872996598000882,2.91696725363047,10.0756210149914,0.00517601656050282,0.532362645837548,0.88560124142164,,5.36879209123476,9.9225540883571,1.73,B_cell,3,3,6890,NS,FALSE
4930509H03Rik,0.760893781266333,3.32726210790713,9.99677642812674,0.00531858380629167,0.532362645837548,0.762559413322163,,7.67974882824927,12.7616656049134,2.37,B_cell,3,3,6890,NS,FALSE
Dedd2,-0.530400037971515,5.95128687082514,9.99525994161522,0.00532001826324449,0.532362645837548,-0.529828453778227,0.236827839870815,69.6864364011424,48.6053382213144,15.24,B_cell,3,3,6890,NS,FALSE
Hspa2,-0.673767215741228,4.06627797151008,9.96924670423279,0.00536944254833994,0.532362645837548,-0.668975122994456,,18.3578424537784,11.6151078551622,3.93,B_cell,3,3,6890,NS,FALSE
Gpr146,0.845328474424179,2.96547614932639,9.96091986742403,0.0053869230312897,0.532362645837548,0.84876200143674,,5.57987563945235,9.93628023555827,1.74,B_cell,3,3,6890,NS,FALSE
Ppp2ca,-0.373443401259076,7.26594422385339,9.90975091662192,0.00548142691910666,0.532362645837548,-0.364628417142111,0.202906333702986,172.304527728431,132.679540251811,32.47,B_cell,3,3,6890,NS,FALSE
Bcl2a1d,-0.585719720346998,5.7472803401026,9.89935902815929,0.00550150856876556,0.532362645837548,-0.578629116889526,0.236827839870815,63.2210994142068,40.3871999896952,10.58,B_cell,3,3,6890,NS,FALSE
Hspa4,-0.376852586207692,7.14278536829584,9.78774371644399,0.00572142029376214,0.534373502514042,-0.379137324350911,0.202906333702986,157.22951366408,121.438902573046,29.36,B_cell,3,3,6890,NS,FALSE
Naa25,-0.703354378927913,3.93397844201232,9.78486825766086,0.00572843816685173,0.534373502514042,-0.700246889991959,,16.7450780348157,10.2607259175806,3.89,B_cell,3,3,6890,NS,FALSE
Klf3,-0.391785336629896,6.71269726776745,9.73544513060892,0.00582789371791811,0.534373502514042,-0.393672427282382,0.236707594074666,117.401961880942,89.8344433159949,21.09,B_cell,3,3,6890,NS,FALSE
Katna1,-0.595166792724202,4.54621794744914,9.71184418355612,0.00587712186844374,0.534373502514042,-0.592773795343522,,26.1999426973012,17.2326646910843,5.97,B_cell,3,3,6890,NS,FALSE
Gm19585,0.602156153302484,4.69466355371926,9.69005971109445,0.00592231594960585,0.534373502514042,0.607297353384157,0.310589298306349,21.2369817335726,31.3753511789099,5.47,B_cell,3,3,6890,NS,FALSE
Pogz,-0.596573588939598,4.49326311998876,9.66067529295248,0.00598448196674001,0.534373502514042,-0.5928819217774,,24.8036355021061,17.0020991090405,5.69,B_cell,3,3,6890,NS,FALSE
Srsf9,-0.401917940379733,6.39275155972732,9.63710611743902,0.00603416619134158,0.534373502514042,-0.390369941211381,0.306614868704451,93.9537513572448,70.6102994906729,20.06,B_cell,3,3,6890,NS,FALSE
Ubqln4,-0.774392741612179,3.51200965806944,9.62159116912503,0.00607033117449045,0.534373502514042,-0.768827778833047,,12.7509095649673,7.5843625961338,2.71,B_cell,3,3,6890,NS,FALSE
Nfkbid,-0.384879529647002,8.24865506842515,9.61828082430099,0.00607451794108281,0.534373502514042,-0.387261514352473,0.19725701295781,341.730686591911,262.797847823313,42.77,B_cell,3,3,6890,NS,FALSE
Rinl,1.22597674132728,2.44645911398733,9.50680998931505,0.00632965971960642,0.550901967333661,1.14959331220178,,3.91832456353211,7.74402658919758,1.2,B_cell,3,3,6890,NS,FALSE
Slc25a1,-0.787195736400664,3.5405674934515,9.47773060944474,0.00638891935936384,0.550901967333661,-0.776371055148004,,12.5453000501033,7.42551195214168,2.86,B_cell,3,3,6890,NS,FALSE
Cacybp,-0.434606481777229,7.74812804651099,9.42171818702885,0.00651506361974402,0.554952446278416,-0.43026078257898,0.236707594074666,244.273463630221,180.503707972555,37.98,B_cell,3,3,6890,NS,FALSE
Hbb-bs,1.49509452778827,4.20491608777341,11.9230372954656,0.00656333700386691,0.554952446278416,1.51556630894372,,10.1342194714325,29.0015057366835,3.95,B_cell,3,3,6890,NS,FALSE
Pus10,-1.06719712750595,3.08292842478204,9.35203473094787,0.00669051281723496,0.555961940373778,-1.02267280686261,,9.72282817944066,5.20580601137863,2.09,B_cell,3,3,6890,NS,FALSE
Dot1l,-0.498381964151777,5.66943318068147,9.32674981086244,0.00674078791409089,0.555961940373778,-0.503938584614043,0.306614868704451,57.0760137251525,41.298955733124,11.84,B_cell,3,3,6890,NS,FALSE
Fkbp4,-0.41939792285899,6.42607470917627,9.31600653912164,0.00676678903199225,0.555961940373778,-0.41568444736086,0.257108164615389,95.8618636866026,71.5643861402779,20.1,B_cell,3,3,6890,NS,FALSE
Fkbp5,1.04326193346353,3.38206946808411,9.25104809861209,0.00692850155743257,0.563928224894208,0.996447824944654,,6.71101954860608,12.8409382860747,2.42,B_cell,3,3,6890,NS,FALSE
Gapt,1.14804596634307,2.22486331874441,9.1844762726179,0.00710945251093547,0.573298351090158,1.17273616794724,,2.9658135145674,6.61305904391593,1,B_cell,3,3,6890,NS,FALSE
Pik3ip1,0.531654127369228,5.92679965958244,9.14800952979625,0.0071895160993784,0.574435740454005,0.541750951987801,0.236707594074666,50.703088936188,71.5836367790795,12.58,B_cell,3,3,6890,NS,FALSE
Fzd5,-0.953688821548059,3.02847950286145,9.07725624793703,0.00738735528868419,0.580654486730122,-0.91335648512669,,8.55114027047836,4.78439602733204,1.97,B_cell,3,3,6890,NS,FALSE
Hist3h2a,0.42539234604477,6.2071543202486,9.03845230871867,0.00748108783576359,0.580654486730122,0.438118961975728,0.236827839870815,63.6487721511141,84.6527682801876,15.11,B_cell,3,3,6890,NS,FALSE
Ccnd3,0.482629251575019,5.614500463079,9.01062153138044,0.00755732301199242,0.580654486730122,0.48834348686921,0.310589298306349,41.527095560023,57.8757473070006,11.06,B_cell,3,3,6890,NS,FALSE
Fem1b,-0.583100143804978,4.203861873786,8.99802282713714,0.00759286127700857,0.580654486730122,-0.580093211298357,,20.4469311479085,13.8014304565565,4.56,B_cell,3,3,6890,NS,FALSE
Traf1,0.393794893510128,7.29557901708145,8.99486640671439,0.00760071322622964,0.580654486730122,0.406430631521301,0.202906333702986,136.576937469311,178.214320587589,24.96,B_cell,3,3,6890,NS,FALSE
Fcrl5,1.1446615265387,2.59522865965513,8.97231231060917,0.00767152172242574,0.580967675483528,1.09923985142302,,3.58550550430993,7.36769259787189,1.2,B_cell,3,3,6890,NS,FALSE
Asrgl1,0.555898954939577,4.2935903211128,8.91861591057755,0.00781581023665651,0.584590851530409,0.560079969362282,,16.0901580430258,23.0537413680137,4.46,B_cell,3,3,6890,NS,FALSE
Atox1,0.474490639333396,6.18612498082099,8.85578671908241,0.00799727856882754,0.584590851530409,0.476372720644597,0.236827839870815,61.0999100930243,85.1746335640099,15.81,B_cell,3,3,6890,NS,FALSE
Hist1h2bj,1.15833281191162,2.2017791914833,8.80703132356681,0.00815765886816154,0.584590851530409,1.21825190330585,,2.48685258052669,6.13098286267887,1.03,B_cell,3,3,6890,NS,FALSE
2810013P06Rik,0.442274802570495,6.66093466755083,8.77252311564766,0.00824571206814604,0.584590851530409,0.446637873830926,0.236827839870815,86.4632618482588,117.35715051867,19.97,B_cell,3,3,6890,NS,FALSE
2010315B03Rik,0.631625872612906,3.6915503584066,8.76784344921922,0.0082610156197654,0.584590851530409,0.636603987406727,,10.190990392143,15.7604411145334,3.03,B_cell,3,3,6890,NS,FALSE
Maf,0.546862322533815,4.6467791850073,8.7094901063755,0.00843988478036885,0.584590851530409,0.552648443672227,0.471163225423138,21.1070351725375,30.1312528948481,5.2,B_cell,3,3,6890,NS,FALSE
Rhbdf1,1.20050641032469,2.30145041737237,8.69820053893623,0.00848906959462699,0.584590851530409,1.22054635757052,,2.59243307508978,6.30047545182644,1.12,B_cell,3,3,6890,NS,FALSE
Rassf4,0.60476330747853,3.94947804619926,8.68997475088226,0.00850142198751554,0.584590851530409,0.610476117094167,,12.1744614481435,18.5526125811004,3.51,B_cell,3,3,6890,NS,FALSE
Hcst,0.430692431067293,5.79930477019532,8.65476546528968,0.00861210758902707,0.584590851530409,0.42341207790859,0.393401446103457,47.1205416983843,64.6824978381798,12.25,B_cell,3,3,6890,NS,FALSE
Siah2,-0.452001999346577,6.24715676935066,8.64214999893903,0.00865240108082906,0.584590851530409,-0.447586264910625,0.306614868704451,85.0213585853382,61.9830878408502,17.91,B_cell,3,3,6890,NS,FALSE
Ipo5,-0.586009302715513,4.1873353444649,8.63955284181454,0.00866163793700708,0.584590851530409,-0.584577933011294,,20.6876825336878,13.7063302118005,4.51,B_cell,3,3,6890,NS,FALSE
Dctn4,0.409381635601917,6.18620771390378,8.63148157863536,0.00868664863219811,0.584590851530409,0.401882643430679,0.332929766050941,62.4746285357661,84.0387854396189,15.56,B_cell,3,3,6890,NS,FALSE
0610030E20Rik,0.377885893382525,6.18131185950064,8.63140981827688,0.00868687989941165,0.584590851530409,0.373723192552487,0.361806294095615,63.0832807912211,82.5624269528256,16.27,B_cell,3,3,6890,NS,FALSE
Pik3cg,0.616363778282315,3.93637915968362,8.62780316414563,0.00869928296818529,0.584590851530409,0.625214802383681,,12.0121329497649,18.8143585720832,3.45,B_cell,3,3,6890,NS,FALSE
Tgfb1,-0.327985063744916,7.71362035382749,8.61919322743414,0.00872623845435219,0.584590851530409,-0.326386797620453,0.236827839870815,231.980852898175,184.974029070063,39.26,B_cell,3,3,6890,NS,FALSE
Pigr,0.770539412229986,3.20275085937868,8.56554921828925,0.00890414845564403,0.588963291984044,0.79422711540633,,6.78947404312527,12.1088766897514,2.06,B_cell,3,3,6890,NS,FALSE
Dis3,-0.745176206347872,3.45456158465194,8.52459189386925,0.00904236647634301,0.588963291984044,-0.752438878466425,,12.615543494592,7.39026455550456,2.57,B_cell,3,3,6890,NS,FALSE
Map1s,0.527688833964591,4.60185877170221,8.49011282944819,0.00915565881353126,0.588963291984044,0.53151594687231,,19.7378855845048,28.9236221522008,5.66,B_cell,3,3,6890,NS,FALSE
Zfand5,-0.351987901365696,7.52834140923321,8.48788934469528,0.00916288633897237,0.588963291984044,-0.348803399944769,0.250443301134664,204.542361462038,160.259592090506,34.48,B_cell,3,3,6890,NS,FALSE
Dnajb1,-0.42185879113553,9.74484027416772,8.4784666953823,0.00919512825101413,0.588963291984044,-0.419162904943218,0.236827839870815,979.26531101135,732.715438953033,48.16,B_cell,3,3,6890,NS,FALSE
Golph3l,0.748734372893773,3.38793654998284,8.46438143064128,0.0092454427324113,0.588963291984044,0.762242008863395,,7.95580565698441,13.6319378674089,2.34,B_cell,3,3,6890,NS,FALSE
Ly6a,0.442896758435924,7.48029407589118,8.45821968613655,0.00926489505130485,0.588963291984044,0.447991384937033,0.236827839870815,151.823507275209,205.841787194523,27,B_cell,3,3,6890,NS,FALSE
