gene,logFC,logCPM,F,PValue,FDR,log2FC_DESeq2,padj_DESeq2,cpm_Control,cpm_STZ,pct_cells_detected,cell_type,n_mice_Control,n_mice_STZ,n_cells,sig,deseq2_concordant
Taf7,-0.714579987450725,6.76270412205841,21.8974887923959,0.00015197552405136,0.0299909145867312,-0.718184514781152,0.00430817550333167,138.220018626238,86.0015164040192,20.8,Endothelial,3,4,2875,Down,TRUE
Tns3,1.14147241134111,4.75408159213777,21.7538586232675,0.000157878377898676,0.0305067073960463,1.16579996619739,,15.0375648117654,33.7583365998477,5.98,Endothelial,3,4,2875,Up,FALSE
Dnajc12,3.93994902939561,3.06671077374435,21.1311831360811,0.000162229234902159,0.030650904197232,3.22232541168281,,2.84830722066451,11.5212485921702,1.7,Endothelial,3,4,2875,Up,FALSE
Plk2,-0.764747289276689,8.79703622236574,21.4736018733931,0.000168693144331731,0.030650904197232,-0.764255858116848,0.000658221079794879,590.507763653546,347.647733460148,40.59,Endothelial,3,4,2875,Down,TRUE
Palm,-0.678258633041357,7.06591064921819,21.3453269524317,0.00017416433689085,0.030650904197232,-0.681495196701834,0.00421319547639051,166.328173654789,105.786870808086,27.27,Endothelial,3,4,2875,Down,TRUE
Tnfaip3,-0.928768185254194,5.57254956581128,21.3335455748908,0.000174764292203052,0.030650904197232,-0.926892125061354,0.011955158657738,63.3316684229701,34.4627518085653,9.6,Endothelial,3,4,2875,Down,TRUE
Irf7,0.693821326117327,7.75686762962608,21.3225816893652,0.000175148023984183,0.030650904197232,0.690921294505406,0.00173375272736287,157.82295790651,257.12050136993,36.56,Endothelial,3,4,2875,Up,TRUE
Nxn,-0.746074581743164,6.49804544251242,20.8575908171912,0.000196790934054557,0.0326931527988871,-0.743902100660135,0.0069084015908099,121.322150683933,70.3558079482703,20.17,Endothelial,3,4,2875,Down,TRUE
Satb1,-1.34266626821199,3.98130465369602,20.8912120921633,0.00019711684709128,0.0326931527988871,-1.3627678252595,,20.8061709788617,8.12188215414349,3.79,Endothelial,3,4,2875,Down,FALSE
Nfkbiz,-1.53001054756559,5.78881277654074,24.2517208106283,0.000197392620672526,0.0326931527988871,-1.45217058886082,0.139158477720435,87.624899140597,32.6938350834073,10.4,Endothelial,3,4,2875,Down,FALSE
Cst3,-0.641310498301503,10.1051255278168,20.4286156238223,0.000219344062575561,0.0356915119366373,-0.641090370769711,0.000758822654991333,1384.35437685875,886.94086223412,87.03,Endothelial,3,4,2875,Down,TRUE
Plpp3,-0.626737378033864,11.2226578751699,20.2964592523752,0.000226868464826309,0.0362793967459313,-0.626124683485335,0.000777592754326135,3001.7020344874,1940.05910788982,91.41,Endothelial,3,4,2875,Down,TRUE
Ucp2,0.989551875293653,6.91160248241921,20.2038665060017,0.000232359171014134,0.0365276493416287,0.952167544936686,0.0970175678575535,82.6854868302755,154.196048513882,22.19,Endothelial,3,4,2875,Up,FALSE
Ifit1,0.784647295887066,6.65181201610366,20.0850454588361,0.000239565579879575,0.036722267433886,0.786089036895787,0.00731614582714044,63.8003883727146,119.108022802006,17.7,Endothelial,3,4,2875,Up,TRUE
Polg2,-1.83004248109451,3.12417356472625,19.9362662177465,0.000241515721128523,0.036722267433886,-1.89063991206724,,12.4266197682675,3.30763762715187,1.81,Endothelial,3,4,2875,Down,FALSE
Jund,-1.3075549984915,11.4605193768349,24.9564680841957,0.000274368113394197,0.0410104498734621,-1.29971984563297,0.0251520947061542,4268.78690408879,1733.13874601451,76.56,Endothelial,3,4,2875,Down,TRUE
C1qtnf6,3.03356065405175,3.08791725126766,19.0222672819411,0.000278561546310309,0.0410104498734621,2.9675361774208,,1.14395744550226,9.84821905552591,1.7,Endothelial,3,4,2875,Up,FALSE
AU021092,-0.598717275901633,9.22351094331787,19.321444632297,0.000292071476633239,0.0416894528765844,-0.59895497237046,0.00108552833371043,745.281306479171,492.346477620119,67.3,Endothelial,3,4,2875,Down,TRUE
Ptk7,2.17644824476755,3.49609986579216,18.7545408686915,0.000297552074063768,0.0416894528765844,2.09741703014707,,5.69642268595305,13.9129506968093,2.43,Endothelial,3,4,2875,Up,FALSE
Igfbp3,-0.772925519981744,10.4501514385381,19.1903840222654,0.000302315499532149,0.0416894528765844,-0.778148219765571,0.00212607630645109,1859.6905015681,1075.59583414644,59.97,Endothelial,3,4,2875,Down,TRUE
Btnl9,-0.560395094541231,8.60030223781386,19.1522580930805,0.00030537450209061,0.0416894528765844,-0.54681830457,0.00191280091895031,483.870050566568,323.175289328068,45.01,Endothelial,3,4,2875,Down,TRUE
Dnaja1,-0.784805557079324,10.0288042973364,19.1488137203062,0.000305647740766333,0.0416894528765844,-0.773993683683879,0.124911049929822,1368.93430686575,802.4282947996,66.89,Endothelial,3,4,2875,Down,FALSE
Id4,-1.16343280828197,5.03112461196454,18.8198826163944,0.00033396092444342,0.0443951941746484,-1.13333775942219,,42.8790081696703,20.2826772247627,7.06,Endothelial,3,4,2875,Down,FALSE
Mafk,-0.984506299870979,5.35754816526363,18.7977974918045,0.00033570142662518,0.0443951941746484,-0.989499524657232,,57.5929870154815,29.349516998243,8.7,Endothelial,3,4,2875,Down,FALSE
Lamb1,1.47803817976226,4.59206364214889,18.6642829614431,0.000346082816645217,0.0443951941746484,1.423678115218,,16.1272936318891,32.433878745125,5.22,Endothelial,3,4,2875,Up,FALSE
Capg,1.11026038343757,5.09829650836212,18.6843093596669,0.000347053212369218,0.0443951941746484,1.10099300705431,,21.2629404774302,42.5382135955612,7.58,Endothelial,3,4,2875,Up,FALSE
Serpine2,0.875712305942363,7.9565052295807,18.5625554077249,0.000357251521305121,0.0443951941746484,0.867283334252398,0.116923905884809,171.729685708872,310.404529812074,34.71,Endothelial,3,4,2875,Up,FALSE
Prr7,-1.25871001531885,4.26733585208693,18.5815965647708,0.000357648001856436,0.0443951941746484,-1.20483452564049,,24.4572588813944,12.3112315266584,4.17,Endothelial,3,4,2875,Down,FALSE
Mxra8,0.72496143143278,6.58102895800679,18.5042468404933,0.000362958348673928,0.0443951941746484,0.731226199667491,0.011955158657738,72.3152129723916,110.28922216428,20.24,Endothelial,3,4,2875,Up,TRUE
Hoxb2,-0.962743646845498,6.06309439592605,18.4959188201019,0.000363777332320569,0.0443951941746484,-0.960621545013235,0.00509186063642496,94.5941647457945,49.2177921400499,14.64,Endothelial,3,4,2875,Down,TRUE
S100a6,0.759566609381984,10.1386125964989,18.3997072994821,0.000373224785429563,0.0449566218812883,0.757099212149221,0.0022023393764757,816.473471003133,1365.37280935974,72.8,Endothelial,3,4,2875,Up,TRUE
Stat1,0.734605174984541,7.01759589898966,18.2507274481684,0.000388596847304591,0.0462081507532062,0.737419007573252,0.00623359334692743,90.2725014644608,148.654628107526,27.03,Endothelial,3,4,2875,Up,TRUE
Enpep,-0.715940062616929,6.58402342281157,17.9704600289414,0.000419344352914516,0.0483652368931564,-0.715294991350222,0.0127523652487147,124.449695292547,72.2285006048843,21.25,Endothelial,3,4,2875,Down,TRUE
Nav2,1.24835941305969,4.55651928449986,17.9280636797797,0.000423600168826009,0.0483652368931564,1.2076700606035,,16.6932874027187,29.5318198506196,4.9,Endothelial,3,4,2875,Up,FALSE
Hsph1,-1.60093537079059,8.56245527624621,27.5489541802985,0.000430158479360462,0.0483652368931564,-1.61071951121081,0.00481209080746064,632.406463431957,206.757556523586,26.99,Endothelial,3,4,2875,Down,TRUE
Bex3,-0.701035064191147,6.3293486965277,17.8348872445057,0.000435196900676151,0.0483652368931564,-0.699147401948831,0.0211333158717387,108.396502695561,61.8546601533701,17.88,Endothelial,3,4,2875,Down,TRUE
Cd36,-0.592650915088365,7.64931213418761,17.8310739729471,0.000435590744031241,0.0483652368931564,-0.58804173576787,0.00772527748795666,249.158794468855,163.869739985086,23.93,Endothelial,3,4,2875,Down,TRUE
Parp3,1.65691903286222,3.40759722537699,17.490842733557,0.000438024786956888,0.0483652368931564,1.71199787601017,,3.93128406736277,12.8384824440845,2.19,Endothelial,3,4,2875,Up,FALSE
Srsf5,-0.651597889515971,8.54495449698828,17.7659182872875,0.000443435670725446,0.0483866570115119,-0.651035860949705,0.00352743593249503,470.520838763227,299.267920801953,56.42,Endothelial,3,4,2875,Down,TRUE
Selenbp1,3.72052123498745,2.9083348344468,17.2585888401734,0.000463481791710255,0.0495584348902317,2.75448505977427,,2.84830722066451,8.60333576225329,1.57,Endothelial,3,4,2875,Up,FALSE
Bax,0.605013595757011,7.92034033939412,17.5761783901664,0.000467218035232384,0.0495584348902317,0.617433106943346,0.00289543494880731,189.713003865096,279.492146215031,42.09,Endothelial,3,4,2875,Up,TRUE
Sparc,0.531393027901704,10.7976090466323,17.552968623189,0.000470204018365541,0.0495584348902317,0.53285464178312,0.00045257070418281,1416.28549047135,2044.61190312691,92.21,Endothelial,3,4,2875,Up,TRUE
Ifit3,0.650069840629131,7.25981147016956,17.3313333641233,0.000500025440591952,0.0521093928257344,0.64854929181443,0.00911448208429803,112.047571145427,177.1102827269,25.22,Endothelial,3,4,2875,NS,TRUE
Leng9,-1.27188666094332,4.11163898979117,17.2968982329413,0.000508387371360124,0.0523921429929461,-1.28336291017673,,24.7198837012118,9.69172081443273,3.83,Endothelial,3,4,2875,NS,FALSE
Ifit3b,0.907709769978608,5.76934156128522,17.1440291288642,0.000527407695304864,0.0533393055907794,0.915841016418924,0.0188636946378512,35.0287934495398,65.5094070785515,11.44,Endothelial,3,4,2875,NS,TRUE
Ivns1abp,-0.596131793633922,7.23571926941244,17.1286628360971,0.000529079904512314,0.0533393055907794,-0.597374595491122,0.011955158657738,185.274789071948,122.584571528478,28.87,Endothelial,3,4,2875,NS,TRUE
Sox18,-0.577482278614393,8.41128069899434,17.0167727430502,0.00054590311484701,0.054170518285424,-0.57952131148485,0.00421319547639051,414.788346633661,279.585879618946,50.92,Endothelial,3,4,2875,NS,TRUE
Sox4,-0.696590646344925,7.48599792872259,16.9966777313068,0.000549005791787585,0.054170518285424,-0.697111019229983,0.00772527748795666,229.828605767925,138.851368982144,28.9,Endothelial,3,4,2875,NS,TRUE
Dixdc1,1.70737155760736,3.66722665783074,16.6500293871225,0.000569504900514349,0.0556016626554799,1.86840512221882,,3.18871696279464,17.060146684841,2.05,Endothelial,3,4,2875,NS,FALSE
Lipa,0.80881984939538,5.89669809404497,16.4927919238034,0.000633584202271672,0.0606828229254058,0.80733202059453,0.0322900187049978,42.3612775249649,71.3139949013721,13.32,Endothelial,3,4,2875,NS,TRUE
Ahsa1,-0.731780942075163,6.57625852079829,16.4846626120994,0.000634634374529851,0.0606828229254058,-0.730562347637269,0.0141536758238411,119.744213015292,74.6971939075633,20.52,Endothelial,3,4,2875,NS,TRUE
Gja1,-0.664013475556354,7.09583787658351,16.421950076109,0.000646060571378272,0.0611413166669718,-0.665236871091973,0.0123219584410069,173.545832016784,111.443192019879,22.05,Endothelial,3,4,2875,NS,TRUE
Stk11,-0.619033591556107,6.28298791235941,16.382080461767,0.000653533853711868,0.0611413166669718,-0.620389798748034,0.0472453968017278,95.0737235197934,62.8460099128058,18.23,Endothelial,3,4,2875,NS,TRUE
Hspa2,-1.09891894431532,4.6557198398255,16.3406845803727,0.00066284828977824,0.0611413166669718,-1.05340709445939,,32.380615859548,17.6823580122071,5.5,Endothelial,3,4,2875,NS,FALSE
Hey1,-1.21598310482586,4.41290619086785,16.3306800793317,0.000665797626238723,0.0611413166669718,-1.22136206330829,,31.4194084550818,13.8116632278694,3.83,Endothelial,3,4,2875,NS,FALSE
Fabp5,0.746772833590676,8.84225452208144,16.2063815575194,0.000687204482420585,0.0619900129167569,0.746921496880306,0.128853376163256,329.201183840954,551.370896748714,45.15,Endothelial,3,4,2875,NS,FALSE
Rlim,-0.65989939765523,6.25999557416671,16.1927476010766,0.000690010625681778,0.0619900129167569,-0.659208794466554,0.0392412782955269,100.320320435979,61.2743738102949,16.73,Endothelial,3,4,2875,NS,TRUE
Dnajb4,-0.800141279818779,6.80945193364731,16.1669742382756,0.000695090171788972,0.0619900129167569,-0.807137373112989,0.00911448208429803,155.53412314396,86.9209836917348,17.95,Endothelial,3,4,2875,NS,TRUE
Tbxa2r,-0.513332002920135,7.85906037718751,15.8839268329561,0.000754334259254589,0.0666328595674887,-0.515913676040663,0.0104173665806694,278.942505592549,196.137274489821,40.8,Endothelial,3,4,2875,NS,TRUE
Mxd4,0.572533554181502,8.96466488709308,15.7691585343113,0.000779938605844551,0.0672325615637004,0.567814437614066,0.0069084015908099,384.361220874909,579.617955585459,65.63,Endothelial,3,4,2875,NS,TRUE
Puf60,-0.61518134490742,6.82098796667706,15.7615027025597,0.000781737409246209,0.0672325615637004,-0.614175120450247,0.0247792102386764,138.207856967019,90.2135270245032,24.9,Endothelial,3,4,2875,NS,TRUE
Tnxb,-0.644575167005163,6.38089487599335,15.7567388658151,0.000782869719555756,0.0672325615637004,-0.645458162949156,0.034904640118688,100.745631131932,64.7796204532802,16.87,Endothelial,3,4,2875,NS,TRUE
Endod1,0.576547745327479,7.04857694412915,15.7060210512965,0.000794510886745103,0.0676063162803745,0.584935501907525,0.0209338502003231,103.710298109035,150.233408589126,28.28,Endothelial,3,4,2875,NS,TRUE
Fbxo38,0.944072621620598,4.61823896294071,15.6215150558607,0.000815986528882895,0.0684393509699231,0.969157632590224,,14.1305860326778,29.3131245397323,5.84,Endothelial,3,4,2875,NS,FALSE
Irgm2,0.838911257566077,5.43188060357349,15.6077974097073,0.000819058539909592,0.0684393509699231,0.832224909091225,,27.9931375597446,49.1020314876695,9.46,Endothelial,3,4,2875,NS,FALSE
Neu1,-0.764648095368397,5.56210472822077,15.5609982921284,0.000829229722932638,0.0686705864303591,-0.760929415861545,,58.5672954033795,35.2330684913187,11.06,Endothelial,3,4,2875,NS,FALSE
Slc25a25,-0.845929944278814,4.95493282104895,15.4660942889297,0.000853365592256454,0.0700439457360939,-0.824210285787229,,37.7121137295569,22.7514164226196,7.03,Endothelial,3,4,2875,NS,FALSE
Arhgap28,3.02472985126431,2.77069552557388,15.0580571199637,0.000890498410349681,0.0717312931928839,3.18918170480588,,1.76494686321432,9.23858967082128,1.22,Endothelial,3,4,2875,NS,FALSE
Pcp4l1,0.942948610378817,5.32131650898066,15.3140711317532,0.000893422549409983,0.0717312931928839,0.923235003909171,,29.6978708456588,49.2434692242343,7.37,Endothelial,3,4,2875,NS,FALSE
4632427E13Rik,-0.757229834156614,6.04645343043489,15.2931938008632,0.000897124529420434,0.0717312931928839,-0.75677466907289,0.0298042526142492,89.2879295184364,52.8416013943559,14.09,Endothelial,3,4,2875,NS,TRUE
Ppic,0.539952451114226,6.96676973721274,15.1972564367085,0.000922903700284757,0.0724612630489405,0.541578668051265,0.0365179723313904,96.419133430933,140.597989033329,26.16,Endothelial,3,4,2875,NS,TRUE
Ndel1,-0.538167439021902,7.66180611996938,15.1870939861545,0.00092562149837131,0.0724612630489405,-0.555205501812829,0.0102826015501649,239.463910956771,170.725553312166,38.05,Endothelial,3,4,2875,NS,TRUE
Lrrc8b,0.944664486218061,5.15324235112873,15.181118684365,0.000929691676854331,0.0724612630489405,0.931775601406622,,24.3422414125878,42.8322728490375,8.38,Endothelial,3,4,2875,NS,FALSE
Sparcl1,0.7583970496782,8.21524439886577,15.1252206981681,0.000942798223935427,0.0728704460583424,0.785210155123081,0.135500213137483,206.383006166857,360.164101045507,29.53,Endothelial,3,4,2875,NS,FALSE
Clk1,-0.595093535556541,7.77970072785808,15.0930805895175,0.000951859978608075,0.0729628206742967,-0.598827304855398,0.0123219584410069,267.541029598793,180.898384064347,38.16,Endothelial,3,4,2875,NS,TRUE
Lgals3bp,0.731277875017088,7.06264328358034,15.0096182144824,0.000975921093755154,0.0741940011850742,0.725244714812107,0.0129783150476061,108.051066778389,156.915244556107,26.68,Endothelial,3,4,2875,NS,TRUE
Hspa1a,-1.52934662649084,12.1266967888094,21.7901547670233,0.000987597272616569,0.0743153227438527,-1.52645335590851,0.0188636946378512,7132.83541492467,2474.17164372154,62.61,Endothelial,3,4,2875,NS,TRUE
Eif4a2,-0.504703063594751,7.83791830124781,14.9494914904688,0.000993541781157708,0.0743153227438527,-0.516717013039053,0.0104173665806694,270.883702922604,194.62236183769,42.19,Endothelial,3,4,2875,NS,TRUE
Aen,0.958143459806054,4.68479643474817,14.9058143307373,0.00100882687955388,0.0743489879545463,0.955985850600963,,15.493950799582,28.8200887874245,6.19,Endothelial,3,4,2875,NS,FALSE
Sept10,0.843635996027874,5.46779964337884,14.8882940131845,0.00101348948235564,0.0743489879545463,0.863065249154044,,28.1515642823426,54.3697956214747,10.23,Endothelial,3,4,2875,NS,FALSE
Ccdc184,1.99581827844524,3.24890624575972,14.5266035876146,0.00101804005069837,0.0743489879545463,1.90519237014741,,4.61904728042439,11.6168093343857,1.63,Endothelial,3,4,2875,NS,FALSE
Mapt,1.84432255722771,4.28539267959031,15.2780520425222,0.00104270429392517,0.0755553306730933,2.05249253732589,,7.29058941197441,30.0854505950942,3.55,Endothelial,3,4,2875,NS,FALSE
Itgb5,-0.654711724072011,6.23373294019462,14.7570315435471,0.00105275596312012,0.0756923376584429,-0.65274100437026,0.060603740572575,87.7894831178253,59.291340396744,17.7,Endothelial,3,4,2875,NS,FALSE
Pik3r4,0.93160771047871,4.63587598321657,14.667198267316,0.0010836919600454,0.0770007431944251,0.941917833337229,,15.2079614382064,28.5366381598432,5.84,Endothelial,3,4,2875,NS,FALSE
Arl4c,-1.21440854790004,3.7212471150798,14.6718974930293,0.00108755766668137,0.0770007431944251,-1.22902489685036,,18.2932473252856,7.76356311470551,2.78,Endothelial,3,4,2875,NS,FALSE
Lamc1,0.580738501271221,7.24160271489084,14.5898666393676,0.00110714457924892,0.077514308329751,0.591068739302689,0.0182541632078476,118.845692555347,170.883159202491,30.12,Endothelial,3,4,2875,NS,TRUE
