gene,logFC,logCPM,F,PValue,FDR,log2FC_DESeq2,padj_DESeq2,cpm_Control,cpm_STZ,pct_cells_detected,cell_type,n_mice_Control,n_mice_STZ,n_cells,sig,deseq2_concordant
Oaz2,-0.867219088003142,7.65612269211572,39.0232110327568,8.49467154019808e-06,0.00496672826615956,-0.866008132317915,1.04524963346264e-05,271.447706062441,144.857495682295,35.55,Endothelial,3,3,2599,Down,TRUE
Hspd1,-1.0504906855101,8.25548249297763,37.3176315123493,1.11319889508183e-05,0.00612586803734739,-1.04790645834608,1.79100340617789e-06,411.086382204293,204.981188726849,32.9,Endothelial,3,3,2599,Down,TRUE
Jund,-1.1101344359532,11.5924294740649,34.1026178353624,1.89950675307038e-05,0.00987215870831853,-1.10359260233474,0.0217971339796346,4213.6936900834,1966.57706330522,77.91,Endothelial,3,3,2599,Down,TRUE
Maf,1.71090449157581,4.87757688040746,33.6633896068277,2.04697440300121e-05,0.0100786555474086,1.69417093547909,,11.0711364898001,37.5467519619348,5.93,Endothelial,3,3,2599,Up,FALSE
Phlda1,-0.926454314546254,8.84597394428298,32.2281512671504,2.63645090009978e-05,0.0123319990852167,-0.928882327632552,9.56412277600942e-06,608.853958462702,322.823975067053,32.51,Endothelial,3,3,2599,Down,TRUE
Calca,2.19909164117239,4.42646832250914,29.9740998831633,3.73107090699488e-05,0.0162422548254287,2.20801203584819,,5.11263808067783,29.8948239866449,1.19,Endothelial,3,3,2599,Up,FALSE
Pdlim2,1.62255209076069,4.25166457050316,30.0072354844954,3.8196644164557e-05,0.0162422548254287,1.66539308540408,,8.32998736374322,27.1450166724314,4.42,Endothelial,3,3,2599,Up,FALSE
Gas2,6.2120827537837,2.50615094773461,31.3595339949274,4.91716816740677e-05,0.0196433092678913,5.07824824590727,,0,7.58379371854739,1.08,Endothelial,3,3,2599,Up,FALSE
Hsp90aa1,-1.24046159230105,11.4637776587949,32.7275322758934,5.05804483730574e-05,0.0196433092678913,-1.23918361362609,0.00970583829793511,3986.0275825069,1691.96111044116,63.49,Endothelial,3,3,2599,Down,TRUE
Col4a2,0.780742296071352,8.78112857370029,28.3460348674579,5.42802350415004e-05,0.0196433092678913,0.783296443500708,3.50024987393481e-05,329.094078751775,546.156829820162,57.06,Endothelial,3,3,2599,Up,TRUE
Efna1,-0.803666439250798,7.81864868032107,28.3164575968391,5.45939113805638e-05,0.0196433092678913,-0.806230898081764,0.000240199569945627,295.721762718666,164.029445573794,40.36,Endothelial,3,3,2599,Down,TRUE
Dnaja4,-1.18148820826597,5.77585005470182,28.0192340002461,5.7883688977564e-05,0.0200556263105597,-1.18383004676532,0.00303982738959234,74.1468310500079,33.5312802957334,9.35,Endothelial,3,3,2599,Down,TRUE
Dusp1,-0.875602052248979,9.69866540606221,26.5357990312209,7.77243873538814e-05,0.0259682729891272,-0.854228886653061,0.0646010417949808,1063.0743224812,594.063620089656,55.94,Endothelial,3,3,2599,Down,FALSE
Nfkbiz,-1.3236134178573,5.91392845038073,26.2978936802725,8.1613270630624e-05,0.0263273154051547,-1.27279916464438,0.00183351099815017,86.5447710210825,39.2244542350633,11.16,Endothelial,3,3,2599,Down,TRUE
Gimap9,-0.753218057715891,6.82980317090046,25.7378038542853,9.15188648046075e-05,0.0285386326749034,-0.757999039266348,0.00602207012902752,146.713860066403,86.5806095111622,22.55,Endothelial,3,3,2599,Down,TRUE
Adamts9,1.82266973064088,4.65045605487323,25.0980866137352,0.000103210303949582,0.0309717201895075,1.60230672429848,,15.1747583778429,38.1684478839248,5.35,Endothelial,3,3,2599,Up,FALSE
Stbd1,-1.51492659774596,4.23048571744849,25.0802844476721,0.000105942816254862,0.0309717201895075,-1.51248521819014,,23.9585828116143,8.70599171860197,3.85,Endothelial,3,3,2599,Down,FALSE
Fabp5,0.868033753586462,8.8518433361451,24.5957421016211,0.000116246198157629,0.0329540358716552,0.866355945571144,0.000277110086977139,325.078608830344,593.544211408628,45.71,Endothelial,3,3,2599,Up,TRUE
Cda,4.5341043893143,3.86275496058044,26.664354921215,0.000139243781235301,0.0368438566802146,2.63810390794353,,4.24444050403147,21.5291174361187,3.16,Endothelial,3,3,2599,Up,FALSE
Npr3,-2.23232504089107,8.43274710420649,44.9657979956518,0.0001400286971519,0.0368438566802146,-2.35639245419649,0.00090894288989086,604.425896272524,116.936021046923,32.05,Endothelial,3,3,2599,Down,TRUE
Cdkn1a,1.2859996872597,7.96521031870435,28.1088689702506,0.000143456632044871,0.0368438566802146,1.3532293041853,0.0245533523084619,138.141699114703,359.325645016753,26.32,Endothelial,3,3,2599,Up,TRUE
Trf,-2.66812280695183,2.8890933050829,22.7632238205645,0.000145721293123243,0.0368438566802146,-2.76383920241769,,9.78429034788624,1.20063008312392,1.58,Endothelial,3,3,2599,Down,FALSE
Mxra8,0.801246321213083,6.55921904947347,23.0371954735404,0.000163030978468728,0.0397515247777905,0.789824915358252,0.0166324357365948,71.4661567628246,114.091709117389,20.32,Endothelial,3,3,2599,Up,TRUE
Dnajb1,-1.02931308180861,8.31464745529334,25.025855186663,0.000165719878817085,0.0397515247777905,-1.0211268372471,0.0651709076336588,424.840493505916,210.662999896246,27.66,Endothelial,3,3,2599,Down,FALSE
Apoe,-0.621826291513619,9.66231658749975,22.8308644234659,0.000170609202112653,0.0399012271440966,-0.628887579400819,0.000240199569945627,983.170999635147,643.096798810914,67.26,Endothelial,3,3,2599,Down,TRUE
Ublcp1,1.09343426415927,4.71650012351452,22.3231235355624,0.000191961861209076,0.0438000783319734,1.08062673791745,,15.7608508659503,32.2839369573499,6.27,Endothelial,3,3,2599,Up,FALSE
Ier5,-0.614036557373001,8.5286150218332,22.1665259534418,0.00019804079185688,0.0441112287576456,-0.624624057762741,0.000938198271696226,446.182397000067,295.961860328833,48.25,Endothelial,3,3,2599,Down,TRUE
Dll4,-0.789971911943507,7.05030102832694,21.8966016454924,0.000210583238587577,0.0458140976043437,-0.794412131833525,0.00511883384826298,175.48630441151,101.233857822795,24.16,Endothelial,3,3,2599,Down,TRUE
Kctd12b,0.606716747240481,7.61974510943034,21.7217612741818,0.00021916721925283,0.0465979394570506,0.604791787823772,0.0092164172212433,152.786538865274,231.504203603763,33.51,Endothelial,3,3,2599,Up,TRUE
Hsp90ab1,-0.658369206290653,11.6494711812669,21.5451581073198,0.000228227293922447,0.0468386902298507,-0.661199698204007,0.000371827181098871,3933.56545074909,2499.40127317341,94.54,Endothelial,3,3,2599,Down,TRUE
Cryz,2.7143906015064,3.35750572024199,20.5851817805612,0.000230313174834113,0.0468386902298507,2.50781488028509,,3.10744403257723,15.5432500503575,2.31,Endothelial,3,3,2599,Up,FALSE
9530026P05Rik,-1.04869014105786,4.72553159343564,21.1360531015566,0.000251664169085009,0.0500918787614948,-1.04067448682002,,32.8480373566137,16.5427107107978,6.31,Endothelial,3,3,2599,NS,FALSE
Hey1,-1.40871916139961,4.38132109234748,20.7557935674341,0.000275975015313076,0.0537863805886213,-1.44333806389951,,31.0464243686259,11.6664548963558,3.85,Endothelial,3,3,2599,NS,FALSE
Ablim1,0.836144584634518,5.93086827049604,20.5689867224347,0.000286911233565687,0.0546713990617002,0.827918720725232,0.0495795962556971,44.4357862799552,76.0630288469656,13.35,Endothelial,3,3,2599,NS,TRUE
Map3k20,1.35150430590267,4.07053010861757,20.3826859573204,0.000292875047167506,0.0546713990617002,1.31688455760273,,8.32998736374322,19.9544213529766,4.04,Endothelial,3,3,2599,NS,FALSE
Gm34455,-1.07099472561136,5.39715818210919,20.3490436363514,0.000302225972682519,0.0546713990617002,-1.0793645225339,,53.6296831616955,25.7039545057839,7.81,Endothelial,3,3,2599,NS,FALSE
Gm26802,-2.03484100546811,4.03885859949914,20.3472042572018,0.000303892330433823,0.0546713990617002,-2.09664987594021,,24.836279299293,5.62873842101945,2.89,Endothelial,3,3,2599,NS,FALSE
Cxxc5,1.6448206661858,3.79442029744518,19.9267792214116,0.000314134995936886,0.0554477903205578,1.61613043882893,,6.82287578368078,18.8448097816573,3.12,Endothelial,3,3,2599,NS,FALSE
Oasl2,0.781421738045292,6.62652819394103,19.8925207888992,0.000337004256553111,0.0583828670380436,0.772761694414318,0.0239711909871863,70.8877046788928,117.622963872693,21.97,Endothelial,3,3,2599,NS,TRUE
Ppp1r10,-0.916890358992709,6.54110791362099,19.812661008526,0.000343529764139621,0.0584312898822938,-0.914634236117609,0.0092164172212433,128.158596541304,69.0644223828649,17.85,Endothelial,3,3,2599,NS,TRUE
Ripor2,-1.15326117627352,5.29740407273602,19.4329511181516,0.00037702386291388,0.0629831828135598,-1.24909377433493,0.0114402068871913,65.5652228648325,24.637051577765,8.89,Endothelial,3,3,2599,NS,TRUE
Tns3,1.12246446802829,4.66350717314112,19.2764127953857,0.000392591503623799,0.0644332195859762,1.15472018137341,,14.8526959499433,33.1811365345232,5.81,Endothelial,3,3,2599,NS,FALSE
Dnajc12,3.88888896134231,2.88825051114869,18.380370635028,0.000432102755057395,0.0678688771543568,2.67694560922336,,2.82962700268764,10.8289009977594,1.5,Endothelial,3,3,2599,NS,FALSE
Bax,0.636808504542744,7.87702807147943,18.8126346774455,0.000439032290521117,0.0678688771543568,0.637264096643429,0.00852804473183108,187.431926990004,280.924154952245,42.21,Endothelial,3,3,2599,NS,TRUE
Nuak1,-0.745870520268433,6.47859802756317,18.8083174739447,0.00043955015329503,0.0678688771543568,-0.752322460387648,0.031299362284942,108.387331740374,64.7545143008217,18.81,Endothelial,3,3,2599,NS,TRUE
Id4,-1.24934823579614,5.04507834303506,18.7862679661762,0.000442544255095218,0.0678688771543568,-1.2276865077982,,42.3140983980774,18.4444135441164,7.2,Endothelial,3,3,2599,NS,FALSE
Lamc1,0.646394333806953,7.22251417061156,18.5019121945001,0.000474551364391762,0.0712233698460431,0.64449059806475,0.0217971339796346,117.403388833287,175.683433437721,29.97,Endothelial,3,3,2599,NS,TRUE
Taf7,-0.663548534304443,6.80759901790529,18.4594720759369,0.000479644286509964,0.0712233698460431,-0.667304322359603,0.031299362284942,136.49331398148,89.0191897304235,21.32,Endothelial,3,3,2599,NS,TRUE
Capg,1.1611873692381,5.04717851817438,18.2843261625811,0.000503394367385969,0.0718271485942848,1.14663759871696,,21.0147754191783,43.9230236324372,7.46,Endothelial,3,3,2599,NS,FALSE
Sparc,0.516732472725675,10.7340187265721,18.0616853996457,0.000530428757547307,0.0718271485942848,0.515451032584651,0.000595216722566767,1398.68418257321,1997.29232074324,92.38,Endothelial,3,3,2599,NS,TRUE
Plpp3,-0.540916380761844,11.2829317366873,18.050692845649,0.000531916478217559,0.0718271485942848,-0.542224081292886,0.000754360998174075,2964.91431465899,2033.16012061555,91.92,Endothelial,3,3,2599,NS,TRUE
Cst3,-0.541283197218016,10.17217121532,18.0457708969537,0.000532584388007332,0.0718271485942848,-0.544701626892788,0.00111759383566214,1366.7866353462,938.694332501252,88.61,Endothelial,3,3,2599,NS,TRUE
Palm,-0.639185386604021,7.10631459714804,18.041512063527,0.000533196150769624,0.0718271485942848,-0.644224011764376,0.0254224110890031,164.211561022818,107.720785916119,28.13,Endothelial,3,3,2599,NS,TRUE
Ivns1abp,-0.627956434484435,7.24015967810706,18.0156882785261,0.000536714565897407,0.0718271485942848,-0.632925485667291,0.0239711909871863,182.935826906373,117.646194122337,29.01,Endothelial,3,3,2599,NS,TRUE
Vim,0.990927713509812,7.83473670986736,19.7383048880089,0.000542297495447969,0.0718271485942848,1.02471024350003,0.11018106121293,149.926453434258,307.716060268395,25.09,Endothelial,3,3,2599,NS,FALSE
Hspa8,-0.771171746444013,10.756297545404,17.9545273493665,0.000545133890988158,0.0718271485942848,-0.763318905933488,0.217399915033216,2179.51749896898,1288.74518801352,79.76,Endothelial,3,3,2599,NS,FALSE
Irf7,0.628409284626043,7.65281356601921,17.8604547098514,0.000558448071586494,0.0722998828836617,0.623936769920798,0.0185622991763364,155.853115684146,243.194540617872,35.98,Endothelial,3,3,2599,NS,TRUE
Polg2,-1.76690969273598,3.17079009694137,17.7351598190478,0.000564178669215105,0.0722998828836617,-1.82208018977868,,12.2747156074662,3.49173933849272,1.92,Endothelial,3,3,2599,NS,FALSE
Satb1,-1.26815972219297,4.03548903009447,17.6286795676995,0.00059718425425687,0.0748046088911523,-1.28739659937741,,20.5385752621698,8.52680192689981,4,Endothelial,3,3,2599,NS,FALSE
Stat1,0.74901730313698,6.96343175535471,17.583861798495,0.000599716265829655,0.0748046088911523,0.738286247879978,0.0245533523084619,89.1351476829461,146.323238355665,26.82,Endothelial,3,3,2599,NS,TRUE
Ndel1,-0.58232784308803,7.66253091400395,17.329303053635,0.000640617374522752,0.0788549412981624,-0.594171233050522,0.0166948650205559,236.363293819473,164.538355987915,38.28,Endothelial,3,3,2599,NS,TRUE
Tnfaip3,-0.838461464570318,5.63543460011313,17.2260210134846,0.000658380803757006,0.0793857467950605,-0.829043331333024,0.0881649963495089,62.5414878742861,37.1787264203127,10.04,Endothelial,3,3,2599,NS,FALSE
Chchd10,-0.80256957794602,5.90355658946512,17.0864242171992,0.000682818867636812,0.0793857467950605,-0.792323225782292,0.0881649963495089,68.997600894885,42.3650519496548,12.27,Endothelial,3,3,2599,NS,FALSE
Selenbp1,3.7920995506226,2.82146175320773,16.6555326722007,0.000685265966170358,0.0793857467950605,2.32970640446192,,2.82962700268764,8.72637473633895,1.5,Endothelial,3,3,2599,NS,FALSE
Hic1,-0.996432455345801,5.02748476729762,17.0675170827047,0.000686881807501687,0.0793857467950605,-0.978450860606524,,41.3317075122936,21.646812180028,7.81,Endothelial,3,3,2599,NS,FALSE
Nxn,-0.666083522821499,6.55079572471321,17.0560242828955,0.000688184270571842,0.0793857467950605,-0.67227738120843,0.0528462292390384,119.86809866036,74.0358346807359,20.97,Endothelial,3,3,2599,NS,FALSE
Ptk7,2.14889518841794,3.36352811159073,16.4294956544838,0.000710298705602113,0.0793857467950605,1.99837584294986,,5.64593489225507,13.1184136398836,2.27,Endothelial,3,3,2599,NS,FALSE
Plk2,-0.660709074599946,8.86939694274035,16.9234353790495,0.00071256979648342,0.0793857467950605,-0.662831940244269,0.00719154510090099,583.339924238465,370.95290353102,41.05,Endothelial,3,3,2599,NS,TRUE
Ppic,0.568227195434922,6.93083295830345,16.9225466439156,0.000712816967481035,0.0793857467950605,0.564467320258525,0.0716655978092474,95.2082943383781,141.395878558368,26.01,Endothelial,3,3,2599,NS,FALSE
Leng9,-1.33980667133796,4.12296695013376,16.8168276881336,0.000737821929252863,0.0809384734517196,-1.37193975989953,,24.4210089183303,8.86285588474066,3.89,Endothelial,3,3,2599,NS,FALSE
Ifit1,0.715043091046276,6.54959364658825,16.7404295388311,0.000748104998508139,0.0809384734517196,0.72282192233292,0.0587167147950135,62.9406836803166,111.703727369041,17.08,Endothelial,3,3,2599,NS,FALSE
Nav2,1.2699669583184,4.47946467986969,16.7094685740071,0.000752714825259178,0.0809384734517196,1.20673398888382,,16.523444170147,29.7992021123276,4.81,Endothelial,3,3,2599,NS,FALSE
Tnxb,-0.678053352839368,6.38587180581507,16.5698113953375,0.000782818106129024,0.0832189020776934,-0.685591737996663,0.0694037156976879,99.4522669858481,61.4423107486131,17.01,Endothelial,3,3,2599,NS,FALSE
Endod1,0.596653641428928,7.00198347296782,16.3913160121592,0.000821117909541538,0.0856691772610477,0.594034354453247,0.0605685016962158,102.449818687326,149.689326843886,27.9,Endothelial,3,3,2599,NS,FALSE
S100a6,0.76668872179438,10.0704009936577,16.5748649009833,0.000824182357401849,0.0856691772610477,0.750947043971033,0.293110081363937,806.947340001503,1353.77782917434,72.26,Endothelial,3,3,2599,NS,FALSE
Gja1,-0.698890105659972,7.10229417406831,16.299160401038,0.000841683345873503,0.0865268978093035,-0.699445437223961,0.0261950352560457,171.414973619873,108.150240226783,22.09,Endothelial,3,3,2599,NS,TRUE
Cfb,0.926680807454369,5.9241118318609,16.1068465436199,0.000887273637244434,0.0891052155734041,0.85723173791155,0.0884110915944672,47.7368704438298,73.6801158520178,13.08,Endothelial,3,3,2599,NS,FALSE
Pkm,0.591454724383456,8.0313560865497,16.085929289609,0.000891599113092888,0.0891052155734041,0.586113353885333,0.0234986100179501,203.955800258545,314.827265763144,44.48,Endothelial,3,3,2599,NS,TRUE
Itgb5,-0.704570656991842,6.23682803162722,16.0706410995202,0.000895428254722572,0.0891052155734041,-0.697045974238049,0.0998233132880685,86.6214494620413,56.3790685534673,17.89,Endothelial,3,3,2599,NS,FALSE
Srsf5,-0.516643785066068,8.62655160048342,16.0183191005695,0.000908104778034967,0.0891052155734041,-0.521917847092089,0.0137674731469047,464.59072118245,325.514962051519,58.06,Endothelial,3,3,2599,NS,TRUE
AU021092,-0.534438424592982,9.27187249491472,15.9731908070138,0.000919318202206786,0.0891052155734041,-0.538983287900356,0.00890783320742726,736.002457892939,509.335791796254,68.41,Endothelial,3,3,2599,NS,TRUE
Afap1l1,0.55313047349162,6.92539702259986,15.9552798030058,0.000923912978152881,0.0891052155734041,0.548384795981539,0.0884110915944672,94.639796102651,141.08615483805,26.16,Endothelial,3,3,2599,NS,FALSE
Btnl9,-0.511119489715616,8.63650811393429,15.8758315781188,0.000944059742278077,0.0892500171523684,-0.505762561861043,0.014960944086521,478.039973968328,329.4402936723,45.94,Endothelial,3,3,2599,NS,TRUE
Rps27l,0.548899657845429,8.01784621351183,15.8742072707068,0.000944495104017581,0.0892500171523684,0.548668797538081,0.0245533523084619,207.967579005042,300.295238419991,46.71,Endothelial,3,3,2599,NS,TRUE
Cd24a,-0.64760072018594,8.5287809628623,15.8088809715947,0.000961503592802996,0.0899486611067203,-0.652720402092524,0.0114402068871913,468.611895651604,293.000931760191,46.25,Endothelial,3,3,2599,NS,TRUE
Parp3,1.60632414159303,3.2801776952233,15.3535329699995,0.000995420521350001,0.0920218205903496,1.65171637698681,,3.88288859333271,12.1393359971804,2,Endothelial,3,3,2599,NS,FALSE
Mafk,-0.974730572495725,5.38689888406783,15.6556901197579,0.00100333786212888,0.0920218205903496,-0.981401439553858,0.0687784236504335,56.900763834414,29.5525700530469,8.81,Endothelial,3,3,2599,NS,FALSE
Hist1h1e,0.760794421019614,5.80281200549652,15.5864576592768,0.00102293152546734,0.0923302318062516,0.753516607413267,0.143780412101748,38.2032910430312,65.3006654927042,13.04,Endothelial,3,3,2599,NS,FALSE
Rlim,-0.676594254500938,6.26498769553909,15.5690109462241,0.0010271785665077,0.0923302318062516,-0.689132235921223,0.0806760274598065,99.1277750061559,59.4493366475182,16.7,Endothelial,3,3,2599,NS,FALSE
Clk1,-0.635058546598216,7.78458702838097,15.5364853648098,0.00103630938959449,0.0923302318062516,-0.637607297783396,0.0234986100179501,264.146603829575,174.094860186126,38.05,Endothelial,3,3,2599,NS,TRUE
Tbxa2r,-0.516211242981505,7.87185076423731,15.4703067915297,0.00105545054952939,0.0928626953745836,-0.521412019166404,0.031299362284942,275.443839332399,193.204503644363,41.32,Endothelial,3,3,2599,NS,TRUE
Prr7,-1.2112020560567,4.31611813353192,15.4367694196566,0.00107024875657275,0.0928626953745836,-1.12182710125673,,24.1350707083143,13.1890491339513,4.35,Endothelial,3,3,2599,NS,FALSE
Fstl1,0.596331042806835,7.59653931148773,15.4140362711882,0.00107206532340513,0.0928626953745836,0.592029933191632,0.0366547676603867,148.705267144822,233.492627459901,33.94,Endothelial,3,3,2599,NS,TRUE
Hoxb2,-0.810126251523758,6.15392002343794,15.3234041267806,0.00109954400589278,0.0943691208727241,-0.79822080209134,0.0607812959822258,93.4500039546665,55.7828513624749,15.43,Endothelial,3,3,2599,NS,FALSE
Mmp11,-1.17529269994371,4.42848494006201,15.1677134706538,0.00115248053548752,0.0979000143051073,-1.14247140756117,,24.4866687708085,11.4276194260768,4.85,Endothelial,3,3,2599,NS,FALSE
Ccdc184,2.06511114008541,3.18572334746778,14.6600489587219,0.00116703342509097,0.0979000143051073,1.96233767083273,,4.57506612984047,12.2667699379178,1.65,Endothelial,3,3,2599,NS,FALSE
Lamb1,1.28548278372698,4.36070303944298,15.0779729648205,0.00117207927334816,0.0979000143051073,1.18593367707859,,15.9682650475401,27.5033962558357,4.58,Endothelial,3,3,2599,NS,FALSE
B930036N10Rik,-1.79744958242636,3.09509403848559,14.9708217749094,0.00118408925407836,0.0980279201053368,-1.86746664966255,,11.481208937769,2.89612089805387,1.81,Endothelial,3,3,2599,NS,FALSE
Slc25a25,-0.879883767816658,4.96588533153875,15.0119498306568,0.0012008864518119,0.098546427690354,-0.848792277506063,,37.224265422163,22.1573593284479,7.08,Endothelial,3,3,2599,NS,FALSE
Dhrs3,-0.712126304038776,7.80709954803738,14.6905624700845,0.00131357709480484,0.106856641059993,-0.731405545063445,0.0166324357365948,294.115635449443,170.391414806011,39.67,Endothelial,3,3,2599,NS,TRUE
Dnaja1,-0.682134993523646,10.1056314280661,14.6045432704683,0.00134612936829949,0.107701235666302,-0.669237951505049,0.360575234961097,1351.54676883958,854.612985740121,67.64,Endothelial,3,3,2599,NS,FALSE
Ifit3,0.595126191193452,7.16816457541584,14.6025641455394,0.00134698498909217,0.107701235666302,0.591190680602427,0.0665043024669138,110.623822734493,167.284065451559,24.2,Endothelial,3,3,2599,NS,FALSE
Dixdc1,1.66684553943101,3.54762203817705,14.3272800374133,0.00137068520444885,0.108023360299448,1.87881197093773,,3.13790246090553,16.8286054309184,1.92,Endothelial,3,3,2599,NS,FALSE
Anxa1,0.884910136144715,5.77097371977788,14.476540241012,0.00139758644424457,0.108023360299448,0.903029943138186,0.0687784236504335,38.0834448637277,70.1069376811876,12.47,Endothelial,3,3,2599,NS,FALSE
Stk11,-0.597816674700049,6.30740239806099,14.4709686810526,0.0013987129020803,0.108023360299448,-0.601570234270668,0.14872676025344,93.8824136508373,63.2633861350644,18.55,Endothelial,3,3,2599,NS,FALSE
Igfbp3,-0.674932405125373,10.5211980947265,14.4530217314156,0.00140574022235855,0.108023360299448,-0.693259895166866,0.293110081363937,1837.97847011023,1134.49107511019,61.1,Endothelial,3,3,2599,NS,FALSE
Sox18,-0.479207022004529,8.4744947501091,14.4455967825194,0.00140874932726165,0.108023360299448,-0.487464982937202,0.0234986100179501,409.475795832332,296.355910234451,52.1,Endothelial,3,3,2599,NS,TRUE
Ucp2,0.966301324780422,6.80679416844107,15.4157476443664,0.00142204051605447,0.1081560083552,0.925841892043122,0.373073999454861,81.7399663808395,151.077555054768,21.28,Endothelial,3,3,2599,NS,FALSE
Cd36,-0.545712695362617,7.68668966545365,14.3371437134937,0.00145335953345914,0.109646600286373,-0.548708014468912,0.0468132748489624,246.084692696082,166.898317646886,24.89,Endothelial,3,3,2599,NS,TRUE
Fbxo38,0.937634401892024,4.54477660541625,14.2236417098473,0.00150486483377301,0.112624084159572,0.971803040781124,,13.9492840297579,29.0624059223639,5.62,Endothelial,3,3,2599,NS,FALSE
Lgals3bp,0.743505621578514,6.9887904574145,14.1747292543404,0.00152325571732098,0.113095692345538,0.701569470547602,0.0665043024669138,106.871682801181,153.752070394846,26.13,Endothelial,3,3,2599,NS,FALSE
Enpep,-0.617021842576756,6.64521664543721,14.1224303509595,0.00154649427718354,0.113646898365158,-0.627317317823488,0.0809799504852414,122.917523244635,76.0974084294615,22.16,Endothelial,3,3,2599,NS,FALSE
Cd34,0.467367557807607,9.5764216097717,14.0957650004917,0.00155838594996922,0.113646898365158,0.460944483821375,0.0166324357365948,635.593944552208,882.192127331338,78.34,Endothelial,3,3,2599,NS,TRUE
Hipk2,-0.541438217370901,8.24795057519919,14.0765389517858,0.0015671245204816,0.113646898365158,-0.540964835689253,0.0288301310590387,366.545172356598,245.12459653865,50.21,Endothelial,3,3,2599,NS,TRUE
Rgs3,-0.52966101245483,6.88973697721279,14.0274076173198,0.00158975667104226,0.114160795623091,-0.536343686916511,0.109442526244425,136.492391187746,97.728281436904,25.97,Endothelial,3,3,2599,NS,FALSE
Bex3,-0.623276498764889,6.37517190456497,14.0085099598259,0.00159861723427311,0.114160795623091,-0.639055362720171,0.103754462805287,107.122393748269,64.1357588493492,18.43,Endothelial,3,3,2599,NS,FALSE
Arl4c,-1.23496378064638,3.73678757298495,13.8120720914096,0.00170219261576825,0.11925499900109,-1.25439848627904,,18.0747882288303,7.62615636726588,2.89,Endothelial,3,3,2599,NS,FALSE
