gene,module,GS_T2D,GS_p,MM_green,MM_blue,MM_turquoise,MM_grey60,MM_brown,MM_yellow,kME_own,hub
AATK,pink,0.0284933588012455,0.863290996728007,-0.21880706890309,0.261444008986923,0.046082170922027,-0.012132474380342,-0.406231944975159,-0.150647642840315,0.515048588917288,FALSE
ABAT,brown,-0.308496169840012,0.056033756979014,0.251939607914449,-0.199317864372048,0.0617915998539445,0.65184152246193,0.344781693349694,0.137628375091555,0.344781693349694,FALSE
ABCA1,green,-0.106321221753273,0.519443817604167,0.603727818300053,-0.504238920592179,-0.513412112655309,0.299691278464513,0.536279154150227,0.365542358741047,0.603727818300053,FALSE
ABCA11P,green,-0.484731160841275,0.00176439685479421,0.668482464809356,-0.580837130360334,-0.547070178589725,0.10276163849176,0.451521560724365,0.481744707740877,0.668482464809356,FALSE
ABCA12,blue,0.19648448411267,0.230585626838561,-0.551346421852238,0.562975551442766,0.289571931185262,-0.381481812985554,-0.600295291071187,-0.470022541132633,0.562975551442766,FALSE
ABCA2,turquoise,0.355064154903397,0.0265506216761832,-0.677854742154033,0.521613932839237,0.595788577259857,-0.527246965641778,-0.426384919900907,-0.363799172737647,0.595788577259857,FALSE
ABCA3,blue,0.308246482744967,0.0562432035232808,-0.495521030070915,0.522993216783405,0.359618239756115,-0.326666628986074,-0.521813117087226,-0.347359221314863,0.522993216783405,FALSE
ABCA4,purple,-0.18231524293431,0.266630061012173,0.390757919406734,-0.422831787014511,-0.50658022142181,-0.124139987956281,0.237490401052625,0.427075382905684,0.406742374070422,FALSE
ABCA5,purple,-0.185674898863665,0.25776565465979,0.461872810800805,-0.293241737941329,-0.40226604185593,0.156983675112641,0.321327035986072,0.109476721694262,0.599304525739962,FALSE
ABCA6,green,-0.286073327854996,0.0774785383526171,0.516695590324598,-0.291870928469053,-0.342661912669538,0.705805174005836,0.395865666457642,-0.0274816483424974,0.516695590324598,FALSE
ABCA7,turquoise,0.38587842527033,0.0152577164354239,-0.733383037930815,0.551139505877995,0.655137911205653,-0.372985062698466,-0.498461240492374,-0.294010309202535,0.655137911205653,FALSE
ABCA8,green,-0.236567897597061,0.147066184030813,0.621984921874269,-0.380407204177608,-0.529712156572948,0.544701145247635,0.37987305604908,0.081385904705818,0.621984921874269,FALSE
ABCB1,turquoise,0.0686540769720646,0.677932712253406,-0.270628955956181,0.216520048194011,0.540599443515285,0.288385579781393,0.0548451980627294,-0.181867847661467,0.540599443515285,FALSE
ABCB11,salmon,0.00209660106815699,0.989893249956746,-0.0570380972675405,0.168721967177705,0.268892086461506,0.47944772737552,-0.101372261844246,-0.0874964038988825,0.543784564300839,FALSE
ABCB4,turquoise,0.274608159101814,0.0906784080492251,-0.59367335872974,0.529393111402117,0.786300378312287,-0.225322796170342,-0.229693571521063,-0.351233457401621,0.786300378312287,TRUE
ABCB6,blue,-0.00301970663570155,0.985443783343938,-0.309186822084484,0.480796542035074,0.432659729614633,0.31331210748486,-0.300223823431427,-0.437008371195401,0.480796542035074,FALSE
ABCB7,brown,-0.387344694884244,0.0148418915881389,0.437109793724571,-0.437758616233326,-0.136353144329123,0.601120353524702,0.544346430051782,0.334519346001232,0.544346430051782,FALSE
ABCB9,blue,-0.084121266904838,0.610647746779593,-0.401262816630288,0.394064220677612,0.201159600119567,-0.0627715950094422,-0.485810165962098,-0.365786249324946,0.394064220677612,FALSE
ABCC1,magenta,0.2449273802304,0.13289021338117,0.0192925216447861,0.0850808727747333,-0.0437909433720696,-0.254362524856933,-0.0243009841628686,-0.0165829877867913,0.335373124322588,FALSE
ABCC10,blue,0.350977811670463,0.0284688226449118,-0.428753735012199,0.517072371920252,0.296236362165075,-0.290732082697659,-0.478412237943136,-0.388825459313601,0.517072371920252,FALSE
ABCC2,grey60,0.0183189804323804,0.911862937657188,-0.0168938881818544,0.228987931513516,0.208874512456097,0.582899802135671,0.0135509531470201,-0.376094001775013,0.582899802135671,FALSE
ABCC3,turquoise,0.116610416019012,0.479593856091221,-0.135874166920584,0.267962251621402,0.276267649113537,0.208229846145764,-0.106347319133744,-0.35427117474219,0.276267649113537,FALSE
ABCC4,yellow,-0.0383550782877887,0.816678255435904,0.374760467837358,-0.392347030328776,-0.304468165714067,-0.0706205230929399,0.350507432387276,0.362480900318775,0.362480900318775,FALSE
ABCC5,turquoise,0.354192232171228,0.0269506711091427,-0.474824831000309,0.50026962447183,0.488831186258764,-0.377215540013712,-0.392926463382085,-0.202630685827849,0.488831186258764,FALSE
ABCC6,turquoise,0.129583166355489,0.431726389689715,-0.616819482962208,0.733048839772456,0.692492649607748,-0.0783841655827906,-0.465790918187449,-0.712610494744915,0.692492649607748,FALSE
ABCC8,red,0.0978106517343393,0.553598143037226,0.0664167947069478,-0.0785971729006055,-0.299371436715555,-0.134177350757372,-0.126669329937215,0.0593499791458063,0.520847316168313,FALSE
ABCC9,yellow,-0.289199607321096,0.074153401204097,0.282327608937745,-0.390368917384241,-0.279964160957654,0.0852961706592664,0.196631873347782,0.516533407666315,0.516533407666315,FALSE
ABCD1,turquoise,0.138244299842577,0.401308239913657,-0.464591413564459,0.317320713305891,0.482634885619681,-0.347870530503496,-0.190140330487532,-0.146728777651785,0.482634885619681,FALSE
ABCD2,midnightblue,-0.00145443882728575,0.992988725686843,-0.168119003160428,-0.250853797095401,0.033341934241089,-0.403574721306064,0.133429811454288,0.332892481841578,0.653795540220835,FALSE
ABCD3,salmon,0.1872226648595,0.253748619723863,-0.160108767847219,0.172296397657509,0.422602556785958,0.0859856397605851,0.181223487543202,-0.226996960167074,0.600954069765091,FALSE
ABCD4,blue,0.00933276583297492,0.955032721156542,-0.402535764325584,0.605463206968689,0.4991068803753,0.145504750633043,-0.430852034691277,-0.507917072590515,0.605463206968689,FALSE
ABCE1,brown,-0.173220475004756,0.291624892842251,0.481571938331838,-0.62773079498013,-0.140226505062628,0.249980600603484,0.795489058489206,0.610723382812855,0.795489058489206,FALSE
ABCF1,turquoise,0.270907703902488,0.0952895828740144,-0.663352570431166,0.413136583949245,0.6600758899006,-0.349612577051568,-0.30610209533998,-0.172860544017535,0.6600758899006,FALSE
ABCF3,blue,0.240471139826377,0.140315138438063,-0.730875929628979,0.785659381945954,0.652177067408791,-0.280485857472708,-0.736156643043371,-0.555269886618969,0.785659381945954,TRUE
ABCG1,grey,0.0134680907318994,0.935143496440952,-0.128549814075028,0.241888090038832,0.0951862026781378,0.0160982366321079,-0.262791924259096,-0.173479037642938,,FALSE
ABCG2,brown,-0.348144610795895,0.0298648305711669,0.71553245722951,-0.630373053963881,-0.555949589650664,0.565099368019825,0.651660560661543,0.354050345408715,0.651660560661543,FALSE
ABCG4,pink,0.149076378927691,0.365058896045799,-0.179405803712382,0.172109722554359,-0.0183024547276979,-0.166680449009118,-0.333326168488487,-0.0999560991405577,0.454995442477776,FALSE
ABCG5,grey,-0.0806413552219702,0.625538390179378,-0.000559958428667673,0.217158279078511,0.0779692274227705,0.0520376901299825,-0.0543687492853058,-0.345092231744032,,FALSE
ABHD10,brown,-0.39483710006613,0.0128634384501384,0.635771527370296,-0.710876692932146,-0.446261734152453,0.187900591321906,0.758174378717357,0.557134046976566,0.758174378717357,TRUE
ABHD11,turquoise,0.298259741718466,0.0651456662696767,-0.518305225216514,0.505455960424376,0.487106228073684,-0.254442520232989,-0.458887009626575,-0.149438993267882,0.487106228073684,FALSE
ABHD17A,blue,0.254830363287346,0.117439789311349,-0.746291349870121,0.840900108702116,0.758366384390574,0.0102989201653372,-0.635853220224319,-0.73932635612719,0.840900108702116,TRUE
ABHD17B,yellow,-0.213924835252847,0.19097747099797,0.296807759686278,-0.244307418824036,-0.206736038157025,0.32084166665059,0.0559683599803071,0.381284494566438,0.381284494566438,FALSE
ABHD18,brown,-0.357470814418295,0.025471857788334,0.346508928753773,-0.333558707896423,-0.114560855495617,0.503570989052462,0.321421685465227,0.329055403957238,0.321421685465227,FALSE
ABHD2,turquoise,0.116098488581316,0.481537956603539,-0.58030216865971,0.595386555088913,0.645553523797583,-0.0590989555089281,-0.43873145449805,-0.492559125149814,0.645553523797583,FALSE
ABHD3,brown,-0.049171648659847,0.766263590254714,0.343009731727599,-0.292293439843203,-0.16698710673407,0.257853840775651,0.428329136043547,0.0770112323546115,0.428329136043547,FALSE
ABHD4,turquoise,0.0851178650914774,0.606411219411825,-0.216635120563096,0.00123691994186792,0.48244354572602,-0.0358698339137478,0.178493007530494,0.281886551629387,0.48244354572602,FALSE
ABHD5,turquoise,0.332480623292682,0.0386372131210745,-0.314320776730955,0.0923977486500679,0.340065901464059,-0.109434379349274,-0.0552262669072392,0.0545080334743169,0.340065901464059,FALSE
ABHD6,turquoise,0.409861562163805,0.00956251891263845,-0.432849958048445,0.36886156362091,0.574688737413532,-0.0830777259192195,-0.114106462987164,-0.325275277390128,0.574688737413532,FALSE
ABHD8,turquoise,0.375579792784569,0.0184644086843307,-0.687696317303289,0.637714276233073,0.717696176773059,-0.218371273592957,-0.433022500395793,-0.503420686511581,0.717696176773059,TRUE
ABI1,brown,-0.0318013234453586,0.84759639295238,0.17645286207034,-0.273044827263546,0.00912373112407759,0.171151668899738,0.363991802769977,0.297800983186708,0.363991802769977,FALSE
ABI2,black,0.0245305441056646,0.882160349328398,0.103517502175512,-0.161474638010483,-0.111582936336712,-0.290496996544685,0.0604794535400656,0.394065171813235,0.647153492570266,FALSE
ABI3BP,lightgreen,-0.340296890285967,0.0340286992499751,0.238089886653216,-0.308778096847457,-0.345591619437299,-0.0592361927035713,0.118247976226549,0.321311910807202,0.813473368937504,FALSE
ABITRAM,brown,-0.242052704903476,0.137645738487772,0.455990417586274,-0.623345280535754,-0.24147044088754,0.104322969366028,0.654451893019212,0.548786819145835,0.654451893019212,FALSE
ABL1,turquoise,0.278242968272997,0.0863184576803552,-0.625620350934416,0.654906147167118,0.709776467309763,-0.134521602395165,-0.522401292639199,-0.424753105139871,0.709776467309763,TRUE
ABL2,grey,-0.0895985966425386,0.587521587058699,0.191904014571227,0.0502052238140228,-0.0989154171551901,0.161114090301951,-0.0705657681421739,0.121828815352725,,FALSE
ABLIM1,turquoise,0.158217134727129,0.336051618350121,-0.30558851672293,0.501569884840027,0.540460987201373,-0.0161992642492385,-0.257429214392141,-0.355414705546846,0.540460987201373,FALSE
ABLIM3,grey,0.0519380291681163,0.753511979372134,0.109662786807589,-0.0768348775023169,0.00755055058395091,0.186775443078165,0.169613057638868,0.170626435935229,,FALSE
ABO,grey,0.0293994887044817,0.858986464024868,-0.23420889978267,0.220541941675128,0.0529076924055244,-0.222220786708776,-0.323669223418193,-0.204498119010783,,FALSE
ABR,blue,0.477232401161733,0.00212649438627398,-0.75462278849929,0.589269623893207,0.494008689051017,-0.645343216632587,-0.594758637315937,-0.375628719927601,0.589269623893207,FALSE
ABRAXAS2,yellow,-0.247770544108363,0.128307853593836,0.445911064317068,-0.757168449091475,-0.284694405388211,0.127554359829929,0.730310775729563,0.729588452496861,0.729588452496861,TRUE
ABT1,turquoise,0.364831000681606,0.0223958937011709,-0.518572630889807,0.140935451507536,0.562650610888827,-0.130092597188783,-0.0915705608863879,-0.0134256652655577,0.562650610888827,FALSE
ABTB2,grey,0.0436368569089112,0.791956104883206,-0.110436123566844,0.269375623160646,0.0538446675233796,0.0463543781799684,-0.317085574925565,-0.257274189353154,,FALSE
ACAA1,turquoise,0.188556165643927,0.250321367337345,-0.742562652122994,0.631657701966647,0.800666366895892,-0.0482807966283889,-0.434235700173787,-0.535024849191976,0.800666366895892,FALSE
ACAA2,lightcyan,-0.112862448188226,0.493921719548581,0.154504291435293,-0.204931581046744,0.0447048684548299,0.475109195634123,0.374373568294727,0.0963778156104887,0.700905884030758,FALSE
ACACA,brown,-0.00298518919716898,0.985610154067081,0.0555325503655039,-0.108941167838614,0.0545300964688244,-0.227938913945481,0.214158623709689,0.16032509808596,0.214158623709689,FALSE
ACACB,turquoise,0.010085734156485,0.951408900385968,-0.299948562800225,0.360386036208274,0.354345756313269,-0.216396549454272,-0.240967258691636,-0.230934767271658,0.354345756313269,FALSE
ACAD10,blue,0.15414799789068,0.348784250853692,-0.491537893542878,0.602837020677319,0.509483207445069,-0.047050477054198,-0.484054903277534,-0.454077275383692,0.602837020677319,FALSE
ACAD8,lightcyan,-0.150866084011457,0.35926463131798,0.0409248613987082,-0.14166787841418,0.252821169898185,0.311503318861195,0.349040570872632,0.0789765515233208,0.645412398314455,FALSE
ACADL,salmon,0.144664200465294,0.379580695977008,0.0759688313179845,-0.0370822821036848,0.144657253743103,0.377730902569608,0.238582527502895,-0.145983849632156,0.517645459724661,FALSE
ACADM,brown,-0.0918123450312602,0.578286434753233,0.414479570663599,-0.572610887000884,-0.130624385787064,0.277394770837655,0.763928814641233,0.417126074937371,0.763928814641233,FALSE
ACADS,turquoise,0.0787274428212157,0.63379145489561,-0.601421909976267,0.545482767871368,0.689267912410494,0.106097052955308,-0.38280241910078,-0.457264302727873,0.689267912410494,FALSE
ACADSB,green,-0.374667294425745,0.0187739506583585,0.6710875459365,-0.533834474800297,-0.522558369417734,0.687462824629307,0.527607428748152,0.256288279626155,0.6710875459365,FALSE
ACADVL,turquoise,0.175211219039443,0.286028917460932,-0.637535644512587,0.712127831419461,0.727276482118338,-0.0421496019844775,-0.448622795185714,-0.679091381895089,0.727276482118338,FALSE
ACAN,blue,0.23137925373482,0.156405075860436,-0.412092733380009,0.377674853589045,0.172239710272862,-0.126422643470617,-0.46435611946027,-0.314398114713176,0.377674853589045,FALSE
ACAP2,brown,-0.132669503010207,0.420743081963951,0.55607263407764,-0.781175591772887,-0.316218333763129,0.171366439081241,0.841350530854122,0.607830725140052,0.841350530854122,FALSE
ACAT1,turquoise,0.218985332687548,0.180443061089264,-0.682367841895707,0.477054432828988,0.810068176911138,-0.10733121090477,-0.240695523910939,-0.305052907062765,0.810068176911138,TRUE
ACAT2,turquoise,-0.0545034016354802,0.74174416140917,0.0356711718547461,-0.0933753316674464,0.0908909171091884,0.154415443289911,0.186856938531918,0.0687555005904173,0.0908909171091884,FALSE
ACBD3,cyan,-0.0768282824424949,0.642024314279289,0.355971207764859,-0.625883928672847,-0.133719670722041,-0.120650135865766,0.776363989315922,0.611113090416346,0.73449429521935,FALSE
ACBD4,blue,0.319238301722487,0.0475964809366823,-0.600844246279397,0.833910573066954,0.513375540040924,-0.234484803909261,-0.69831029703716,-0.762144017676477,0.833910573066954,TRUE
ACD,turquoise,0.173719608480797,0.290215249742513,-0.560180372363214,0.469551214106208,0.496053747381467,-0.322115257345841,-0.374572597151233,-0.349743503755751,0.496053747381467,FALSE
ACE,pink,0.369909680708917,0.0204592003003666,-0.313354452362448,0.376929282218406,0.0949627471910804,-0.0135772091120091,-0.48444054915635,-0.28692011862519,0.482954781418683,FALSE
ACE2,yellow,-0.231178106177616,0.156775597983951,0.133238750500117,-0.370805094233254,-0.0411183923988557,0.0506511452469203,0.294488411107132,0.560554728744536,0.560554728744536,FALSE
ACHE,blue,0.144551090753392,0.379957392723332,-0.608490031977356,0.518373222162095,0.566495670068498,-0.144673628101418,-0.440548864450654,-0.391528704310661,0.518373222162095,FALSE
ACIN1,blue,0.0573744878109377,0.728642421717122,-0.266984708366795,0.534683646146887,0.287188558879982,-0.0490460156350947,-0.346737599128567,-0.531158193755608,0.534683646146887,FALSE
ACKR1,black,-0.0675010406775169,0.683057122883155,0.0530035585830076,-0.155559507275636,-0.292344823067254,-0.207864026248473,-0.145009593512894,0.195281948870716,0.455771866295322,FALSE
ACKR2,green,-0.527446688151139,0.000559894959034425,0.476264575161745,-0.312115175213026,-0.369388550843851,0.330541591536623,0.162783483306102,0.295249847178729,0.476264575161745,FALSE
ACKR3,turquoise,0.242070646950019,0.137615672405451,-0.447797605524976,0.432903274304447,0.541939172036934,-0.457688110220656,-0.310828090600944,-0.184710993460955,0.541939172036934,FALSE
ACKR4,yellow,-0.136777318099445,0.406371636482144,0.327257832800538,-0.393471714710542,-0.314435394200864,-0.195920860273516,0.244889475630262,0.527352753748306,0.527352753748306,FALSE
ACKR5,yellow,0.136679923403701,0.40670909047209,-0.00165942202543018,-0.296769637438907,-0.0516245969232334,-0.273933428382038,0.195800308658255,0.396745042097179,0.396745042097179,FALSE
ACLY,turquoise,0.336015746986971,0.0364935986021687,-0.338232001653067,0.143812350214294,0.498296796909971,-0.31463085985238,0.0299057278692507,0.134472930088862,0.498296796909971,FALSE
ACO1,salmon,0.139121340218555,0.398298498831965,-0.213546384755909,0.084536181378577,0.450636514837103,0.417543380069774,0.130485326876978,-0.148018773540544,0.732961778571724,FALSE
ACO2,turquoise,0.164731787033806,0.316272853332512,-0.65575604218364,0.552262405588834,0.880115347661495,-0.0167129560770466,-0.288219782068299,-0.333975002270855,0.880115347661495,FALSE
ACOT11,blue,-0.0333407402192675,0.840311980095696,-0.308040299743875,0.476506725643975,0.11367568097118,-0.301810691755193,-0.600220621597288,-0.268041423210502,0.476506725643975,FALSE
ACOT13,salmon,-0.153363969712504,0.351270851554378,-0.0944543057452431,-0.0517861648122547,0.278698819734203,0.397401292111818,0.267288950584832,-0.168472090191092,0.685466802302057,FALSE
ACOT7,blue,0.277818749204645,0.0868187764905762,-0.62485439716637,0.730938829263277,0.533740087744838,-0.196736140424664,-0.653211421025798,-0.559991198779742,0.730938829263277,TRUE
ACOT8,blue,0.0868045932472349,0.599269841780941,-0.588675539259435,0.640583046735996,0.635794602161283,-0.148348115643535,-0.498520424922159,-0.507735259606762,0.640583046735996,FALSE
ACOT9,brown,0.253027106698322,0.120147471169815,-0.0744518200054753,-0.12670120134346,0.258771122440223,-0.2894086633038,0.242799318581705,0.356312836082504,0.242799318581705,FALSE
ACOX1,cyan,-0.0585055938434693,0.723501364353297,0.0450516905420189,-0.0309225156812926,0.186614295478904,0.26374929643162,0.24018359613058,-0.107054978123968,0.529878972980371,FALSE
ACOX2,turquoise,-0.0102099303001176,0.950811270555789,-0.265372398271787,0.396937602022242,0.361802033754149,0.304810865235325,-0.194261407590153,-0.577414141941422,0.361802033754149,FALSE
ACOX3,turquoise,0.257211979764758,0.113934364676838,-0.603559201041417,0.61083190504983,0.669155535743091,-0.265780508567654,-0.524493745055159,-0.38007127424798,0.669155535743091,FALSE
ACOXL,blue,0.270849073747252,0.0953640641834327,-0.629664078279335,0.571778215603042,0.464911975315548,-0.0562259366828684,-0.560486321613205,-0.489815442972356,0.571778215603042,FALSE
ACP1,lightcyan,-0.0984053761952678,0.55117758604528,0.139146092639144,-0.281062477153343,0.239133295019787,0.396721713843673,0.56872374009881,0.174796974377641,0.765274831790166,FALSE
ACP2,turquoise,0.220889734330909,0.176587930381757,-0.602171164732342,0.608819453857337,0.73158328492,-0.207129056592603,-0.371728342913404,-0.450264554299818,0.73158328492,TRUE
ACP3,green,-0.182102322298233,0.267198541456296,0.306899006243219,-0.299286373919802,-0.484437785173101,-0.204467639790807,0.0416577728016403,0.372352260439944,0.306899006243219,FALSE
ACP5,turquoise,0.306053736207301,0.0581095156300527,-0.459490781190749,0.438152284039454,0.623365180508094,-0.0173860178450426,-0.211238091880262,-0.269729263245623,0.623365180508094,FALSE
ACP6,grey,-0.337027814994871,0.0358981197422498,0.0228431356938659,0.0680610025476179,0.12272683782567,0.0107127413224704,0.0442110279343251,-0.0663300804950994,,FALSE
ACR,black,-0.266096619203511,0.101551381476534,0.231611837471291,-0.23407465067791,-0.467018398290486,-0.0411207597303753,-0.0394832882920195,0.0741323264455497,0.492999528935047,FALSE
ACRV1,red,-0.206597979772889,0.206987339495683,0.488264190059229,-0.590704464731977,-0.602510373012032,-0.0482049757223064,0.312728167220599,0.515469286318476,0.723923780703333,FALSE
ACSBG1,red,-0.221116507305389,0.176132819955669,0.324294186191157,-0.368643404050639,-0.476017762638974,0.230541035970235,0.0823421184789376,0.338952295533051,0.594867891921512,FALSE
ACSBG2,red,-0.338650331566862,0.0349600565976402,0.411655606490632,-0.436191190828745,-0.569185128177364,-0.0361866566671054,0.187147366625169,0.284495987149123,0.651672502039951,FALSE
ACSF2,turquoise,0.0746934754084913,0.651329280028993,-0.372772634066711,0.446182034525608,0.540305973670493,0.00389346226797736,-0.187624428510574,-0.439640959472857,0.540305973670493,FALSE
ACSL1,turquoise,0.201456053174197,0.218765977924212,-0.451292805255156,0.330077294615176,0.592410086666992,0.0890999990983281,-0.107350799809739,-0.326811044618,0.592410086666992,FALSE
ACSL3,brown,-0.0470791436272862,0.775949669623042,0.447977364892262,-0.570695394629657,-0.263573891748951,-0.149810438421536,0.703005365844883,0.478867785718106,0.703005365844883,FALSE
ACSL4,tan,0.193538097459889,0.23779221652705,-0.0206012252148948,-0.0542053817683584,0.109044157201668,-0.252767601155867,0.128682197147321,0.172063454874266,0.189676584858641,FALSE
ACSL5,green,-0.258101918074647,0.112644965986789,0.52592032442703,-0.419510075439403,-0.367641046692623,0.588397819796812,0.467870066551974,0.151164205550581,0.52592032442703,FALSE
ACSM1,grey,-0.186491775947901,0.255640313382731,0.340950062302484,-0.211737717466541,-0.374633688803385,0.195877894245361,0.113419767092748,0.0675990290685872,,FALSE
ACSM3,green,0.0111325284147692,0.946372595361436,0.304993380186597,-0.220885828371705,-0.201849103788068,0.603099283089695,0.273852798432947,-0.0381155407557483,0.304993380186597,FALSE
ACSM5,blue,0.0370433099097262,0.82284638847468,-0.142269175113786,0.284485586294402,0.375156399028712,0.464976551168063,-0.0318856075840244,-0.386244372434097,0.284485586294402,FALSE
ACSS3,brown,0.067318843928936,0.683868145372862,0.21438070015834,-0.314694148155724,-0.0118428694496571,0.0154166765506097,0.374913222797647,0.34083440531327,0.374913222797647,FALSE
ACTA1,blue,0.208523778615446,0.202691673916489,-0.57587112920267,0.428938145919961,0.46888447433307,-0.0198884502045654,-0.389672389519033,-0.415088235526846,0.428938145919961,FALSE
ACTA2,magenta,0.0336482514243912,0.838858408292722,0.20451950114142,-0.121632090812582,-0.211340398205446,0.0871470446553045,0.163493505786213,-0.055805045678878,0.706016183936894,FALSE
ACTB,turquoise,0.0176023227310201,0.915298249903254,-0.206909162758743,-0.0342546127614743,0.320480405059364,-0.425514427942082,0.124644143730756,0.189365345207989,0.320480405059364,FALSE
ACTC1,yellow,-0.188251620557394,0.251101339019386,0.251269826124055,-0.353752066374516,-0.286401949797287,-0.117658855869623,0.183564865059989,0.455924311550898,0.455924311550898,FALSE
ACTG1,greenyellow,0.142942449435657,0.385338570973318,-0.330241576652998,0.385242228102917,0.464274171654374,-0.120965882903561,-0.143458092783659,-0.29837940724635,0.629230203164964,FALSE
ACTG2,magenta,0.150293647537778,0.361111866639013,0.104745153325815,-0.0561489614306136,-0.189106089000637,-0.156287189051348,-0.0157028013655086,0.0620436148005026,0.57250073927387,FALSE
ACTL6A,brown,-0.0988075656554315,0.54954348925448,0.568651604250823,-0.587215526647697,-0.306823072395243,0.0202330136501025,0.725165111958416,0.529602720336531,0.725165111958416,FALSE
ACTL6B,grey,0.0683564952260454,0.679253891729336,-0.194524457146353,0.150902678300358,-0.122429570708398,-0.190161731781765,-0.337046516203163,-0.167435221209416,,FALSE
ACTL7A,grey,0.0338489228521859,0.837910140247181,-0.00957285525252475,-0.0483384899041301,0.0683768116242506,0.0639418669778182,0.00638701730385896,0.0685270450884691,,FALSE
ACTL7B,pink,-0.0518679032874783,0.753834444953501,-0.368172590349549,0.385401700792062,0.192049906760017,0.0894325253094519,-0.53526570558033,-0.407790183561238,0.644382483841213,FALSE
ACTL8,grey,0.0784010443619088,0.635203338183163,-0.2716231680468,0.143883277322232,0.165665815258627,0.0930463042423839,-0.274476932867694,-0.00106530237355593,,FALSE
ACTMAP,royalblue,0.0315982985310085,0.848558038670188,0.30726444279626,-0.228646416808836,-0.319863624935806,-0.208295147740326,0.233250301535485,0.168837934184783,0.507434122662898,FALSE
ACTN1,tan,0.353230471881721,0.0273977113964189,-0.804546288831034,0.745917206702035,0.821486338991487,-0.176831938811658,-0.543481467201274,-0.580724830373708,0.729905327744895,FALSE
ACTN2,yellow,-0.27855707101835,0.0859494493807029,0.115272430446421,-0.237134093279122,-0.152510501237498,-0.33428652934481,0.100381436599043,0.423371019693146,0.423371019693146,FALSE
ACTN3,pink,0.18778888474913,0.252289562744914,-0.30593816048557,0.461407051687393,0.126998648237011,-0.0824052603304697,-0.578265799263032,-0.318943934422212,0.587044476803259,FALSE
ACTN4,turquoise,0.100815425447169,0.541419982002428,-0.400130745413706,0.276172110282915,0.612958703684409,-0.330410914542642,-0.0251199293465395,-0.0800808025147918,0.612958703684409,FALSE
