gene,GSM391693,GSM391694,GSM391695,GSM391696,GSM391697,GSM391698,GSM391699,GSM391700,GSM391701,GSM391702,GSM391703,GSM391704,GSM391705,GSM391706,GSM391707,GSM391708,GSM391709,GSM391710,GSM1585577,GSM1585578,GSM1585579,GSM1585580,GSM1585581,GSM1585582,GSM1585583,GSM1585584,GSM1585585,GSM1585586,GSM1585587,GSM1585588,GSM1585589,GSM1585590,GSM1585591,GSM1585592,GSM1585593,GSM1585594,GSM1585595,GSM1585596,GSM1585597
AAMP,7.46743020331965,7.54231840096193,7.16164276770259,7.38386514246416,7.2431842064357,8.09201851133028,7.96334392504209,7.76337620752968,7.56739853402558,7.86421002553186,8.17925403165183,8.12321491458201,7.31069112632889,7.26993519247217,8.14434338951193,7.88235792850821,7.82494655402283,7.99197154978212,7.27603403934375,7.4993405825955,8.00379411399094,7.98349025080203,7.70333153034562,7.86186789324458,7.98584669466466,7.82400895905268,7.4561773089975,7.60572130299346,7.69131427032294,7.84487193789833,7.68337545844484,7.66524750417646,7.55969694372578,7.40643334258182,7.62796245737536,7.70657656574326,8.20973368677005,7.33453771500977,7.46537607036735
AANAT,3.93683701842484,3.7250545212443,3.84952333261931,4.09637028440402,4.05250997653775,3.92456433307393,3.82683882658934,3.88419553827626,3.67431716583738,4.04307507781797,4.23586506058278,4.14578827665612,3.85004934600216,3.9287136257872,3.79889193445833,3.96968243422584,3.68629929696206,3.92936486781953,3.78867479657106,3.72258059732968,3.69420366996267,3.91693207552933,4.27238868636813,3.70590812770119,4.25507944583958,4.05342695583135,3.81779047243561,3.85607047871726,3.65714506556237,3.91195644578148,3.80347895766562,3.79294447472228,3.98028584283119,4.16767024747445,4.01328010449815,3.79585960270218,4.2637089734069,3.81399255452756,4.15741238499955
AAR2,7.03516959339236,7.0059807538614,7.08001289857415,7.16640230354112,6.97887554005688,7.40290506974768,7.19052304642908,6.99282947990853,7.30532178356935,7.12239719852633,7.26647595280908,7.54457546431532,7.12402692599316,6.9288384974988,7.29164348975283,7.33706666561692,7.19290484084698,7.11715022759657,7.29740615061263,6.9002769801072,7.28622749187552,7.28102075626141,6.96429436499539,7.07274062894661,7.23666804623942,7.23391933579275,7.33590134574279,7.33283569313942,7.14994007293617,7.26564840247547,7.01401205393502,7.26145110103705,7.13465439813462,6.94242120090034,7.14334082001945,7.39439170549361,6.86534376824305,7.049286494448,7.11778058653428
AARS1,8.65415863737899,8.36668192717052,8.43422612088159,8.36027515164961,8.51231451630635,9.03191633895952,8.98180131652811,8.21983162489032,8.52701740641981,8.49204442952408,9.26893618557107,9.06637676920781,8.34092802792357,8.43660493516005,8.77470340457267,8.83470193768052,8.6235831261112,8.48436612912696,8.17187727299156,8.62009261258275,8.83712809045194,8.89659785824484,8.61803730479826,8.46575004519036,8.72125455867338,8.80683585343551,8.75436618398086,8.38674104070523,8.21543695457748,8.71217333479088,8.94751898726783,8.76580091145136,8.97239255189819,8.3837273089013,8.87013115025077,8.57091410602813,8.37731866964071,8.18524871559844,8.6567128172232
AASDHPPT,6.56879331849658,6.7462073284313,6.55384984312189,6.59410809356318,5.99891435696696,5.9572793148866,6.42997851768142,6.12997236174503,6.56276122632319,6.36346678065318,6.23057830026341,6.66658360369889,6.29699474026264,6.61786995175638,6.216001661267,5.85785685777213,6.65940445332662,6.45557625266053,6.70032784253111,5.94264793062407,6.43905451125205,6.66927526615606,6.61331887061816,6.46065570559289,6.42099963354789,6.40846305297197,6.55403394339344,6.43304990903548,5.82981785810314,6.46969314099094,6.51228560117225,6.25545296807619,6.35174473024743,6.52728572692729,6.4619768644814,6.2451949676843,6.35902239077938,5.98009303068014,6.6470393528469
AASS,7.51941103208014,7.55989802321611,7.80161009837175,7.01516879660691,7.92751097188017,7.88948890552439,7.31487220036605,7.96999524175337,7.49819397534788,7.23522402877763,8.20788152747199,7.70383525513016,8.0602991956353,7.51184448135752,7.48426175339289,7.33358477448037,7.84761910534852,8.35822952442181,7.25874104139589,7.38961553527189,7.97419106215593,7.20616211090541,8.27768229885106,7.63323664096879,7.45220650989643,7.68582962694179,7.44520605359403,7.42701088452649,7.15751016955432,7.55184990263445,8.12889777103359,7.23895676608,6.75205014332511,8.45807531246967,8.05437395422654,7.99957807779409,8.65416414593834,8.10836053216216,8.31003712625307
AATF,6.93309506257813,6.92309938393869,6.78957173807311,7.09200553220907,6.75678628627519,7.3801506363738,7.37322734137435,7.2587089176771,7.07182013288331,7.53132019176972,7.53743191520688,7.32571787956864,6.97374108153152,6.87849470044678,7.28753934576094,7.52732992866101,7.27243593003947,7.1028228006481,7.59029769227216,7.20419246011674,7.29060502791024,7.33042355354393,7.15303489699447,7.0431268454912,7.15303489699447,7.02640922049168,7.26317424906801,7.32053079637439,6.97213790896679,7.07072502739706,7.06223164915268,7.05025957681007,6.94565975118717,7.05638921900201,7.09214593567428,7.4497146108157,7.3066350024958,6.75825144279062,7.06268480201895
AATK,5.41918016375323,5.25092589063497,5.40176805133417,5.26076943176524,5.56679185530677,5.47004427631795,5.50169808959244,5.45122029698476,5.63254141432842,5.49584128552791,5.54915396663379,5.67740476634322,5.46604657096895,5.3068130940325,5.32735859923878,5.44638903987732,5.3727693414023,5.57149008319437,5.5578009190275,5.46631082259574,5.24408699381413,5.20570248644404,5.56047263244987,5.58484093692726,5.4284520986908,5.12567158044083,5.49647738374227,5.36625550334704,5.36591801819633,5.33741079205171,5.37568221243211,5.52563608071381,5.57486468816395,5.45219308696938,5.56040046134613,5.68750056031119,5.63001296144418,5.51770061951462,5.27644898119238
ABAT,10.3702004005229,10.4597272739536,10.5156431024095,9.7644417296403,10.1046914730879,10.2899721215851,10.2698127561372,10.601712683764,9.94816944183202,9.92720916409848,10.1599288060099,10.0426237939587,10.2600795827006,10.0982396342982,10.2187542631607,10.1060271083177,10.2068867197616,10.5033529271301,10.2467745200814,9.62679909269735,10.4822627269928,10.4435813429058,10.2105207066635,10.1040543947024,10.4125001544606,10.403898085063,10.2811878130267,10.1675866412533,10.1295958164878,9.9417874439729,10.1460652034886,10.1067775131826,10.0519645024471,10.3041067619029,10.3966977896624,10.5471908955821,10.5449959456263,10.1061925941514,10.333686898486
ABCA1,8.69552384064615,8.68395052775224,8.67051931631253,8.35295944033986,8.54259605594879,8.28559903513347,8.36433648298028,8.33929009667216,8.37767122980607,8.48546113409866,8.09764247674236,8.06860460824047,8.88624198647989,8.72403023218644,8.28621665255749,8.21646749313887,8.4606124193082,8.52628297482823,8.27293367093932,8.70393893374516,8.90852769093999,8.46264285035287,8.4026755342068,8.22233693338965,8.19480671506653,8.45902914157292,8.60216537202583,8.62812612249187,8.44686331831384,8.40368406793164,8.35209335599712,8.6645714693442,7.97658608721273,8.61563469558187,8.43352126703166,8.80721312136341,8.40578207715013,8.47474196427257,8.2133100444334
ABCA11P,4.4445344894572,4.45183676636279,4.32590816490732,4.38890311314886,4.50768442688054,4.00534428632605,4.19523730997206,4.13773898672727,4.30332496911884,3.93326261373124,3.99396688054904,4.13922797355825,4.25601314203693,4.51603100526812,4.0886752253387,4.08682869275429,4.08274916326559,4.16565837397653,4.76963514318057,4.15588061298269,4.26793487998305,4.41296373418048,4.0284319189837,4.19194334533711,4.27798504288169,4.49433910653952,4.09021685024362,4.23154492886347,3.97950159329734,4.13555388630446,4.39749057445597,3.9577379595658,4.00545530617771,4.58207000247981,4.34249523237629,4.12608963874083,4.24976088079477,4.48716910630438,4.21682565959897
ABCA12,3.02461937004358,2.94585423677697,2.96739153235208,2.92508584699466,3.06710364509339,3.02519102379592,2.98211493574455,3.10329430363256,3.0941451294684,3.11252927110792,3.32944365911378,3.2634638246418,2.907722836193,2.96766173720977,2.92577194387645,3.24868016210255,3.23275793532831,2.90462729577882,3.03646227636406,3.28034045437406,2.9054457998593,3.03646227636406,3.14136703025648,2.95045601357453,2.95622542206464,3.03646227636406,2.99524322263311,3.01840515441421,2.91216325045442,3.21182231498663,3.02062082493668,3.00222635820427,3.20858048123708,2.92235716398806,3.01806357700168,3.03646227636406,3.03646227636406,3.2308067128454,3.01137207976891
ABCA2,6.82183332931075,6.65441315002476,6.91314650888024,7.27262733022609,6.79069675820646,6.93747519038027,7.77281441826507,7.18202845678203,7.1669687873569,7.13961552276084,7.39443425213269,7.40445539826558,6.79364904060433,6.77885006845837,7.3503417669157,7.32771924061401,7.49521054464546,7.00019851740832,6.77634686863915,6.90662623551938,6.97905173164504,7.29289958882888,7.17777025232722,7.26292403394883,7.34874504144213,7.13199219605243,7.00570611643003,7.10523860362118,7.34838016030036,7.63022985923699,7.11297464468523,7.28410887389839,7.52597433794793,6.45461144194479,7.2128626778676,6.52714789285386,6.75232555446235,7.00451690715808,7.12463162593353
ABCA3,4.6868050361299,4.39685538346231,4.59380416996462,4.58413865521816,4.57115448147331,4.76395260948474,4.75689722514029,4.77916773993858,4.79523535478662,4.82240498003358,5.13263885932023,4.98191025963482,4.47226212207747,4.62556733633937,4.70060294960766,4.57702915964601,4.73754685916308,4.80124419771718,4.91282739556804,4.86185315473851,4.71029505756585,4.60382269435139,4.36169961665026,4.69384911286958,4.45834129331817,4.66063999471988,4.69033885380748,5.01709038811304,4.66272210050996,4.90809396399094,4.81468647430902,4.55861433048242,4.71348668534024,4.54979882748059,4.73556906385982,4.50604027395581,4.79784885699736,4.90185498946437,4.38608137212838
ABCA4,4.6444796505036,4.53895537855145,4.43179005419185,4.74329775739129,4.49628420952206,4.38449304614858,4.14545967920048,4.68454309504685,4.60170633060139,4.39229061173827,4.32140902301691,4.37216614400782,4.45583463544864,4.73054229994601,4.23282920685105,4.34429403059184,4.40492462007737,4.42468360170685,4.49617119936595,4.73268429456052,4.20566881941219,4.4696575537775,4.36490930543936,4.45459322585568,4.3330467835173,4.45786997782112,4.37332430301557,4.46615471264455,4.64968669767561,4.59881354401929,4.44651619977502,4.24763989795189,4.46615471264455,4.59080613413879,4.50308580794351,4.86428207031862,4.52033863178211,4.38827415148774,4.25461604874652
ABCA5,8.28653456105176,8.19651777285646,8.2414012792782,7.65989497172871,7.59660380904567,7.79290928562556,7.71053446167399,7.95204779906706,8.08372903313991,7.92094913556362,7.74979382107634,7.35535706471183,7.92214288780593,8.01468791572425,7.734002406236,7.63628726645046,8.07132212512127,7.4692006191765,7.42070702651333,7.94773444904223,7.80159342852885,8.13897320014542,7.95370011312934,7.96081871226583,7.80172538584413,8.01291659470557,7.90166368028936,7.75083837197586,7.91601277210878,7.85166507174875,8.14055749063699,7.77973565807628,7.82320247489482,8.19828217975864,8.01887118563371,7.47052249666437,7.46111944364956,8.06522925582403,8.00217475539938
ABCA6,9.0497395998907,9.19738706486445,9.24300122149099,8.53153087076599,8.73104477399746,9.06127661339043,9.08683790523685,8.95749027732097,8.04346557706207,8.26394973823643,8.6201677054188,7.57735473515339,8.92144182220509,8.9552089385007,9.05622406688279,8.57105849268024,8.6876650004876,9.02811470094673,8.87773618002891,8.61232268751578,8.99702476856579,8.570432982348,8.7500208141546,8.61114022819682,8.58141254647155,8.74783296884057,9.05855944452182,8.69564083971262,8.85949392734608,8.56540769687279,8.75039758649552,8.72154632315028,8.24501194331635,9.36873053576077,8.62893358196729,8.91453369000396,9.05015140079894,9.24095133489893,8.93285582213848
ABCA7,5.16349059975494,5.12423725982826,5.0177113064797,5.07420930041632,5.03861126488569,5.43156911952864,5.40608142341404,5.63637181125586,5.70180359095045,5.68631021991006,5.72448731725416,5.84129653702288,5.14357242629095,5.03709393666195,5.57803828845173,5.70243347447548,5.52726700626063,5.18758311203628,4.87693983703135,5.36932802175694,5.45227848099378,5.39373967394383,5.56864942585609,5.59427101627684,5.53037193407521,5.60342839343773,5.31209593142145,5.49574448438764,5.56926495531862,5.62285570919288,5.53100465650814,5.30631328864376,5.62335012573772,4.95200674166028,5.06803154507195,5.14407053791213,5.16721478000247,4.83161215388544,5.42803934472813
ABCA8,8.54270668820545,9.22879259670591,9.06664851036059,8.03441556320489,8.79515029345291,8.01835465562599,7.98261609172204,7.76686667097759,7.92179961415957,8.30746794048794,8.43452000865797,8.23221124835199,8.90867762377267,8.87938992004835,8.17793924861663,7.72961779467797,8.27080584539548,8.2060841843501,8.35137235007557,7.8192604161687,8.68252593202429,8.42621614297404,8.80947569072982,7.9578827436401,8.00429752376391,8.34486577596351,8.41803044857831,7.97765582201974,8.56772042410365,8.00091597798378,7.89565457937821,8.28653047157865,7.85865378724818,8.8779090402322,8.43292769739682,8.62365627204757,8.80190744105312,9.33551677731379,8.74750796162313
ABCB1,6.38166558319855,6.57519783062566,6.52420210466346,6.2309915081012,6.51281452127874,6.91555004487828,6.80840465911016,6.77475297052407,5.93147918957883,6.32571457356478,6.9255938370962,6.29742746299139,6.20526433017585,5.99956880265933,6.53081226996338,6.87809534471864,7.01484000077693,6.5698974595285,6.40796982138863,6.18074052270495,6.69889175637831,6.62557759880978,6.34999173057898,6.76074236970325,6.78216016011843,6.45744281185955,7.25441225953984,6.52040458069369,6.02350230075774,6.24366845752066,6.66448191934111,6.67878395659556,6.6079158356844,6.45721117483499,6.39834221361002,6.52502290309813,6.65558642013728,6.22374444467543,6.47683364170189
ABCB11,7.58100954844733,7.38619671979718,7.1572108863923,7.79459294633643,7.70865417314897,8.16619575514075,7.34485095259797,7.30669581960454,7.11359441273325,7.10665694584833,8.58798064487208,8.75718884698679,7.88477237232398,7.213123606985,7.96955809032292,7.42049505980621,7.41376724720106,8.59915844110807,7.57070017610509,6.75052840247892,8.42899206865375,7.72942799958544,8.01844369427123,7.77252859878502,7.96847397458816,7.21596561509051,8.06513180145787,7.45110596347371,7.55039882084671,7.48978864934858,7.82450955972019,7.11213869352157,6.67706622154217,8.07707697925102,7.56394611766882,8.18645965136279,8.11473071455268,7.97559778417312,8.00985085527242
ABCB4,8.89847396322065,8.94552547786462,8.92393012086796,10.1844039088777,8.71184068574038,10.044167652177,9.90600069881128,9.49216790826143,8.04138798045498,10.0853257812233,10.2660900255752,9.70414832409826,8.74962378428068,8.55327559148125,9.96058105151743,10.1695785776877,9.78217879973865,9.58304752293401,8.98207308475011,9.10267819906612,9.72732011099263,10.0025209950405,9.13622899589983,10.2507089317928,9.57577922171999,9.60339436201238,9.27011879487554,8.86107387964506,9.28631222855683,9.39704375530134,9.92243927377463,10.0835751284904,9.93598982969126,8.79744302718828,9.50616246263001,9.18965422466702,8.47443903553244,8.99786801321375,9.11135819726987
ABCB6,6.77896843724293,6.72782271561969,6.65240542790389,6.34012828946312,6.74709256328821,7.11875761591743,6.92643753671935,6.765715777843,6.52572465255927,6.59742354012119,7.03039503243245,6.88362890949748,6.40645790015863,6.11769225110981,6.87090547332083,6.87061112287443,6.53097280513209,6.76650329091191,6.2641380463009,6.6537465920635,6.72516444764393,6.61065994965344,6.89270612847823,6.59963131063889,6.69266674196941,6.69364491550568,7.27092892963182,6.63611272930653,6.68879343082573,6.56724127411213,6.69730407996828,6.80279800807847,6.50776828864933,6.68575758806586,6.7176244759028,6.64396211715626,7.28622354550567,6.60836948150685,6.54084612930033
ABCB7,6.85217712261223,7.16481222392323,7.03676816948055,6.83186404945983,6.85331224116708,6.85077289969049,6.72701839129478,7.06014694959499,6.57769357917858,6.91183738960511,6.64725441466178,6.69690523467533,6.92825738263186,6.7500084046907,6.72005050925805,6.80550614764271,6.83255275175226,6.99951542709468,7.23177151878512,6.61818271010108,6.97699898519238,7.07952444146544,6.88782542012916,6.90313241970497,6.87837695113513,6.87718785770881,6.95509149446489,6.80378652665463,6.67745111196971,6.80491395327,6.77600772775939,6.69785729149637,6.51946614176666,7.21622124565424,6.78163866827937,6.93721843918625,7.11025296335391,6.63667010494733,6.99453192323904
ABCB9,5.17312989015361,5.35434505211394,5.36171802220092,5.32266004042973,5.46633137755233,5.63461519174755,5.5942459699617,5.34547853618648,5.81336645377074,5.36049999996193,5.50581507944634,5.42948918755039,5.08676046790463,5.22473159890029,5.52834815283688,5.59479225550657,5.3337395252262,5.53296676882242,5.3574512406441,5.42196805865584,5.51526596293496,5.32362604524542,5.69923140769784,5.30655407135099,5.51484261267901,5.19039520287631,5.17967810884649,5.37301318760197,5.45886923560853,5.40075653181608,5.33592680995758,5.5081299343101,5.63714949602344,5.15766731107722,5.45263411712176,5.08269263006204,5.97636123305047,5.42196805865584,5.57707839742906
ABCC1,5.89235945893706,6.25855115988682,5.98377464008588,5.8534404488474,5.81282127341329,5.71773489593774,6.01858463917167,5.9025997616771,6.09383597202347,5.97578894797826,5.97299286873971,5.89269709787979,5.94783046693181,6.02302757899982,5.92257746594241,5.99871415111869,6.04479994117732,5.96404572508054,6.03509255241291,5.70086067288069,5.93769801362699,5.87453079881408,5.96057907998878,5.86420928756039,5.93975769300602,6.01223385769216,5.96885043795157,6.0907543303437,6.16622959542878,5.94889772057141,5.91334753604209,6.24439274193262,5.91862549897968,5.38600141132793,5.95815454734002,5.97659449824504,5.7032049440383,6.37461902028822,5.8616714356281
ABCC10,6.44921272190015,6.36483298149282,6.21060698835384,6.36528014215009,6.39616807010769,6.42833643921044,6.48261413634535,6.52260414439116,6.30783375398259,6.29753786801977,6.49910924199616,6.66271877751614,6.67505751420312,6.29752454183595,6.47661709995877,6.60032601748767,6.42868136885443,6.49461683917924,6.2954163139159,6.66512694321744,6.30720279287045,6.40992902409984,6.43924389266882,6.34757113439217,6.32245569338106,6.56136309045798,6.42346252070879,6.54488703984963,6.43243247140891,6.57997598235767,6.53806623809503,6.46068766800418,6.44525091677545,5.96120087616183,6.55065322088646,6.39832324680482,6.29156873884878,6.6277791617643,6.30360121605632
ABCC2,9.34892735679562,9.37129864362194,9.30213814384831,8.98320059117256,9.25573512176467,9.96787356748003,9.43024191481408,9.3722927212502,8.23915922453167,9.12154846757306,9.28274034821504,8.6561557201464,8.96478550622936,8.70898233821337,9.77443159155047,9.18717740835533,9.24380380706549,9.73496156670821,8.68438433299,9.20933231293567,9.18167013218742,8.99314286739898,9.4492507394978,9.06398096185536,9.10158899542131,9.30507858415847,10.1229674416611,8.99507905670628,9.0302212368243,9.03381070376457,9.58982451201669,9.29871624576177,8.98350712145958,9.42628865194272,9.44436683077564,9.06798310275592,9.26182713828474,9.20153410894382,9.40300177455589
ABCC3,9.02085643739636,9.18538388709975,9.05719453865512,9.08253882871684,8.63710709784824,8.9418826682474,9.02452992997365,9.29652226308619,8.30381907520949,9.02278431183428,9.19161789141876,9.25414335102865,8.43472075571215,9.00312008701759,9.14538175534346,8.89209824689337,8.80476487109814,8.74669441080237,8.54021035664776,8.67864023303557,9.14838151205404,9.11366986571412,9.32408654925705,8.85723738687903,8.94386340824995,8.49426646256502,9.20346756477215,8.97421431188813,9.12011144935119,8.95197576921095,9.42225263873703,8.69213099930894,8.8359109739503,8.80348162324064,9.07975224657316,8.25582666026625,9.06089079567368,8.97044649090101,9.2451444245247
ABCC4,4.57430319009177,4.53112155232146,4.50728421404571,4.52964287026334,4.65224281391905,4.21444484354529,4.29081355542767,4.16484110116453,4.59502495549857,4.31065232426106,4.24496269881645,4.42683439927675,4.13528649100205,4.39968527199668,4.32842217949019,4.17239756800057,4.39512691133745,4.21832181150949,4.24246369573909,4.21806595879505,4.05096200637533,4.4826981354871,4.24781870647005,4.31074532235482,4.89508337500148,3.99133342401411,4.62289468378897,4.69761261869179,4.40631794496963,4.46826002656239,4.57662290515996,4.32100918898036,4.12403882166586,4.68711297371938,4.19184601362711,4.37270503314693,4.46597790501838,4.36945033731042,4.17472269805626
ABCC5,5.81820937797529,5.99609958236954,5.5884441783739,5.98285591748723,6.07328757670375,6.29254524650109,6.20434554899959,6.25004372372284,6.187593795639,6.36843084758147,6.42184120858902,6.40313678661127,5.98413224912979,6.00474121640229,6.1986409029582,6.31722986340328,6.61076036790718,6.03042636811643,6.02773848811929,5.84566572638283,6.16750603050941,6.17897636870288,5.93940895360971,6.14977959615496,5.97974912953803,6.4998370896043,6.05997240421796,5.94927879555235,6.23699706391228,6.02374955536521,6.24490221657833,6.71151290247642,6.3479325304094,5.63077720465576,6.12672998622601,6.48827621503873,5.68542346508014,6.47463658419497,5.76937488548757
ABCC6,9.06871173309706,8.93549566239482,8.81939009053023,8.74519953849549,8.26963403652692,9.24624511197441,9.33256610454875,8.98979718795837,8.31564689623385,9.13876242017273,9.48336101033343,9.6971597002634,8.5172438199995,8.32261616261214,9.27808773104989,9.1570132081984,9.08400043444429,8.70107557292018,8.55318686608773,9.0038250401291,8.92429593327779,9.00548109200034,9.22838394967255,9.17756575791345,8.88150664234988,9.29421916890203,8.57248233015141,8.5264091958188,8.91016975838145,9.28298838711829,9.17954143111225,9.09379394421247,8.9147646564338,8.58719913111841,9.03368006169275,8.40326174504154,8.86133493805004,9.11559345473297,9.00291354583656
