GSM,dataset,title,condition,group3,pca_dist,flag_pca,Zk,flag_zk,RLE_median,RLE_IQR,NUSE_median,flag_array,n_flags
GSM1585597,GSE64998,non-obese6,Control,Lean,7.19857272650396,FALSE,1.09092329276912,FALSE,0,0.205728244713463,0.991964569642411,FALSE,0
GSM391693,GSE15653,Liver_Lean_rep1,Control,Lean,19.3241910268019,FALSE,1.07772545415681,FALSE,-0.00024262940324693,0.270384197154896,0.992219847120866,FALSE,0
GSM391694,GSE15653,Liver_Lean_rep2,Control,Lean,26.9748799371831,FALSE,-0.125804152481702,FALSE,-0.0138863877868136,0.314093261460131,0.998033999614591,FALSE,0
GSM391695,GSE15653,Liver_Lean_rep3,Control,Lean,27.546622616419,FALSE,-0.300691885049521,FALSE,-0.013920409909451,0.315692646450481,1.00209515577383,FALSE,0
GSM391696,GSE15653,Liver_Lean_rep4,Control,Lean,21.2133475214644,FALSE,0.0543920446760354,FALSE,0.0215350661760532,0.329226462576416,1.00603376630942,FALSE,0
GSM391697,GSE15653,Liver_Lean_rep5,Control,Lean,23.1835937469154,FALSE,-0.325823166911648,FALSE,0.00920046434113431,0.327838250441932,1.00626340422333,FALSE,0
GSM391698,GSE15653,Liver_Obese_noDM_rep1,Control,ObeseND,18.0743626566955,FALSE,0.660531497443882,FALSE,-0.00682917682613216,0.251082384527191,0.989023811280179,FALSE,0
GSM391699,GSE15653,Liver_Obese_noDM_rep2,Control,ObeseND,20.9295242063376,FALSE,0.567142804662837,FALSE,-0.0287226151641855,0.283146435541751,0.987044844482119,FALSE,0
GSM391700,GSE15653,Liver_Obese_noDM_rep3,Control,ObeseND,16.5215671296982,FALSE,0.367569315655523,FALSE,0.018456747656205,0.237759167371786,0.99877583566814,FALSE,0
GSM391701,GSE15653,Liver_Obese_noDM_rep4,Control,ObeseND,39.8909527342569,FALSE,-2.72465981842856,TRUE,0.0253039172477312,0.456011617890135,1.02624400825286,FALSE,1
GSM391702,GSE15653,Liver_Obese_DM_well-controlled_rep1,T2D,ObeseT2D,13.7532771922499,FALSE,0.597101840740294,FALSE,0.00809977802664408,0.258862689340902,0.999987530110847,FALSE,0
GSM391703,GSE15653,Liver_Obese_DM_well-controlled_rep2,T2D,ObeseT2D,33.2940354854898,FALSE,-2.1499068453395,FALSE,-0.00675441433664048,0.425544116807131,1.01388752827644,FALSE,0
GSM391704,GSE15653,Liver_Obese_DM_well-controlled_rep3,T2D,ObeseT2D,31.7001519093582,FALSE,-2.48055399199911,FALSE,0.00666388920133354,0.399323142154468,1.00455395903278,FALSE,0
GSM391705,GSE15653,Liver_Obese_DM_well-controlled_rep4,T2D,ObeseT2D,22.3030292689387,FALSE,0.744687152497585,FALSE,0.00760759356354068,0.292048836703956,0.998816733008662,FALSE,0
GSM391706,GSE15653,Liver_Obese_DM_well-controlled_rep5,T2D,ObeseT2D,33.9795758066961,FALSE,-1.10475066180359,FALSE,0.0227335798551982,0.404120305098049,1.02143116775403,FALSE,0
GSM391707,GSE15653,Liver_Obese_DM_poorly-controlled_rep1,T2D,ObeseT2D,25.1693069057302,FALSE,-0.344160966469489,FALSE,-0.0207591595318766,0.340821375354462,0.999153429872189,FALSE,0
GSM391708,GSE15653,Liver_Obese_DM_poorly-controlled_rep2,T2D,ObeseT2D,22.6052726799707,FALSE,-0.274564078686822,FALSE,-0.00866176082106485,0.303359467912219,1,FALSE,0
GSM391709,GSE15653,Liver_Obese_DM_poorly-controlled_rep3,T2D,ObeseT2D,10.8246451056565,FALSE,0.948562282552541,FALSE,-0.0143909842247734,0.226311210088792,0.987830484187368,FALSE,0
GSM391710,GSE15653,Liver_Obese_DM_poorly-controlled_rep4,T2D,ObeseT2D,5.51970867492568,FALSE,1.06121868372292,FALSE,0.00364342851469246,0.223678591799226,0.99392319299699,FALSE,0
