gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig,deg_call,logFC_paper,P_paper,adjP_paper,sig_paper,logFC_sex,P_sex,adjP_sex,logFC_GSE15653,P_GSE15653,logFC_GSE64998,P_GSE64998,logFC_T2DvsLean,P_T2DvsLean,adjP_T2DvsLean,consistent_both_datasets
AEN,0.379415044927127,6.00387700622648,3.67364898390664,0.000670708770221879,0.346776606514358,-0.661392948789567,NS,NS,0.393020899024943,0.000267779374968469,0.276726689195032,NS,0.366297860555149,0.00124835066867541,0.574315011351377,0.273448194591769,0.110428903085996,0.481597364893363,0.000725895283655997,0.534751872450927,0.000207453369080635,0.0442396002693578,TRUE
ALKBH4,0.268041531076594,5.5349583298471,3.650384111475,0.000718415217291929,0.346776606514358,-0.712856704095199,NS,NS,0.22879179073492,0.0019422753739617,0.276726689195032,NS,0.241081612781756,0.00177619359373766,0.574315011351377,0.452414996814303,0.0015639187809284,0.0902528319723758,0.199002954404807,0.316488259074522,0.00183987177304602,0.0629341281911628,TRUE
PELI2,-0.323456828447788,5.25430442377918,-3.61941513076286,0.000787006521889019,0.346776606514358,-0.781152767781917,NS,NS,-0.334783685527751,0.000316872343422392,0.276726689195032,NS,-0.290273446538685,0.0019465113145373,0.574315011351377,-0.250831771361239,0.0984342706051524,-0.393488133495532,0.000908964371465922,-0.466195639434097,0.000143591200140104,0.0442396002693578,TRUE
CYBC1,0.230969335720206,5.9869736191859,3.61119875480922,0.000806235568631865,0.346776606514358,-0.799231516255197,NS,NS,0.222741573924294,0.000662778728735612,0.276726689195032,NS,0.221999986709562,0.00152126345430095,0.574315011351377,0.268340390892873,0.0246253605487632,0.19493296108942,0.00876453885207737,0.306545894255277,0.000257170186799685,0.0473983474317907,TRUE
LAMA5,0.433199496569512,6.61819152011537,3.6010021038125,0.000830727394962098,0.346776606514358,-0.821643389118868,NS,NS,0.45153529393059,0.000265257349640143,0.276726689195032,NS,0.394360611442502,0.00199153371734769,0.574315011351377,0.350422392050603,0.1097714548982,0.513020275927031,0.000236663774472339,0.555394753862566,0.000960257246882595,0.0539016106322018,TRUE
ACKR2,-0.289371449291183,6.29234242343339,-3.56261505663778,0.000929497715295372,0.346776606514358,-0.905773508185672,NS,NS,-0.289921068171166,0.000406348962549927,0.276726689195032,NS,-0.266594223004015,0.00213502388383666,0.574315011351377,-0.290655173490606,0.00809869393189484,-0.288133572384596,0.0301698444021581,-0.351924206558577,0.0011312668119479,0.0559649845976871,TRUE
RETREG1,-0.50284395636083,7.17375070591621,-3.54923437369595,0.000966503186456345,0.346776606514358,-0.935007229955579,NS,Down,-0.516314345781191,0.000438777641948216,0.276726689195032,NS,-0.494101770328539,0.00153018558909382,0.574315011351377,-0.317728330151071,0.136186065705049,-0.681348310205955,0.00107135111842172,-0.637905302467444,0.000746229074510174,0.0493844708663525,TRUE
VPS13A,-0.266314723727553,6.21670274690957,-3.54442834716969,0.000980136380046346,0.346776606514358,-0.945495553707169,NS,NS,-0.237115570928031,0.00160076751426315,0.276726689195032,NS,-0.221230967831816,0.00214479557872641,0.574315011351377,-0.385462852629164,0.00736223978081967,-0.151421885143859,0.0354103773150451,-0.36570884815686,0.000465348521166014,0.0473983474317907,TRUE
PIN4,-0.319900943328717,6.07462803781919,-3.53951163944868,0.000994274259715485,0.346776606514358,-0.956218961886176,NS,NS,-0.316499858746827,0.000623704908185465,0.276726689195032,NS,-0.29124552019683,0.00235839927639045,0.574315011351377,-0.400713161215259,0.0050676659906282,-0.241974876080979,0.0718873147949858,-0.396122230197631,0.00244262800422522,0.0691301676122282,TRUE
NKRF,-0.228295951053462,5.17396280666184,-3.51852350527405,0.00105685386801142,0.346776606514358,-1.00192036899795,NS,NS,-0.217875134933821,0.000775575354869432,0.276726689195032,NS,-0.203103765396948,0.00261270138332135,0.574315011351377,-0.266376989467109,0.0322454132054585,-0.191574949726016,0.00500454338668762,-0.279822436540954,0.00282006921167405,0.072140744876414,TRUE
OR3A1,-0.174344147426298,3.6515986491192,-3.51540628413534,0.00106646434659447,0.346776606514358,-1.00869777944449,NS,NS,-0.179778006759443,0.000444438037426118,0.276726689195032,NS,-0.170115920998035,0.00178649769619698,0.574315011351377,-0.0345028402384287,0.611386470613323,-0.309191122214601,5.12404782176384e-05,-0.194010915329886,0.00421024278876292,0.0795031966357565,TRUE
MACROH2A2,0.374105119973058,6.43042502056616,3.4948315445001,0.00113202833128329,0.346776606514358,-1.05336348807303,NS,NS,0.368623979672017,0.000639528855389682,0.276726689195032,NS,0.364405257859087,0.00189938952100379,0.574315011351377,0.108785649959476,0.379715984290721,0.629948894629013,0.000464943907696141,0.571418303255349,8.51365265407629e-05,0.0392020959902313,TRUE
SERTAD3,0.278174218997288,5.61886321783816,3.48607713370331,0.00116108039514993,0.346776606514358,-1.07233258242546,NS,NS,0.272321358970208,0.000569412147386548,0.276726689195032,NS,0.269670695778783,0.00201628325079832,0.574315011351377,0.176261967658552,0.0711395549395561,0.376446747073927,0.00683934654706287,0.359239386324169,0.000177193716162185,0.0442396002693578,TRUE
ANKS1B,0.49287575763683,3.73679622904338,3.48571900382295,0.00116228393573206,0.346776606514358,-1.07310812074751,NS,NS,0.442370202760274,0.000985142841256211,0.276726689195032,NS,0.511530815579974,0.00101980607918212,0.574315011351377,0.0350074087329538,0.608038291898401,0.934391665508423,0.000361837956218907,0.512589738443983,0.00554040131124006,0.0863667766903203,TRUE
HEY2,-0.312902004032607,5.58707845733813,-3.48345461537305,0.00116992138211429,0.346776606514358,-1.07801086741559,NS,NS,-0.316582622467778,0.000610875954270341,0.276726689195032,NS,-0.307682985740574,0.00182258906654701,0.574315011351377,-0.242631849745563,0.0629312257795616,-0.380662509952256,0.00556968782940227,-0.367837841131332,0.000277077944034404,0.0473983474317907,TRUE
SLC22A4,-0.19909290844993,4.50745116369871,-3.47389290581171,0.00120270438279155,0.346776606514358,-1.09869743413119,NS,NS,-0.192984662310383,0.00105186361744322,0.276726689195032,NS,-0.168017006321052,0.00287612251526618,0.574315011351377,-0.244994454837208,0.0153906645538511,-0.154830703005057,0.040160558146912,-0.253478184923282,0.00144711985393796,0.0607030731381559,TRUE
FBXL4,-0.203667921318687,5.83615128653775,-3.46993469905345,0.00121653099572594,0.346776606514358,-1.10725333731246,NS,NS,-0.207575246672312,0.000613724540110567,0.276726689195032,NS,-0.186020187571431,0.00281946515790844,0.574315011351377,-0.174307537833656,0.0451529157369083,-0.231979719679256,0.00584188747129004,-0.29300497260736,0.000202426899636358,0.0442396002693578,TRUE
WIPI1,0.269380525385128,6.17585267367685,3.46024136706532,0.00125103621131883,0.346776606514358,-1.12818716976323,NS,NS,0.272731414037196,0.00069480507294868,0.276726689195032,NS,0.248378562302515,0.00280500456785426,0.574315011351377,0.220183024604329,0.0726550856322048,0.316820972566609,0.00319089316024344,0.310427583836072,0.00405393158777167,0.0782801112400039,TRUE
DAPK1,-0.314948585489705,8.75969032776348,-3.45866146366206,0.00125674812903629,0.346776606514358,-1.13159659583055,NS,NS,-0.312855862900799,0.000833795050184821,0.276726689195032,NS,-0.306114716363813,0.00211145746273887,0.574315011351377,-0.335556513774621,0.0354471258987141,-0.295076654643539,0.00944339621017996,-0.510309064931068,6.83918880468169e-06,0.0204696920924123,TRUE
ZWILCH,-0.224565149370424,5.16541778386032,-3.45290173321523,0.00127778349165473,0.346776606514358,-1.14401999334865,NS,NS,-0.229863977528634,0.000433202169057444,0.276726689195032,NS,-0.215447075770961,0.00236386525651605,0.574315011351377,-0.316554462292596,0.000280959550594511,-0.135861169052616,0.192869540446121,-0.187554407542628,0.0120895747798179,0.1091526314208,TRUE
ARHGEF16,0.204189861913194,5.62875790221759,3.44377107068118,0.00131182116709122,0.346776606514358,-1.16369465957815,NS,NS,0.205374171202054,0.000717898888822933,0.276726689195032,NS,0.195856836600334,0.00241940323897144,0.574315011351377,0.199788559991626,0.0393318147900242,0.208433974480421,0.0214874114196186,0.30972277534289,0.000103749661634859,0.0428307223825011,TRUE
HPS5,0.609126985141545,5.95527295461135,3.44285750773694,0.00131527407531394,0.346776606514358,-1.16566186657008,NS,Up,0.630451568163864,0.000406218634767285,0.276726689195032,NS,0.547707321274665,0.00316264245649221,0.574315011351377,0.526834171181225,0.112328150282746,0.688480770031852,0.000167017077078563,0.925127236058309,1.14492973104904e-05,0.0243578272379368,TRUE
CYP2C19,-1.01612165890321,9.21998713410975,-3.44162108446908,0.00131996110181269,0.346776606514358,-1.16832391368823,NS,Down,-0.974408625234553,0.00114649614290257,0.276726689195032,NS,-0.928131665066906,0.00304832255484291,0.574315011351377,-1.22189593478181,0.024895758351581,-0.817696464305985,0.0103592880415498,-1.38631623783527,0.000178012701642518,0.0442396002693578,TRUE
CCND1,0.604789776040789,7.60117983407139,3.42956574335151,0.00136650456502841,0.346776606514358,-1.19425597294126,NS,Up,0.587943766799556,0.000964462104692489,0.276726689195032,NS,0.537499499186432,0.00333950218622248,0.574315011351377,0.671809724740955,0.0418776345700674,0.540163396937056,0.00351902705407703,0.802643651113537,0.000583234331549534,0.0489074677339726,TRUE
PRMT1,0.332334825841055,7.29036589092907,3.42362671525313,0.00139000646651395,0.346776606514358,-1.20701567474534,NS,NS,0.306987053636878,0.00170973169894289,0.276726689195032,NS,0.282437014007641,0.00337008455630192,0.574315011351377,0.447879298436786,0.0147204135692396,0.220916941552316,0.0277977180475967,0.435325131374573,0.000506588639825585,0.0477088054484201,TRUE
SLC16A4,-0.516147369371526,5.05947054267804,-3.4226546263152,0.00139388978716831,0.346776606514358,-1.20910317054946,NS,Down,-0.502412685594002,0.000756085602153127,0.276726689195032,NS,-0.508468567550596,0.00211748738607284,0.574315011351377,-0.249678522605623,0.103951900106581,-0.773099471610075,0.00338147006001484,-0.735219674663815,0.000321615306891724,0.0473983474317907,TRUE
BNIP2,-0.193951365655312,6.21317037413017,-3.42157390008295,0.00139821925496497,0.346776606514358,-1.21142363073854,NS,NS,-0.192998088274788,0.000912707435255426,0.276726689195032,NS,-0.178321343675264,0.00312944093188719,0.574315011351377,-0.208414205431644,0.0322381359315078,-0.180005055870993,0.0098264353116123,-0.262707671535961,0.00084575959570272,0.0521980669735577,TRUE
TUT7,-0.367009775851471,8.15468759351283,-3.4126236485116,0.00143457140851355,0.346776606514358,-1.23062772498395,NS,NS,-0.380702141996042,0.000598333376018195,0.276726689195032,NS,-0.366840104425386,0.00190438059176303,0.574315011351377,-0.284202023955829,0.122042893225869,-0.446860108036556,0.0010070209793213,-0.585439504374191,3.78910894644801e-05,0.0366284851971794,TRUE
RBM38,0.229993120702754,5.5985281965334,3.4089947778094,0.00144956592349117,0.346776606514358,-1.23840724127256,NS,NS,0.202559357541401,0.00199426575710178,0.276726689195032,NS,0.21111164150833,0.00327161596485459,0.574315011351377,0.313988149823933,0.0216836622209668,0.148997914050187,0.0160109133437213,0.319290110244776,0.000751926511165617,0.0493844708663525,TRUE
GDF2,0.290791229785186,6.94003101325351,3.40571484615335,0.00146324722240884,0.346776606514358,-1.24543533709457,NS,NS,0.27240804256456,0.00125169612930964,0.276726689195032,NS,0.265775816593088,0.00333059860515351,0.574315011351377,0.353232983016576,0.0364123678551632,0.230579539169204,0.00438446532784688,0.37779116995726,0.00212111139485998,0.0668261726822729,TRUE
WDR19,-0.276314911264394,6.57551895169091,-3.40097566227811,0.00148323321663735,0.346776606514358,-1.25558458792199,NS,NS,-0.26454874169707,0.00123116198121581,0.276726689195032,NS,-0.254336950827774,0.00329726452293946,0.574315011351377,-0.326929631160796,0.0336784247192804,-0.227507859935722,0.00796076770692855,-0.368814969087375,0.00157756801156632,0.0617835328547348,TRUE
FAT4,-0.226593350167679,5.90176465332939,-3.39955097067884,0.00148929214298245,0.346776606514358,-1.25863433929095,NS,NS,-0.231467506787405,0.000764222189501745,0.276726689195032,NS,-0.1999966291016,0.00365351511408695,0.574315011351377,-0.197221163903921,0.0624697677710141,-0.254916529779163,0.00480067399047375,-0.323751466908773,0.000204274322417055,0.0442396002693578,TRUE
DCTN6,-0.285154480946249,6.87378220304309,-3.39750778391802,0.00149802263629477,0.346776606514358,-1.26300700501332,NS,NS,-0.240737844251524,0.00387218776331772,0.302509391401973,NS,-0.277113204351155,0.00249647686732152,0.574315011351377,-0.475938452317583,0.00321833746376742,-0.101184222838179,0.177785227010692,-0.382673304372025,0.00103465509852242,0.054266676793289,TRUE
IFT88,-0.234066987337514,6.10923152987349,-3.39576873503322,0.0015054920009073,0.346776606514358,-1.26672779302512,NS,NS,-0.234057831072271,0.000940797753636815,0.276726689195032,NS,-0.219274330326186,0.00311303561322871,0.574315011351377,-0.23939281666207,0.0304621751515527,-0.228931366203123,0.0209619030836884,-0.297146993717787,0.00131296228826171,0.0587481686108696,TRUE
MLLT1,0.29471791509186,5.76466121449249,3.39327019520013,0.00151628566361225,0.346776606514358,-1.27207196302538,NS,NS,0.27419677778382,0.00146622885391565,0.276726689195032,NS,0.273391260963715,0.00327881120128332,0.574315011351377,0.36363401360201,0.0286732898395046,0.228263105814213,0.00685293195156161,0.313899709286966,0.0107027812183929,0.104855725651882,TRUE
AKAP3,-0.24699662904,4.99397202494585,-3.390643117059,0.00152771420461553,0.346776606514358,-1.27768904120547,NS,NS,-0.246189643966874,0.000829604281822023,0.276726689195032,NS,-0.237721276420542,0.00273151304705574,0.574315011351377,-0.225443176274994,0.029288394688991,-0.267780315634827,0.0231020619124447,-0.235418946698933,0.0153137238251261,0.11707273412159,TRUE
ARPP21,-0.203845521980577,3.52259640095586,-3.38741479728727,0.00154187085423368,0.346776606514358,-1.28458881451665,NS,NS,-0.208027039385129,0.000780604587503773,0.276726689195032,NS,-0.193873526877052,0.00296432453073698,0.574315011351377,-0.143801801111419,0.108907945760262,-0.261744824247265,0.00367931983198648,-0.271297962700304,0.000616858305030894,0.0489074677339726,TRUE
PFKFB1,-0.262723634937971,8.59233016591707,-3.37973198993149,0.00157606592552364,0.346776606514358,-1.30099633927513,NS,NS,-0.258527532081991,0.00112546023278974,0.276726689195032,NS,-0.252956820235613,0.00276686792225469,0.574315011351377,-0.365725895696472,0.00392336816506773,-0.163400026349419,0.11291998524751,-0.370010270391988,0.000274710293573612,0.0473983474317907,TRUE
UBE2S,0.434933957188885,4.31560735564268,3.37201472931428,0.00161114153422575,0.346776606514358,-1.31745940907828,NS,NS,0.330696670058264,0.00749905159171375,0.315995308600146,NS,0.385608106740994,0.00393142704957645,0.574315011351377,0.783553221611253,0.00204999555693688,0.0987653807816009,0.255013001096507,0.585037040061318,0.000727658215604438,0.0493844708663525,TRUE
LRFN3,0.250104549249643,5.02933791234733,3.3654078697039,0.00164176026643684,0.346776606514358,-1.3315392521391,NS,NS,0.238152364359551,0.00167480134883574,0.276726689195032,NS,0.218509855926775,0.00406384715917973,0.574315011351377,0.322345523119649,0.0151193356609263,0.180443610160706,0.046124527399021,0.389450381248295,1.424196380434e-05,0.0243578272379368,TRUE
AKAP6,-0.313007058628966,6.31009114641931,-3.3599441393296,0.00166749940493517,0.346776606514358,-1.34317287690662,NS,NS,-0.305997239076355,0.00135026737129375,0.276726689195032,NS,-0.289826243682685,0.00359834322373803,0.574315011351377,-0.392859957116973,0.0113593568328428,-0.236006049372676,0.0582981161630765,-0.447514453224171,4.03648806746553e-05,0.0366284851971794,TRUE
PON1,-0.228168958910153,10.9326018031515,-3.3541990861953,0.00169497828380467,0.346776606514358,-1.35539560418029,NS,NS,-0.211496601260813,0.00206734213743616,0.276726689195032,NS,-0.209040369378159,0.00375760562796187,0.574315011351377,-0.330912839493968,0.0116077976165141,-0.129094502632904,0.0736210059330736,-0.267445199006379,0.00696743470405943,0.0923707426612463,TRUE
YKT6,0.258122183861415,7.27190391551612,3.34936705950707,0.00171842354759542,0.346776606514358,-1.36566795983247,NS,NS,0.265139956019715,0.000834094455093634,0.276726689195032,NS,0.248473906395022,0.00301154835589439,0.574315011351377,0.194315439205553,0.130763051856474,0.319650116208138,0.00224292741919301,0.376090902020502,0.00011892105416333,0.0442396002693578,TRUE
TOP3B,0.210144189372351,5.89654646192162,3.33502345855459,0.00178985217171518,0.346776606514358,-1.39611818894399,NS,NS,0.202614614844569,0.00166416854340935,0.276726689195032,NS,0.193501896369368,0.00392087210662893,0.574315011351377,0.274112105873064,0.00983947322614575,0.148460841318091,0.070182366312225,0.252548245896715,0.00330438731156529,0.0733880321795596,TRUE
TOR1AIP2,-0.214151299909365,7.54062626826285,-3.32976566192087,0.00181673607559964,0.346776606514358,-1.4072639579479,NS,NS,-0.208557364398885,0.00150456595204151,0.276726689195032,NS,-0.203740961577749,0.00338155448121631,0.574315011351377,-0.272237434599183,0.0140414723845376,-0.1581396700299,0.0437480145625006,-0.319805668591022,0.000182100981633525,0.0442396002693578,TRUE
POLR3B,-0.263698649601518,6.74830597892429,-3.32626440447925,0.00183485121417267,0.346776606514358,-1.41468130830589,NS,NS,-0.250870200571665,0.00186210228602961,0.276726689195032,NS,-0.22711026705344,0.00451942534286437,0.574315011351377,-0.340932228224383,0.018080370229475,-0.189223413072328,0.0395122894836481,-0.336033980679721,0.00125710671561295,0.0580213794321482,TRUE
MPIG6B,0.192357882718427,4.59030655777795,3.3236764691647,0.00184835125297259,0.346776606514358,-1.42016132485654,NS,NS,0.194523394595121,0.000970082175533317,0.276726689195032,NS,0.181757684294799,0.00362187849370796,0.574315011351377,0.182193469794649,0.0834751892195845,0.202159280894926,0.00458815564672526,0.231552533833789,0.000917598139482381,0.0539016106322018,TRUE
JUNB,0.408625633012398,6.72000829438626,3.31073458501915,0.00191729287128838,0.346776606514358,-1.44753435250966,NS,NS,0.392520572432007,0.00174482984237992,0.276726689195032,NS,0.346226030049799,0.00470478205332154,0.574315011351377,0.49610421154839,0.0267328005137218,0.324271289424122,0.0213553474191347,0.459234419949417,0.00452216405548712,0.0814667401141932,TRUE
SLC16A7,-0.500796091672101,5.71043097872465,-3.30235861684219,0.00196320787211291,0.346776606514358,-1.46522179888108,NS,Down,-0.502154992808723,0.00102715621206423,0.276726689195032,NS,-0.461739531653261,0.00425827367042988,0.574315011351377,-0.54075866445058,0.00843377873668587,-0.46226075363571,0.0540417854857579,-0.672711110600806,0.000806048294859419,0.0517618670761506,TRUE
SLC12A6,-0.319698761796483,6.11343214069137,-3.29683033994105,0.00199408312976265,0.346776606514358,-1.47688353494149,NS,NS,-0.27824763102437,0.00386244075619321,0.302509391401973,NS,-0.270960556333296,0.00490194608112245,0.574315011351377,-0.498620847443752,0.00639116318542193,-0.147166750636617,0.102849103196609,-0.484904393771398,0.000324907693049117,0.0473983474317907,TRUE
PLCH2,0.258872000421437,5.87854353656176,3.29607142332456,0.00199835751149632,0.346776606514358,-1.47848368296094,NS,NS,0.243051406586747,0.00209541303510919,0.276726689195032,NS,0.228183565764103,0.00485386615469651,0.574315011351377,0.329914802800177,0.0262072504331792,0.190366440984793,0.0257856851607351,0.363535333139585,0.000446233091355965,0.0473983474317907,TRUE
STIP1,0.380714017897046,6.85097232777596,3.28193641780362,0.00207957814319089,0.346776606514358,-1.50825296607456,NS,NS,0.334320497177147,0.00290069364415726,0.300252115631718,NS,0.349328401409724,0.00455747255414757,0.574315011351377,0.52506512428771,0.0225701610790466,0.241518308163192,0.0115897197947286,0.505186035617415,0.00146269740513397,0.0607030731381559,TRUE
GBA3,-0.353689527994721,8.79884528377048,-3.27715326472129,0.00210776556208623,0.346776606514358,-1.51831199602008,NS,NS,-0.32785661739026,0.00256941993263472,0.294991505048041,NS,-0.371233851349386,0.00161878581599185,0.574315011351377,-0.488008055798443,0.0148654160169302,-0.224168090469704,0.0479055880608722,-0.316287570485741,0.0360974364674029,0.167373551273334,TRUE
PLIN2,0.535487761067944,9.43137369121414,3.26799339594726,0.00216276103756626,0.346776606514358,-1.537554559716,NS,Up,0.507269541269574,0.00235136939528798,0.282745388953632,NS,0.52781934417619,0.00317262933766252,0.574315011351377,0.747895036111097,0.00877945123014905,0.330666460133475,0.0910702688704016,0.630730702793217,0.0012904989413773,0.0583545921522874,TRUE
ABR,0.313570138539014,6.08681048514243,3.26315793905762,0.00219233961954296,0.346776606514358,-1.54770158874235,NS,NS,0.313433139060542,0.00133589732569662,0.276726689195032,NS,0.288842206056324,0.00472038799842611,0.574315011351377,0.317028216708229,0.0269710904295928,0.310235563161555,0.0326297216415834,0.453087501232913,0.000821479681295407,0.0517618670761506,TRUE
POT1,-0.279873105608984,5.61147232146378,-3.2565539665242,0.00223335703179114,0.346776606514358,-1.56154740374173,NS,NS,-0.273592160513711,0.00183586308189044,0.276726689195032,NS,-0.241813927787504,0.00551130052925482,0.574315011351377,-0.336154127121349,0.0209395244411897,-0.225602120579206,0.0402596270646197,-0.398771614696185,0.000595681461667734,0.0489074677339726,TRUE
FASTK,0.264806204656239,7.12878375539145,3.24636274771639,0.00229808682507886,0.346776606514358,-1.58288602260403,NS,NS,0.256728537604182,0.00123384227740675,0.276726689195032,NS,0.241316419651617,0.00509155798383762,0.574315011351377,0.290651946504672,0.0758538215918225,0.239883525016676,0.00135636028126422,0.348066994101879,0.0019984508419493,0.0649211149743545,TRUE
SPP1,0.577039633018776,6.03890070246854,3.24621386802579,0.00229904549808514,0.346776606514358,-1.58319749615131,NS,Up,0.571351395098428,0.0013224941538128,0.276726689195032,NS,0.600915494806643,0.00197066170727122,0.574315011351377,0.351907095050397,0.101086442176213,0.794131723202569,0.00689332373469482,0.643356779171758,0.00222000256714698,0.0673929620327312,TRUE
PAIP2B,-0.273476261876573,7.63462873328744,-3.24601029303325,0.0023003569816197,0.346776606514358,-1.58362338672163,NS,NS,-0.261177520148716,0.00216367609769822,0.277257372320251,NS,-0.264619343358974,0.0038120564743934,0.574315011351377,-0.340325956460914,0.0279260908188584,-0.209014056384531,0.0235984202396411,-0.383136245089879,0.00124094963574983,0.0578079729151631,TRUE
HBB,0.886223813269852,9.26316264824064,3.24542077079407,0.00230415884274012,0.346776606514358,-1.58485662365646,NS,Up,0.878642649906703,0.00157985711476772,0.276726689195032,NS,0.804445585394367,0.00519731803150043,0.574315011351377,1.04735441234275,0.0115766329739194,0.730847878449554,0.0630625138710932,1.50741695756658,2.64695490889674e-06,0.0158446720846559,TRUE
KANSL1L,-0.222623518429553,5.0828774207448,-3.23890248373542,0.00234659481247308,0.346776606514358,-1.5984847136166,NS,NS,-0.221137495921522,0.00123569258367414,0.276726689195032,NS,-0.222285576898169,0.0030957332703773,0.574315011351377,-0.147069843779433,0.0644210039958474,-0.295478847556457,0.010491269218003,-0.33315812814031,0.000435227601828257,0.0473983474317907,TRUE
