gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
ANXA5,0.137826263014532,7.82715932937277,3.41294911592892,0.00264501661786411,0.563219959425425,-1.49006449642671
UGGT1,-0.09233932243159,5.6538930356585,-3.41271868375752,0.00264644355330628,0.563219959425425,-1.49053156762073
RTN1,-0.051992930605497,3.99062125294796,-3.40586507835122,0.00268923045554296,0.563219959425425,-1.50442050854498
HIC1,0.0899808687570754,4.14246063116368,3.38329961706743,0.00283494772403633,0.563219959425425,-1.55010973431942
EEF1A2,0.122772563504139,4.81827179816378,3.36668861343851,0.00294712351044705,0.563219959425425,-1.5837023825695
SLC30A10,-0.120233787023785,4.81921435547519,-3.34518748311735,0.00309878625554743,0.563219959425425,-1.62713178016381
GNLY,0.0672679814055533,5.7045799510734,3.33887184411167,0.00314476629194836,0.563219959425425,-1.63987695481814
ILF2,0.103054937022628,5.11047276958649,3.32881554342275,0.00321935855882985,0.563219959425425,-1.66015983900728
ZBTB33,0.0414015516843225,3.23464918012736,3.32716313145509,0.00323177945112976,0.563219959425425,-1.66349132888378
KLHL12,0.069134996788227,5.23244512803924,3.32432395035145,0.00325323044758033,0.563219959425425,-1.66921463542116
SRSF5,0.148708831221259,9.18859428895818,3.31346794022647,0.00333654077552883,0.563219959425425,-1.69108824079137
RAPGEF6,-0.0746650105119347,4.29115213191463,-3.31006194112587,0.00336310538141637,0.563219959425425,-1.69794754983013
CEP43,-0.113687007118268,6.56638302625632,-3.3090239908136,0.00337124168347493,0.563219959425425,-1.7000375439235
CHI3L1,0.37529444138727,6.70086871379908,3.30429989674995,0.00340851630001857,0.563219959425425,-1.70954795444645
SLC22A4,-0.0731851630238464,5.08040010953819,-3.27544469841145,0.00364507515728673,0.563219959425425,-1.76756871715681
DCAF4,-0.0558183452356126,5.22164688614984,-3.26493154159882,0.00373518063530244,0.563219959425425,-1.78867764399559
NAT8,-0.1623417387549,6.897225492394,-3.26409650193453,0.00374242985518974,0.563219959425425,-1.79035357298321
GP6,-0.045793404556524,4.1064203557625,-3.2587397736228,0.0037892601866045,0.563219959425425,-1.80110204086835
BPI,-0.0636464614875854,6.16891807623995,-3.24527373978588,0.00390951970831375,0.563219959425425,-1.82810271743386
TIPRL,-0.0998024807079306,5.6086405390479,-3.23380705999154,0.00401484610213759,0.563219959425425,-1.85107227640285
TEX28,-0.0877183839331028,4.68790567426266,-3.22287890902335,0.00411779266322384,0.563219959425425,-1.87294371204832
ADAMTSL2,0.140211575307015,6.39805724230846,3.22097306284035,0.00413600736035868,0.563219959425425,-1.87675608495901
ZNF551,0.0620903251063365,3.49951724886419,3.21511090681389,0.00419252612796155,0.563219959425425,-1.88847881018519
PSORS1C2,-0.143192625655027,6.35835444408698,-3.19869628225273,0.00435480853978892,0.563219959425425,-1.92127371594126
LPAL2,0.148053088753865,5.87294248605374,3.18918756640618,0.0044515910939687,0.563219959425425,-1.94025078699322
CD37,0.123781085671383,5.41150190124524,3.18525366973651,0.00449223960357337,0.563219959425425,-1.94809742912247
HYAL2,0.160700446794771,6.57318063609553,3.17908573390673,0.0045566987844593,0.563219959425425,-1.96039484196044
RPS26,0.131472801388687,9.94201606115583,3.17374766311894,0.00461320946346119,0.563219959425425,-1.9710324406974
TMEM259,0.243348039178986,6.20459873724136,3.1712826503047,0.00463953399414907,0.563219959425425,-1.97594301047151
HPS5,0.225678823229292,4.96633651958584,3.16872216622473,0.00466703244736459,0.563219959425425,-1.98104265500812
HHLA2,0.0454714802248377,3.30601594654473,3.16679131901479,0.00468787342650612,0.563219959425425,-1.98488751604477
SLCO4C1,-0.0700769428504532,3.68748061089275,-3.1662071792902,0.00469419622784821,0.563219959425425,-1.98605057496294
NOS3,0.102859944320595,5.11553600228094,3.15662360853655,0.00479911910861494,0.563219959425425,-2.00512353443944
MSC,0.118553760868254,4.97344832996018,3.15071735121038,0.00486491124971776,0.563219959425425,-2.01686993534516
PITX1,0.0545522001560676,4.02491306510924,3.14430289510819,0.00493735514385584,0.563219959425425,-2.02962000347717
CENPI,0.069286962665419,5.46231013480038,3.12423827086781,0.00517077682719222,0.563219959425425,-2.06945458704598
CYP3A5,-0.098085400940297,10.5524425469615,-3.123727543257,0.00517685575363071,0.563219959425425,-2.07046758010611
DDX6,-0.0846827016106107,4.23370842541755,-3.12314838338515,0.00518375756954081,0.563219959425425,-2.07161624552995
UBASH3A,0.0771943726289075,4.68674571927377,3.10207566108267,0.00544102970358229,0.563219959425425,-2.11336784974423
PRKAG2,0.0894295098384427,6.04181084631581,3.09308934170117,0.00555446175454228,0.563219959425425,-2.13114699498977
DDB2,0.102072906565973,6.26737233391114,3.08151602464239,0.00570392268024549,0.563219959425425,-2.15402152145617
PXMP4,-0.0646278390601482,7.32200943038567,-3.08123994684577,0.00570753508860172,0.563219959425425,-2.15456686818073
RGS4,-0.0811787957421852,5.99049017231387,-3.08093972748807,0.00571146589359068,0.563219959425425,-2.1551598857305
ZNF764,-0.0901421327630623,6.05421792012669,-3.07389622085664,0.00580444182770082,0.563219959425425,-2.16906772145694
LACTB2,-0.127934681244505,5.61535895147305,-3.07145492067659,0.0058370076461259,0.563219959425425,-2.17388594011629
SIDT1,-0.0611518957639366,3.56761978256375,-3.06349025548126,0.00594448478808002,0.563219959425425,-2.18959701205446
TBL1X,-0.113060006502909,7.40669666305896,-3.0517415231744,0.00610652201127717,0.563219959425425,-2.21274934910779
KLHL28,-0.0577193864335329,4.6750261778002,-3.0481668908095,0.00615666347733038,0.563219959425425,-2.21978807218017
ADGRD2,0.12841382643033,6.6378104918494,3.04667131286807,0.00617775971506666,0.563219959425425,-2.22273220739638
HRK,-0.0948503171082926,5.83512652558463,-3.04547806238074,0.00619464142782654,0.563219959425425,-2.2250808655206
SOBP,-0.135250757227932,6.25404952177479,-3.04192001739318,0.0062452442151214,0.563219959425425,-2.23208238633563
DSN1,0.0644161848203673,4.71665931439893,3.03473823119525,0.0063486020821216,0.563219959425425,-2.24620677724579
ERGIC2,-0.129535581998665,5.27686091741654,-3.01804525677017,0.00659525598968785,0.563219959425425,-2.27899535641175
RELB,0.064157822396738,6.29150587960968,3.01426840655546,0.006652330659739,0.563219959425425,-2.28640577176011
MCOLN3,-0.106393003009047,5.0007846905367,-3.01280563162743,0.00667456333676117,0.563219959425425,-2.28927501430276
KLRC3,0.0536908842012249,3.53965962745315,3.011693934371,0.00669150786773003,0.563219959425425,-2.29145531134821
NRXN2,0.125488109309264,5.20199143045512,3.00954853239984,0.00672432543213502,0.563219959425425,-2.29566219938952
METTL2B,-0.0824430814798172,4.62620967546807,-3.00652785712311,0.00677079480353836,0.563219959425425,-2.30158373146252
SLC28A3,-0.0660090857248302,5.7669533430019,-3.0030641015109,0.00682446123911019,0.563219959425425,-2.30837144143507
KLF10,-0.229351280552031,5.93815444602214,-3.00123646905772,0.00685294295976639,0.563219959425425,-2.31195190089842
ATXN7,0.105013607333886,7.02751361611906,2.99296016294898,0.00698335979146075,0.563219959425425,-2.3281567195632
OPRPN,-0.0948156560976036,5.6051714865736,-2.98705463078677,0.00707787581242693,0.563219959425425,-2.33971050275048
IGF2BP2,-0.0935721280527296,5.70017546279959,-2.98695803437031,0.00707943199406451,0.563219959425425,-2.33989942379919
COMMD8,-0.0790056783183413,5.23086233625234,-2.98083568848354,0.00717873853607654,0.563219959425425,-2.35186918001767
SYNE2,0.1173544288746,6.49265553444547,2.97712811096906,0.00723952694965389,0.563219959425425,-2.35911381569773
KLHL29,-0.0767119650651599,4.8108382053801,-2.9731503665032,0.00730529554473162,0.563219959425425,-2.36688296640487
CAD,0.109444772831451,6.45702379530802,2.97312847617491,0.00730565906779431,0.563219959425425,-2.36692571185681
CD79A,0.0635164948512646,7.02853657672185,2.95396606929774,0.00763064327382865,0.563219959425425,-2.40430302433282
BTG4,-0.0743556877409296,4.8779903070102,-2.95220388825832,0.00766121698811486,0.563219959425425,-2.40773607743031
HNRNPA0,0.110213669472645,6.97356841134534,2.95118956857189,0.00767886870323023,0.563219959425425,-2.40971183722482
ABI1,0.0978666605543077,4.37760985847311,2.94998907838004,0.00769981075034211,0.563219959425425,-2.41204992820912
MMP10,-0.0580860192995544,3.35028054023182,-2.93951001462793,0.0078849582287517,0.563219959425425,-2.43244502445658
CCL19,0.182499092075838,6.2528504502226,2.93870505309885,0.00789935603584511,0.563219959425425,-2.43401064837086
CARD8,-0.0724143788990374,5.27208399334557,-2.93562110275957,0.00795475056418849,0.563219959425425,-2.4400074381757
DLX2,-0.0769564183213889,6.43792546097475,-2.92865059187578,0.00808133366967753,0.563219959425425,-2.45355353195883
FOXI1,-0.0575607788704974,4.77915439348652,-2.92716302995181,0.00810859671993928,0.563219959425425,-2.45644290120495
VPS13A,-0.097562616320045,5.25545967175497,-2.91376167971166,0.0083582190142879,0.563219959425425,-2.48244947685414
HSP90AB1,0.136302258767938,9.42049421200593,2.90117833448778,0.00859930116492489,0.563219959425425,-2.5068296171536
ALKBH4,0.099899635761172,6.56611269887498,2.90000322356619,0.00862215214060174,0.563219959425425,-2.50910443703965
SCN3B,-0.0969743715730301,5.69460601488245,-2.89759652021891,0.00866913418811269,0.563219959425425,-2.513762370208
GPATCH2,-0.144201494460472,4.99492990177111,-2.8973458922496,0.00867404085858434,0.563219959425425,-2.51424735464527
BCO1,-0.0615219171037483,4.23273916067843,-2.89609396574794,0.00869859032803497,0.563219959425425,-2.51666970013422
GPATCH1,-0.042941713230842,4.4936036822597,-2.89318529387087,0.00875588477419202,0.563219959425425,-2.52229619861091
TEFM,-0.0766019200070207,4.96475793659922,-2.89104197552537,0.00879833460559299,0.563219959425425,-2.52644088465528
MLPH,-0.0658862197983591,8.146915839122,-2.89000152545186,0.00881901241432706,0.563219959425425,-2.52845247105634
CYB5B,0.0704871160496215,6.26943404629295,2.88600697153514,0.00889883303813649,0.563219959425425,-2.53617299786274
PRL,-0.0828091140379934,5.35466415395005,-2.87787339700716,0.00906350476531216,0.563219959425425,-2.55188110899953
LRFN3,0.0877531461193231,4.96371818680943,2.87188571213633,0.00918659088027317,0.563219959425425,-2.56343443821305
NCR1,-0.0826932972978723,6.83154897899278,-2.87015088791392,0.00922255070676903,0.563219959425425,-2.566780135616
KDELR1,0.158591660119033,7.42105283785975,2.86524524848123,0.00932496623164493,0.563219959425425,-2.57623682753998
GSDME,-0.0892978109275165,6.025507804785,-2.8589533431099,0.00945791620487285,0.563219959425425,-2.58835697349278
GBE1,-0.150891044500418,8.4206635636273,-2.85374831326742,0.00956926828762192,0.563219959425425,-2.59837587859448
CDH1,0.151492099828984,8.37792618944047,2.85213093187118,0.00960412368747629,0.563219959425425,-2.60148769118145
BFSP1,-0.0499514846877126,4.83999202129976,-2.85167446861366,0.00961398264319104,0.563219959425425,-2.60236579739009
MYL2,-0.055017675495417,5.53467447800127,-2.84823240731205,0.00968863838581896,0.563219959425425,-2.60898563331962
MAGT1,-0.200028255837123,6.77418083314197,-2.84819917246507,0.00968936191844487,0.563219959425425,-2.60904953639643
CLDN6,0.0847354011785624,6.90162752066025,2.83958676966712,0.00987860699546256,0.563219959425425,-2.62559965543789
PCOTH,-0.0699434098356444,6.04095511785257,-2.83555039605749,0.00996851086681059,0.563219959425425,-2.63334959951973
HNRNPF,0.165558274978059,6.80389660909003,2.83504366366167,0.00997985258987382,0.563219959425425,-2.63432224022636
SLC16A5,0.0681394623202514,5.8177834625772,2.83497224356398,0.009981452110461,0.563219959425425,-2.634459321206
UBN1,-0.0760314325953754,6.72042304360284,-2.83136627193611,0.0100625302363757,0.563219959425425,-2.64137875698038
OTULINL,0.0621678356076885,4.83941596872159,2.82976663253389,0.0100986981859602,0.563219959425425,-2.64444719047944
LINC02249,0.0903960277319045,5.56471670891139,2.82829598471842,0.010132059105936,0.563219959425425,-2.64726760135266
PUDP,-0.0757488470061301,6.82218806873655,-2.82389723834743,0.0102324715811929,0.563219959425425,-2.6557001390609
PLAG1,-0.047084482711156,3.57113000009814,-2.81288938457474,0.0104879323291613,0.563219959425425,-2.67678017642952
MANBA,0.068470012048085,6.11782379322631,2.80800653531619,0.0106031868699496,0.563219959425425,-2.68612052379546
PLCH2,0.0954695074925175,6.20320903741186,2.80722525828733,0.0106217398196941,0.563219959425425,-2.68761442853359
DGKQ,0.0755119987441496,5.12267151996357,2.80504935984569,0.0106735740715841,0.563219959425425,-2.69177417127352
PRKAR1A,0.130561956809201,7.29836596052837,2.80480791163037,0.0106793406939641,0.563219959425425,-2.69223567816078
ZWILCH,-0.0615481515915947,4.43234539896645,-2.80307765757788,0.0107207521685375,0.563219959425425,-2.6955424473496
BAX,0.123187411242601,5.3049851820036,2.80257099831455,0.0107329073745664,0.563219959425425,-2.69651059512468
SLC35E3,-0.0802552464888589,6.4562627057502,-2.80071358492382,0.0107775808305586,0.563219959425425,-2.70005923472618
TMC6,0.0922564198046321,6.95891798723242,2.78761692528551,0.0110976413419855,0.563219959425425,-2.72505425740992
USH2A,-0.0369679806459211,3.75205738353012,-2.78735240222242,0.0111041982027841,0.563219959425425,-2.72555861977471
POLR2C,0.0681220626480573,7.76395094081636,2.77838035661375,0.0113287900558369,0.563219959425425,-2.74265413021804
HOXC10,-0.104576296376891,5.61580889640381,-2.77718769018367,0.0113589690204,0.563219959425425,-2.7449249921011
GPR25,0.0593179373742413,4.60477735467373,2.77453902565686,0.0114262641479624,0.563219959425425,-2.74996669893036
SPAM1,-0.0910329138926057,6.26694722379693,-2.76359368754663,0.0117083990370696,0.563219959425425,-2.77078037828508
COQ10B,-0.117587651911955,6.66375534258015,-2.76293892133303,0.01172548514986,0.563219959425425,-2.7720244232606
TNFRSF12A,0.0765457713906246,7.51140423749755,2.76196491035856,0.0117509458324045,0.563219959425425,-2.77387480567779
PPP3CC,0.110308026891781,6.39302038956555,2.76091976435006,0.0117783244631616,0.563219959425425,-2.77586003124257
SP3P,0.0619983047714387,5.75399492265294,2.75232158478122,0.0120058757177635,0.563219959425425,-2.79218036089233
SUCLG2,0.12538394143154,9.00003680175227,2.75146506589764,0.0120287710286154,0.563219959425425,-2.79380498789083
ARL5A,-0.0916608871067177,7.59538835280889,-2.74946907885085,0.0120822862065967,0.563219959425425,-2.79759012677308
DLAT,-0.121259147363263,5.1433413712004,-2.74946088855295,0.0120825062652569,0.563219959425425,-2.79760565631509
PLAU,0.0950954192833776,6.19836343915392,2.74812195745095,0.0121185322030753,0.563219959425425,-2.80014413389975
NNT,0.157515225990595,6.34377290324431,2.73424595746535,0.0124979453540504,0.563219959425425,-2.82642147113834
COX11,-0.100645828469655,6.20497110347512,-2.73124640002876,0.0125814324676092,0.563219959425425,-2.83209453710631
ZNF281,-0.0882375207719884,5.30857380510681,-2.72925052903739,0.0126372768827651,0.563219959425425,-2.83586788845104
CRYBA1,-0.0678781250761324,4.47729630793757,-2.72769081489875,0.0126810813335504,0.563219959425425,-2.83881584740472
NUP43,-0.0996823287493159,6.27093545540484,-2.72558622260471,0.0127404171078998,0.563219959425425,-2.84279254130885
AIDA,0.0970407444721223,4.25133916132784,2.72392680987449,0.0127873873955357,0.563219959425425,-2.84592714606678
S100A4,0.118529721891735,6.25314173467301,2.71961738355849,0.012910135910004,0.563219959425425,-2.85406383496274
CXCL2,-0.202474837237223,9.68549024388509,-2.71953806035709,0.0129124057733959,0.563219959425425,-2.85421355536734
NEUROD6,-0.0883334836027234,5.60745455412951,-2.71756167671921,0.0129690831147606,0.563219959425425,-2.85794333146121
ZNF518A,-0.07033591572061,6.71098215370938,-2.71725826973812,0.0129778048732367,0.563219959425425,-2.85851581132126
PDK2,0.108312738054758,7.58886887917406,2.71584039180368,0.0130186370906797,0.563219959425425,-2.86119075949287
SNTB1,0.109893612942202,6.15544525894338,2.71380765272967,0.0130773887607214,0.563219959425425,-2.86502466579115
SNTG1,-0.0573087289922845,3.78877844305084,-2.71293253228046,0.013102759462106,0.563219959425425,-2.86667483777946
TOP3B,0.0679604813981649,5.09212497990727,2.71141034192633,0.0131470006628467,0.563219959425425,-2.86954462052703
OPRM1,-0.115929431890185,5.88525442569211,-2.7110451379501,0.0131576360615705,0.563219959425425,-2.87023303732381
KCNE4,0.0395267222454531,4.0505581465202,2.70769074889752,0.0132557042011298,0.563219959425425,-2.87655428542906
HSD3B2,-0.0694856445926199,5.4872057469912,-2.70480209688663,0.0133407110434175,0.563219959425425,-2.8819951971248
RYR3,-0.0545686122454234,3.94196464948194,-2.70323101576028,0.0133871612616723,0.563219959425425,-2.88495336277068
CHCHD3,-0.077904690736291,6.95433194997342,-2.69801152172337,0.0135425824311977,0.563219959425425,-2.894775797201
GNB2,0.189071172604302,7.96594151097875,2.69716377489399,0.0135679866600561,0.563219959425425,-2.89637038331009
MKNK2,-0.0851410808646427,8.5173472524888,-2.69350900504831,0.0136780260143474,0.563219959425425,-2.90324243213809
PLXNB1,0.167820423021423,7.27456080743491,2.69336575798064,0.0136823561255146,0.563219959425425,-2.90351169747673
CDH4,0.0627889528825069,5.8215769280317,2.69240892035161,0.0137113129888861,0.563219959425425,-2.90531013272532
SYTL2,-0.0647617880165548,4.38656773344498,-2.69204002292758,0.0137224924588025,0.563219959425425,-2.90600342470894
CCDC22,0.0938898597160661,5.75382470286629,2.68969774325715,0.0137936771131843,0.563219959425425,-2.91040446251967
OGG1,-0.0928736590439073,5.0763135570159,-2.68569052515777,0.0139162726621221,0.563219959425425,-2.91793001085814
IL1RL2,0.061468358235102,6.334410302529,2.68293647456465,0.0140011265066296,0.563219959425425,-2.92309929908136
OR2F2,-0.0399811981394802,3.90757984600846,-2.6822386006502,0.0140227060347863,0.563219959425425,-2.92440882712053
INTS9,-0.0755329325988843,5.63913417150141,-2.67992811262579,0.0140943753610382,0.563219959425425,-2.92874329598617
GABRA2,-0.0420171033286716,3.49559123111057,-2.67795339022371,0.0141559041290894,0.563219959425425,-2.9324465833634
FLRT3,-0.130465577028319,4.51611075340681,-2.67599687756354,0.0142171160991098,0.563219959425425,-2.93611454982775
RARS2,-0.0404515942994352,3.5888913543203,-2.67520857583268,0.0142418498193601,0.563219959425425,-2.93759208621014
NEK1,-0.0698688722150876,7.26941145101742,-2.66425325380499,0.0145898243353215,0.563219959425425,-2.95810625045167
CA1,-0.0751239640362334,6.19791525148154,-2.66313630262583,0.0146257502281831,0.563219959425425,-2.96019570058984
SHLD2,-0.100130774200368,8.04183174261039,-2.66266919248602,0.0146407992589856,0.563219959425425,-2.96106939654459
UBE2S,0.165732725904195,4.19266467906267,2.66087018365139,0.0146988953294342,0.563219959425425,-2.96443368312515
BSG,0.172941904917577,6.42227864113928,2.65946299338938,0.0147444900585209,0.563219959425425,-2.96706454024173
SCNN1D,0.0754071933947944,5.6216619140576,2.65793604296959,0.0147941163637877,0.563219959425425,-2.96991860436035
VPS52,-0.0615484539889641,8.89195055626137,-2.65738442439737,0.0148120828968509,0.563219959425425,-2.97094947157644
HPD,0.154347959233644,10.6277339663595,2.65588652833926,0.0148609742953097,0.563219959425425,-2.97374826946009
GML,-0.0635725287288188,6.06803173686363,-2.65538244921936,0.0148774617251226,0.563219959425425,-2.97468997738234
AHI1,-0.0936310381074612,5.78366864620795,-2.65471952681294,0.0148991709152877,0.563219959425425,-2.97592831196733
PRMT5,0.0611122423641428,7.06929666817727,2.65314939940675,0.014950708440996,0.563219959425425,-2.97886075339442
GPR162,0.089022652143442,7.11584197705637,2.65104521012004,0.0150200400201077,0.563219959425425,-2.98278942752986
PIGQ,0.0950280955306715,5.87479192799628,2.65056657668167,0.0150358530026419,0.563219959425425,-2.98368287788583
EIF5B,-0.13516159252392,7.40107399198752,-2.65012471531984,0.0150504650753325,0.563219959425425,-2.9845076233703
POLE2,-0.0785742062265718,5.05839494437447,-2.64850458091019,0.0151041567098674,0.563219959425425,-2.98753112300151
APC,-0.0679554180210951,5.612468086497,-2.64372954688588,0.0152634565989247,0.563219959425425,-2.99643751928447
MUC6,0.0699189111812269,6.9828128456248,2.64258346696133,0.0153019263349537,0.563219959425425,-2.99857412209882
FUT2,0.0927052494416587,6.91059489760209,2.64161301351597,0.0153345724788209,0.563219959425425,-3.00038298628783
SPP2,-0.136242881475286,9.81633734306547,-2.64113506484949,0.0153506748702795,0.563219959425425,-3.00127374346329
SPOCK1,-0.0610883390894473,5.66307170085089,-2.63965189701336,0.0154007454029496,0.563219959425425,-3.00403747779814
CYTL1,-0.0610790862553382,5.05563150354311,-2.63780078303183,0.015463453765275,0.563219959425425,-3.0074858682464
LHCGR,-0.0475549676213206,3.27599946629419,-2.63721005863879,0.0154835158203953,0.563219959425425,-3.00858608478896
PLGRKT,-0.0843610434264577,6.495726984099,-2.63640066768536,0.0155110440697883,0.563219959425425,-3.01009338563521
CEP97,-0.0478310636622015,3.74068413107338,-2.62800868445534,0.0157991990121458,0.563219959425425,-3.02570922956848
NMT2,-0.0606363917432951,5.90198310093998,-2.62571264038696,0.0158789134828003,0.563219959425425,-3.02997781060015
SKAP2,0.103142478753618,6.94969449612107,2.61962594193529,0.016092071799141,0.563219959425425,-3.04128543649163
LRRC8D,-0.0794100925322657,7.02371354492642,-2.61933664085101,0.0161022700771201,0.563219959425425,-3.04182259238083
MYH9,0.108687035617058,8.47549986237987,2.61914709915999,0.0161089549963638,0.563219959425425,-3.04217450676058
LZTFL1,-0.122777783010292,4.75390130842174,-2.61714278640366,0.0161798050879155,0.563219959425425,-3.04589512516066
MCTP2,-0.0576686475861048,4.60345508139226,-2.6162450695835,0.0162116334554262,0.563219959425425,-3.04756114274126
CYP11B2,0.0902531512684644,7.46612018318966,2.61531234961434,0.0162447653484493,0.563219959425425,-3.04929184507957
KCNA3,-0.0656410455266213,4.4664824579763,-2.61512172406501,0.0162515445597711,0.563219959425425,-3.04964552448173
EIF4B,0.0910426371996726,8.58741776632807,2.61288816208342,0.0163311755333334,0.563219959425425,-3.05378871554902
PADI4,0.0493481946715482,4.23068096655538,2.61213324413387,0.0163581729009971,0.563219959425425,-3.0551887009747
ZSCAN16,-0.0542599680043472,4.08878716980939,-2.61012523657645,0.0164301880540335,0.563219959425425,-3.0589116258535
ZNF137P,-0.0629631114693416,4.5010824962782,-2.60960871547364,0.0164487607947283,0.563219959425425,-3.05986906481064
TEF,0.0605054047194996,5.97587268965085,2.60907491511572,0.0164679756310887,0.563219959425425,-3.06085844210901
SLC49A3,0.0653745562620891,4.44156221529335,2.60842772540168,0.016491300421515,0.563219959425425,-3.06205785785319
RBM26,-0.116630846404963,4.71175141167514,-2.60835819746953,0.0164938080662906,0.563219959425425,-3.06218670362326
CCDC30,-0.0782265899787284,5.61026627198403,-2.60807375459102,0.0165040707299471,0.563219959425425,-3.06271380291953
CYRIA,-0.0595864263789859,5.70770319273031,-2.60711360635397,0.016538757192484,0.563219959425425,-3.06449285326217
LDHAL6B,-0.0561571362774246,3.94644657525308,-2.60688256504082,0.0165471140691464,0.563219959425425,-3.06492090294555
IL3,-0.040751777951194,4.0149875824238,-2.60535743503669,0.0166023786141127,0.563219959425425,-3.06774607163658
PYROXD1,-0.101390436421124,5.63849472807192,-2.60365625345157,0.0166642276107705,0.563219959425425,-3.07089646597824
INSL5,-0.0451727627411014,4.10614654584074,-2.60224675000223,0.0167156364931234,0.563219959425425,-3.0735059902021
CNPY4,0.0937801532352483,7.42408450475368,2.60197481807436,0.0167255718462785,0.563219959425425,-3.07400936440822
YWHAB,-0.0942383011142003,9.22985514003247,-2.60009445936906,0.0167944252569655,0.563219959425425,-3.07748944163117
ZFP36L2,0.0966509188785622,8.55080027481128,2.59951228831033,0.0168157967508939,0.563219959425425,-3.07856666113199
FGFBP1,-0.0703681751090605,6.16670544722706,-2.59894036759795,0.0168368168813661,0.563219959425425,-3.07962480579529
CCL25,-0.0959392907640301,6.14943979595666,-2.5962563294383,0.0169357956956963,0.563219959425425,-3.08458927187266
INSRR,0.0581403335952785,5.17704934776064,2.59584336852868,0.0169510729085252,0.563219959425425,-3.08535288502539
SLC7A2,0.0979066287972103,4.41505877060923,2.5936984550436,0.0170306313865591,0.563219959425425,-3.08931817942058
IER3IP1,-0.163354208698027,5.85957661907852,-2.59259965907876,0.0170715235677295,0.563219959425425,-3.09134893311078
CDK9,0.122817590987247,5.80852130884585,2.59102187785392,0.0171304029924831,0.563219959425425,-3.09426423326567
POT1,-0.0886024682356733,4.86256554718706,-2.58882567525856,0.0172126786934779,0.563219959425425,-3.09832083538981
TEX10,-0.0595396668205457,6.10058794566849,-2.58516083091765,0.0173508018950352,0.563219959425425,-3.10508660891312
SFRP1,-0.0810218429442294,5.743281334366,-2.58278460605273,0.0174409150184137,0.563219959425425,-3.10947104410867
GFPT1,0.0617873988643483,6.46108534593334,2.58195322791754,0.0174725469982931,0.563219959425425,-3.11100459857139
H6PD,0.140976154736788,7.50561770530927,2.58177105831239,0.0174794853235465,0.563219959425425,-3.11134059666597
DGKI,-0.073061051784705,4.39881934941916,-2.577749124015,0.0176333309165082,0.563219959425425,-3.11875593339788
IL24,-0.0583145770650496,5.1711404424512,-2.57750002293615,0.0176429011781032,0.563219959425425,-3.1192150295026
GALR2,0.0837703466793465,4.30871548665727,2.57480967458112,0.0177465737405155,0.563219959425425,-3.12417204961801
GFRA1,-0.0571690531038586,4.50771360496604,-2.57356752521265,0.0177946329025612,0.563219959425425,-3.12645991662812
LYPD1,0.0587762884948762,5.57829461083796,2.57346894796416,0.0177984521215986,0.563219959425425,-3.1266414601064
CPA2,-0.0682504783485593,5.66134803744846,-2.57334139905089,0.0178033949448934,0.563219959425425,-3.12687635402909
SCGB1D2,-0.0627858291983827,4.7671713259649,-2.57261644246983,0.0178315132424558,0.563219959425425,-3.12821132951394
KLHL11,-0.0833444775699138,5.46419109244221,-2.56999335279286,0.0179336018855239,0.563219959425425,-3.13304015850247
