gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
HNRNPA0,0.110213669472645,6.97356841134534,2.96122995700506,0.0075760193202903,0.590169329270731,-2.39088232900491
OPRPN,-0.0948156560976036,5.6051714865736,-2.95666619397745,0.00765461449097744,0.590169329270731,-2.39971242482448
NRXN2,0.125488109309264,5.20199143045512,2.95112632536497,0.00775107371455619,0.590169329270731,-2.41042495134391
CYB5B,0.0704871160496215,6.26943404629295,2.94366770754943,0.00788278937841937,0.590169329270731,-2.42483703762915
CCL19,0.182499092075838,6.2528504502226,2.93117806839105,0.00810818112929104,0.590169329270731,-2.44894251496668
ALKBH4,0.099899635761172,6.56611269887498,2.92432161695918,0.00823453358700957,0.590169329270731,-2.46216070681273
MCOLN3,-0.106393003009047,5.0007846905367,-2.9136707944637,0.00843456651669195,0.590169329270731,-2.48267250525855
NCR1,-0.0826932972978723,6.83154897899278,-2.90694627415222,0.00856325241971261,0.590169329270731,-2.49560935584727
UBN1,-0.0760314325953754,6.72042304360284,-2.88065344910451,0.00908472244688229,0.590169329270731,-2.54609026436663
COMMD8,-0.0790056783183413,5.23086233625234,-2.87460567493594,0.00920890342356188,0.590169329270731,-2.55767834570364
GSDME,-0.0892978109275165,6.025507804785,-2.87111597739607,0.00928129652001267,0.590169329270731,-2.5643608953518
PUDP,-0.0757488470061301,6.82218806873655,-2.86919698090905,0.00932133762716689,0.590169329270731,-2.56803439115844
PCOTH,-0.0699434098356444,6.04095511785257,-2.86830593612936,0.00933998603276342,0.590169329270731,-2.56973979511131
HSP90AB1,0.136302258767938,9.42049421200593,2.86444452573077,0.00942121388760037,0.590169329270731,-2.5771280529267
KDELR1,0.158591660119033,7.42105283785975,2.85075926246036,0.00971457295347432,0.590169329270731,-2.60328333834715
MANBA,0.068470012048085,6.11782379322631,2.850528646535,0.00971959055449099,0.590169329270731,-2.60372369465303
VPS13A,-0.097562616320045,5.25545967175497,-2.84397573390188,0.00986320507674452,0.590169329270731,-2.61623080404825
SLC35E3,-0.0802552464888589,6.4562627057502,-2.84244007300628,0.00989715311230533,0.590169329270731,-2.61916026507171
MAGT1,-0.200028255837123,6.77418083314197,-2.83919942086063,0.00996915943856096,0.590169329270731,-2.62534026224794
GPATCH2,-0.144201494460472,4.99492990177111,-2.83890518748497,0.00997572195759199,0.590169329270731,-2.62590124115299
SLC16A5,0.0681394623202514,5.8177834625772,2.8373548891985,0.0100103677343555,0.590169329270731,-2.62885664555008
HNRNPF,0.165558274978059,6.80389660909003,2.83002698930594,0.0101756925239989,0.590169329270731,-2.64281793020556
CARD8,-0.0724143788990374,5.27208399334557,-2.82786601391942,0.0102249422972252,0.590169329270731,-2.64693246768116
PLCH2,0.0954695074925175,6.20320903741186,2.8239751103745,0.0103141926767435,0.590169329270731,-2.65433781712467
GBE1,-0.150891044500418,8.4206635636273,-2.82199040835455,0.0103600042818909,0.590169329270731,-2.65811370299255
CDH1,0.151492099828984,8.37792618944047,2.82096802773496,0.010383679005314,0.590169329270731,-2.6600583828481
MLPH,-0.0658862197983591,8.146915839122,-2.81886704433457,0.0104324926242637,0.590169329270731,-2.66405384018015
TMC6,0.0922564198046321,6.95891798723242,2.80537762001684,0.0107511594662644,0.590169329270731,-2.68967960797343
PRKAR1A,0.130561956809201,7.29836596052837,2.79586708656569,0.0109813906544365,0.590169329270731,-2.70771817835735
PPP3CC,0.110308026891781,6.39302038956555,2.77222121311508,0.0115743557171451,0.590169329270731,-2.75246322003357
COQ10B,-0.117587651911955,6.66375534258015,-2.77134576372959,0.0115968844400345,0.590169329270731,-2.75411695110318
ZNF518A,-0.07033591572061,6.71098215370938,-2.76998924509125,0.0116318754438975,0.590169329270731,-2.75667901605422
PLAU,0.0950954192833776,6.19836343915392,2.76313017678797,0.011810347611873,0.590169329270731,-2.76962612706525
BAX,0.123187411242601,5.3049851820036,2.75930830876667,0.0119109198001957,0.590169329270731,-2.77683468139515
TNFRSF12A,0.0765457713906246,7.51140423749755,2.75230290332485,0.0120973859478315,0.590169329270731,-2.79003740634991
IL1RL2,0.061468358235102,6.334410302529,2.75135027868526,0.0121229558540709,0.590169329270731,-2.79183172433499
LRFN3,0.0877531461193231,4.96371818680943,2.74712839574511,0.0122368976323978,0.590169329270731,-2.7997808380463
POLR2C,0.0681220626480573,7.76395094081636,2.7465882699444,0.012251548014908,0.590169329270731,-2.80079744991243
COX11,-0.100645828469655,6.20497110347512,-2.74249834021323,0.0123630258249095,0.590169329270731,-2.8084927852148
NUP43,-0.0996823287493159,6.27093545540484,-2.73947768953896,0.0124459770085313,0.590169329270731,-2.81417324351143
ARL5A,-0.0916608871067177,7.59538835280889,-2.73282672666606,0.0126304898907604,0.590169329270731,-2.82667164569647
NNT,0.157515225990595,6.34377290324431,2.72996960593214,0.0127105483783819,0.590169329270731,-2.83203688907616
CHCHD3,-0.077904690736291,6.95433194997342,-2.72657912589939,0.0128061773681721,0.590169329270731,-2.83840070911458
S100A4,0.118529721891735,6.25314173467301,2.72368748061955,0.012888276150425,0.590169329270731,-2.84382565889046
SNTB1,0.109893612942202,6.15544525894338,2.71842634976433,0.0130389320518901,0.590169329270731,-2.85368984575478
SUCLG2,0.12538394143154,9.00003680175227,2.71275585134448,0.0132031816514949,0.590169329270731,-2.86431270545656
PDK2,0.108312738054758,7.58886887917406,2.69931372464061,0.0136004188657353,0.590169329270731,-2.88945757727041
PRMT5,0.0611122423641428,7.06929666817727,2.69735663820961,0.0136591906162321,0.590169329270731,-2.89311413540852
CXCL2,-0.202474837237223,9.68549024388509,-2.69678757318868,0.0136763248994613,0.590169329270731,-2.89417714877551
CDH4,0.0627889528825069,5.8215769280317,2.6965491238373,0.0136835105543245,0.590169329270731,-2.89462254401866
DLAT,-0.121259147363263,5.1433413712004,-2.69544631450772,0.0137167902139587,0.590169329270731,-2.89668224562936
DGKQ,0.0755119987441496,5.12267151996357,2.68681267409375,0.0139799928361964,0.590169329270731,-2.91279485700365
PLXNB1,0.167820423021423,7.27456080743491,2.68125760335088,0.0141518652343658,0.590169329270731,-2.92315045077147
MUC6,0.0699189111812269,6.9828128456248,2.67757919981571,0.0142667732763628,0.590169329270731,-2.93000258709857
NEK1,-0.0698688722150876,7.26941145101742,-2.67734122164614,0.0142742377177235,0.590169329270731,-2.9304457547381
CCDC22,0.0938898597160661,5.75382470286629,2.67666503752645,0.0142954671448274,0.590169329270731,-2.93170486614461
GNB2,0.189071172604302,7.96594151097875,2.67604988537877,0.0143148063807769,0.590169329270731,-2.93285021263419
ZNF281,-0.0882375207719884,5.30857380510681,-2.66727767401319,0.0145932971334585,0.590169329270731,-2.94917081601205
PLGRKT,-0.0843610434264577,6.495726984099,-2.66466143918831,0.0146773421065732,0.590169329270731,-2.95403382408976
GPR162,0.089022652143442,7.11584197705637,2.6600553744093,0.014826422984578,0.590169329270731,-2.96259047597857
INTS9,-0.0755329325988843,5.63913417150141,-2.65459712704425,0.0150049398250671,0.590169329270731,-2.97272190631323
BSG,0.172941904917577,6.42227864113928,2.6529272628958,0.0150599589313553,0.590169329270731,-2.97581964818217
HSD3B2,-0.0694856445926199,5.4872057469912,-2.65176288820539,0.0150984358369903,0.590169329270731,-2.97797916082852
HPD,0.154347959233644,10.6277339663595,2.64717532092914,0.0152509386752903,0.590169329270731,-2.98648348337306
PIGQ,0.0950280955306715,5.87479192799628,2.64595167617924,0.0152918611053872,0.590169329270731,-2.98875075852212
GFPT1,0.0617873988643483,6.46108534593334,2.64558085070067,0.0153042831176784,0.590169329270731,-2.98943776547379
AHI1,-0.0936310381074612,5.78366864620795,-2.64402849356589,0.0153563879695774,0.590169329270731,-2.99231326964771
NMT2,-0.0606363917432951,5.90198310093998,-2.64315254431498,0.0153858631200363,0.590169329270731,-2.99393550488188
LRRC8D,-0.0794100925322657,7.02371354492642,-2.63935775680989,0.0155141737629285,0.590169329270731,-3.00096062423249
MKNK2,-0.0851410808646427,8.5173472524888,-2.63894509511095,0.0155281875900345,0.590169329270731,-3.00172429856326
EIF5B,-0.13516159252392,7.40107399198752,-2.63784611322259,0.0155655669165092,0.590169329270731,-3.00375782477147
TEF,0.0605054047194996,5.97587268965085,2.63690059664556,0.0155977944649816,0.590169329270731,-3.00550708414928
CAMSAP1,-0.055999413032707,6.23402618973886,-2.63571218968234,0.0156383902072222,0.590169329270731,-3.00770531216524
SCNN1D,0.0754071933947944,5.6216619140576,2.63061774139916,0.0158135486777935,0.590169329270731,-3.01712368517449
SHLD2,-0.100130774200368,8.04183174261039,-2.63043824963406,0.015819753652678,0.590169329270731,-3.01745537388769
TEX10,-0.0595396668205457,6.10058794566849,-2.62934464652465,0.0158576088604282,0.590169329270731,-3.01947606211636
SKAP2,0.103142478753618,6.94969449612107,2.62657742823754,0.015953778703342,0.590169329270731,-3.02458748124089
SPP2,-0.136242881475286,9.81633734306547,-2.61563291664377,0.0163395550763141,0.590169329270731,-3.04477993962044
APC,-0.0679554180210951,5.612468086497,-2.61288898807106,0.0164376444061873,0.590169329270731,-3.04983653269686
CCL25,-0.0959392907640301,6.14943979595666,-2.60475583758958,0.016731657880488,0.590169329270731,-3.06481052038415
OGG1,-0.0928736590439073,5.0763135570159,-2.60352340289831,0.0167766404736607,0.590169329270731,-3.06707772597329
CNPY4,0.0937801532352483,7.42408450475368,2.59363693715984,0.0171416312424964,0.590169329270731,-3.08524742229869
PTPRH,0.0804823655634809,6.73884038843526,2.59291407353182,0.0171686093884328,0.590169329270731,-3.08657469451565
CYRIA,-0.0595864263789859,5.70770319273031,-2.59159730462618,0.0172178555671385,0.590169329270731,-3.0889920214636
MDK,0.0653719725555756,6.12053900266561,2.58870692647612,0.0173264202903313,0.590169329270731,-3.09429621951507
PYROXD1,-0.101390436421124,5.63849472807192,-2.58271478579724,0.0175535452566247,0.590169329270731,-3.10528390913445
MYH9,0.108687035617058,8.47549986237987,2.58164357331723,0.0175944423314384,0.590169329270731,-3.10724694427899
AP1S1,0.0558276661971769,7.07711604211829,2.58155172484256,0.0175979531200587,0.590169329270731,-3.10741524249349
CCDC30,-0.0782265899787284,5.61026627198403,-2.58098221960217,0.0176197364352323,0.590169329270731,-3.10845871195339
IER3IP1,-0.163354208698027,5.85957661907852,-2.57949504835698,0.0176767397285534,0.590169329270731,-3.11118306574292
CDK9,0.122817590987247,5.80852130884585,2.57876493787592,0.0177047883215531,0.590169329270731,-3.11252029330396
TOP3B,0.0679604813981649,5.09212497990727,2.57663569095829,0.0177868266806063,0.590169329270731,-3.1164191022973
CDS2,-0.105355449649142,6.91889057038251,-2.57308748750544,0.017924331198541,0.590169329270731,-3.12291282773822
PIAS1,-0.0799627062081447,6.72544236036947,-2.5727474483217,0.0179375611885089,0.590169329270731,-3.12353493175303
SFRP1,-0.0810218429442294,5.743281334366,-2.57025878575381,0.0180346680692939,0.590169329270731,-3.12808680003596
AKAP6,-0.0947308313110586,6.36963051489502,-2.57020244745504,0.0180368720833005,0.590169329270731,-3.1281898215645
ASS1,0.120597791694554,11.7909649494415,2.56814304664352,0.0181176120424999,0.590169329270731,-3.13195497227244
H6PD,0.140976154736788,7.50561770530927,2.56718427959251,0.018155316827025,0.590169329270731,-3.13370738486681
EIF4B,0.0910426371996726,8.58741776632807,2.56507425505893,0.0182385562465351,0.590169329270731,-3.13756297044588
VPS52,-0.0615484539889641,8.89195055626137,-2.5644921187733,0.0182615842806223,0.590169329270731,-3.13862643183083
KLK10,-0.058185377663755,5.77377995503718,-2.56050308493036,0.0184201182680222,0.590169329270731,-3.14591067993491
SPRY1,-0.112143203602037,6.16763265085404,-2.55836575237889,0.0185055921989075,0.590169329270731,-3.14981142170707
ZFP36L2,0.0966509188785622,8.55080027481128,2.55614503091011,0.0185947954766913,0.590169329270731,-3.1538627421216
PFKFB1,-0.0789426752059306,7.21808592496055,-2.55415404361334,0.0186751138333533,0.590169329270731,-3.15749355445451
YWHAB,-0.0942383011142003,9.22985514003247,-2.55362174313428,0.0186966424788026,0.590169329270731,-3.15846404616742
PEAK1,-0.0882572596710863,7.08934249357462,-2.54921963306238,0.0188755791028955,0.590169329270731,-3.1664863513411
COLGALT1,0.0912773588674871,7.68802959390918,2.54902304973186,0.0188836071854544,0.590169329270731,-3.16684444884687
FLNA,0.113739148479846,7.60265938185001,2.54422004080266,0.0190807513399498,0.590169329270731,-3.17558960691552
LZTFL1,-0.122777783010292,4.75390130842174,-2.5431106064891,0.0191265629336239,0.590169329270731,-3.17760852358678
POLE2,-0.0785742062265718,5.05839494437447,-2.54285083805102,0.0191373043882103,0.590169329270731,-3.17808118273732
HIP1R,0.0665610679539648,7.53136640964958,2.54151746119363,0.0191925288182547,0.590169329270731,-3.18050695715806
SH3GLB2,0.0975174475459245,5.61737335802031,2.53530976947758,0.0194516064313435,0.590169329270731,-3.19179251349379
PCBP1,0.143778974374556,8.5919860238793,2.53489531742481,0.01946901984382,0.590169329270731,-3.19254552007879
NFKBIL1,0.0748496939525129,6.9012708729576,2.53362085008514,0.0195226588675765,0.590169329270731,-3.19486069900706
LYPD1,0.0587762884948762,5.57829461083796,2.53307976660584,0.0195454735448259,0.590169329270731,-3.19584345633208
KLHL11,-0.0833444775699138,5.46419109244221,-2.52954705043121,0.0196950453122353,0.590169329270731,-3.2022573946581
GNL3,-0.0876131978165549,6.52450608108973,-2.52785291110923,0.0197671535560484,0.590169329270731,-3.20533173352318
ZCCHC14,0.119075730318618,7.2045800711575,2.52586712779934,0.0198519901341246,0.590169329270731,-3.20893406628526
PRSS50,0.0542908672828018,6.15456311456143,2.51809994179203,0.0201871076341702,0.590169329270731,-3.22301121906904
CHRNA4,0.113910069521712,6.01657962463969,2.51367585989924,0.0203803470604392,0.590169329270731,-3.23102007692605
SGSH,0.102488323420181,6.34441000171002,2.51233876190456,0.0204390901333633,0.590169329270731,-3.23343927532706
CD6,0.0668508872622047,8.05836309134665,2.51204708040795,0.0204519256965415,0.590169329270731,-3.23396692948546
SPART,-0.0856058218890097,6.57887015029447,-2.50868725797007,0.0206003211268734,0.590169329270731,-3.24004274577044
RAB40C,0.0554306877301313,6.20004187674674,2.50656890725266,0.0206944010574928,0.590169329270731,-3.24387149903814
GATAD1,0.121481474709016,6.58288517703371,2.50601139186031,0.0207192281149463,0.590169329270731,-3.24487890468785
SLC12A6,-0.113388949821917,4.93864987104682,-2.50351902527597,0.0208305583936841,0.590169329270731,-3.2493811749503
IGKC,0.194330058159665,8.85814431606877,2.50309249717472,0.0208496667616872,0.590169329270731,-3.25015144807427
GOLGA5,0.074230833656348,6.76049147540872,2.50228631391639,0.0208858283984498,0.590169329270731,-3.25160717210185
PLEC,0.117337392665214,8.15555765767036,2.50198587573166,0.020899319661176,0.590169329270731,-3.25214961478899
DND1,-0.0897890667746473,7.4898083211947,-2.50135546215806,0.0209276550681997,0.590169329270731,-3.2532877270669
TRPM3,-0.0835472944293305,6.38983389096211,-2.50066257233602,0.0209588400698638,0.590169329270731,-3.2545384698603
OXSR1,-0.0787190779284044,6.61182997367858,-2.5000763355795,0.0209852588613466,0.590169329270731,-3.25559656073745
TM7SF2,0.186821833247291,8.55983671542609,2.49974963638111,0.0209999950914184,0.590169329270731,-3.25618616348807
TNFAIP2,0.0760375924054097,7.51451641297325,2.49580372560171,0.021178747045529,0.590169329270731,-3.26330449554202
MAGOH,0.0672737373246756,5.92064290240752,2.49559813664553,0.0211880992254059,0.590169329270731,-3.26367522331976
NGF,0.0684732163920386,5.77476221047676,2.49348775277314,0.0212843234689648,0.590169329270731,-3.26747990752919
PIK3C2G,-0.102259889487034,5.61758352700781,-2.49300065670873,0.021306590869005,0.590169329270731,-3.26835784085851
HSF1,0.140736431526543,6.50004556277667,2.49041271477477,0.0214252632606529,0.590169329270731,-3.27302089762683
YBX3,0.0797400678054332,6.8767714289279,2.4889492804279,0.0214926435241798,0.590169329270731,-3.27565672449128
ANKRD28,-0.102496487310012,6.95309752002209,-2.4852984995958,0.0216615990356437,0.590169329270731,-3.28222892814104
POT1,-0.0886024682356733,4.86256554718706,-2.48251407535392,0.0217912934857932,0.590169329270731,-3.28723832084853
COL13A1,0.0582141139225116,6.93756259549524,2.48079296612948,0.0218718226437312,0.590169329270731,-3.29033334900865
SFTPD,-0.0458698023381505,5.65534770511371,-2.48018442183326,0.0219003623392196,0.590169329270731,-3.29142742663107
CYTL1,-0.0610790862553382,5.05563150354311,-2.47979500365921,0.0219186436371081,0.590169329270731,-3.29212747682007
ACR,-0.0581176557770205,6.06854441060928,-2.47969917645089,0.0219231444451682,0.590169329270731,-3.29229973541157
ING4,0.0674780494666813,7.78439071027283,2.47612757817184,0.0220915119785021,0.590169329270731,-3.29871768707879
PCSK1N,0.044243477352366,5.60038344054141,2.47494962079883,0.0221473059174985,0.590169329270731,-3.30083340681797
UNKL,0.0600116384985161,6.4472908965613,2.47457504733217,0.0221650751354693,0.590169329270731,-3.30150607107902
ALPL,0.0991297751763813,6.62550899850471,2.47330184154631,0.0222255737126482,0.590169329270731,-3.30379213586885
RUBCN,-0.0897322175833233,5.92238273733641,-2.47276742936172,0.0222510131325954,0.590169329270731,-3.30475150972745
EMILIN1,0.1908510412392,6.0450170234041,2.47009093992515,0.0223788304671312,0.590169329270731,-3.30955478616625
THY1,0.081716523142842,6.58519661426821,2.46364087099231,0.0226896779253201,0.590169329270731,-3.32111959898344
FMO3,0.0970291912633047,10.0043789078257,2.46313572973226,0.0227141914469523,0.590169329270731,-3.32202467042525
XRCC1,0.103206019052941,6.79874764359122,2.46269234000518,0.0227357286424503,0.590169329270731,-3.32281902435914
AXL,0.0775135994268453,6.92239039926409,2.46263421473763,0.0227385534286851,0.590169329270731,-3.3229231532851
NFATC2IP,-0.0702445771349013,7.17857432497913,-2.46188113757446,0.0227751812672518,0.590169329270731,-3.32427214816604
INSRR,0.0581403335952785,5.17704934776064,2.46171030192211,0.022783497951158,0.590169329270731,-3.32457813925039
THSD7A,-0.06965765284926,5.34415643663415,-2.46150585557282,0.0227934546064346,0.590169329270731,-3.32494431800244
FBP1,0.204654253925997,10.9639970989087,2.46016463491462,0.022858873525547,0.590169329270731,-3.3273461691608
KCNJ10,-0.0502041262706236,5.82712500219913,-2.45906225584656,0.022912773842154,0.590169329270731,-3.32931981548455
SLC25A28,0.0735773522182909,6.72549257173249,2.45870439318746,0.022930296837078,0.590169329270731,-3.32996042068777
GNS,-0.0760287533499515,7.90676371399596,-2.45733595382886,0.0229974187367505,0.590169329270731,-3.33240961674419
CHD7,-0.0746421214731345,5.25387802935556,-2.45694264928584,0.0230167441744031,0.590169329270731,-3.3331134167285
HUS1,-0.0742105539165035,6.75330439231941,-2.45488490259138,0.0231181008056547,0.590169329270731,-3.33679473998486
GPI,0.167821336579426,8.56654166797782,2.45094604417474,0.0233132750615477,0.590169329270731,-3.34383707991937
BMPR1B,-0.077774992323842,5.17374113040319,-2.44914627369495,0.0234029655937455,0.590169329270731,-3.34705302791688
LPIN2,0.118656036088913,8.2889971111946,2.44870044809353,0.0234252326889064,0.590169329270731,-3.34784947514875
BCL2,0.0742916547050764,7.11364789745388,2.44604961712863,0.0235580385536174,0.590169329270731,-3.35258356026785
DCT,-0.0706758312110174,6.24473765127723,-2.44411196480032,0.0236555577178384,0.590169329270731,-3.35604235719806
ITGA3,0.0764596701333751,6.40097603288057,2.4439911121208,0.0236616524932489,0.590169329270731,-3.35625803897613
ATG14,-0.0969758676513276,5.88726523312732,-2.44315379114743,0.0237039199864316,0.590169329270731,-3.35775223046356
LBP,0.150554284879392,9.44327309348325,2.44265060976355,0.023729354114629,0.590169329270731,-3.35865002886452
NCK1,-0.0938243072560684,5.13318988986709,-2.44204905361943,0.0237597941094806,0.590169329270731,-3.35972322951536
CREBZF,0.0551168755230609,5.72565216540842,2.43866312716363,0.0239318084390593,0.590169329270731,-3.36576137169187
VIM,0.193755341327346,8.77946074816954,2.43367168381892,0.0241875026833111,0.590169329270731,-3.3746549149149
RSL1D1,0.0721698116129645,7.69268598828495,2.43009779659965,0.0243721398511472,0.590169329270731,-3.38101704118123
RORC,0.100395400645022,7.94510831090555,2.42906811731705,0.0244255788360394,0.590169329270731,-3.38284916402517
URB2,-0.0544493729345046,5.1928241682116,-2.42796022049551,0.0244831989294839,0.590169329270731,-3.3848200195028
FAM149A,-0.0896313820573852,7.01945528155913,-2.4277701501368,0.0244930969083452,0.590169329270731,-3.38515809275796
FOXO4,0.0783761880560988,7.28272828854295,2.42703369470811,0.0245314832371644,0.590169329270731,-3.38646787987542
CHRM2,-0.0807155164624122,6.2717682834864,-2.4258798226955,0.0245917391380654,0.590169329270731,-3.38851963618944
GLUD2,0.21078206410647,7.7964038912959,2.42064875858325,0.0248666388403973,0.590169329270731,-3.39781500517249
GPD1,0.139666936634811,7.56420682728605,2.41930969088263,0.0249374665538738,0.590169329270731,-3.40019282132389
STX5,0.0666580135382657,6.37731312901146,2.41893166055096,0.0249574957434952,0.590169329270731,-3.40086397747021
EDEM1,0.0717304299114566,6.86694671234637,2.41887687224866,0.0249603998336778,0.590169329270731,-3.40096124432879
NUP188,0.0959809163087619,7.03802262219464,2.41712349604391,0.0250535047357084,0.590169329270731,-3.40407345545462
FCGR2B,0.0746331975862875,6.11413346650312,2.41702478759462,0.0250587557745083,0.590169329270731,-3.40424862680904
STIP1,0.132818604477161,6.77598816205243,2.41693447088564,0.0250635612901265,0.590169329270731,-3.40440890268654
INHBC,0.111993183908072,7.49769693590995,2.41393478680507,0.0252236540451517,0.590169329270731,-3.4097303922628
CASP4,0.0595190220600923,5.99904250726285,2.41387131509514,0.0252270517648345,0.590169329270731,-3.40984295550712
MAGEH1,-0.0856205310714774,6.64159901641405,-2.41338901135366,0.0252528839808405,0.590169329270731,-3.41069824242644
NOCT,-0.0648107877591484,6.72993830884066,-2.41273751944898,0.0252878169458877,0.590169329270731,-3.41185341758465
STK10,0.0950036397587057,5.809284328076,2.40831309257546,0.0255262447338062,0.590169329270731,-3.41969422690211
CSTF1,0.0739184783096109,5.69935184882673,2.40720393036824,0.0255863427883719,0.590169329270731,-3.42165868252109
LTB,0.0836801803471905,6.86105217518844,2.40712500142393,0.0255906244219785,0.590169329270731,-3.42179845711201
APOOL,-0.0697960982343605,6.58312062338852,-2.40701503878233,0.0255965906399978,0.590169329270731,-3.42199318507311
PIK3C3,-0.0838976773443275,6.64326707532293,-2.4053382717983,0.0256877267641259,0.590169329270731,-3.4249619289553
