gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig,sig_fallback,logFC_paper,adjP_paper,sig_paper,logFC_GSE15653,P_GSE15653,logFC_GSE64998,P_GSE64998
PCNX1,-0.162332422996192,7.34775945638433,-2.56626625399134,0.0140635333825693,0.999792781902493,-3.28649350225436,NS,NS,-0.161005383844794,0.998681922476051,NS,-0.209230124094113,0.0570608281259331,-0.1233410719807,0.116696053635997
USP33,-0.228246355904889,6.65933124216217,-2.56285304837125,0.0141826827388765,0.999792781902493,-3.29063189659253,NS,NS,-0.194595840423493,0.998681922476051,NS,-0.393663657757915,0.0262710194958115,-0.0842433609953304,0.302184326422498
GALNS,-0.166803419669744,7.06835315907579,-2.56264244186912,0.0141900648306203,0.999792781902493,-3.29088714281485,NS,NS,-0.165778239630243,0.998681922476051,NS,-0.261564127121294,0.0157918964760817,-0.103678102621467,0.237720995996613
TRIM8,0.215719034815471,7.74328668884495,2.54270251611895,0.0149051221305225,0.999792781902493,-3.31499692780428,NS,NS,0.207032982171818,0.998681922476051,NS,0.295716618903919,0.0427517197408456,0.128462654172907,0.205125019464234
RNGTT,-0.192177987898423,6.29751508834773,-2.54030185673741,0.0149933965051581,0.999792781902493,-3.31789202947993,NS,NS,-0.197692151504697,0.998681922476051,NS,-0.135702820943383,0.311693262560284,-0.221821446863961,0.0203455085277186
CLK3,0.170575492760125,6.99275734533106,2.53448373743313,0.0152093185088342,0.999792781902493,-3.32490165100332,NS,NS,0.145736513562829,0.998681922476051,NS,0.262909205718147,0.0639439772595503,0.0855659094383947,0.13990793163671
ZNF253,-0.272368560060634,6.03879132942581,-2.5228415478683,0.0156499301302577,0.999792781902493,-3.33889902143758,NS,NS,-0.245142451615156,0.998681922476051,NS,-0.366873840656131,0.0902632651875713,-0.160737758776694,0.0728677020861687
AKAP10,-0.177536422921433,6.3180459555946,-2.51557355399078,0.0159308677616477,0.999792781902493,-3.34761757249205,NS,NS,-0.131076170957182,0.998681922476051,NS,-0.37612217710895,0.010500865530943,-0.0402428120797298,0.476001967385525
THAP4,0.232701618696711,6.9125417895702,2.51331454488168,0.0160191199177575,0.999792781902493,-3.35032433397899,NS,NS,0.193369044692046,0.998681922476051,NS,0.361305411588432,0.0576625382544295,0.102992847779814,0.129181234114065
RAP2A,-0.281527901144079,6.48560246708627,-2.49664314970526,0.016684321214494,0.999792781902493,-3.37025435991493,NS,NS,-0.251850483419774,0.998681922476051,NS,-0.445277620228864,0.0337728447375752,-0.1129779836297,0.295043154291105
GOLM1,0.449775896935591,6.23459579414048,2.48327002873706,0.0172359922937901,0.999792781902493,-3.38618277635484,NS,NS,0.440802610952383,0.998681922476051,NS,0.130308483041117,0.502727680406417,0.760060460740428,0.00758665182467204
FER,-0.162320026463921,5.61328142495582,-2.47885764363144,0.0174216216752197,0.999792781902493,-3.39142673174567,NS,NS,-0.160520186964904,0.998681922476051,NS,-0.0583943891268364,0.532824872566494,-0.235452608354057,0.0226432379521639
ARMC7,0.156396234746331,5.91910646198996,2.47811902006553,0.0174528726533648,0.999792781902493,-3.39230399703033,NS,NS,0.155898867403971,0.998681922476051,NS,0.0796205462740565,0.378334067116527,0.197723248354472,0.0427102394179224
SPSB1,0.315826635852829,5.77274645516347,2.47602092230482,0.0175419208532873,0.999792781902493,-3.39479503427185,NS,NS,0.317620768632711,0.998681922476051,NS,0.221120097463683,0.136123773722954,0.474312646608232,0.00772288873921055
JUNB,0.362676272308568,6.72000829438626,2.47270643214216,0.0176834374834375,0.999792781902493,-3.39872762047088,NS,NS,0.359778248850096,0.998681922476051,NS,0.35774189817243,0.194338709517963,0.333154031766565,0.0373375378741112
ANXA5,0.297495316140113,8.27463668237362,2.47042523156137,0.0177814383789308,0.999792781902493,-3.40143233490802,NS,NS,0.277252295571117,0.998681922476051,NS,0.434416306785723,0.0597426053744122,0.200156113320018,0.12588181683636
ODR4,-0.20726393658781,6.39994334100827,-2.46069551760996,0.0182049938813586,0.999792781902493,-3.41295104098171,NS,NS,-0.18810247355225,0.998681922476051,NS,-0.328370989110122,0.0427386054498647,-0.0934198265427097,0.273637492155775
MMP11,-0.171961343617753,5.778399137378,-2.44200954362094,0.0190442148400197,0.999792781902493,-3.43499339095969,NS,NS,-0.16991851256111,0.998681922476051,NS,-0.205126601964293,0.0651407339731177,-0.157544342330947,0.142260337675484
SERPINA3,-0.207574376561176,12.1425462669276,-2.4317277200133,0.019520807083985,0.999792781902493,-3.44707715971384,NS,NS,-0.170173328686673,0.998681922476051,NS,-0.452124767564532,0.00775137339994037,-0.0553983425504736,0.45963632195983
ST20,-0.219207109243981,6.74041607416821,-2.43086108919143,0.01956146759768,0.999792781902493,-3.44809420797651,NS,NS,-0.222447897244678,0.998681922476051,NS,-0.224386249303916,0.0764156446361058,-0.21950442414862,0.11444168995236
TLR2,-0.233925875020208,5.44179612548908,-2.41951899374048,0.0201007321600537,0.999792781902493,-3.46138382384885,NS,NS,-0.22880246668822,0.998681922476051,NS,-0.200278163017095,0.0412867451956813,-0.306529787099388,0.0509178305178805
TPST1,-0.151326368532363,6.73611991248967,-2.41622000542359,0.0202600904382923,0.999792781902493,-3.46524189766709,NS,NS,-0.151297715910816,0.998681922476051,NS,-0.222743310754183,0.0327118344268255,-0.102601075793382,0.226079402053543
ENPP1,-0.30664052310414,8.76358224552634,-2.41351635633269,0.0203915420155561,0.999792781902493,-3.46840125275829,NS,NS,-0.270534894670966,0.998681922476051,NS,-0.398275264436008,0.125866720379318,-0.181453613617149,0.0126864701221514
SORBS3,0.188046760765799,7.2476915264507,2.39986111221634,0.0210673214511634,0.999792781902493,-3.48432376546388,NS,NS,0.210046636431495,0.998681922476051,NS,0.0199234686852598,0.891488228063182,0.288742278415639,0.00165672389085382
KCNIP2,0.197319220078145,5.12644465102727,2.39902714802525,0.0211092416036706,0.999792781902493,-3.48529433372776,NS,NS,0.198358749330546,0.998681922476051,NS,0.17960621254259,0.0650870020149108,0.197351324247989,0.149274195078794
SPP1,0.505237124325124,6.03890070246854,2.38850567941816,0.0216446252945064,0.999792781902493,-3.49752070522805,NS,NS,0.503223712409175,0.998681922476051,NS,0.513650359723477,0.0662260133170096,0.593190082911904,0.055077894575625
PON1,-0.189089060499517,10.9326018031515,-2.38606315995015,0.021770652634898,0.999792781902493,-3.50035408938349,NS,NS,-0.178339787454025,0.998681922476051,NS,-0.257196992416702,0.108998336692673,-0.116693197339282,0.146801877923513
IRF6,-0.262370102384233,7.51268308328891,-2.38058697144354,0.0220556188946017,0.999792781902493,-3.50669984162249,NS,NS,-0.264710705809174,0.998681922476051,NS,-0.190799525846714,0.30364060293725,-0.292674294499089,0.0458455399334764
RBM15B,0.175433324665836,6.62113303299656,2.3726816851584,0.0224729245574976,0.999792781902493,-3.51584385683423,NS,NS,0.188432611013767,0.998681922476051,NS,0.0712971306039698,0.596618617595134,0.260620549310407,0.00523440690396576
DUS2,-0.158833712445045,6.92711896137205,-2.37257105039879,0.0224788149349326,0.999792781902493,-3.51597168853801,NS,NS,-0.157952882243086,0.998681922476051,NS,-0.129730997960434,0.274739680097693,-0.16063785195298,0.0740817397254133
PIN4,-0.249816078359057,6.07462803781919,-2.36720847018416,0.0227660014812551,0.999792781902493,-3.52216320665735,NS,NS,-0.245726868434514,0.998681922476051,NS,-0.230959850391999,0.156928254963052,-0.231122324920271,0.131700635630437
KIZ,-0.146056506889543,5.80627371136718,-2.36679862863111,0.0227880854589606,0.999792781902493,-3.52263602832262,NS,NS,-0.143911955178619,0.998681922476051,NS,-0.171004704928332,0.166869511562189,-0.143489510677647,0.0299726911422404
FGF4,-0.142027311476957,5.14046905714661,-2.36421119329902,0.0229279534189976,0.999792781902493,-3.5256198504796,NS,NS,-0.11746153958225,0.998681922476051,NS,-0.266148572934624,0.0262182935652354,-0.0366058271705176,0.556488747795089
PPP1R15A,0.126040731823275,6.21267839438852,2.36336430627668,0.0229739009508908,0.999792781902493,-3.52659601894537,NS,NS,0.12968131126518,0.998681922476051,NS,0.0828775893111118,0.38865257036688,0.165358662445268,0.0252951566902438
SCCPDH,-0.236677026842622,8.78938769548324,-2.36323093014621,0.0229811447765729,0.999792781902493,-3.52674973494962,NS,NS,-0.197440475182423,0.998681922476051,NS,-0.408115139760859,0.0495679498340427,-0.0957072533898309,0.240911094151964
FBXW4P1,0.173597156751037,5.69156161894558,2.35678517674911,0.0233336831574126,0.999792781902493,-3.53417176093098,NS,NS,0.163821569018726,0.998681922476051,NS,0.288679676259934,0.0305304136002574,0.097678858165918,0.285272782181224
CRYBB3,0.191914386405484,6.03308999925381,2.35425209329744,0.0234735527642864,0.999792781902493,-3.53708490226385,NS,NS,0.191397595737349,0.998681922476051,NS,0.120472977535312,0.28892876195552,0.233562308089271,0.063326253364479
ARF4,0.315443187194118,8.89110885791606,2.35393120596964,0.0234913249887297,0.999792781902493,-3.53745378946428,NS,NS,0.273681372292975,0.998681922476051,NS,0.591397046069987,0.0208102673142314,0.172325595382091,0.148969219097239
ACKR2,-0.221495601746915,6.29234242343339,-2.34864922307383,0.023785610940493,0.999792781902493,-3.54352117406236,NS,NS,-0.221641389241117,0.998681922476051,NS,-0.338626343061564,0.01473193006203,-0.165937418560271,0.216858795047101
CNOT4,-0.144429108677936,6.89308192091319,-2.34522563265493,0.023978123685779,0.999792781902493,-3.54744908937603,NS,NS,-0.133136845537695,0.998681922476051,NS,-0.24245139797346,0.0380562854594727,-0.074867325917527,0.265562997189721
AHDC1,0.216749812993065,5.78548355275546,2.33842054941108,0.0243649477230531,0.999792781902493,-3.55524550936759,NS,NS,0.21659048670011,0.998681922476051,NS,0.204677525202768,0.240840191571336,0.206970370085465,0.046425986845259
IL36A,0.140788768218256,5.16073565405712,2.33196932586821,0.0247368263838989,0.999792781902493,-3.56262282667038,NS,NS,0.144110783835243,0.998681922476051,NS,0.121222976370028,0.24630434399358,0.155967928835655,0.0655000525221861
NYX,-0.146369052995526,4.66579640689763,-2.32640673197618,0.0250615651158969,0.999792781902493,-3.56897321031674,NS,NS,-0.140940617768173,0.998681922476051,NS,-0.19756924212416,0.084990250744572,-0.121275682057202,0.130765757874573
MEX3D,0.156310903939621,6.84319363032614,2.31674579054754,0.0256346673356466,0.999792781902493,-3.5799786334291,NS,NS,0.157555407280511,0.998681922476051,NS,0.137334188206938,0.316646169902262,0.145776342587987,0.0284228612211108
KAT8,0.153239817123627,6.76416736514391,2.31490778243412,0.0257450226800285,0.999792781902493,-3.58206901073538,NS,NS,0.122406055944915,0.998681922476051,NS,0.259441339922168,0.0692961570537022,0.0824460973447412,0.116128924884398
TOP3B,0.170194080034247,5.89654646192162,2.31086983656785,0.0259889614124825,0.999792781902493,-3.58665753930138,NS,NS,0.165965117831029,0.998681922476051,NS,0.18450981862367,0.163040960329625,0.139972747729631,0.128893077019244
APC,-0.177192226899068,5.7362870100454,-2.30754556341677,0.0261913391000952,0.999792781902493,-3.5904311056561,NS,NS,-0.1703776061896,0.998681922476051,NS,-0.279550286739139,0.0277915954502895,-0.0687389074493146,0.468274378085211
LAMA5,0.321509524843497,6.61819152011537,2.30215318697308,0.026522625498947,0.999792781902493,-3.59654463150522,NS,NS,0.35058941108509,0.998681922476051,NS,0.174472279338914,0.518348812185153,0.433325923966541,0.00296942603184104
CLEC10A,0.259676124735184,5.58937621350586,2.30200568238485,0.0265317401162904,0.999792781902493,-3.59671172925202,NS,NS,0.26572821836891,0.998681922476051,NS,0.183232064426942,0.349496317664704,0.277490021746136,0.0376310465953095
RETREG1,-0.38068185756269,7.17375070591621,-2.30102998657522,0.0265921011012252,0.999792781902493,-3.5978168484867,NS,NS,-0.398066198495042,0.998681922476051,NS,-0.150823178706968,0.569878018096034,-0.574655160487851,0.00984798177072857
EPN2,0.163500271348448,5.97686477182158,2.28993397829458,0.0272872537200095,0.999792781902493,-3.61036277692958,NS,NS,0.163565546448701,0.998681922476051,NS,0.13710638354384,0.225562440019515,0.142695148524337,0.102276717360491
OPRD1,0.15398813034462,4.60848028578568,2.28249372491067,0.0277624404801993,0.999792781902493,-3.61875258669071,NS,NS,0.163387032580928,0.998681922476051,NS,0.0352741360207931,0.752843786534373,0.211963348276552,0.0132443986648747
RHOBTB3,-0.314970549376238,7.38052808920706,-2.28247316227358,0.0277637639450531,0.999792781902493,-3.61877574832176,NS,NS,-0.304947241798872,0.998681922476051,NS,-0.39397025401687,0.133919697113893,-0.267693737626358,0.0716111495147249
BYSL,0.159708014108612,5.51666971317713,2.28137909998078,0.027834262048135,0.999792781902493,-3.62000789213968,NS,NS,0.160365019676733,0.998681922476051,NS,0.176036410980138,0.153905261458703,0.171305392801806,0.051606643895694
ACE2,-0.321782863676185,5.66701079535402,-2.27797940400339,0.0280543508014834,0.999792781902493,-3.62383413854071,NS,NS,-0.31600562192969,0.998681922476051,NS,-0.217752781716592,0.148553365063198,-0.392577252107971,0.098487117264193
MZF1,0.141613462981564,6.17018134560067,2.27641849240376,0.0281559207995486,0.999792781902493,-3.62558961227031,NS,NS,0.139881141022633,0.998681922476051,NS,0.168810958659036,0.157419577281427,0.117701303829314,0.128627183575689
WTAP,0.181387831324576,7.83192625028627,2.27026833603191,0.0285593229704833,0.999792781902493,-3.63249850186464,NS,NS,0.141073698796696,0.998681922476051,NS,0.348936074886145,0.0282714688157731,0.0590015403375297,0.372283082699368
RIC3,-0.236797022074507,5.27171490451588,-2.26798841479348,0.0287101746443943,0.999792781902493,-3.63505650070331,NS,NS,-0.225336943728355,0.998681922476051,NS,-0.0915610107158935,0.388817744232481,-0.358548273633014,0.0434629832512176
TSEN34,0.159222040557339,6.43927883783165,2.26704177305966,0.0287730182533181,0.999792781902493,-3.6361180943919,NS,NS,0.155429535970082,0.998681922476051,NS,0.196720476547842,0.159060318593043,0.129506560297219,0.112473523404475
RND3,0.284008587251222,7.04624555743915,2.26238955842136,0.0290836478724225,0.999792781902493,-3.64133089447463,NS,NS,0.258327665693158,0.998681922476051,NS,0.518825645994023,0.0224658633405205,0.164809703523422,0.207365869937939
CXCR3,0.146064325737586,5.45468330679477,2.2584277861915,0.0293505325171856,0.999792781902493,-3.64576436007736,NS,NS,0.146602811881673,0.998681922476051,NS,0.217660632330131,0.0440419489597673,0.0895412374324467,0.32891598709324
ST6GALNAC2,-0.235176975154635,6.06309709729315,-2.25324306277948,0.0297031010785196,0.999792781902493,-3.651558450254,NS,NS,-0.227165905817235,0.998681922476051,NS,-0.146866933727769,0.174423771888183,-0.280944529194818,0.115308025047708
NYNRIN,-0.47574385271818,6.68227027463674,-2.25128865739554,0.029836980483108,0.999792781902493,-3.65374022068967,NS,NS,-0.477077353557701,0.998681922476051,NS,-0.42133880751638,0.204205014055897,-0.496627065238991,0.0901805672964219
SNRNP25,-0.202728044245084,7.15576025095712,-2.24745191935343,0.0301013678792355,0.999792781902493,-3.65801957303434,NS,NS,-0.202216916851615,0.998681922476051,NS,-0.219658983370602,0.174502898680149,-0.201079303474079,0.0695616487340391
PKN2,-0.240814342353913,7.30862825681847,-2.24673856918475,0.0301507539877508,0.999792781902493,-3.65881467111291,NS,NS,-0.169332662549217,0.998681922476051,NS,-0.448453515063249,0.0550120065522142,-0.0976703900875311,0.0800811236128207
ART1,-0.149451572478417,4.9819793246587,-2.2440806758805,0.0303353995322191,0.999792781902493,-3.66177564312001,NS,NS,-0.145038631825729,0.998681922476051,NS,-0.202024298904707,0.0844073633439577,-0.13317383026632,0.115052382438392
NRF1,0.194064213963695,5.49285078552362,2.2432172961607,0.030395595491496,0.999792781902493,-3.66273696159651,NS,NS,0.188541209723466,0.998681922476051,NS,0.202828488302896,0.225508034990395,0.160847424542622,0.0720690409050508
SYN1,-0.136927171672919,5.17548366126244,-2.24098665236526,0.0305516117872663,0.999792781902493,-3.66521947795042,NS,NS,-0.122315829094893,0.998681922476051,NS,-0.20231653373113,0.0929236864243563,-0.0731122309127383,0.275806464313412
RBP1,0.229855264726241,7.56948044397383,2.23142414361578,0.0312285471965501,0.999792781902493,-3.67584267606115,NS,NS,0.206411946455709,0.998681922476051,NS,0.306447873715809,0.160657763322117,0.156647226062845,0.0574723340288406
SLC25A16,-0.240234027590526,7.91931599537097,-2.23141631917595,0.0312291065154036,0.999792781902493,-3.67585135571943,NS,NS,-0.17103731130233,0.998681922476051,NS,-0.525162461671108,0.0211065806409103,-0.0483177830870876,0.526625164695418
CDS2,-0.209287381467783,7.95033960655057,-2.23087737594098,0.0312676535586359,0.999792781902493,-3.67644915595233,NS,NS,-0.193226840345838,0.998681922476051,NS,-0.282476263052978,0.0783268528146998,-0.0908291330581736,0.231373101069653
UBE2D3,0.23297391612682,10.261004758365,2.22624932843099,0.0316004136862777,0.999792781902493,-3.68157856352249,NS,NS,0.141244573484299,0.998681922476051,NS,0.55719704690976,0.013915729351259,-0.0042219993819046,0.942460738790598
LRBA,-0.141501573730294,7.46234464835257,-2.22193188236599,0.031913677161869,0.999792781902493,-3.68635715311432,NS,NS,-0.106620269505296,0.998681922476051,NS,-0.249517357916317,0.054029597261187,-0.0401627906100188,0.335650601433273
EDN3,0.122603051335214,4.59815240705195,2.22072248869856,0.032001921435387,0.999792781902493,-3.68769458246379,NS,NS,0.119553660163284,0.998681922476051,NS,0.0245497105668884,0.755625956727892,0.199398939963631,0.0233904655525962
SERTAD3,0.20522155732638,5.61886321783816,2.21537145659722,0.0323949714400283,0.999792781902493,-3.69360612334935,NS,NS,0.200765778719889,0.998681922476051,NS,0.065954315834758,0.558252541310491,0.318666286940009,0.0363060186995337
MRPS33,-0.226150579888678,6.75178884749369,-2.20982964662871,0.0328065499423902,0.999792781902493,-3.69971809956121,NS,NS,-0.225852940514944,0.998681922476051,NS,-0.182463834384889,0.303308448091934,-0.213205559203112,0.0755754643972992
TRIM2,-0.28365946186988,6.59918519428655,-2.20627988249639,0.0330726168395997,0.999792781902493,-3.70362754505718,NS,NS,-0.300017946328458,0.998681922476051,NS,-0.135197377570375,0.544631665235626,-0.330696154094682,0.0136196317736437
MUS81,0.15746166995159,6.67420604276154,2.20505238518675,0.0331650666364946,0.999792781902493,-3.70497841168062,NS,NS,0.158542736039965,0.998681922476051,NS,0.0919658715546863,0.389579672049915,0.175834870018569,0.0904195466776431
PEX1,-0.180118865854523,6.56945950275418,-2.20410198601299,0.0332368040643407,0.999792781902493,-3.70602397456167,NS,NS,-0.180279083883451,0.998681922476051,NS,-0.223270466529336,0.0961762777934686,-0.139242447510411,0.208000003042702
GRAP2,0.192223787256272,4.84407339951837,2.20385517153018,0.0332554564682973,0.999792781902493,-3.70629545180813,NS,NS,0.196960648545162,0.998681922476051,NS,0.256932584158761,0.0254050315772881,0.139859968708482,0.312308361805487
SRSF9,0.16463003402445,7.6534631565749,2.20082503817247,0.0334852096061482,0.999792781902493,-3.70962665971368,NS,NS,0.165934702862105,0.998681922476051,NS,0.146288969904761,0.28395496041006,0.156360797296256,0.0930451402934185
SNRPA1,-0.218189691834694,5.64955802604593,-2.19804303249785,0.0336973877853212,0.999792781902493,-3.71268229945209,NS,NS,-0.212697950830742,0.998681922476051,NS,-0.166173679332407,0.131757195816025,-0.295079978444713,0.0660515536527804
DNAJB1,0.271823995231449,8.07416123933879,2.19535888892891,0.0339032315429673,0.999792781902493,-3.71562791942408,NS,NS,0.292561605326564,0.998681922476051,NS,0.137105860236748,0.56257384080293,0.348843781496115,0.00699818044812256
PLIN2,0.424411895191579,9.43137369121414,2.19494472997498,0.033935091988055,0.999792781902493,-3.71608220208328,NS,NS,0.368810575213852,0.998681922476051,NS,0.831165702209251,0.0232423311245862,0.143335705762425,0.473236491205832
