gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig,sig_fallback,logFC_paper,adjP_paper,sig_paper,logFC_GSE15653,P_GSE15653,logFC_GSE64998,P_GSE64998,logFC_C2,P_C2,adjP_C2,hyperglycemia_tag
LRFN3,0.389280156079993,5.02933791234733,4.82181693660965,2.01855433782487e-05,0.0143765204762116,2.72260845363434,NS,NS,0.374142424775277,0.0112635289594413,NS,0.467777022262378,0.0033044788223102,0.311523365953669,0.00244112192431693,0.115899499806088,0.154545755497135,0.999792781902493,FALSE
ARMC7,0.30727591664296,5.91910646198996,4.81824719378236,2.04163604395904e-05,0.0143765204762116,2.71237344293805,NS,NS,0.308874039652211,0.00584005684244543,NS,0.355229727752693,0.000333738550242193,0.269006656417211,0.0124283173398811,0.156396234746331,0.0174528726533648,0.999792781902493,TRUE
ARHGEF16,0.308543930472296,5.62875790221759,4.78942400021392,2.23779732758106e-05,0.0145456826292769,2.62979159265454,NS,NS,0.310109303144966,0.00636455293506912,NS,0.298385905300075,0.00677112974799479,0.321001804212017,0.00257317701836645,0.103562724374061,0.112008368483758,0.999792781902493,FALSE
PIK3C2G,-0.451125103387512,7.16451458245469,-4.72212840319026,2.77106568382233e-05,0.0156261282717519,2.43740507901311,NS,NS,-0.416020423797561,0.0146755924901654,NS,-0.652009663244396,0.000305649140130095,-0.268189246322976,0.00885324515569754,-0.0239787718383688,0.80105838510706,0.999792781902493,FALSE
IKBKG,0.341489951476984,6.49709744268437,4.7194667017483,2.79455372626069e-05,0.0156261282717519,2.42980838797676,NS,NS,0.347112691273245,0.00636455293506912,NS,0.164696772443854,0.136670569912976,0.511402153540712,3.89119269189852e-05,0.0594414569224639,0.411319468804362,0.999792781902493,FALSE
GPR88,-1.18341354934214,5.57905184663945,-4.64431174137901,3.54504918380759e-05,0.0156261282717519,2.21573002811786,Down,Down,-1.08317127263462,0.0157194641686072,Down,-1.55594629784389,0.00251654175201149,-0.810539107075068,0.00141652554353336,-0.137781123377472,0.587777534120713,0.999792781902493,FALSE
CDS2,-0.439419321188549,7.95033960655057,-4.63528551565263,3.64757560286958e-05,0.0156261282717519,2.19007510986614,NS,NS,-0.381875528139078,0.0189529419114795,NS,-0.755953298092861,3.21922665036702e-05,-0.128507299685767,0.119469298011046,-0.209287381467783,0.0312676535586359,0.999792781902493,TRUE
VSNL1,-0.587430416104199,8.35131888065609,-4.62965111085189,3.71304857346273e-05,0.0156261282717519,2.17406695057911,Down,Down,-0.5907325248952,0.00636455293506912,Down,-0.650590857364734,2.04750099250516e-05,-0.558534239544025,0.0101480899685246,-0.0623430151286248,0.622218665593181,0.999792781902493,FALSE
ABCA7,0.393350542044145,5.37072986400245,4.59322365277846,4.16513309933641e-05,0.0156261282717519,2.07069036214608,NS,NS,0.381765722487262,0.0116710554513373,NS,0.452509464003447,0.00577393414150136,0.350108040454426,0.000574478692515099,0.0258405802230284,0.761987961370242,0.999792781902493,FALSE
HPS5,0.901102958022229,5.95527295461135,4.58574484058407,4.26443630604646e-05,0.0156261282717519,2.04949238321891,Up,Up,0.875444233998807,0.0116710554513373,Up,1.03062279081585,0.00485972098057336,0.820169923927078,0.000184216315787212,0.327578725578029,0.0997353043569921,0.999792781902493,FALSE
DNAJC12,-0.73014747026907,7.50668862415182,-4.58167341616131,4.31947120768143e-05,0.0156261282717519,2.03795609783828,Down,Down,-0.690981710449809,0.0133638729298835,Down,-0.878565906247485,0.00584077956161763,-0.604363477510775,0.000205158378556244,-0.138452514180785,0.385150836347667,0.999792781902493,FALSE
SCG5,-0.706955476495013,5.50783741624783,-4.58151710999824,4.32159791438388e-05,0.0156261282717519,2.03751326130311,Down,Down,-0.662328413409487,0.0178921691118309,Down,-1.08694061174344,8.20676880529597e-05,-0.345367902190243,0.0665113026439988,-0.0712968432515462,0.6430643455607,0.999792781902493,FALSE
MCCC1,-0.34087088253836,8.19058016139891,-4.54611804950403,4.83072225681818e-05,0.0156261282717519,1.93732580429969,NS,NS,-0.306035857968809,0.0189529419114795,NS,-0.548434169522477,0.000152037995597582,-0.151732883023373,0.0316998132066677,0.00317321542399718,0.96609839242517,0.999792781902493,FALSE
CTNNA3,-0.458853439763029,5.90452638620464,-4.54582699974143,4.83514342180398e-05,0.0156261282717519,1.93650292593875,NS,NS,-0.458887856420183,0.0112635289594413,NS,-0.479505625838557,0.00105625088456138,-0.428588561014492,0.0117272740027707,-0.0139781628857181,0.889402711212001,0.999792781902493,FALSE
MBNL3,-0.33668649167343,7.44747224658388,-4.54196730454589,4.89415106582693e-05,0.0156261282717519,1.92559184010157,NS,NS,-0.333769515936162,0.0116710554513373,NS,-0.437265021310371,0.000441159588503997,-0.240414529732124,0.0228914284766133,0.000178551107665292,0.998069872653733,0.999792781902493,FALSE
PELI2,-0.45788546057956,5.25430442377918,-4.53780354888061,4.95860061572309e-05,0.0156261282717519,1.91382400375633,NS,NS,-0.462668825248707,0.0116710554513373,NS,-0.434920797130139,0.0140099444333953,-0.4973109162161,0.000423310292782644,-0.193829218892154,0.0592016191627635,0.999792781902493,FALSE
ABCG2,-0.695740078529997,7.1486487781307,-4.53293447669156,5.03502566801532e-05,0.0156261282717519,1.90006647384088,Down,Down,-0.636103863559484,0.0185710163981237,Down,-0.989262291412605,0.000930055265411752,-0.409365183482549,0.0134844910349006,-0.0774201125039919,0.613011408723241,0.999792781902493,FALSE
AEN,0.527223502564879,6.00387700622648,4.51128225464773,5.3891288818549e-05,0.0156261282717519,1.83893720679229,Up,Up,0.539777974510209,0.0114078325999841,Up,0.445548409552767,0.0247750076065593,0.623500215640419,0.000225945608390284,0.236885460776437,0.0470313083665986,0.999792781902493,TRUE
GOLM1,0.824895062242918,6.23459579414048,4.50703736981648,5.46136361553927e-05,0.0156261282717519,1.82696236957562,Up,Up,0.813097402810836,0.0114078325999841,Up,0.390672340120037,0.039497163643613,1.27342812705121,0.000145505491590332,0.449775896935591,0.0172359922937901,0.999792781902493,TRUE
SLC12A6,-0.481036270873069,6.11343214069137,-4.49617487025839,5.65056651109432e-05,0.0156261282717519,1.79633350579508,NS,NS,-0.42916007675374,0.0189529419114795,NS,-0.750606105466966,0.000344917927431709,-0.22055830305387,0.0430340329850353,-0.164123306615489,0.128856900842638,0.999792781902493,FALSE
TOR1AIP2,-0.319208614619297,7.54062626826285,-4.49157224729839,5.73266244289123e-05,0.0156261282717519,1.78336178111896,NS,NS,-0.311898147298533,0.0145396588879263,NS,-0.389224392592756,0.00208190356412087,-0.250741121752567,0.00691794950170281,-0.112846032153366,0.116339148826413,0.999792781902493,FALSE
TNFRSF12A,0.431470469840313,6.24668020169046,4.44659434295341,6.59910490746236e-05,0.0174257613962678,1.65679825343919,NS,NS,0.432152993966933,0.0116710554513373,NS,0.358635444169931,0.0110753020033518,0.508529365010332,0.00253833031415217,0.281683724913383,0.00548670901573855,0.999792781902493,TRUE
MEIS1,-0.402998291112879,5.84956194718194,-4.38559932050794,7.98212681673224e-05,0.0204390823034507,1.48576158621779,NS,NS,-0.386263641504331,0.0185710163981237,NS,-0.517597994899444,0.00237156699022877,-0.300293441742695,0.0096906899637651,-0.0908259561024982,0.323806704144266,0.999792781902493,FALSE
ELF2,-0.416945886196378,6.48753083008721,-4.36189436912002,8.59307118002154e-05,0.0206101836740479,1.41948333977772,NS,NS,-0.343637660824455,0.0248943854320466,NS,-0.626959334428134,0.00169160301538595,-0.205896607467265,0.00392678627182073,-0.206376814560751,0.0349694146778667,0.999792781902493,TRUE
GPC1,0.427744644235608,6.82793469727,4.35700498261522,8.72466660604154e-05,0.0206101836740479,1.40582657987124,NS,NS,0.440008988130389,0.0116710554513373,NS,0.377437898024431,0.0440149951489354,0.482214470722921,0.000116749381115696,0.0566305039413875,0.563183823768432,0.999792781902493,FALSE
P4HA1,-1.11048564954378,6.76066915471959,-4.35453114961887,8.79199839880739e-05,0.0206101836740479,1.39891862281825,Down,Down,-1.12810292407644,0.0144759966432739,Down,-0.941986479020294,0.0225471044337714,-1.28188902605222,0.000841621360109096,-0.134504579904069,0.596956978281828,0.999792781902493,FALSE
RPS6KA1,0.411033682200537,6.45048107267737,4.32948309894977,9.50304876595001e-05,0.0206101836740479,1.32904350168909,NS,NS,0.406049575850566,0.0178921691118309,NS,0.466569736331641,0.00405455053401942,0.365920140931279,0.00722161986933066,0.0701395809079815,0.459631895534386,0.999792781902493,FALSE
INHBE,1.14799182510104,8.66840374214911,4.31929891615169,9.80798164829067e-05,0.0206101836740479,1.3006697403167,Up,Up,1.16518279285616,0.0144759966432739,Up,1.06501631753414,0.0295082950962137,1.23718166720686,0.00021345921409734,0.314673623189469,0.238476691125706,0.999792781902493,FALSE
NR3C2,-0.354335263905202,6.10495480256983,-4.31540418587387,9.92711047250337e-05,0.0206101836740479,1.28982441827065,NS,NS,-0.340515560774033,0.0185710163981237,NS,-0.445164876089043,0.00401561816007968,-0.265952391107308,0.010689518991585,-0.0300228348158269,0.713685218818587,0.999792781902493,FALSE
MRPS33,-0.445931018839524,6.75178884749369,-4.31214602477222,0.000100278550644941,0.0206101836740479,1.28075410349455,NS,NS,-0.421767864075428,0.0189529419114795,NS,-0.640274508810544,0.000728236840258234,-0.263948429460297,0.0429917999560835,-0.226150579888678,0.0328065499423902,0.999792781902493,TRUE
STK3,-0.3394605894654,6.80276995861844,-4.30416189471391,0.00010278977731832,0.0206101836740479,1.25853659235217,NS,NS,-0.321403774793912,0.0189529419114795,NS,-0.438542902314709,0.00279531394798807,-0.256814029286392,0.00376403828019464,-0.0549579144634098,0.485353030305003,0.999792781902493,FALSE
BAZ2B,-0.660579431033823,6.51498587049769,-4.29844439927467,0.000104625781720532,0.0206101836740479,1.24263463283481,Down,Down,-0.522176024341468,0.0321750628666107,Down,-1.08681000091078,0.000578810912520631,-0.260369608161417,0.00337355376826545,-0.0928448082812006,0.544933950827824,0.999792781902493,FALSE
VAV2,0.342505377269263,7.32398847663072,4.29567680733202,0.000105525995679584,0.0206101836740479,1.23493964243904,NS,NS,0.340066864928215,0.0178921691118309,NS,0.363514332202842,0.00835042351516418,0.333773268983467,0.00209367184274593,0.0739397622795801,0.354249055270856,0.999792781902493,FALSE
MEX3D,0.292500727935304,6.84319363032614,4.29023168144941,0.00010731929960451,0.0206101836740479,1.21980476036311,NS,NS,0.267176452270013,0.0199833564059494,NS,0.399423475847471,0.00436144201182915,0.191870090579968,0.00885423995181538,0.156310903939621,0.0256346673356466,0.999792781902493,TRUE
DARS1,-0.453538522655111,7.86023868530121,-4.27525982092262,0.000112405177851179,0.0209208510299904,1.1782224004529,NS,NS,-0.38822892415052,0.0277909225463509,NS,-0.740482441044237,0.000255196157938206,-0.194336114422022,0.0211135169438307,-0.128014782504869,0.229721178591979,0.999792781902493,FALSE
VPS13A,-0.364422415270397,6.21670274690957,-4.26506796908648,0.000116001334724734,0.0209208510299904,1.14994325775085,NS,NS,-0.325724724902858,0.0226512299750409,NS,-0.529672489145395,0.00192492266116239,-0.202581756357042,0.019671154801847,-0.171710878311243,0.0488553665700405,0.999792781902493,TRUE
YKT6,0.369874624179799,7.27190391551612,4.2584015051669,0.000118414155852947,0.0209208510299904,1.13145804662176,NS,NS,0.374092625412613,0.0172737583754182,NS,0.337432753867322,0.0226402426390297,0.414551814723922,0.000934006677467748,0.150360902125827,0.087785585668711,0.999792781902493,FALSE
FBXO38,-0.466744104592994,7.09623715097226,-4.25723780650763,0.00011884033721178,0.0209208510299904,1.12823225235793,NS,NS,-0.396353813961222,0.0284577178362219,NS,-0.737573316458938,0.000619939395983419,-0.215619821938697,0.0157575679118795,-0.159637662667049,0.148890374081374,0.999792781902493,FALSE
MMP9,0.515548684990305,4.84293438927358,4.23733560336055,0.000126365463806963,0.0210104857143939,1.07310870005498,Up,Up,0.493575217091414,0.0189529419114795,NS,0.760574428185923,0.000252544522804168,0.259922261819326,0.104311574616392,0.140387750812904,0.250419774247181,0.999792781902493,FALSE
AKAP6,-0.445604121014078,6.31009114641931,-4.23392657435463,0.000127700315125062,0.0210104857143939,1.0636753655446,NS,NS,-0.4363367749604,0.0185710163981237,NS,-0.557412943411254,0.00178593216833383,-0.338176669619676,0.0245700170583042,-0.185145605614755,0.0829433057251926,0.999792781902493,FALSE
KDM8,0.623345768694779,8.12847275615646,4.23340765839155,0.000127904707926892,0.0210104857143939,1.06223966641191,Up,Up,0.62274730991763,0.0183315999987201,Up,0.629695603624936,0.0161546042114301,0.627783996322841,0.00142968753885669,0.207941657340715,0.161201005155292,0.999792781902493,FALSE
NUP43,-0.364824665779859,7.01211914916024,-4.22989856343788,0.000129295296703962,0.0210104857143939,1.05253252161999,NS,NS,-0.302028893957031,0.0287111964222318,NS,-0.560355937503067,0.00141039284846207,-0.180439330671024,0.00594909453128218,-0.0765882086640417,0.374835214747249,0.999792781902493,FALSE
RBL2,-0.445335362530106,8.48228264996202,-4.21342320224817,0.000136024076429109,0.021063077539078,1.00699369562022,NS,NS,-0.421501439792143,0.0189529419114795,NS,-0.54332700924304,0.00957306964414025,-0.359832685122125,0.00106123696652729,-0.0893685219889626,0.397882203259685,0.999792781902493,FALSE
STK10,0.415005651010898,5.93829804311729,4.21249417141967,0.000136413524677041,0.021063077539078,1.00442761277024,NS,NS,0.382707147173824,0.0219429331794336,NS,0.604965126133846,0.00106254407655103,0.232198814399963,0.042312374415749,0.0997167394949603,0.312451314312985,0.999792781902493,FALSE
MAOA,-0.587397569174392,9.04296657957248,-4.20368948628818,0.000140158901485407,0.021063077539078,0.980117792671601,Down,Down,-0.497928459017482,0.0284768915532463,NS,-0.901565557155783,0.00157725576284776,-0.288844558416987,0.00966883115870841,-0.140089234531267,0.31701812440638,0.999792781902493,FALSE
PFKFB1,-0.371757842201675,8.59233016591707,-4.20190288558401,0.000140931054786839,0.021063077539078,0.975187111586835,NS,NS,-0.366722857421376,0.0185710163981237,NS,-0.474999235218013,0.00129081060528571,-0.265556963549773,0.0316903200418046,-0.157583506505116,0.0793098824318825,0.999792781902493,FALSE
MYO9B,0.330062044731206,7.43109139094349,4.19835465192927,0.000142476903660024,0.021063077539078,0.965396805202904,NS,NS,0.309918708261581,0.0207740962253226,NS,0.447525140440943,0.0028160947096365,0.225223718601527,0.0125543384485936,0.0614971132893549,0.433851858611802,0.999792781902493,FALSE
ZFHX4,-0.369666714116901,7.03314561493659,-4.19299937302376,0.000144841412402229,0.021063077539078,0.950625919177602,NS,NS,-0.347236303998396,0.0199833564059494,NS,-0.466355478618398,0.00633319813459735,-0.275956128392872,0.00393744743799005,-0.141436692946395,0.112724488688054,0.999792781902493,FALSE
TIAM1,-0.401230050683332,6.6041572265701,-4.18803470290669,0.000147067641988829,0.021063077539078,0.936938263312902,NS,NS,-0.398272479366802,0.0185710163981237,NS,-0.43449618580169,0.00817210330174813,-0.370811507180569,0.00631403980272059,-0.109618631981965,0.25434358625646,0.999792781902493,FALSE
BORCS6,0.276291691970401,5.79032706188469,4.18197549197091,0.000149829960323323,0.0211010527455346,0.920240613292389,NS,NS,0.276637852032509,0.0183315999987201,NS,0.303859752171199,0.00496375515820394,0.267880596040984,0.00677545018091063,0.0870672900374521,0.190378341044388,0.999792781902493,FALSE
CYBC1,0.305485639982315,5.9869736191859,4.16360618613317,0.000158517291506594,0.0218053833192081,0.869671378565792,NS,NS,0.293726793602032,0.0189529419114795,NS,0.357649124372415,0.0116771960628538,0.255703394904044,0.00377095024721744,0.15911432803889,0.0342081686100608,0.999792781902493,TRUE
ZMAT3,0.54421298850805,6.31716592092707,4.16058543854075,0.00015999216163206,0.0218053833192081,0.86136303121628,Up,Up,0.550972980457355,0.0178921691118309,Up,0.327093159538625,0.0587602321796211,0.741475565468597,0.000588556386143096,0.15981638392077,0.224049930716007,0.999792781902493,FALSE
ABR,0.451163975948262,6.08681048514243,4.15452598887274,0.000162991130494775,0.0218615087727119,0.84470341239134,NS,NS,0.451110591702605,0.0185710163981237,NS,0.45529463409141,0.00605841749970868,0.450891629256343,0.00954321496980547,0.180890366751521,0.0999985509560308,0.999792781902493,FALSE
RAB32,0.321995976802744,6.79513865203869,4.14307715071099,0.000168807800771343,0.0221170966190363,0.81325007068415,NS,NS,0.326791970585751,0.0183315999987201,NS,0.306859335930651,0.0396284121477407,0.347156990754628,0.000564701931605696,0.103521938790871,0.185763921244478,0.999792781902493,FALSE
PLPPR1,-0.666729524699652,6.11226091544124,-4.13768168944688,0.00017161869983998,0.0221170966190363,0.798437933554961,Down,Down,-0.658390221173573,0.0189529419114795,Down,-0.817333581284755,0.00118107220317369,-0.547744676590461,0.0196567360337782,-0.117099168882041,0.466955940096461,0.999792781902493,FALSE
MAN2A1,-0.588507727422075,8.43148075499188,-4.13070768613884,0.000175319663287459,0.0221170966190363,0.779302536182284,Down,Down,-0.462010870271385,0.0373392785921934,NS,-0.963756522461545,0.000976852890251682,-0.239440254287924,0.0020789665543522,-0.16776262132429,0.240995074024025,0.999792781902493,FALSE
TOM1L1,-0.524931074704809,8.55349474694032,-4.13062067123517,0.000175366328221945,0.0221170966190363,0.779063856734266,Down,Down,-0.443236107956835,0.0321750628666107,NS,-0.826696457035164,0.000989441251225017,-0.246273152480509,0.0116226146297659,-0.131272692489948,0.302737907733599,0.999792781902493,FALSE
IPPK,0.298617725824837,6.4348537471993,4.11491901401881,0.000183988129215776,0.0221250946811759,0.736024533820133,NS,NS,0.252896155472755,0.0338902344350115,NS,0.509405854611467,0.000262219252573048,0.104884749679161,0.0996117120547324,0.0882435353735156,0.226229130192642,0.999792781902493,FALSE
TRMT11,-0.332632412813836,6.0967252322192,-4.10501341671076,0.000189638332348937,0.0221250946811759,0.708903388982913,NS,NS,-0.301788799010538,0.0279051644405918,NS,-0.551457535475853,0.000217651504800853,-0.126996662950805,0.153825759050067,-0.0663860883048733,0.412576423434044,0.999792781902493,FALSE
ADGRG6,-0.602548123124792,8.64063520289552,-4.10446948646077,0.00018995344114292,0.0221250946811759,0.707414823167357,Down,Down,-0.493925927588389,0.0338902344350115,NS,-0.936904683024204,0.00194168753201033,-0.2818921412031,0.00576867104981779,-0.236539053235373,0.111210583124098,0.999792781902493,FALSE
STX5,0.305578469559247,6.7474057420349,4.09992807179789,0.000192604350059874,0.0221250946811759,0.694989233222863,NS,NS,0.296765624082142,0.0199833564059494,NS,0.386179395266855,0.00290369143469179,0.234294615117056,0.0194408006967412,0.0572371379898193,0.442234071406979,0.999792781902493,FALSE
SEC16A,0.565086233898431,7.57017063361406,4.09988905966434,0.000192627277557334,0.0221250946811759,0.694882515565481,Up,Up,0.517505359708498,0.0245561027237169,Up,0.769665178153327,0.00387103813822037,0.385083760962639,0.00509443875524188,0.136857248019579,0.321616809339771,0.999792781902493,FALSE
RDH16,0.497961528226499,10.1249678355738,4.09078997568834,0.000198048080698424,0.0221250946811759,0.670002223992828,NS,NS,0.499587529008075,0.0189529419114795,NS,0.503034983012523,0.0208696584757279,0.519116429360134,0.000541849829452976,0.0329307801140519,0.785953569130823,0.999792781902493,FALSE
RBM38,0.315857838318267,5.5985281965334,4.08867541907206,0.000199328950305147,0.0221250946811759,0.664223166895949,NS,NS,0.273870954358366,0.0291919918358911,NS,0.460565566398566,0.00328269544310299,0.178735447234626,0.014319421998305,0.147195000144937,0.0611937543000056,0.999792781902493,FALSE
MAPRE2,-0.400717025274878,8.02880599108958,-4.08136007546432,0.000203822670827705,0.0221250946811759,0.64423898693958,NS,NS,-0.393086019444727,0.0189529419114795,NS,-0.607339883640466,0.000114972634662386,-0.212804006055862,0.112840077049317,-0.100796182813031,0.305679091556692,0.999792781902493,FALSE
ALG12,0.307396164617397,6.86477315105231,4.07975474272053,0.000204821924628836,0.0221250946811759,0.639855294429729,NS,NS,0.27426339671519,0.0284768915532463,NS,0.44586854556125,0.00214922211066771,0.18218285405875,0.0145684358312618,0.01336688925283,0.858618056385593,0.999792781902493,FALSE
CYP2C19,-1.3883926560386,9.21998713410975,-4.0742416430696,0.000208290052554522,0.0221250946811759,0.624805540821235,Down,Down,-1.34232210133679,0.0199833564059494,Down,-1.58465683111414,0.0150862356326302,-1.18898758635885,0.00172022996314796,-0.657146054522654,0.0582615878276431,0.999792781902493,FALSE
COIL,-0.354815964198509,6.3231355481277,-4.07406738721331,0.000208400598652785,0.0221250946811759,0.624329978258718,NS,NS,-0.305548837283312,0.034139435415141,NS,-0.621979939444862,0.000199228677438728,-0.101510325828219,0.205223617201937,-0.100231729717239,0.251624481565264,0.999792781902493,FALSE
ENPP1,-0.522950804987849,8.76358224552634,-4.07329835200031,0.00020888914921903,0.0221250946811759,0.622231291213336,Down,Down,-0.419375322033734,0.0358097741362236,NS,-0.813299807975186,0.0022094995576319,-0.235295689237795,0.00347297686047453,-0.30664052310414,0.0203915420155561,0.999792781902493,TRUE
SERPINE1,0.980285014338607,7.11702213293803,4.071066975765,0.000210313011103136,0.0221250946811759,0.616142734679688,Up,Up,0.984890980915369,0.0185710163981237,Up,0.418118936897988,0.132572763151092,1.55645772299896,0.000183069116873333,0.360493934472697,0.13805785669817,0.999792781902493,FALSE
EXTL3,0.356746716374612,6.9429248258704,4.06830784503127,0.000212086706411272,0.0221250946811759,0.608615871896671,NS,NS,0.32887165013924,0.023142857269542,NS,0.458782629363769,0.00948086783657739,0.261996087684008,0.00321064240187509,0.113827273810951,0.196978285386081,0.999792781902493,FALSE
MET,-0.572652493798318,8.39356932832753,-4.06102530067366,0.00021683848175233,0.0223449411074048,0.588758429174805,Down,Down,-0.560169905291486,0.0189529419114795,Down,-0.635122834945244,0.0181174683632481,-0.534374523746303,0.000351582511551449,-0.154278209252931,0.275413177806761,0.999792781902493,FALSE
OPN3,-0.544352636727009,6.85682862519549,-4.04136030497609,0.000230193184041152,0.0231695846292782,0.535204825842605,Down,Down,-0.461188043739965,0.0349362995534165,NS,-0.887286440982191,0.000576476063081782,-0.232888603653135,0.0321166109636756,-0.102726784086716,0.445359801733624,0.999792781902493,FALSE
PAIP2B,-0.388116378290087,7.63462873328744,-4.04117198376643,0.000230324864953771,0.0231695846292782,0.534692449408195,NS,NS,-0.384232416212928,0.0189529419114795,NS,-0.399833946159103,0.030029304500942,-0.366523736373047,0.000382659059250328,-0.162930435334975,0.0940904227944493,0.999792781902493,FALSE
MXD4,0.384227060391577,7.07792723621704,4.03642631408609,0.000233667501723974,0.023229298700795,0.521783642296001,NS,NS,0.375857460218055,0.0193134273268988,NS,0.422460888697128,0.0243461450557311,0.356046560248164,0.000737518387742519,0.0420009766654177,0.658059572451049,0.999792781902493,FALSE
NKG7,0.479562608157066,5.99304851595401,4.01898210890828,0.000246364702735194,0.0239376164493579,0.474383312158587,NS,NS,0.476816020434034,0.0189529419114795,NS,0.546959254583714,0.00281620198463716,0.4131377204367,0.0275392013998009,0.0970710037811573,0.415845621460837,0.999792781902493,FALSE
SLC26A6,0.322204909899827,5.86513463614963,4.01856405885357,0.000246677077074709,0.0239376164493579,0.473248335218541,NS,NS,0.319641925999376,0.0199833564059494,NS,0.345551290045411,0.0152211805317501,0.308419485206333,0.00437553189279703,0.0767289561459013,0.339252974608428,0.999792781902493,FALSE
FANCL,-0.526790532105653,6.10946720021425,-4.01335803408837,0.000250599513850372,0.0239376164493579,0.459118167763391,Down,Down,-0.461873529850937,0.0321750628666107,NS,-0.797629800878691,0.00140392845317109,-0.291385075522339,0.00911868085444381,-0.102890310533527,0.432899557504039,0.999792781902493,FALSE
PLCH2,0.359964675101753,5.87854353656176,4.01135601176846,0.000252124007573119,0.0239376164493579,0.453686179159366,NS,NS,0.334566210653485,0.0276198207693928,NS,0.485540797676398,0.0045248362525033,0.242152345462648,0.0179055815366885,0.161389778408273,0.0765351556269617,0.999792781902493,FALSE
SNRPE,-0.48379601633321,7.15633966467186,-4.00535671253356,0.000256746517838122,0.0239777571471323,0.437414885638729,NS,NS,-0.393314895019619,0.0463892066555534,NS,-0.938399917980531,4.1626343904628e-05,-0.050929852980798,0.565566414153803,-0.115465751390866,0.339765284034968,0.999792781902493,FALSE
ANXA5,0.487168998479845,8.27463668237362,4.00346385610425,0.00025822200004604,0.0239777571471323,0.432283050657073,NS,NS,0.48154021779718,0.0207740962253226,NS,0.509949193041861,0.0202058223346413,0.451558368391851,0.00296916574793568,0.297495316140113,0.0177814383789308,0.999792781902493,TRUE
CYTH2,0.288223863633715,7.07878254214877,3.99059255622448,0.000268475993242505,0.0243471421889874,0.397412074417787,NS,NS,0.262156352372007,0.0248763311637296,NS,0.362647279251569,0.0121248462567136,0.221213762918889,0.000882246174624384,0.0427609755867913,0.552984073505915,0.999792781902493,FALSE
